診療科名,予約担当者匿名ID,区分,曜日,bin_idx,bin_label,出勤日数,該当日数,出勤頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
PICCCVポートセンター,DR_XX009,全体,1,4,10:00,1,5,0.2,1,21,0.2,4.2
PICCCVポートセンター,DR_XX009,全体,1,5,10:30,1,5,0.2,1,30,0.2,6.0
PICCCVポートセンター,DR_XX009,全体,1,6,11:00,1,5,0.2,1,30,0.2,6.0
PICCCVポートセンター,DR_XX009,全体,1,7,11:30,1,5,0.2,1,22,0.2,4.4
PICCCVポートセンター,DR_XX009,全体,2,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,全体,3,12,14:00,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,全体,4,5,10:30,1,4,0.25,1,4,0.25,1.0
PICCCVポートセンター,DR_XX009,全体,4,14,15:00,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,全体,4,15,15:30,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,DR_XX009,全体,4,17,16:30,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,DR_XX009,再診,1,4,10:00,1,5,0.2,1,21,0.2,4.2
PICCCVポートセンター,DR_XX009,再診,1,5,10:30,1,5,0.2,1,30,0.2,6.0
PICCCVポートセンター,DR_XX009,再診,1,6,11:00,1,5,0.2,1,30,0.2,6.0
PICCCVポートセンター,DR_XX009,再診,1,7,11:30,1,5,0.2,1,22,0.2,4.4
PICCCVポートセンター,DR_XX009,再診,2,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,再診,3,12,14:00,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,再診,4,5,10:30,1,4,0.25,1,4,0.25,1.0
PICCCVポートセンター,DR_XX009,再診,4,14,15:00,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,再診,4,15,15:30,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,DR_XX009,再診,4,17,16:30,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,DR_XX009,薬再診,2,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,薬再診,3,12,14:00,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,薬再診,4,5,10:30,1,4,0.25,1,4,0.25,1.0
PICCCVポートセンター,DR_XX009,薬再診,4,14,15:00,1,4,0.25,1,2,0.25,0.5
