総件数,期間_開始,期間_終了,期間_暦日数,期間_営業日数,期間_除外日数,診療科数,医師数,部屋数,予約名称_種類数,初診件数,再診件数,紹介状あり,併科受診_有,未来院件数
35415,2025-12-01,2025-12-31,31,20,3,51,423,0,744,2829,32586,2012,9366,2027
