診療科名,併科診療科略称名1,曜日,初再診区分,件数
リウマチ膠原病内科,泌尿,1,再診,2
リウマチ膠原病内科,泌尿,1,初診,1
リウマチ膠原病内科,泌尿,2,再診,4
リウマチ膠原病内科,泌尿,3,再診,1
リウマチ膠原病内科,泌尿,4,再診,2
リウマチ膠原病内科,消化,0,再診,5
リウマチ膠原病内科,消化,1,再診,4
リウマチ膠原病内科,消化,2,再診,5
リウマチ膠原病内科,消化,3,再診,4
リウマチ膠原病内科,消化,4,再診,5
リウマチ膠原病内科,産婦,1,再診,3
リウマチ膠原病内科,産婦,2,再診,1
リウマチ膠原病内科,産婦,3,再診,1
リウマチ膠原病内科,皮膚,0,再診,6
リウマチ膠原病内科,皮膚,1,再診,7
リウマチ膠原病内科,皮膚,2,再診,7
リウマチ膠原病内科,皮膚,3,再診,3
リウマチ膠原病内科,皮膚,3,初診,1
リウマチ膠原病内科,皮膚,4,再診,10
リウマチ膠原病内科,眼科,0,再診,10
リウマチ膠原病内科,眼科,1,再診,6
リウマチ膠原病内科,眼科,1,初診,1
リウマチ膠原病内科,眼科,2,再診,4
リウマチ膠原病内科,眼科,3,再診,6
リウマチ膠原病内科,眼科,4,再診,6
リウマチ膠原病内科,総合,0,再診,7
リウマチ膠原病内科,総合,0,初診,1
リウマチ膠原病内科,総合,1,再診,7
リウマチ膠原病内科,総合,2,再診,1
リウマチ膠原病内科,総合,3,再診,4
リウマチ膠原病内科,総合,4,再診,7
リウマチ膠原病内科,耳鼻,1,再診,4
リウマチ膠原病内科,耳鼻,2,再診,3
リウマチ膠原病内科,耳鼻,4,再診,1
リウマチ膠原病内科,脳内,0,再診,1
リウマチ膠原病内科,脳内,1,再診,3
リウマチ膠原病内科,脳内,2,再診,2
リウマチ膠原病内科,脳内,3,再診,1
リウマチ膠原病内科,脳内,4,再診,1
リウマチ膠原病内科,脳外,2,再診,2
リウマチ膠原病内科,腎内,0,再診,2
リウマチ膠原病内科,腎内,1,再診,2
リウマチ膠原病内科,腎内,2,再診,4
リウマチ膠原病内科,腎内,3,再診,8
リウマチ膠原病内科,般外,0,再診,2
リウマチ膠原病内科,般外,2,再診,1
リウマチ膠原病内科,般外,3,再診,1
リウマチ膠原病内科,薬剤,1,再診,1
リウマチ膠原病内科,薬剤,2,再診,1
リウマチ膠原病内科,薬剤,3,再診,2
リウマチ膠原病内科,薬剤,4,再診,1
リウマチ膠原病内科,血液,0,再診,3
リウマチ膠原病内科,血液,1,再診,2
リウマチ膠原病内科,血液,2,初診,1
リウマチ膠原病内科,血液,3,再診,3
リウマチ膠原病内科,血液,4,再診,1
リウマチ膠原病内科,退院,0,再診,2
リウマチ膠原病内科,遺伝,1,再診,2
リウマチ膠原病内科,麻酔,1,再診,1
リウマチ膠原病内科,麻酔,4,再診,1
リウマチ膠原病内科,ﾒﾝﾀﾙ,2,再診,2
一般消化器外科,PPC,4,再診,2
一般消化器外科,SW,0,再診,2
一般消化器外科,中処,1,再診,3
一般消化器外科,乳腺,3,再診,1
一般消化器外科,入退,0,再診,1
一般消化器外科,入退,2,再診,7
一般消化器外科,入退,3,再診,8
一般消化器外科,入退,4,再診,5
一般消化器外科,内科,1,再診,2
一般消化器外科,呼吸,0,再診,5
一般消化器外科,呼吸,1,再診,7
一般消化器外科,呼吸,2,再診,6
一般消化器外科,呼吸,3,再診,5
一般消化器外科,外来,0,再診,1
一般消化器外科,外来,1,再診,4
一般消化器外科,小児,0,初診,1
一般消化器外科,小児,3,再診,2
一般消化器外科,形成,0,再診,1
一般消化器外科,形成,2,再診,2
一般消化器外科,形成,3,再診,2
一般消化器外科,循環,0,再診,6
一般消化器外科,循環,1,再診,5
一般消化器外科,循環,2,再診,5
一般消化器外科,循環,3,再診,2
一般消化器外科,放射,1,再診,4
一般消化器外科,放射,2,再診,4
一般消化器外科,放射,3,再診,1
一般消化器外科,救急,0,再診,1
一般消化器外科,救急,2,再診,1
一般消化器外科,救急,3,再診,1
一般消化器外科,整形,0,再診,1
一般消化器外科,整形,1,再診,2
一般消化器外科,整形,2,再診,1
一般消化器外科,整形,3,再診,2
一般消化器外科,整形,4,再診,1
一般消化器外科,歯口,0,再診,1
一般消化器外科,歯口,1,再診,2
一般消化器外科,歯口,2,再診,1
一般消化器外科,歯口,4,再診,1
一般消化器外科,泌尿,0,再診,18
一般消化器外科,泌尿,1,再診,7
一般消化器外科,泌尿,1,初診,1
一般消化器外科,泌尿,2,再診,11
一般消化器外科,泌尿,3,再診,6
一般消化器外科,泌尿,3,初診,1
一般消化器外科,泌尿,4,再診,5
一般消化器外科,消化,0,再診,5
一般消化器外科,消化,1,再診,6
一般消化器外科,消化,1,初診,1
一般消化器外科,消化,2,再診,5
一般消化器外科,消化,3,再診,3
一般消化器外科,消化,3,初診,1
一般消化器外科,消化,4,再診,5
一般消化器外科,産婦,2,再診,4
一般消化器外科,産婦,3,再診,1
一般消化器外科,産婦,4,初診,1
一般消化器外科,皮膚,1,再診,2
一般消化器外科,皮膚,3,再診,6
一般消化器外科,看護,1,再診,6
一般消化器外科,看護,2,再診,3
一般消化器外科,看護,2,初診,3
一般消化器外科,看護,3,再診,6
一般消化器外科,眼科,2,再診,1
一般消化器外科,眼科,3,再診,1
一般消化器外科,総合,0,再診,3
一般消化器外科,総合,1,再診,2
一般消化器外科,総合,2,再診,2
一般消化器外科,総合,3,再診,6
一般消化器外科,総合,4,再診,1
一般消化器外科,耳鼻,3,再診,5
一般消化器外科,脳内,3,再診,1
一般消化器外科,脳外,4,再診,1
一般消化器外科,腎内,0,再診,4
一般消化器外科,腎内,3,再診,1
一般消化器外科,腎内,4,再診,1
一般消化器外科,腫瘍,0,再診,5
一般消化器外科,腫瘍,1,再診,4
一般消化器外科,腫瘍,2,再診,1
一般消化器外科,腫瘍,3,再診,4
一般消化器外科,膠原,0,再診,1
一般消化器外科,膠原,2,再診,1
一般消化器外科,膠原,3,再診,2
一般消化器外科,臨床,3,再診,1
一般消化器外科,薬剤,2,再診,10
一般消化器外科,薬剤,3,再診,5
一般消化器外科,血液,1,再診,3
一般消化器外科,血液,3,再診,2
一般消化器外科,退院,0,再診,1
一般消化器外科,通院,2,再診,2
一般消化器外科,麻酔,1,再診,4
一般消化器外科,麻酔,2,再診,1
一般消化器外科,麻酔,3,再診,1
一般消化器外科,麻酔,4,再診,1
一般消化器外科,ﾒﾝﾀﾙ,2,再診,1
中央処置室,呼吸,0,再診,1
中央処置室,循環,1,再診,1
中央処置室,歯口,0,再診,1
中央処置室,歯口,3,再診,1
中央処置室,泌尿,2,再診,1
中央処置室,消化,0,再診,5
中央処置室,消化,1,再診,3
中央処置室,消化,2,再診,4
中央処置室,消化,3,再診,4
中央処置室,消化,4,再診,1
中央処置室,産婦,0,再診,1
中央処置室,産婦,2,再診,5
中央処置室,総合,3,再診,1
中央処置室,耳鼻,1,再診,1
中央処置室,耳鼻,2,再診,2
中央処置室,耳鼻,3,再診,4
中央処置室,耳鼻,4,再診,2
中央処置室,脳内,2,再診,1
中央処置室,脳内,3,再診,2
中央処置室,脳内,4,再診,1
中央処置室,腎内,1,再診,1
中央処置室,腫瘍,3,再診,1
中央処置室,膠原,1,再診,2
中央処置室,膠原,3,再診,1
中央処置室,般外,1,再診,2
中央処置室,血液,0,再診,25
中央処置室,血液,1,再診,15
中央処置室,血液,2,再診,8
中央処置室,血液,3,再診,13
中央処置室,血液,4,再診,25
乳腺外科,アレ,1,再診,3
乳腺外科,アレ,3,再診,1
乳腺外科,リハ,1,再診,1
乳腺外科,入退,0,再診,9
乳腺外科,入退,1,再診,1
乳腺外科,入退,2,再診,1
乳腺外科,入退,4,再診,2
乳腺外科,入退,4,初診,1
乳腺外科,呼吸,0,再診,3
乳腺外科,呼吸,1,再診,3
乳腺外科,呼吸,2,再診,6
乳腺外科,呼吸,3,再診,2
乳腺外科,呼吸,4,再診,3
乳腺外科,形成,0,再診,15
乳腺外科,形成,1,再診,13
乳腺外科,形成,2,再診,4
乳腺外科,形成,3,再診,1
乳腺外科,形成,4,再診,18
乳腺外科,形成,4,初診,1
乳腺外科,循環,0,再診,1
乳腺外科,循環,1,再診,2
乳腺外科,循環,4,再診,2
乳腺外科,放射,0,再診,2
乳腺外科,放射,1,再診,8
乳腺外科,放射,2,再診,4
乳腺外科,放射,4,再診,3
乳腺外科,救急,3,再診,1
乳腺外科,整形,0,再診,2
乳腺外科,整形,1,再診,1
乳腺外科,整形,2,再診,1
乳腺外科,整形,3,初診,1
乳腺外科,歯口,0,再診,1
乳腺外科,歯口,1,再診,1
乳腺外科,歯口,2,再診,4
乳腺外科,泌尿,0,再診,1
乳腺外科,泌尿,2,再診,1
乳腺外科,泌尿,2,初診,1
乳腺外科,泌尿,3,再診,1
乳腺外科,消化,0,再診,3
乳腺外科,消化,0,初診,1
乳腺外科,消化,1,再診,1
乳腺外科,消化,4,再診,2
乳腺外科,消化,4,初診,1
乳腺外科,産婦,0,再診,6
乳腺外科,産婦,1,再診,2
乳腺外科,産婦,2,再診,3
乳腺外科,皮膚,1,再診,4
乳腺外科,皮膚,2,再診,2
乳腺外科,皮膚,4,再診,3
乳腺外科,看護,0,再診,1
乳腺外科,看護,3,再診,4
乳腺外科,眼科,0,再診,1
乳腺外科,眼科,1,再診,3
乳腺外科,眼科,4,再診,1
乳腺外科,総合,0,再診,1
乳腺外科,総合,2,再診,2
乳腺外科,総合,3,再診,2
乳腺外科,総合,3,初診,1
乳腺外科,総合,4,再診,2
乳腺外科,耳鼻,0,再診,1
乳腺外科,耳鼻,1,再診,1
乳腺外科,耳鼻,3,再診,1
乳腺外科,脳内,0,再診,2
乳腺外科,脳内,2,再診,1
乳腺外科,腎内,0,再診,1
乳腺外科,腎内,1,再診,1
乳腺外科,腫瘍,0,再診,1
乳腺外科,膠原,0,再診,1
乳腺外科,膠原,1,再診,2
乳腺外科,膠原,2,再診,1
乳腺外科,膠原,4,再診,1
乳腺外科,般外,3,再診,2
乳腺外科,薬剤,0,再診,2
乳腺外科,薬剤,1,再診,11
乳腺外科,薬剤,2,再診,9
乳腺外科,薬剤,3,再診,6
乳腺外科,薬剤,4,再診,6
乳腺外科,血液,1,再診,1
乳腺外科,退院,0,再診,1
乳腺外科,通院,1,再診,1
乳腺外科,遺伝,2,再診,2
乳腺外科,遺伝,4,再診,1
乳腺外科,遺伝,4,初診,1
乳腺外科,麻酔,0,再診,2
乳腺外科,麻酔,1,再診,4
乳腺外科,麻酔,2,再診,1
乳腺外科,麻酔,4,再診,1
乳腺外科,ﾒﾝﾀﾙ,2,再診,1
入退院支援センター,SW,1,再診,1
入退院支援センター,アレ,1,再診,1
入退院支援センター,アレ,2,再診,1
入退院支援センター,乳腺,0,再診,10
入退院支援センター,乳腺,1,再診,3
入退院支援センター,乳腺,2,再診,1
入退院支援センター,乳腺,4,再診,4
入退院支援センター,呼吸,0,再診,9
入退院支援センター,呼吸,1,再診,7
入退院支援センター,呼吸,2,再診,6
入退院支援センター,呼吸,3,再診,3
入退院支援センター,呼吸,4,再診,1
入退院支援センター,小児,0,再診,4
入退院支援センター,小児,1,再診,1
入退院支援センター,小児,3,再診,3
入退院支援センター,小児,4,再診,1
入退院支援センター,形成,1,再診,1
入退院支援センター,形成,3,再診,1
入退院支援センター,形成,4,再診,5
入退院支援センター,循環,0,再診,8
入退院支援センター,循環,1,再診,3
入退院支援センター,循環,2,再診,7
入退院支援センター,循環,3,再診,6
入退院支援センター,循環,4,再診,8
入退院支援センター,心血,4,再診,1
入退院支援センター,放射,0,再診,2
入退院支援センター,放射,2,再診,6
入退院支援センター,放射,3,再診,1
入退院支援センター,整形,0,再診,12
入退院支援センター,整形,1,再診,9
入退院支援センター,整形,2,再診,12
入退院支援センター,整形,3,再診,22
入退院支援センター,整形,4,再診,14
入退院支援センター,歯口,0,再診,11
入退院支援センター,歯口,1,再診,4
入退院支援センター,歯口,2,再診,4
入退院支援センター,歯口,3,再診,8
入退院支援センター,歯口,4,再診,5
入退院支援センター,泌尿,0,再診,23
入退院支援センター,泌尿,1,再診,20
入退院支援センター,泌尿,2,再診,35
入退院支援センター,泌尿,3,再診,8
入退院支援センター,泌尿,4,再診,21
入退院支援センター,消化,0,再診,5
入退院支援センター,消化,1,再診,5
入退院支援センター,消化,2,再診,1
入退院支援センター,消化,3,再診,8
入退院支援センター,消化,4,再診,8
入退院支援センター,産婦,0,再診,10
入退院支援センター,産婦,1,再診,6
入退院支援センター,産婦,2,再診,8
入退院支援センター,産婦,3,再診,5
入退院支援センター,産婦,4,再診,13
入退院支援センター,皮排,0,再診,1
入退院支援センター,皮膚,0,再診,1
入退院支援センター,皮膚,1,再診,2
入退院支援センター,皮膚,2,再診,2
入退院支援センター,皮膚,4,再診,2
入退院支援センター,看護,1,再診,2
入退院支援センター,看護,2,再診,1
入退院支援センター,眼科,0,再診,12
入退院支援センター,眼科,1,再診,18
入退院支援センター,眼科,2,再診,9
入退院支援センター,眼科,3,再診,18
入退院支援センター,眼科,4,再診,16
入退院支援センター,総合,1,再診,1
入退院支援センター,総合,3,再診,1
入退院支援センター,耳鼻,0,再診,2
入退院支援センター,耳鼻,1,再診,11
入退院支援センター,耳鼻,2,再診,1
入退院支援センター,耳鼻,3,再診,12
入退院支援センター,耳鼻,4,再診,4
入退院支援センター,脳外,1,再診,2
入退院支援センター,脳外,2,再診,1
入退院支援センター,脳外,4,再診,1
入退院支援センター,腎内,0,再診,1
入退院支援センター,腎内,2,再診,1
入退院支援センター,腎内,3,再診,2
入退院支援センター,腫瘍,3,再診,1
入退院支援センター,膠原,1,再診,1
入退院支援センター,膠原,2,再診,2
入退院支援センター,膠原,3,再診,3
入退院支援センター,般外,0,再診,1
入退院支援センター,般外,1,再診,1
入退院支援センター,般外,2,再診,7
入退院支援センター,般外,3,再診,8
入退院支援センター,般外,4,再診,7
入退院支援センター,血液,0,再診,2
入退院支援センター,血液,1,再診,3
入退院支援センター,血液,3,再診,5
入退院支援センター,血液,4,再診,1
入退院支援センター,麻酔,0,再診,12
入退院支援センター,麻酔,1,再診,21
入退院支援センター,麻酔,2,再診,31
入退院支援センター,麻酔,3,再診,15
入退院支援センター,麻酔,4,再診,19
入退院支援センター,ﾒﾝﾀﾙ,2,再診,1
内科,呼吸,0,再診,1
内科,呼吸,0,初診,1
内科,呼吸,2,再診,1
内科,呼吸,3,再診,1
内科,呼吸,4,再診,2
内科,呼吸,4,初診,1
内科,循環,6,初診,1
内科,救急,2,初診,1
内科,泌尿,1,初診,1
内科,泌尿,2,再診,1
内科,消化,0,再診,3
内科,消化,0,初診,1
内科,消化,1,再診,1
内科,消化,2,再診,1
内科,消化,2,初診,1
内科,消化,3,再診,2
内科,消化,4,再診,3
内科,皮膚,2,初診,1
内科,皮膚,4,初診,1
内科,総合,0,再診,2
内科,総合,0,初診,2
内科,総合,1,再診,3
内科,総合,1,初診,1
内科,総合,2,再診,2
内科,総合,3,再診,1
内科,総合,3,初診,4
内科,総合,4,再診,1
内科,総合,4,初診,3
内科,総合,5,初診,1
内科,耳鼻,1,初診,1
内科,脳外,0,初診,1
内科,腎内,1,再診,1
内科,膠原,0,再診,1
内科,膠原,2,再診,1
内科,般外,1,再診,1
内科,般外,1,初診,1
内科,血液,3,再診,1
呼吸器内科,PPC,3,再診,1
呼吸器内科,SW,4,再診,1
呼吸器内科,アレ,0,再診,4
呼吸器内科,中処,0,再診,1
呼吸器内科,乳腺,0,再診,1
呼吸器内科,乳腺,0,初診,1
呼吸器内科,乳腺,1,再診,3
呼吸器内科,乳腺,2,再診,6
呼吸器内科,乳腺,3,再診,2
呼吸器内科,乳腺,4,再診,3
呼吸器内科,乳腺,4,初診,1
呼吸器内科,入退,0,再診,5
呼吸器内科,入退,0,初診,2
呼吸器内科,入退,1,再診,2
呼吸器内科,入退,1,初診,3
呼吸器内科,入退,2,再診,3
呼吸器内科,入退,4,再診,1
呼吸器内科,内科,0,再診,2
呼吸器内科,内科,2,再診,1
呼吸器内科,内科,3,再診,1
呼吸器内科,内科,4,再診,3
呼吸器内科,呼吸,0,再診,2
呼吸器内科,呼吸,1,再診,1
呼吸器内科,呼吸,2,再診,7
呼吸器内科,呼吸,3,再診,15
呼吸器内科,呼吸,4,初診,1
呼吸器内科,外来,0,再診,1
呼吸器内科,外来,4,再診,1
呼吸器内科,形成,0,再診,1
呼吸器内科,形成,1,再診,1
呼吸器内科,形成,2,再診,1
呼吸器内科,形成,3,再診,1
呼吸器内科,循環,0,再診,2
呼吸器内科,循環,1,再診,9
呼吸器内科,循環,2,再診,5
呼吸器内科,循環,3,再診,5
呼吸器内科,循環,3,初診,2
呼吸器内科,循環,4,再診,4
呼吸器内科,心血,0,再診,1
呼吸器内科,心血,1,再診,2
呼吸器内科,心血,4,再診,1
呼吸器内科,感染,4,再診,1
呼吸器内科,放射,0,再診,3
呼吸器内科,放射,1,再診,12
呼吸器内科,放射,2,再診,5
呼吸器内科,放射,3,再診,10
呼吸器内科,放射,4,再診,3
呼吸器内科,救急,0,再診,1
呼吸器内科,救急,0,初診,2
呼吸器内科,救急,1,再診,1
呼吸器内科,整形,1,再診,5
呼吸器内科,整形,2,再診,2
呼吸器内科,整形,3,再診,1
呼吸器内科,整形,4,再診,2
呼吸器内科,歯口,0,再診,4
呼吸器内科,歯口,1,再診,2
呼吸器内科,歯口,3,再診,4
呼吸器内科,歯口,4,再診,2
呼吸器内科,泌尿,0,再診,6
呼吸器内科,泌尿,1,再診,10
呼吸器内科,泌尿,2,再診,10
呼吸器内科,泌尿,3,再診,2
呼吸器内科,泌尿,4,再診,3
呼吸器内科,消化,0,再診,7
呼吸器内科,消化,0,初診,1
呼吸器内科,消化,1,再診,4
呼吸器内科,消化,2,再診,8
呼吸器内科,消化,3,再診,6
呼吸器内科,消化,4,再診,4
呼吸器内科,産婦,0,再診,1
呼吸器内科,産婦,2,再診,1
呼吸器内科,産婦,3,再診,3
呼吸器内科,産婦,4,再診,1
呼吸器内科,皮排,1,再診,1
呼吸器内科,皮膚,0,再診,2
呼吸器内科,皮膚,1,再診,4
呼吸器内科,皮膚,2,再診,1
呼吸器内科,皮膚,3,再診,3
呼吸器内科,皮膚,4,再診,5
呼吸器内科,看護,1,再診,2
呼吸器内科,看護,2,再診,2
呼吸器内科,看護,3,再診,6
呼吸器内科,眼科,0,再診,4
呼吸器内科,眼科,1,再診,8
呼吸器内科,眼科,2,再診,1
呼吸器内科,眼科,3,再診,6
呼吸器内科,眼科,4,再診,3
呼吸器内科,総合,0,再診,4
呼吸器内科,総合,1,再診,9
呼吸器内科,総合,2,再診,2
呼吸器内科,総合,3,再診,3
呼吸器内科,総合,4,再診,6
呼吸器内科,総合,4,初診,1
呼吸器内科,緩和,0,再診,1
呼吸器内科,緩和,4,再診,1
呼吸器内科,耳鼻,0,再診,7
呼吸器内科,耳鼻,1,再診,4
呼吸器内科,耳鼻,2,再診,2
呼吸器内科,耳鼻,3,再診,4
呼吸器内科,耳鼻,4,再診,7
呼吸器内科,耳鼻,4,初診,1
呼吸器内科,脳内,0,再診,2
呼吸器内科,脳内,1,再診,1
呼吸器内科,脳内,2,再診,2
呼吸器内科,脳内,3,再診,1
呼吸器内科,脳内,4,再診,1
呼吸器内科,脳外,1,再診,1
呼吸器内科,脳外,2,再診,1
呼吸器内科,脳外,4,再診,2
呼吸器内科,腎内,0,再診,1
呼吸器内科,腎内,2,再診,6
呼吸器内科,腎内,3,再診,5
呼吸器内科,腎内,4,再診,2
呼吸器内科,腫瘍,2,再診,1
呼吸器内科,腫瘍,3,再診,1
呼吸器内科,膠原,0,再診,3
呼吸器内科,膠原,1,再診,12
呼吸器内科,膠原,2,再診,4
呼吸器内科,膠原,3,再診,7
呼吸器内科,膠原,3,初診,1
呼吸器内科,膠原,4,再診,1
呼吸器内科,般外,0,再診,3
呼吸器内科,般外,1,再診,6
呼吸器内科,般外,2,再診,5
呼吸器内科,般外,3,再診,5
呼吸器内科,薬剤,3,再診,4
呼吸器内科,薬剤,4,再診,1
呼吸器内科,血液,0,再診,6
呼吸器内科,血液,1,再診,6
呼吸器内科,血液,2,再診,4
呼吸器内科,血液,2,初診,1
呼吸器内科,血液,3,再診,5
呼吸器内科,血液,4,再診,4
呼吸器内科,退院,0,再診,1
呼吸器内科,退院,1,再診,1
呼吸器内科,通院,2,再診,2
呼吸器内科,通院,3,再診,1
呼吸器内科,ﾒﾝﾀﾙ,0,再診,1
呼吸器内科,ﾒﾝﾀﾙ,1,再診,2
