診療科名,予約担当者匿名ID,予約名称,初再診区分,紹介状有無,月,件数
PICCCVポートセンター,DR_XX009,SL_0009,再診,紹介状無し,2025-12,69
がんゲノム,DR_ON001,SL_0088,再診,紹介状無し,2025-12,8
アレルギー科,DR_AL001,SL_0009,再診,紹介状無し,2025-12,3
アレルギー科,DR_AL001,SL_0033,再診,紹介状無し,2025-12,40
アレルギー科,DR_AL002,SL_0009,再診,紹介状無し,2025-12,4
アレルギー科,DR_AL002,SL_0189,再診,紹介状無し,2025-12,44
アレルギー科,DR_RS2003,SL_0061,再診,紹介状無し,2025-12,43
アレルギー科,DR_RS2003,SL_0361,再診,紹介状無し,2025-12,2
アレルギー科,DR_RS2003,SL_0444,初診,紹介状あり,2025-12,1
アレルギー科,DR_RS2005,SL_0009,再診,紹介状無し,2025-12,2
アレルギー科,DR_RS2005,SL_0100,再診,紹介状無し,2025-12,34
アレルギー科,DR_RS2005,SL_0561,初診,紹介状あり,2025-12,1
ソーシャルワーカー,DR_XX001,SL_0009,再診,紹介状無し,2025-12,18
ソーシャルワーカー,DR_XX001,SL_0011,再診,紹介状無し,2025-12,94
ソーシャルワーカー,DR_XX031,SL_0767,再診,紹介状無し,2025-12,1
ソーシャルワーカー,DR_XX034,SL_0009,再診,紹介状無し,2025-12,1
メンタルケア科,DR_MN001,SL_0009,再診,紹介状無し,2025-12,1
メンタルケア科,DR_MN001,SL_0043,再診,紹介状無し,2025-12,134
メンタルケア科,DR_MN001,SL_0624,再診,紹介状無し,2025-12,9
メンタルケア科,DR_MN002,SL_0009,再診,紹介状無し,2025-12,86
メンタルケア科,DR_MN002,SL_0552,初診,紹介状無し,2025-12,1
メンタルケア科,DR_MN004,SL_0009,再診,紹介状無し,2025-12,5
メンタルケア科,DR_MN004,SL_0255,再診,紹介状無し,2025-12,66
メンタルケア科,DR_MN004,SL_0545,再診,紹介状無し,2025-12,3
メンタルケア科,DR_MN004,SL_0545,初診,紹介状あり,2025-12,1
メンタルケア科,DR_MN005,SL_0609,再診,紹介状無し,2025-12,10
メンタルケア科,DR_MN006,SL_0005,再診,紹介状無し,2025-12,2
メンタルケア科,DR_MN007,SL_0009,再診,紹介状無し,2025-12,1
メンタルケア科,DR_MN009,SL_0009,再診,紹介状無し,2025-12,2
メンタルケア科,DR_MN009,SL_0721,再診,紹介状無し,2025-12,44
メンタルケア科,DR_MN009,SL_0763,再診,紹介状無し,2025-12,6
メンタルケア科,DR_MN010,SL_0828,再診,紹介状無し,2025-12,1
メンタルケア科,DR_MN011,SL_0891,再診,紹介状無し,2025-12,1
リウマチ膠原病内科,DR_RH001,SL_0008,再診,紹介状無し,2025-12,38
リウマチ膠原病内科,DR_RH002,SL_0009,再診,紹介状無し,2025-12,15
リウマチ膠原病内科,DR_RH002,SL_0014,再診,紹介状無し,2025-12,40
リウマチ膠原病内科,DR_RH002,SL_0426,初診,紹介状あり,2025-12,4
リウマチ膠原病内科,DR_RH002,SL_0682,再診,紹介状無し,2025-12,3
リウマチ膠原病内科,DR_RH003,SL_0009,再診,紹介状無し,2025-12,27
リウマチ膠原病内科,DR_RH003,SL_0065,初診,紹介状あり,2025-12,4
リウマチ膠原病内科,DR_RH003,SL_0066,再診,紹介状無し,2025-12,159
リウマチ膠原病内科,DR_RH003,SL_0526,再診,紹介状無し,2025-12,6
リウマチ膠原病内科,DR_RH003,SL_0768,初診,紹介状あり,2025-12,3
リウマチ膠原病内科,DR_RH003,SL_0768,初診,紹介状無し,2025-12,1
リウマチ膠原病内科,DR_RH004,SL_0009,再診,紹介状無し,2025-12,1
リウマチ膠原病内科,DR_RH004,SL_0139,再診,紹介状無し,2025-12,111
リウマチ膠原病内科,DR_RH005,SL_0009,再診,紹介状無し,2025-12,2
リウマチ膠原病内科,DR_RH005,SL_0156,再診,紹介状無し,2025-12,57
リウマチ膠原病内科,DR_RH006,SL_0009,再診,紹介状無し,2025-12,8
リウマチ膠原病内科,DR_RH006,SL_0174,再診,紹介状無し,2025-12,190
リウマチ膠原病内科,DR_RH006,SL_0496,初診,紹介状あり,2025-12,3
リウマチ膠原病内科,DR_RH006,SL_0611,再診,紹介状無し,2025-12,4
リウマチ膠原病内科,DR_RH007,SL_0009,再診,紹介状無し,2025-12,35
リウマチ膠原病内科,DR_RH007,SL_0176,再診,紹介状無し,2025-12,5
リウマチ膠原病内科,DR_RH008,SL_0009,再診,紹介状無し,2025-12,1
リウマチ膠原病内科,DR_RH008,SL_0201,再診,紹介状無し,2025-12,14
リウマチ膠原病内科,DR_RH008,SL_0821,初診,紹介状あり,2025-12,1
リウマチ膠原病内科,DR_RH008,SL_0821,初診,紹介状無し,2025-12,1
リウマチ膠原病内科,DR_RH009,SL_0009,再診,紹介状無し,2025-12,8
リウマチ膠原病内科,DR_RH009,SL_0210,再診,紹介状無し,2025-12,217
リウマチ膠原病内科,DR_RH009,SL_0340,再診,紹介状無し,2025-12,9
リウマチ膠原病内科,DR_RH009,SL_0534,初診,紹介状あり,2025-12,5
リウマチ膠原病内科,DR_RH009,SL_0692,初診,紹介状あり,2025-12,9
リウマチ膠原病内科,DR_RH010,SL_0009,再診,紹介状無し,2025-12,16
リウマチ膠原病内科,DR_RH010,SL_0222,再診,紹介状無し,2025-12,133
リウマチ膠原病内科,DR_RH011,SL_0009,再診,紹介状無し,2025-12,5
リウマチ膠原病内科,DR_RH011,SL_0368,再診,紹介状無し,2025-12,9
リウマチ膠原病内科,DR_RH012,SL_0005,再診,紹介状無し,2025-12,7
リウマチ膠原病内科,DR_RH013,SL_0009,再診,紹介状無し,2025-12,4
リウマチ膠原病内科,DR_RH013,SL_0596,再診,紹介状無し,2025-12,8
一般消化器外科,DR_BR005,SL_0009,再診,紹介状無し,2025-12,35
