診療科名,予約担当者匿名ID,区分,曜日,bin_idx,bin_label,出勤日数,該当日数,出勤頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
メンタルケア科,DR_MN001,全体,2,12,14:00,4,4,1.0,15,100,3.75,25.0
メンタルケア科,DR_MN001,全体,2,13,14:30,4,4,1.0,10,86,2.5,21.5
メンタルケア科,DR_MN001,全体,2,14,15:00,2,4,0.5,2,42,0.5,10.5
メンタルケア科,DR_MN001,再診,0,2,09:00,1,5,0.2,1,24,0.2,4.8
メンタルケア科,DR_MN001,再診,0,3,09:30,2,5,0.4,2,33,0.4,6.6
メンタルケア科,DR_MN001,再診,0,4,10:00,1,5,0.2,2,22,0.4,4.4
メンタルケア科,DR_MN001,再診,0,5,10:30,2,5,0.4,2,40,0.4,8.0
メンタルケア科,DR_MN001,再診,0,6,11:00,1,5,0.2,1,21,0.2,4.2
メンタルケア科,DR_MN001,再診,0,8,12:00,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN001,再診,2,1,08:30,4,4,1.0,11,76,2.75,19.0
メンタルケア科,DR_MN001,再診,2,2,09:00,4,4,1.0,14,94,3.5,23.5
メンタルケア科,DR_MN001,再診,2,3,09:30,4,4,1.0,12,106,3.0,26.5
メンタルケア科,DR_MN001,再診,2,4,10:00,4,4,1.0,14,111,3.5,27.8
メンタルケア科,DR_MN001,再診,2,5,10:30,4,4,1.0,15,109,3.75,27.2
メンタルケア科,DR_MN001,再診,2,6,11:00,4,4,1.0,14,88,3.5,22.0
メンタルケア科,DR_MN001,再診,2,7,11:30,3,4,0.75,10,85,2.5,21.2
メンタルケア科,DR_MN001,再診,2,8,12:00,4,4,1.0,6,61,1.5,15.2
メンタルケア科,DR_MN001,再診,2,9,12:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN001,再診,2,10,13:00,3,4,0.75,4,40,1.0,10.0
メンタルケア科,DR_MN001,再診,2,11,13:30,4,4,1.0,13,98,3.25,24.5
メンタルケア科,DR_MN001,再診,2,12,14:00,4,4,1.0,15,100,3.75,25.0
メンタルケア科,DR_MN001,再診,2,13,14:30,4,4,1.0,10,86,2.5,21.5
メンタルケア科,DR_MN001,再診,2,14,15:00,2,4,0.5,2,42,0.5,10.5
メンタルケア科,DR_MN001,薬再診,0,3,09:30,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN001,薬再診,0,8,12:00,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN001,薬再診,2,1,08:30,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN001,薬再診,2,2,09:00,3,4,0.75,5,19,1.25,4.8
メンタルケア科,DR_MN001,薬再診,2,3,09:30,2,4,0.5,4,18,1.0,4.5
メンタルケア科,DR_MN001,薬再診,2,4,10:00,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN001,薬再診,2,5,10:30,2,4,0.5,2,7,0.5,1.8
メンタルケア科,DR_MN001,薬再診,2,6,11:00,2,4,0.5,2,8,0.5,2.0
メンタルケア科,DR_MN001,薬再診,2,11,13:30,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN001,薬再診,2,12,14:00,2,4,0.5,2,3,0.5,0.8
メンタルケア科,DR_MN001,薬再診,2,13,14:30,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN002,全体,0,0,08:00,2,5,0.4,2,6,0.4,1.2
メンタルケア科,DR_MN002,全体,0,1,08:30,3,5,0.6,3,30,0.6,6.0
メンタルケア科,DR_MN002,全体,0,2,09:00,2,5,0.4,3,49,0.6,9.8
メンタルケア科,DR_MN002,全体,0,3,09:30,2,5,0.4,2,27,0.4,5.4
メンタルケア科,DR_MN002,全体,0,5,10:30,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN002,全体,0,7,11:30,2,5,0.4,2,11,0.4,2.2
メンタルケア科,DR_MN002,全体,0,8,12:00,3,5,0.6,3,31,0.6,6.2
メンタルケア科,DR_MN002,全体,0,9,12:30,1,5,0.2,1,30,0.2,6.0
メンタルケア科,DR_MN002,全体,0,10,13:00,1,5,0.2,1,8,0.2,1.6
メンタルケア科,DR_MN002,全体,0,12,14:00,2,5,0.4,2,22,0.4,4.4
メンタルケア科,DR_MN002,全体,0,14,15:00,1,5,0.2,1,6,0.2,1.2
メンタルケア科,DR_MN002,全体,0,15,15:30,1,5,0.2,1,19,0.2,3.8
メンタルケア科,DR_MN002,全体,0,19,17:30,1,5,0.2,1,4,0.2,0.8
メンタルケア科,DR_MN002,全体,0,20,18:00,1,5,0.2,1,8,0.2,1.6
メンタルケア科,DR_MN002,全体,1,1,08:30,1,5,0.2,1,25,0.2,5.0
メンタルケア科,DR_MN002,全体,1,2,09:00,1,5,0.2,1,30,0.2,6.0
メンタルケア科,DR_MN002,全体,1,3,09:30,1,5,0.2,1,30,0.2,6.0
メンタルケア科,DR_MN002,全体,1,4,10:00,1,5,0.2,1,30,0.2,6.0
メンタルケア科,DR_MN002,全体,1,5,10:30,1,5,0.2,1,5,0.2,1.0
メンタルケア科,DR_MN002,全体,1,10,13:00,1,5,0.2,1,11,0.2,2.2
メンタルケア科,DR_MN002,全体,1,11,13:30,2,5,0.4,3,29,0.6,5.8
メンタルケア科,DR_MN002,全体,1,12,14:00,2,5,0.4,2,38,0.4,7.6
メンタルケア科,DR_MN002,全体,1,13,14:30,1,5,0.2,2,28,0.4,5.6
メンタルケア科,DR_MN002,全体,1,14,15:00,1,5,0.2,1,9,0.2,1.8
メンタルケア科,DR_MN002,全体,1,17,16:30,1,5,0.2,1,13,0.2,2.6
メンタルケア科,DR_MN002,全体,1,18,17:00,1,5,0.2,1,1,0.2,0.2
メンタルケア科,DR_MN002,全体,2,1,08:30,2,4,0.5,2,32,0.5,8.0
メンタルケア科,DR_MN002,全体,2,2,09:00,2,4,0.5,3,56,0.75,14.0
メンタルケア科,DR_MN002,全体,2,3,09:30,1,4,0.25,1,21,0.25,5.2
メンタルケア科,DR_MN002,全体,2,8,12:00,2,4,0.5,2,36,0.5,9.0
メンタルケア科,DR_MN002,全体,2,9,12:30,2,4,0.5,2,20,0.5,5.0
メンタルケア科,DR_MN002,全体,2,10,13:00,1,4,0.25,1,14,0.25,3.5
メンタルケア科,DR_MN002,全体,2,11,13:30,2,4,0.5,2,30,0.5,7.5
メンタルケア科,DR_MN002,全体,2,12,14:00,1,4,0.25,1,16,0.25,4.0
メンタルケア科,DR_MN002,全体,2,13,14:30,2,4,0.5,2,18,0.5,4.5
メンタルケア科,DR_MN002,全体,2,14,15:00,2,4,0.5,2,47,0.5,11.8
メンタルケア科,DR_MN002,全体,2,15,15:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,全体,2,16,16:00,2,4,0.5,2,23,0.5,5.8
メンタルケア科,DR_MN002,全体,3,3,09:30,2,4,0.5,2,22,0.5,5.5
メンタルケア科,DR_MN002,全体,3,4,10:00,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,全体,3,5,10:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,全体,3,6,11:00,2,4,0.5,2,22,0.5,5.5
メンタルケア科,DR_MN002,全体,3,11,13:30,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN002,全体,3,14,15:00,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN002,全体,3,15,15:30,2,4,0.5,2,52,0.5,13.0
メンタルケア科,DR_MN002,全体,3,17,16:30,1,4,0.25,1,6,0.25,1.5
メンタルケア科,DR_MN002,全体,4,0,08:00,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,全体,4,1,08:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,全体,4,10,13:00,1,4,0.25,1,6,0.25,1.5
メンタルケア科,DR_MN002,全体,4,11,13:30,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,全体,4,12,14:00,1,4,0.25,1,7,0.25,1.8
メンタルケア科,DR_MN002,全体,4,16,16:00,1,4,0.25,1,15,0.25,3.8
メンタルケア科,DR_MN002,全体,4,17,16:30,1,4,0.25,3,17,0.75,4.2
メンタルケア科,DR_MN002,全体,4,18,17:00,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,再診,0,0,08:00,2,5,0.4,2,6,0.4,1.2
メンタルケア科,DR_MN002,再診,0,1,08:30,3,5,0.6,3,30,0.6,6.0
メンタルケア科,DR_MN002,再診,0,2,09:00,2,5,0.4,3,49,0.6,9.8
メンタルケア科,DR_MN002,再診,0,3,09:30,2,5,0.4,2,27,0.4,5.4
メンタルケア科,DR_MN002,再診,0,5,10:30,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN002,再診,0,7,11:30,2,5,0.4,2,11,0.4,2.2
メンタルケア科,DR_MN002,再診,0,8,12:00,3,5,0.6,3,31,0.6,6.2
メンタルケア科,DR_MN002,再診,0,9,12:30,1,5,0.2,1,30,0.2,6.0
メンタルケア科,DR_MN002,再診,0,10,13:00,1,5,0.2,1,8,0.2,1.6
メンタルケア科,DR_MN002,再診,0,12,14:00,2,5,0.4,2,22,0.4,4.4
メンタルケア科,DR_MN002,再診,0,14,15:00,1,5,0.2,1,6,0.2,1.2
メンタルケア科,DR_MN002,再診,0,15,15:30,1,5,0.2,1,19,0.2,3.8
メンタルケア科,DR_MN002,再診,0,19,17:30,1,5,0.2,1,4,0.2,0.8
メンタルケア科,DR_MN002,再診,0,20,18:00,1,5,0.2,1,8,0.2,1.6
メンタルケア科,DR_MN002,再診,1,1,08:30,1,5,0.2,1,25,0.2,5.0
メンタルケア科,DR_MN002,再診,1,2,09:00,1,5,0.2,1,30,0.2,6.0
メンタルケア科,DR_MN002,再診,1,3,09:30,1,5,0.2,1,30,0.2,6.0
メンタルケア科,DR_MN002,再診,1,4,10:00,1,5,0.2,1,30,0.2,6.0
メンタルケア科,DR_MN002,再診,1,5,10:30,1,5,0.2,1,5,0.2,1.0
メンタルケア科,DR_MN002,再診,1,10,13:00,1,5,0.2,1,11,0.2,2.2
メンタルケア科,DR_MN002,再診,1,11,13:30,2,5,0.4,3,29,0.6,5.8
メンタルケア科,DR_MN002,再診,1,12,14:00,2,5,0.4,2,38,0.4,7.6
メンタルケア科,DR_MN002,再診,1,13,14:30,1,5,0.2,2,28,0.4,5.6
メンタルケア科,DR_MN002,再診,1,14,15:00,1,5,0.2,1,9,0.2,1.8
メンタルケア科,DR_MN002,再診,1,17,16:30,1,5,0.2,1,13,0.2,2.6
メンタルケア科,DR_MN002,再診,1,18,17:00,1,5,0.2,1,1,0.2,0.2
メンタルケア科,DR_MN002,再診,2,1,08:30,2,4,0.5,2,32,0.5,8.0
メンタルケア科,DR_MN002,再診,2,2,09:00,2,4,0.5,3,56,0.75,14.0
メンタルケア科,DR_MN002,再診,2,3,09:30,1,4,0.25,1,21,0.25,5.2
メンタルケア科,DR_MN002,再診,2,8,12:00,2,4,0.5,2,36,0.5,9.0
メンタルケア科,DR_MN002,再診,2,9,12:30,2,4,0.5,2,20,0.5,5.0
メンタルケア科,DR_MN002,再診,2,10,13:00,1,4,0.25,1,14,0.25,3.5
メンタルケア科,DR_MN002,再診,2,11,13:30,2,4,0.5,2,30,0.5,7.5
メンタルケア科,DR_MN002,再診,2,12,14:00,1,4,0.25,1,16,0.25,4.0
メンタルケア科,DR_MN002,再診,2,13,14:30,2,4,0.5,2,18,0.5,4.5
メンタルケア科,DR_MN002,再診,2,14,15:00,2,4,0.5,2,47,0.5,11.8
メンタルケア科,DR_MN002,再診,2,15,15:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,再診,2,16,16:00,2,4,0.5,2,23,0.5,5.8
メンタルケア科,DR_MN002,再診,3,3,09:30,2,4,0.5,2,22,0.5,5.5
メンタルケア科,DR_MN002,再診,3,4,10:00,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,再診,3,5,10:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,再診,3,6,11:00,2,4,0.5,2,22,0.5,5.5
メンタルケア科,DR_MN002,再診,3,11,13:30,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN002,再診,3,14,15:00,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN002,再診,3,15,15:30,2,4,0.5,2,52,0.5,13.0
メンタルケア科,DR_MN002,再診,3,17,16:30,1,4,0.25,1,6,0.25,1.5
メンタルケア科,DR_MN002,再診,4,0,08:00,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,再診,4,1,08:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,再診,4,10,13:00,1,4,0.25,1,6,0.25,1.5
メンタルケア科,DR_MN002,再診,4,11,13:30,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,再診,4,12,14:00,1,4,0.25,1,7,0.25,1.8
メンタルケア科,DR_MN002,再診,4,16,16:00,1,4,0.25,1,15,0.25,3.8
メンタルケア科,DR_MN002,再診,4,17,16:30,1,4,0.25,3,17,0.75,4.2
メンタルケア科,DR_MN002,再診,4,18,17:00,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,薬再診,0,1,08:30,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN002,薬再診,0,5,10:30,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN002,薬再診,3,11,13:30,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN002,薬再診,4,0,08:00,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,薬再診,4,1,08:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,薬再診,4,11,13:30,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,薬再診,4,17,16:30,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN004,全体,0,1,08:30,3,5,0.6,3,16,0.6,3.2
メンタルケア科,DR_MN004,全体,0,2,09:00,5,5,1.0,17,108,3.4,21.6
メンタルケア科,DR_MN004,全体,0,3,09:30,5,5,1.0,8,62,1.6,12.4
メンタルケア科,DR_MN004,全体,0,4,10:00,5,5,1.0,14,133,2.8,26.6
メンタルケア科,DR_MN004,全体,0,5,10:30,5,5,1.0,19,113,3.8,22.6
メンタルケア科,DR_MN004,全体,0,6,11:00,5,5,1.0,17,122,3.4,24.4
メンタルケア科,DR_MN004,全体,0,7,11:30,5,5,1.0,14,127,2.8,25.4
メンタルケア科,DR_MN004,全体,0,8,12:00,5,5,1.0,9,87,1.8,17.4
メンタルケア科,DR_MN004,全体,0,9,12:30,1,5,0.2,2,44,0.4,8.8
メンタルケア科,DR_MN004,全体,0,10,13:00,1,5,0.2,2,22,0.4,4.4
メンタルケア科,DR_MN004,全体,3,4,10:00,2,4,0.5,2,37,0.5,9.2
メンタルケア科,DR_MN004,全体,3,5,10:30,2,4,0.5,2,60,0.5,15.0
メンタルケア科,DR_MN004,全体,3,6,11:00,3,4,0.75,4,46,1.0,11.5
メンタルケア科,DR_MN004,全体,3,7,11:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN004,全体,3,8,12:00,1,4,0.25,1,8,0.25,2.0
メンタルケア科,DR_MN004,再診,0,1,08:30,3,5,0.6,3,16,0.6,3.2
メンタルケア科,DR_MN004,再診,0,2,09:00,5,5,1.0,17,108,3.4,21.6
メンタルケア科,DR_MN004,再診,0,3,09:30,5,5,1.0,8,62,1.6,12.4
メンタルケア科,DR_MN004,再診,0,4,10:00,5,5,1.0,14,133,2.8,26.6
メンタルケア科,DR_MN004,再診,0,5,10:30,5,5,1.0,19,113,3.8,22.6
