総件数,期間_開始,期間_終了,診療科数,医師数,部屋数,予約名称_種類数,初診件数,再診件数,紹介状あり,併科受診_有,未来院件数
35895,2026-03-01,2026-03-31,50,417,0,736,2716,33179,1924,9116,2114
