診療科名,医師匿名ID,予約名称,月,再診件数,短時間再診件数,短時間再診比率,紹介状なし再診件数,紹介状なし再診比率,診察時間中央値_再診,スコア
リウマチ膠原病内科,DR_RH009,SL_0210,2026-03,230,86,0.374,230,1.0,5.0,73.2
リウマチ膠原病内科,DR_RH003,SL_0066,2026-03,160,58,0.362,160,1.0,5.0,72.8
リウマチ膠原病内科,DR_RH010,SL_0222,2026-03,137,41,0.299,137,1.0,6.0,69.5
リウマチ膠原病内科,DR_RH001,SL_0008,2026-03,35,5,0.143,35,1.0,9.0,60.7
リウマチ膠原病内科,DR_RH006,SL_0174,2026-03,184,23,0.125,184,1.0,8.5,60.7
リウマチ膠原病内科,DR_RH007,SL_0176,2026-03,11,4,0.364,10,0.909,7.0,60.6
リウマチ膠原病内科,DR_RH009,SL_0009,2026-03,15,2,0.133,15,1.0,12.0,56.8
リウマチ膠原病内科,DR_RH002,SL_0014,2026-03,38,3,0.079,38,1.0,11.0,56.2
リウマチ膠原病内科,DR_RH008,SL_0201,2026-03,10,0,0.0,10,1.0,16.5,47.0
リウマチ膠原病内科,DR_RH011,SL_0368,2026-03,14,1,0.071,14,1.0,20.0,45.2
リウマチ膠原病内科,DR_RH013,SL_0596,2026-03,10,0,0.0,10,1.0,18.5,44.6
リウマチ膠原病内科,DR_RH002,SL_0009,2026-03,8,1,0.125,8,1.0,10.0,
リウマチ膠原病内科,DR_RH002,SL_0682,2026-03,2,0,0.0,2,1.0,9.0,
リウマチ膠原病内科,DR_RH003,SL_0526,2026-03,5,0,0.0,5,1.0,11.0,
リウマチ膠原病内科,DR_RH004,SL_0009,2026-03,2,2,1.0,2,1.0,0.5,
リウマチ膠原病内科,DR_RH005,SL_0009,2026-03,5,3,0.6,5,1.0,0.0,
リウマチ膠原病内科,DR_RH006,SL_0009,2026-03,7,2,0.286,7,1.0,11.0,
リウマチ膠原病内科,DR_RH006,SL_0611,2026-03,1,0,0.0,1,1.0,33.0,
リウマチ膠原病内科,DR_RH008,SL_0009,2026-03,1,0,0.0,1,1.0,26.0,
リウマチ膠原病内科,DR_RH009,SL_0340,2026-03,9,1,0.111,9,1.0,11.5,
リウマチ膠原病内科,DR_RH010,SL_0009,2026-03,9,7,0.778,9,1.0,1.0,
リウマチ膠原病内科,DR_RH011,SL_0009,2026-03,6,1,0.167,6,1.0,33.5,
リウマチ膠原病内科,DR_RH012,SL_0005,2026-03,8,1,0.125,8,1.0,0.0,
一般消化器外科,DR_BR005,SL_0009,2026-03,42,35,0.833,42,1.0,0.0,94.4
一般消化器外科,DR_BR005,SL_0516,2026-03,20,11,0.55,20,1.0,0.0,85.0
一般消化器外科,DR_GS011,SL_0009,2026-03,35,19,0.543,35,1.0,2.0,82.4
一般消化器外科,DR_GS006,SL_0202,2026-03,64,38,0.594,64,1.0,4.0,81.7
一般消化器外科,DR_GS004,SL_0109,2026-03,87,37,0.425,87,1.0,5.0,74.9
一般消化器外科,DR_GS001,SL_0022,2026-03,145,60,0.414,145,1.0,5.0,74.5
一般消化器外科,DR_GS002,SL_0085,2026-03,104,43,0.413,104,1.0,6.0,73.3
一般消化器外科,DR_GS008,SL_0229,2026-03,36,5,0.139,36,1.0,9.0,60.6
一般消化器外科,DR_GS003,SL_0103,2026-03,224,20,0.089,224,1.0,8.0,60.1
一般消化器外科,DR_GS009,SL_0374,2026-03,66,8,0.121,66,1.0,9.0,60.0
一般消化器外科,DR_GS005,SL_0194,2026-03,46,3,0.065,46,1.0,8.0,59.3
一般消化器外科,DR_GS014,SL_0523,2026-03,10,3,0.3,9,0.9,8.0,56.3
一般消化器外科,DR_GS003,SL_0280,2026-03,10,0,0.0,10,1.0,12.0,52.4
一般消化器外科,DR_GS015,SL_0715,2026-03,64,0,0.0,64,1.0,12.0,52.4
一般消化器外科,DR_GS001,SL_0009,2026-03,5,2,0.4,5,1.0,8.0,
一般消化器外科,DR_GS001,SL_0021,2026-03,9,1,0.111,9,1.0,19.0,
一般消化器外科,DR_GS002,SL_0009,2026-03,4,3,0.75,4,1.0,1.5,
一般消化器外科,DR_GS002,SL_0568,2026-03,3,0,0.0,3,1.0,17.0,
一般消化器外科,DR_GS002,SL_0601,2026-03,1,0,0.0,1,1.0,,
一般消化器外科,DR_GS003,SL_0009,2026-03,3,1,0.333,3,1.0,8.5,
一般消化器外科,DR_GS003,SL_0407,2026-03,1,0,0.0,1,1.0,11.0,
一般消化器外科,DR_GS004,SL_0009,2026-03,1,0,0.0,1,1.0,11.0,
一般消化器外科,DR_GS004,SL_0353,2026-03,4,0,0.0,4,1.0,13.0,
一般消化器外科,DR_GS005,SL_0009,2026-03,3,1,0.333,3,1.0,5.0,
一般消化器外科,DR_GS005,SL_0607,2026-03,6,1,0.167,6,1.0,15.0,
一般消化器外科,DR_GS006,SL_0009,2026-03,2,1,0.5,2,1.0,3.5,
一般消化器外科,DR_GS006,SL_0501,2026-03,5,1,0.2,5,1.0,18.0,
一般消化器外科,DR_GS007,SL_0219,2026-03,53,0,0.0,53,1.0,,
一般消化器外科,DR_GS008,SL_0491,2026-03,1,0,0.0,1,1.0,54.0,
一般消化器外科,DR_GS009,SL_0009,2026-03,5,1,0.2,5,1.0,8.0,
一般消化器外科,DR_GS009,SL_0613,2026-03,5,0,0.0,5,1.0,22.0,
一般消化器外科,DR_GS011,SL_0422,2026-03,5,1,0.2,5,1.0,6.0,
一般消化器外科,DR_GS012,SL_0009,2026-03,2,2,1.0,2,1.0,0.0,
一般消化器外科,DR_GS012,SL_0443,2026-03,6,6,1.0,6,1.0,0.0,
一般消化器外科,DR_GS013,SL_0005,2026-03,6,0,0.0,6,1.0,,
一般消化器外科,DR_GS014,SL_0009,2026-03,6,0,0.0,6,1.0,,
一般消化器外科,DR_GS015,SL_0739,2026-03,1,0,0.0,1,1.0,7.0,
一般消化器外科,DR_GS016,SL_0009,2026-03,2,1,0.5,2,1.0,5.5,
一般消化器外科,DR_GS016,SL_0753,2026-03,1,0,0.0,1,1.0,39.0,
一般消化器外科,DR_GS016,SL_0770,2026-03,6,3,0.5,6,1.0,2.5,
中央処置室,DR_XX002,SL_0018,2026-03,185,13,0.07,185,1.0,0.0,69.0
中央処置室,DR_XX002,SL_0009,2026-03,11,0,0.0,11,1.0,,
乳腺外科,DR_BR005,SL_0009,2026-03,11,7,0.636,11,1.0,0.0,87.9
乳腺外科,DR_BR007,SL_0009,2026-03,18,12,0.667,18,1.0,2.0,86.5
乳腺外科,DR_BR006,SL_0175,2026-03,853,534,0.626,853,1.0,4.0,82.8
乳腺外科,DR_BR006,SL_0009,2026-03,122,64,0.525,122,1.0,4.0,79.4
乳腺外科,DR_BR014,SL_0702,2026-03,381,182,0.478,381,1.0,5.0,76.6
乳腺外科,DR_BR014,SL_0009,2026-03,29,13,0.448,28,0.966,6.0,70.8
乳腺外科,DR_BR008,SL_0241,2026-03,102,18,0.176,102,1.0,8.0,63.0
乳腺外科,DR_BR007,SL_0182,2026-03,81,18,0.222,81,1.0,10.0,62.2
乳腺外科,DR_BR002,SL_0032,2026-03,77,20,0.26,76,0.987,12.0,59.6
乳腺外科,DR_BR002,SL_0009,2026-03,4,1,0.25,4,1.0,8.0,
乳腺外科,DR_BR002,SL_0629,2026-03,7,0,0.0,7,1.0,30.0,
乳腺外科,DR_BR005,SL_0516,2026-03,5,4,0.8,5,1.0,0.0,
乳腺外科,DR_BR007,SL_0521,2026-03,4,3,0.75,4,1.0,2.0,
乳腺外科,DR_BR008,SL_0009,2026-03,1,1,1.0,1,1.0,4.0,
乳腺外科,DR_BR008,SL_0494,2026-03,1,1,1.0,1,1.0,0.0,
乳腺外科,DR_BR009,SL_0005,2026-03,12,0,0.0,12,1.0,,
乳腺外科,DR_BR010,SL_0412,2026-03,6,0,0.0,6,1.0,,
乳腺外科,DR_BR011,SL_0009,2026-03,3,0,0.0,3,1.0,,
乳腺外科,DR_BR011,SL_0459,2026-03,6,0,0.0,5,0.833,12.0,
乳腺外科,DR_BR012,SL_0009,2026-03,5,3,0.6,5,1.0,0.5,
乳腺外科,DR_BR012,SL_0476,2026-03,4,4,1.0,4,1.0,0.0,
乳腺外科,DR_BR013,SL_0481,2026-03,8,4,0.5,8,1.0,14.0,
乳腺外科,DR_BR014,SL_0751,2026-03,1,0,0.0,1,1.0,,
乳腺外科,DR_BR014,SL_0777,2026-03,8,1,0.125,8,1.0,8.0,
健診センター,DR_XX012,SL_0432,2026-03,15,2,0.133,15,1.0,14.5,53.8
健診センター,DR_XX012,SL_0223,2026-03,32,3,0.094,32,1.0,13.5,53.7
健診センター,DR_XX012,SL_0217,2026-03,22,0,0.0,22,1.0,14.0,50.0
健診センター,DR_XX012,SL_0009,2026-03,1,0,0.0,1,1.0,14.0,
健診センター,DR_XX012,SL_0621,2026-03,3,0,0.0,3,1.0,,
健診センター,DR_XX012,SL_0693,2026-03,3,0,0.0,3,1.0,,
健診センター,DR_XX012,SL_0798,2026-03,1,0,0.0,1,1.0,,
入退院支援センター,DR_AD001,SL_0004,2026-03,659,659,1.0,659,1.0,0.0,100.0
入退院支援センター,DR_AD001,SL_0009,2026-03,64,64,1.0,64,1.0,0.0,100.0
内科,DR_IM001,SL_0015,2026-03,146,47,0.322,128,0.877,10.0,52.2
内科,DR_IM001,SL_0009,2026-03,5,0,0.0,5,1.0,,
呼吸器内科,DR_RS2009,SL_0009,2026-03,79,57,0.722,79,1.0,0.0,90.7
呼吸器内科,DR_RS2003,SL_0061,2026-03,171,67,0.392,171,1.0,5.0,73.8
呼吸器内科,DR_RS2010,SL_0167,2026-03,89,35,0.393,89,1.0,5.5,73.2
呼吸器内科,DR_RS2004,SL_0009,2026-03,43,17,0.395,43,1.0,6.0,72.7
呼吸器内科,DR_AL002,SL_0189,2026-03,187,58,0.31,187,1.0,6.0,69.9
呼吸器内科,DR_RS2013,SL_0005,2026-03,25,1,0.04,25,1.0,0.0,68.0
呼吸器内科,DR_RS2009,SL_0366,2026-03,16,7,0.438,15,0.938,7.0,66.2
呼吸器内科,DR_RS2005,SL_0100,2026-03,128,28,0.219,128,1.0,7.0,65.6
呼吸器内科,DR_AL001,SL_0033,2026-03,44,7,0.159,44,1.0,7.0,63.6
呼吸器内科,DR_RS2004,SL_0082,2026-03,288,64,0.222,288,1.0,9.5,62.8
呼吸器内科,DR_RS2006,SL_0106,2026-03,136,16,0.118,136,1.0,9.0,59.9
呼吸器内科,DR_RS2003,SL_0213,2026-03,15,1,0.067,15,1.0,10.5,56.4
呼吸器内科,DR_RS2008,SL_0127,2026-03,68,7,0.103,68,1.0,13.0,54.6
呼吸器内科,DR_RS2007,SL_0126,2026-03,23,0,0.0,23,1.0,18.0,45.2
呼吸器内科,DR_RS2002,SL_0030,2026-03,11,1,0.091,11,1.0,21.0,44.7
呼吸器内科,DR_AL001,SL_0634,2026-03,2,1,0.5,2,1.0,5.5,
呼吸器内科,DR_AL002,SL_0009,2026-03,4,3,0.75,4,1.0,2.5,
呼吸器内科,DR_AL002,SL_0356,2026-03,4,1,0.25,4,1.0,8.5,
呼吸器内科,DR_RS2003,SL_0009,2026-03,1,1,1.0,1,1.0,1.0,
呼吸器内科,DR_RS2003,SL_0444,2026-03,1,0,0.0,1,1.0,,
呼吸器内科,DR_RS2005,SL_0009,2026-03,3,2,0.667,3,1.0,0.0,
呼吸器内科,DR_RS2005,SL_0470,2026-03,8,5,0.625,8,1.0,2.0,
呼吸器内科,DR_RS2005,SL_0658,2026-03,2,0,0.0,2,1.0,11.0,
呼吸器内科,DR_RS2006,SL_0009,2026-03,5,1,0.2,5,1.0,11.0,
呼吸器内科,DR_RS2006,SL_0612,2026-03,6,1,0.167,6,1.0,16.5,
呼吸器内科,DR_RS2006,SL_0779,2026-03,1,1,1.0,1,1.0,0.0,
呼吸器内科,DR_RS2008,SL_0009,2026-03,1,0,0.0,1,1.0,13.0,
呼吸器内科,DR_RS2008,SL_0538,2026-03,1,0,0.0,1,1.0,18.0,
呼吸器内科,DR_RS2008,SL_0618,2026-03,3,0,0.0,3,1.0,15.0,
呼吸器内科,DR_RS2010,SL_0009,2026-03,4,4,1.0,4,1.0,0.0,
呼吸器内科,DR_RS2011,SL_0009,2026-03,2,1,0.5,2,1.0,0.0,
呼吸器内科,DR_RS2011,SL_0179,2026-03,2,1,0.5,1,0.5,1.0,
呼吸器内科,,SL_0808,2026-03,1,0,0.0,1,1.0,20.0,
呼吸器外科,DR_RS2012,SL_0188,2026-03,90,15,0.167,90,1.0,7.5,63.3
呼吸器外科,DR_RS2001,SL_0024,2026-03,71,4,0.056,71,1.0,8.0,59.0
呼吸器外科,DR_RS2001,SL_0009,2026-03,6,3,0.5,6,1.0,4.0,
呼吸器外科,DR_RS2001,SL_0584,2026-03,4,1,0.25,4,1.0,21.5,
呼吸器外科,DR_RS2012,SL_0009,2026-03,6,2,0.333,6,1.0,7.5,
呼吸器外科,DR_RS2012,SL_0557,2026-03,4,2,0.5,4,1.0,9.0,
呼吸器外科,DR_RS2014,SL_0009,2026-03,5,3,0.6,5,1.0,3.0,
呼吸器外科,DR_RS2014,SL_0760,2026-03,1,1,1.0,1,1.0,1.0,
呼吸器外科,DR_RS2015,SL_0005,2026-03,1,0,0.0,1,1.0,,
呼吸器外科,DR_XX022,SL_0486,2026-03,4,0,0.0,4,1.0,9.0,
外来手術室,DR_OT005,SL_0332,2026-03,25,25,1.0,25,1.0,0.0,100.0
外来手術室,DR_OT002,SL_0159,2026-03,93,92,0.989,93,1.0,0.0,99.6
外来手術室,DR_OT001,SL_0025,2026-03,188,188,1.0,188,1.0,1.0,98.8
外来手術室,DR_OT007,SL_0396,2026-03,14,13,0.929,14,1.0,0.0,97.6
外来手術室,DR_OT001,SL_0009,2026-03,20,19,0.95,20,1.0,1.0,97.1
外来手術室,DR_OT009,SL_0484,2026-03,19,15,0.789,19,1.0,0.0,93.0
外来手術室,DR_OT003,SL_0248,2026-03,24,14,0.583,24,1.0,0.0,86.1
外来手術室,DR_OT002,SL_0009,2026-03,2,2,1.0,2,1.0,0.0,
外来手術室,DR_OT003,SL_0009,2026-03,6,5,0.833,6,1.0,0.0,
外来手術室,DR_OT003,SL_0456,2026-03,2,1,0.5,2,1.0,0.0,
外来手術室,DR_OT004,SL_0324,2026-03,9,3,0.333,9,1.0,0.0,
外来手術室,DR_OT006,SL_0376,2026-03,2,2,1.0,2,1.0,0.0,
外来手術室,DR_OT007,SL_0009,2026-03,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT008,SL_0397,2026-03,4,4,1.0,4,1.0,0.0,
外来手術室,DR_OT010,SL_0009,2026-03,1,0,0.0,1,1.0,,
外来手術室,DR_OT010,SL_0506,2026-03,1,0,0.0,1,1.0,,
外来手術室,DR_OT011,SL_0009,2026-03,2,2,1.0,2,1.0,0.0,
外来手術室,DR_OT011,SL_0553,2026-03,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT012,SL_0559,2026-03,6,6,1.0,6,1.0,0.0,
外来手術室,DR_OT013,SL_0597,2026-03,3,1,0.333,3,1.0,0.0,
外来手術室,DR_OT014,SL_0605,2026-03,2,1,0.5,2,1.0,0.0,
外来手術室,DR_OT015,SL_0699,2026-03,4,1,0.25,4,1.0,0.0,
外来手術室,DR_OT016,SL_0733,2026-03,9,5,0.556,9,1.0,0.0,
外来手術室,DR_OT017,SL_0758,2026-03,4,1,0.25,4,1.0,0.0,
外来手術室,DR_OT018,SL_0817,2026-03,1,1,1.0,1,1.0,0.0,
小児科,DR_PD006,SL_0009,2026-03,10,6,0.6,10,1.0,0.0,86.7
小児科,DR_PD014,SL_0005,2026-03,11,5,0.455,11,1.0,0.0,81.8
小児科,DR_PD011,SL_0009,2026-03,20,9,0.45,20,1.0,3.0,78.1
小児科,DR_PD002,SL_0070,2026-03,28,12,0.429,28,1.0,4.0,76.2
小児科,DR_PD009,SL_0257,2026-03,21,0,0.0,21,1.0,10.0,54.8
小児科,DR_PD005,SL_0328,2026-03,16,2,0.125,16,1.0,14.0,54.2
小児科,DR_PD016,SL_0744,2026-03,12,1,0.083,12,1.0,13.0,54.0
小児科,DR_PD007,SL_0239,2026-03,22,3,0.136,22,1.0,15.5,52.7
小児科,DR_PD003,SL_0098,2026-03,46,4,0.087,46,1.0,15.0,51.7
小児科,DR_XX020,SL_0452,2026-03,11,2,0.182,11,1.0,20.0,48.9
小児科,DR_PD007,SL_0351,2026-03,40,2,0.05,40,1.0,18.0,46.9
小児科,DR_PD004,SL_0177,2026-03,36,3,0.083,36,1.0,19.0,46.8
小児科,DR_PD001,SL_0020,2026-03,27,1,0.037,27,1.0,18.0,46.5
小児科,DR_PD001,SL_0313,2026-03,23,0,0.0,23,1.0,17.5,45.8
小児科,DR_PD003,SL_0399,2026-03,15,1,0.067,15,1.0,21.0,43.9
小児科,DR_PD006,SL_0272,2026-03,54,1,0.019,54,1.0,21.0,42.3
小児科,DR_PD006,SL_0503,2026-03,21,2,0.095,21,1.0,27.5,37.1
小児科,DR_PD001,SL_0009,2026-03,9,7,0.778,9,1.0,0.0,
小児科,DR_PD001,SL_0105,2026-03,1,0,0.0,1,1.0,120.0,
小児科,DR_PD001,SL_0237,2026-03,5,1,0.2,5,1.0,19.0,
小児科,DR_PD002,SL_0009,2026-03,3,3,1.0,3,1.0,0.0,
小児科,DR_PD002,SL_0575,2026-03,4,0,0.0,4,1.0,14.0,
小児科,DR_PD003,SL_0009,2026-03,5,2,0.4,5,1.0,4.0,
小児科,DR_PD003,SL_0671,2026-03,2,0,0.0,2,1.0,18.5,
小児科,DR_PD004,SL_0009,2026-03,4,3,0.75,4,1.0,0.0,
小児科,DR_PD004,SL_0270,2026-03,8,0,0.0,8,1.0,18.0,
小児科,DR_PD004,SL_0462,2026-03,7,0,0.0,7,1.0,13.5,
小児科,DR_PD005,SL_0009,2026-03,2,0,0.0,2,1.0,15.0,
小児科,DR_PD006,SL_0185,2026-03,3,1,0.333,3,1.0,12.0,
小児科,DR_PD007,SL_0009,2026-03,5,2,0.4,5,1.0,9.0,
小児科,DR_PD007,SL_0537,2026-03,4,0,0.0,4,1.0,15.0,
小児科,DR_PD007,SL_0674,2026-03,1,0,0.0,1,1.0,,
小児科,DR_PD007,SL_0747,2026-03,2,0,0.0,2,1.0,,
小児科,DR_PD009,SL_0009,2026-03,1,0,0.0,1,1.0,16.0,
小児科,DR_PD010,SL_0260,2026-03,7,1,0.143,7,1.0,18.0,
小児科,DR_PD011,SL_0375,2026-03,4,0,0.0,4,1.0,27.5,
小児科,DR_PD012,SL_0475,2026-03,6,2,0.333,6,1.0,4.0,
小児科,DR_PD013,SL_0009,2026-03,2,2,1.0,2,1.0,0.0,
小児科,DR_PD013,SL_0419,2026-03,2,2,1.0,2,1.0,0.5,
小児科,DR_PD016,SL_0009,2026-03,2,0,0.0,2,1.0,14.0,
小児科,DR_PD016,SL_0773,2026-03,3,0,0.0,3,1.0,12.0,
小児科,DR_PD016,SL_0780,2026-03,9,1,0.111,9,1.0,17.0,
小児科,DR_PD017,SL_0009,2026-03,1,0,0.0,1,1.0,,
形成外科,DR_PS001,SL_0009,2026-03,16,7,0.438,16,1.0,5.0,75.3
形成外科,DR_PS015,SL_0009,2026-03,24,10,0.417,24,1.0,5.0,74.6
形成外科,DR_PS008,SL_0009,2026-03,11,5,0.455,11,1.0,7.0,73.5
形成外科,DR_PS008,SL_0336,2026-03,23,8,0.348,23,1.0,6.5,70.5
形成外科,DR_PS013,SL_0701,2026-03,115,29,0.252,115,1.0,7.0,66.7
形成外科,DR_PS005,SL_0265,2026-03,54,12,0.222,54,1.0,7.0,65.7
形成外科,DR_PS013,SL_0009,2026-03,28,9,0.321,28,1.0,11.0,64.3
形成外科,DR_PS016,SL_0009,2026-03,18,4,0.222,18,1.0,9.5,62.8
形成外科,DR_PS005,SL_0707,2026-03,46,6,0.13,46,1.0,7.0,62.7
形成外科,DR_PS016,SL_0729,2026-03,59,12,0.203,59,1.0,9.0,62.7
形成外科,DR_PS015,SL_0709,2026-03,81,17,0.21,81,1.0,10.0,61.8
形成外科,DR_PS005,SL_0009,2026-03,31,4,0.129,31,1.0,15.0,53.1
形成外科,DR_PS006,SL_0288,2026-03,19,0,0.0,19,1.0,16.0,47.6
形成外科,DR_PD012,SL_0475,2026-03,7,5,0.714,7,1.0,3.0,
形成外科,DR_PS005,SL_0684,2026-03,7,2,0.286,7,1.0,9.0,
形成外科,DR_PS007,SL_0005,2026-03,8,3,0.375,8,1.0,1.0,
形成外科,DR_PS009,SL_0009,2026-03,2,2,1.0,2,1.0,0.0,
形成外科,DR_PS009,SL_0359,2026-03,5,1,0.2,5,1.0,7.0,
形成外科,DR_PS011,SL_0513,2026-03,5,0,0.0,5,1.0,52.0,
形成外科,DR_PS012,SL_0515,2026-03,1,0,0.0,1,1.0,18.0,
形成外科,DR_PS013,SL_0713,2026-03,7,0,0.0,7,1.0,14.0,
形成外科,DR_PS014,SL_0687,2026-03,4,2,0.5,4,1.0,0.0,
形成外科,DR_PS015,SL_0816,2026-03,2,0,0.0,2,1.0,20.0,
形成外科,DR_PS016,SL_0781,2026-03,3,0,0.0,3,1.0,46.0,
形成外科,DR_PS017,SL_0009,2026-03,1,0,0.0,1,1.0,19.0,
形成外科,DR_PS018,SL_0009,2026-03,1,0,0.0,1,1.0,571.0,
循環器内科,DR_CV002,SL_0009,2026-03,123,87,0.707,123,1.0,0.0,90.2
循環器内科,DR_CV008,SL_0150,2026-03,207,83,0.401,207,1.0,5.0,74.1
循環器内科,DR_CV004,SL_0034,2026-03,78,24,0.308,78,1.0,6.0,69.8
循環器内科,DR_CV001,SL_0044,2026-03,196,50,0.255,195,0.995,6.0,67.5
循環器内科,DR_CV002,SL_0118,2026-03,28,12,0.429,26,0.929,5.5,66.7
循環器内科,DR_CV016,SL_0616,2026-03,63,13,0.206,63,1.0,6.0,66.4
循環器内科,DR_CV001,SL_0009,2026-03,15,3,0.2,15,1.0,10.0,61.4
循環器内科,DR_CV010,SL_0193,2026-03,132,15,0.114,132,1.0,8.0,60.9
循環器内科,DR_CV007,SL_0078,2026-03,73,11,0.151,72,0.986,9.0,59.5
循環器内科,DR_CV008,SL_0539,2026-03,10,2,0.2,10,1.0,13.0,57.9
循環器内科,DR_CV003,SL_0031,2026-03,75,3,0.04,75,1.0,10.0,56.1
循環器内科,DR_CV006,SL_0067,2026-03,140,5,0.036,139,0.993,10.0,55.2
循環器内科,DR_CV006,SL_0600,2026-03,10,1,0.1,10,1.0,12.5,55.1
循環器内科,DR_CV011,SL_0196,2026-03,91,3,0.033,91,1.0,11.0,54.7
循環器内科,DR_CV012,SL_0325,2026-03,12,2,0.167,12,1.0,15.0,54.4
循環器内科,DR_CV005,SL_0058,2026-03,23,7,0.304,21,0.913,11.5,53.7
循環器内科,DR_CV007,SL_0574,2026-03,10,1,0.1,10,1.0,14.5,52.7
循環器内科,DR_CV009,SL_0153,2026-03,85,4,0.047,84,0.988,13.0,51.5
循環器内科,DR_CV001,SL_0010,2026-03,1,0,0.0,1,1.0,7.0,
循環器内科,DR_CV001,SL_0228,2026-03,7,0,0.0,7,1.0,19.0,
循環器内科,DR_CV004,SL_0009,2026-03,2,0,0.0,2,1.0,8.5,
循環器内科,DR_CV004,SL_0450,2026-03,8,1,0.125,8,1.0,7.5,
循環器内科,DR_CV005,SL_0009,2026-03,1,0,0.0,1,1.0,12.0,
循環器内科,DR_CV006,SL_0009,2026-03,3,1,0.333,3,1.0,5.0,
循環器内科,DR_CV008,SL_0009,2026-03,2,0,0.0,2,1.0,16.0,
循環器内科,DR_CV009,SL_0277,2026-03,6,0,0.0,6,1.0,14.0,
循環器内科,DR_CV010,SL_0009,2026-03,1,0,0.0,1,1.0,,
循環器内科,DR_CV010,SL_0381,2026-03,6,0,0.0,6,1.0,19.5,
循環器内科,DR_CV011,SL_0009,2026-03,1,0,0.0,1,1.0,10.0,
循環器内科,DR_CV011,SL_0622,2026-03,2,0,0.0,2,1.0,8.0,
循環器内科,DR_CV011,SL_0626,2026-03,1,0,0.0,1,1.0,12.0,
循環器内科,DR_CV014,SL_0005,2026-03,6,0,0.0,6,1.0,,
循環器内科,DR_CV016,SL_0009,2026-03,2,1,0.5,2,1.0,5.0,
循環器内科,DR_CV017,SL_0688,2026-03,1,0,0.0,1,1.0,,
循環器内科,,SL_0599,2026-03,1,0,0.0,1,1.0,12.0,
