診療科名,予約担当者匿名ID,区分,曜日,bin_idx,bin_label,出勤日数,該当日数,出勤頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
PICCCVポートセンター,DR_XX009,全体,0,5,10:30,1,4,0.25,1,7,0.25,1.8
PICCCVポートセンター,DR_XX009,全体,1,3,09:30,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,全体,2,5,10:30,1,4,0.25,1,8,0.25,2.0
PICCCVポートセンター,DR_XX009,全体,2,12,14:00,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,DR_XX009,全体,3,11,13:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,全体,3,12,14:00,1,5,0.2,1,1,0.2,0.2
PICCCVポートセンター,DR_XX009,全体,4,5,10:30,1,5,0.2,1,5,0.2,1.0
PICCCVポートセンター,DR_XX009,再診,0,5,10:30,1,4,0.25,1,7,0.25,1.8
PICCCVポートセンター,DR_XX009,再診,1,3,09:30,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,再診,2,5,10:30,1,4,0.25,1,8,0.25,2.0
PICCCVポートセンター,DR_XX009,再診,2,12,14:00,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,DR_XX009,再診,3,11,13:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,再診,3,12,14:00,1,5,0.2,1,1,0.2,0.2
PICCCVポートセンター,DR_XX009,再診,4,5,10:30,1,5,0.2,1,5,0.2,1.0
PICCCVポートセンター,DR_XX009,薬再診,1,3,09:30,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,薬再診,2,12,14:00,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,DR_XX009,薬再診,3,11,13:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,薬再診,3,12,14:00,1,5,0.2,1,1,0.2,0.2
がんゲノム,DR_ON001,全体,0,10,13:00,1,4,0.25,1,10,0.25,2.5
がんゲノム,DR_ON001,全体,0,11,13:30,3,4,0.75,3,18,0.75,4.5
がんゲノム,DR_ON001,全体,0,12,14:00,3,4,0.75,3,84,0.75,21.0
がんゲノム,DR_ON001,全体,0,13,14:30,2,4,0.5,4,54,1.0,13.5
がんゲノム,DR_ON001,全体,0,14,15:00,1,4,0.25,1,22,0.25,5.5
がんゲノム,DR_ON001,全体,1,9,12:30,1,4,0.25,1,5,0.25,1.2
がんゲノム,DR_ON001,全体,1,10,13:00,1,4,0.25,1,26,0.25,6.5
がんゲノム,DR_ON001,全体,1,12,14:00,1,4,0.25,1,30,0.25,7.5
がんゲノム,DR_ON001,全体,1,13,14:30,3,4,0.75,4,67,1.0,16.8
がんゲノム,DR_ON001,全体,1,14,15:00,2,4,0.5,4,29,1.0,7.2
がんゲノム,DR_ON001,全体,1,16,16:00,1,4,0.25,1,28,0.25,7.0
がんゲノム,DR_ON001,再診,0,10,13:00,1,4,0.25,1,10,0.25,2.5
がんゲノム,DR_ON001,再診,0,11,13:30,3,4,0.75,3,18,0.75,4.5
がんゲノム,DR_ON001,再診,0,12,14:00,3,4,0.75,3,84,0.75,21.0
がんゲノム,DR_ON001,再診,0,13,14:30,2,4,0.5,4,54,1.0,13.5
