診療科名,月,診療区分,診察時間_階級,併科受診フラグ,紹介状有無,初再診区分,予約フラグ,診察前検査フラグ,件数
メンタルケア科,2025-06,通常診療,30分以上,,紹介状無し,再診,枠あり予約,なし,12
メンタルケア科,2025-06,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,9
メンタルケア科,2025-06,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,60
メンタルケア科,2025-06,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査済,2
メンタルケア科,2025-06,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,3
メンタルケア科,2025-06,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,11
リウマチ膠原病内科,2025-06,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,20
リウマチ膠原病内科,2025-06,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,21
リウマチ膠原病内科,2025-06,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,検査済,1
リウマチ膠原病内科,2025-06,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,6
リウマチ膠原病内科,2025-06,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,5
リウマチ膠原病内科,2025-06,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,3
リウマチ膠原病内科,2025-06,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,8
リウマチ膠原病内科,2025-06,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,至急済,1
リウマチ膠原病内科,2025-06,薬のみ,30分以上,有,紹介状無し,再診,枠なし予約,なし,1
リウマチ膠原病内科,2025-06,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,なし,5
リウマチ膠原病内科,2025-06,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,検査済,1
リウマチ膠原病内科,2025-06,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,4
リウマチ膠原病内科,2025-06,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,5
リウマチ膠原病内科,2025-06,薬のみ,5-9分,,紹介状無し,再診,枠なし予約,なし,1
リウマチ膠原病内科,2025-06,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,4
リウマチ膠原病内科,2025-06,通常診療,0-4分,有,紹介状あり,初診,枠あり予約,なし,1
リウマチ膠原病内科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,28
リウマチ膠原病内科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査中,1
リウマチ膠原病内科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査済,10
リウマチ膠原病内科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,至急済,7
リウマチ膠原病内科,2025-06,通常診療,0-4分,無,紹介状無し,再診,枠あり予約,検査済,1
リウマチ膠原病内科,2025-06,通常診療,0-4分,,紹介状あり,初診,枠あり予約,なし,5
リウマチ膠原病内科,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,42
リウマチ膠原病内科,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査未,1
リウマチ膠原病内科,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査済,67
リウマチ膠原病内科,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,至急済,30
リウマチ膠原病内科,2025-06,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,15
リウマチ膠原病内科,2025-06,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査未,1
リウマチ膠原病内科,2025-06,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査済,11
リウマチ膠原病内科,2025-06,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,至急済,15
リウマチ膠原病内科,2025-06,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2025-06,通常診療,10-14分,,紹介状あり,初診,枠あり予約,なし,7
リウマチ膠原病内科,2025-06,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,39
リウマチ膠原病内科,2025-06,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査済,57
リウマチ膠原病内科,2025-06,通常診療,10-14分,,紹介状無し,再診,枠あり予約,至急済,25
リウマチ膠原病内科,2025-06,通常診療,15-29分,有,紹介状あり,再診,枠あり予約,なし,1
リウマチ膠原病内科,2025-06,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,9
リウマチ膠原病内科,2025-06,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査未,1
リウマチ膠原病内科,2025-06,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査済,7
リウマチ膠原病内科,2025-06,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,至急済,5
リウマチ膠原病内科,2025-06,通常診療,15-29分,,紹介状あり,初診,枠あり予約,なし,18
リウマチ膠原病内科,2025-06,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,32
リウマチ膠原病内科,2025-06,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査済,34
リウマチ膠原病内科,2025-06,通常診療,15-29分,,紹介状無し,再診,枠あり予約,至急済,17
リウマチ膠原病内科,2025-06,通常診療,15-29分,,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2025-06,通常診療,30分以上,有,紹介状あり,初診,枠あり予約,なし,1
リウマチ膠原病内科,2025-06,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,なし,4
リウマチ膠原病内科,2025-06,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,検査済,3
リウマチ膠原病内科,2025-06,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,至急済,2
リウマチ膠原病内科,2025-06,通常診療,30分以上,有,紹介状無し,初診,枠あり予約,,1
リウマチ膠原病内科,2025-06,通常診療,30分以上,,紹介状あり,初診,枠あり予約,なし,3
リウマチ膠原病内科,2025-06,通常診療,30分以上,,紹介状無し,再診,枠あり予約,なし,4
リウマチ膠原病内科,2025-06,通常診療,30分以上,,紹介状無し,再診,枠あり予約,検査済,6
リウマチ膠原病内科,2025-06,通常診療,30分以上,,紹介状無し,再診,枠あり予約,至急済,1
リウマチ膠原病内科,2025-06,通常診療,30分以上,,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2025-06,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,27
リウマチ膠原病内科,2025-06,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査未,1
リウマチ膠原病内科,2025-06,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査済,32
リウマチ膠原病内科,2025-06,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,至急済,26
リウマチ膠原病内科,2025-06,通常診療,5-9分,無,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2025-06,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,61
リウマチ膠原病内科,2025-06,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査済,123
リウマチ膠原病内科,2025-06,通常診療,5-9分,,紹介状無し,再診,枠あり予約,至急済,70
リウマチ膠原病内科,2025-06,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,3
リウマチ膠原病内科,2025-06,通常診療,不明,有,紹介状無し,再診,枠あり予約,検査未,2
リウマチ膠原病内科,2025-06,通常診療,不明,有,紹介状無し,再診,枠あり予約,検査済,1
リウマチ膠原病内科,2025-06,通常診療,不明,,紹介状あり,初診,枠あり予約,なし,2
リウマチ膠原病内科,2025-06,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,8
リウマチ膠原病内科,2025-06,通常診療,不明,,紹介状無し,再診,枠あり予約,検査未,9
リウマチ膠原病内科,2025-06,通常診療,不明,,紹介状無し,再診,枠あり予約,検査済,1
リウマチ膠原病内科,2025-06,通常診療,不明,,紹介状無し,再診,枠あり予約,至急済,1
一般消化器外科,2025-06,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,18
一般消化器外科,2025-06,薬のみ,0-4分,有,紹介状無し,再診,,なし,1
一般消化器外科,2025-06,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,45
一般消化器外科,2025-06,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,検査済,1
一般消化器外科,2025-06,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,2
一般消化器外科,2025-06,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,4
一般消化器外科,2025-06,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,3
一般消化器外科,2025-06,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,3
一般消化器外科,2025-06,薬のみ,30分以上,有,紹介状無し,再診,枠なし予約,なし,1
一般消化器外科,2025-06,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,なし,3
一般消化器外科,2025-06,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,3
一般消化器外科,2025-06,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,検査済,1
一般消化器外科,2025-06,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,5
一般消化器外科,2025-06,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,2
一般消化器外科,2025-06,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,11
一般消化器外科,2025-06,通常診療,0-4分,有,紹介状あり,初診,枠あり予約,なし,1
一般消化器外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,34
一般消化器外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査中,1
一般消化器外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査未,1
一般消化器外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査済,11
一般消化器外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,至急済,3
一般消化器外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,,3
一般消化器外科,2025-06,通常診療,0-4分,無,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,0-4分,,紹介状あり,初診,枠あり予約,なし,2
一般消化器外科,2025-06,通常診療,0-4分,,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,107
一般消化器外科,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査済,77
一般消化器外科,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,至急済,8
一般消化器外科,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,,7
一般消化器外科,2025-06,通常診療,10-14分,有,紹介状あり,初診,枠あり予約,なし,1
一般消化器外科,2025-06,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,32
一般消化器外科,2025-06,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査済,6
一般消化器外科,2025-06,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,至急済,3
一般消化器外科,2025-06,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,10-14分,無,紹介状無し,再診,枠あり予約,,2
一般消化器外科,2025-06,通常診療,10-14分,,紹介状あり,再診,枠あり予約,なし,2
一般消化器外科,2025-06,通常診療,10-14分,,紹介状あり,初診,枠あり予約,なし,8
一般消化器外科,2025-06,通常診療,10-14分,,紹介状あり,初診,枠あり予約,,4
一般消化器外科,2025-06,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,90
一般消化器外科,2025-06,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査済,33
一般消化器外科,2025-06,通常診療,10-14分,,紹介状無し,再診,枠あり予約,至急済,3
一般消化器外科,2025-06,通常診療,10-14分,,紹介状無し,再診,枠あり予約,,4
一般消化器外科,2025-06,通常診療,10-14分,,紹介状無し,初診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,15-29分,有,紹介状あり,初診,枠あり予約,なし,3
一般消化器外科,2025-06,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,36
一般消化器外科,2025-06,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査済,9
一般消化器外科,2025-06,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,至急済,1
一般消化器外科,2025-06,通常診療,15-29分,無,紹介状無し,再診,枠あり予約,,2
一般消化器外科,2025-06,通常診療,15-29分,,紹介状あり,再診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,15-29分,,紹介状あり,初診,枠あり予約,なし,24
一般消化器外科,2025-06,通常診療,15-29分,,紹介状あり,初診,枠あり予約,,3
一般消化器外科,2025-06,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,72
一般消化器外科,2025-06,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査済,25
一般消化器外科,2025-06,通常診療,15-29分,,紹介状無し,再診,枠あり予約,至急済,4
一般消化器外科,2025-06,通常診療,15-29分,,紹介状無し,再診,枠あり予約,,3
一般消化器外科,2025-06,通常診療,15-29分,,紹介状無し,初診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,30分以上,有,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,なし,18
一般消化器外科,2025-06,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,検査済,4
一般消化器外科,2025-06,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,至急済,1
一般消化器外科,2025-06,通常診療,30分以上,,紹介状あり,初診,枠あり予約,なし,5
一般消化器外科,2025-06,通常診療,30分以上,,紹介状あり,初診,枠あり予約,,3
一般消化器外科,2025-06,通常診療,30分以上,,紹介状無し,再診,枠あり予約,なし,12
一般消化器外科,2025-06,通常診療,30分以上,,紹介状無し,再診,枠あり予約,検査済,4
一般消化器外科,2025-06,通常診療,30分以上,,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,30分以上,,紹介状無し,初診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,5-9分,有,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,54
一般消化器外科,2025-06,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査済,23
一般消化器外科,2025-06,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,至急済,2
一般消化器外科,2025-06,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,5-9分,有,紹介状無し,初診,枠あり予約,なし,1
一般消化器外科,2025-06,通常診療,5-9分,有,紹介状無し,初診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,5-9分,無,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,5-9分,,紹介状あり,再診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,5-9分,,紹介状あり,初診,枠あり予約,なし,2
一般消化器外科,2025-06,通常診療,5-9分,,紹介状あり,初診,枠あり予約,,4
一般消化器外科,2025-06,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,144
一般消化器外科,2025-06,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査済,77
一般消化器外科,2025-06,通常診療,5-9分,,紹介状無し,再診,枠あり予約,至急済,5
一般消化器外科,2025-06,通常診療,5-9分,,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,5-9分,,紹介状無し,初診,枠あり予約,,1
一般消化器外科,2025-06,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,13
一般消化器外科,2025-06,通常診療,不明,有,紹介状無し,再診,枠あり予約,検査未,1
一般消化器外科,2025-06,通常診療,不明,,紹介状あり,初診,枠あり予約,なし,1
一般消化器外科,2025-06,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,59
一般消化器外科,2025-06,通常診療,不明,,紹介状無し,再診,枠あり予約,検査未,7
一般消化器外科,2025-06,通常診療,不明,,紹介状無し,再診,枠あり予約,検査済,1
一般消化器外科,2025-06,通常診療,不明,,紹介状無し,再診,枠あり予約,,2
一般消化器外科,2025-06,通常診療,不明,,紹介状無し,初診,枠あり予約,,1
中央処置室,2025-06,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,1
中央処置室,2025-06,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,6
中央処置室,2025-06,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,1
中央処置室,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,15
中央処置室,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,2
中央処置室,2025-06,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,116
中央処置室,2025-06,通常診療,不明,有,紹介状無し,再診,枠あり予約,検査未,1
中央処置室,2025-06,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,31
乳腺外科,2025-06,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,6
乳腺外科,2025-06,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,検査中,3
乳腺外科,2025-06,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,検査済,1
乳腺外科,2025-06,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,至急済,1
乳腺外科,2025-06,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,59
乳腺外科,2025-06,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,検査中,11
乳腺外科,2025-06,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,検査済,4
乳腺外科,2025-06,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,至急済,5
乳腺外科,2025-06,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,4
乳腺外科,2025-06,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,至急済,1
乳腺外科,2025-06,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,8
乳腺外科,2025-06,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,検査中,1
乳腺外科,2025-06,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,2
乳腺外科,2025-06,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,11
乳腺外科,2025-06,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,3
乳腺外科,2025-06,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,検査済,1
乳腺外科,2025-06,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,至急済,1
乳腺外科,2025-06,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,23
乳腺外科,2025-06,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査中,9
乳腺外科,2025-06,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査済,2
乳腺外科,2025-06,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,至急済,6
乳腺外科,2025-06,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,4
乳腺外科,2025-06,通常診療,0-4分,有,紹介状あり,初診,枠あり予約,なし,1
乳腺外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,43
乳腺外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査中,29
乳腺外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査未,2
乳腺外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査済,13
乳腺外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,至急済,16
乳腺外科,2025-06,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,,5
乳腺外科,2025-06,通常診療,0-4分,無,紹介状無し,再診,枠あり予約,,16
乳腺外科,2025-06,通常診療,0-4分,,紹介状あり,初診,枠あり予約,なし,14
乳腺外科,2025-06,通常診療,0-4分,,紹介状あり,初診,枠あり予約,,4
乳腺外科,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,296
乳腺外科,2025-06,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査中,223
