診療科名,曜日,受付h,件数,待_中央値,待_平均,待_Q1,待_Q3,診察_中央値,診察_平均,診察_Q3,会計_中央値,会計_平均
PICCCVポートセンター,0,0,2.0,,,,,,,,,
PICCCVポートセンター,0,8,2.0,196.5,196.5,123.8,269.2,0.5,0.5,0.8,,
PICCCVポートセンター,0,9,4.0,19.5,18.5,16.2,21.8,2.0,2.8,3.2,,
PICCCVポートセンター,0,10,2.0,105.0,105.0,52.5,157.5,0.0,0.0,0.0,,
PICCCVポートセンター,0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PICCCVポートセンター,0,15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PICCCVポートセンター,1,8,2.0,138.0,138.0,136.0,140.0,8.0,8.0,10.5,,
PICCCVポートセンター,1,9,5.0,140.0,147.8,27.0,224.0,2.0,5.8,9.0,,
PICCCVポートセンター,1,10,2.0,117.5,117.5,58.8,176.2,0.0,0.0,0.0,,
PICCCVポートセンター,1,13,3.0,105.0,93.0,52.5,139.5,0.0,5.0,7.5,,
PICCCVポートセンター,1,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PICCCVポートセンター,2,7,2.0,187.0,187.0,186.5,187.5,1.0,1.0,1.5,,
PICCCVポートセンター,2,8,4.0,122.5,188.5,114.8,196.2,1.5,2.0,3.5,,
PICCCVポートセンター,2,9,1.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,,
PICCCVポートセンター,2,10,2.0,77.0,77.0,38.5,115.5,0.0,0.0,0.0,,
PICCCVポートセンター,2,11,2.0,134.5,134.5,119.2,149.8,0.0,0.0,0.0,,
PICCCVポートセンター,2,12,1.0,121.0,121.0,121.0,121.0,0.0,0.0,0.0,,
PICCCVポートセンター,2,13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PICCCVポートセンター,2,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PICCCVポートセンター,3,7,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,,
PICCCVポートセンター,3,10,1.0,16.0,16.0,16.0,16.0,3.0,3.0,3.0,,
PICCCVポートセンター,3,13,1.0,65.0,65.0,65.0,65.0,0.0,0.0,0.0,,
PICCCVポートセンター,3,14,2.0,8.5,8.5,4.2,12.8,0.0,0.0,0.0,,
PICCCVポートセンター,4,8,3.0,122.0,91.7,61.0,137.5,0.0,0.0,0.0,,
PICCCVポートセンター,4,9,1.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,,
PICCCVポートセンター,4,11,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PICCCVポートセンター,4,12,1.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,,
PICCCVポートセンター,4,13,2.0,88.0,88.0,83.5,92.5,2.5,2.5,3.8,,
がんゲノム,0,8,1.0,85.0,85.0,85.0,85.0,1.0,1.0,1.0,,
がんゲノム,0,12,2.0,90.5,90.5,75.2,105.8,37.5,37.5,50.2,,
がんゲノム,0,13,2.0,25.0,25.0,24.0,26.0,41.5,41.5,44.8,,
がんゲノム,1,8,1.0,271.0,271.0,271.0,271.0,6.0,6.0,6.0,,
がんゲノム,1,13,4.0,70.0,72.5,41.0,101.5,17.5,18.5,31.2,,
がんゲノム,1,14,4.0,19.5,27.5,9.5,37.5,3.0,4.8,6.2,,
アレルギー科,0,0,3.0,,,,,,,,,
アレルギー科,0,8,6.0,60.0,55.0,39.2,74.8,10.5,11.0,15.2,11.0,33.0
アレルギー科,0,9,13.0,31.0,31.2,20.0,42.0,9.0,10.6,13.0,17.0,34.7
アレルギー科,0,10,12.0,18.5,21.3,5.8,30.2,6.5,9.7,11.2,33.0,85.9
アレルギー科,0,11,1.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,12.0,12.0
アレルギー科,1,0,2.0,,,,,,,,,
アレルギー科,1,8,16.0,67.0,71.4,51.0,79.2,5.0,7.1,11.0,19.0,32.2
アレルギー科,1,9,15.0,27.0,37.7,11.0,57.5,7.0,10.2,10.5,16.5,35.6
アレルギー科,1,10,13.0,29.0,42.3,15.0,54.0,8.0,17.5,14.0,22.0,32.0
アレルギー科,2,0,1.0,,,,,,,,,
アレルギー科,2,8,9.0,82.0,83.9,76.0,108.0,11.0,11.4,12.0,64.0,81.0
アレルギー科,2,9,16.0,74.0,69.2,40.8,90.0,11.0,12.1,15.5,9.5,12.0
アレルギー科,2,10,8.0,33.0,50.9,30.5,73.2,8.0,8.5,12.5,36.0,87.2
アレルギー科,2,11,1.0,83.0,83.0,83.0,83.0,6.0,6.0,6.0,156.0,156.0
アレルギー科,3,0,1.0,,,,,,,,,
アレルギー科,3,8,20.0,93.5,105.4,76.8,118.8,6.0,9.5,11.2,14.5,43.0
アレルギー科,3,9,22.0,86.5,96.4,77.0,116.0,6.5,8.3,9.8,16.0,54.7
アレルギー科,3,10,2.0,109.5,109.5,65.8,153.2,5.0,5.0,7.5,219.0,219.0
アレルギー科,3,12,1.0,,,,,,,,,
ソーシャルワーカー,0,0,7.0,,,,,,,,,
ソーシャルワーカー,0,8,2.0,285.0,285.0,168.0,402.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,9,3.0,110.0,265.3,105.0,348.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,10,3.0,0.0,136.3,0.0,204.5,0.0,0.0,0.0,,
ソーシャルワーカー,0,11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,12,2.0,101.0,101.0,50.5,151.5,0.0,0.0,0.0,,
ソーシャルワーカー,0,13,6.0,47.0,62.8,44.0,83.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,0,6.0,,,,,,,,,
ソーシャルワーカー,1,9,2.0,67.0,67.0,58.5,75.5,0.0,0.0,0.0,,
ソーシャルワーカー,1,10,1.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,11,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,14,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,15,1.0,89.0,89.0,89.0,89.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,0,4.0,,,,,,,,,
ソーシャルワーカー,2,8,1.0,270.0,270.0,270.0,270.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,9,2.0,,,,,,,,,
ソーシャルワーカー,2,10,6.0,74.0,145.0,0.0,242.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,17,1.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,,
ソーシャルワーカー,3,0,4.0,,,,,,,,,
ソーシャルワーカー,3,7,1.0,,,,,,,,,
ソーシャルワーカー,3,8,3.0,137.0,137.0,133.5,140.5,0.0,0.0,0.0,,
ソーシャルワーカー,3,9,2.0,177.5,177.5,149.8,205.2,0.0,0.0,0.0,,
ソーシャルワーカー,3,10,3.0,107.0,82.3,53.5,123.5,0.0,0.0,0.0,,
ソーシャルワーカー,3,11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,3,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,3,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,0,5.0,,,,,,,,,
ソーシャルワーカー,4,9,1.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,11,4.0,0.0,10.2,0.0,10.2,0.0,0.0,0.0,,
ソーシャルワーカー,4,12,3.0,0.0,36.7,0.0,55.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,13,3.0,32.0,101.0,31.5,136.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,15,4.0,0.0,18.2,0.0,18.2,0.0,0.0,0.0,,
ソーシャルワーカー,4,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
メンタルケア科,0,0,7.0,878.0,878.0,878.0,878.0,0.0,0.0,0.0,,
メンタルケア科,0,8,21.0,47.0,58.3,28.0,57.0,7.0,22.9,20.0,11.0,19.8
メンタルケア科,0,9,23.0,15.5,36.2,9.0,26.5,7.5,14.4,10.0,15.0,17.6
メンタルケア科,0,10,29.0,18.5,35.5,9.8,46.5,8.5,9.7,13.0,22.5,39.5
メンタルケア科,0,11,11.0,15.0,26.0,9.5,24.0,8.0,11.6,14.0,21.0,94.4
メンタルケア科,0,12,6.0,56.0,53.7,30.5,83.0,10.0,9.8,14.5,28.5,32.5
メンタルケア科,0,13,1.0,15.0,15.0,15.0,15.0,56.0,56.0,56.0,,
メンタルケア科,0,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
メンタルケア科,0,18,7.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,,
メンタルケア科,1,0,1.0,,,,,,,,,
メンタルケア科,1,8,5.0,268.0,205.0,28.0,345.0,27.0,76.8,35.0,89.0,89.0
メンタルケア科,1,9,3.0,339.0,247.0,183.5,356.5,0.0,8.0,12.0,15.0,15.0
メンタルケア科,1,10,4.0,432.5,442.0,403.8,470.8,20.0,23.0,35.5,,
メンタルケア科,1,11,8.0,149.0,138.5,99.2,176.2,17.5,21.0,29.8,21.0,32.6
メンタルケア科,1,12,6.0,46.0,60.2,12.8,68.0,10.0,9.0,14.0,38.5,41.3
メンタルケア科,1,13,13.0,17.0,41.2,7.0,38.0,14.0,13.1,17.0,18.0,17.1
メンタルケア科,1,14,10.0,14.0,51.5,9.2,31.8,12.5,13.0,17.2,20.0,20.4
メンタルケア科,1,15,5.0,39.0,42.8,33.0,41.0,14.0,15.2,18.0,9.0,23.6
メンタルケア科,1,16,5.0,9.0,10.2,6.5,12.8,18.5,17.2,20.2,3.0,5.0
メンタルケア科,2,0,7.0,,,,,,,,,
メンタルケア科,2,7,1.0,11.0,11.0,11.0,11.0,7.0,7.0,7.0,,
メンタルケア科,2,8,23.0,30.0,46.9,19.5,50.5,6.0,8.9,9.0,12.0,41.6
メンタルケア科,2,9,34.0,29.5,62.4,17.2,57.2,8.0,9.4,14.8,17.0,40.7
メンタルケア科,2,10,21.0,46.0,74.3,28.0,67.0,9.0,20.9,19.0,32.0,42.2
メンタルケア科,2,11,8.0,45.0,67.8,37.0,70.5,6.5,14.1,11.0,31.0,39.3
メンタルケア科,2,12,10.0,34.5,50.6,30.2,69.0,8.0,12.0,14.0,43.0,46.1
メンタルケア科,2,13,12.0,11.0,24.7,4.8,30.0,10.0,10.0,11.2,26.0,29.4
メンタルケア科,2,14,22.0,13.5,24.9,5.5,40.0,9.0,10.5,13.8,21.0,31.1
メンタルケア科,2,15,2.0,3.0,3.0,1.5,4.5,0.0,0.0,0.0,2.0,2.0
メンタルケア科,3,0,1.0,,,,,,,,,
メンタルケア科,3,8,3.0,83.5,83.5,76.8,90.2,9.5,9.5,14.2,29.5,29.5
メンタルケア科,3,9,4.0,30.5,56.8,21.8,65.5,22.0,28.5,50.5,26.0,157.0
メンタルケア科,3,10,1.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,,
メンタルケア科,3,11,6.0,0.0,3.0,0.0,5.2,0.0,9.3,13.5,153.5,153.5
メンタルケア科,3,13,1.0,46.0,46.0,46.0,46.0,19.0,19.0,19.0,127.0,127.0
メンタルケア科,4,0,1.0,,,,,,,,,
メンタルケア科,4,8,3.0,43.0,84.7,28.0,120.5,48.0,48.7,50.0,39.0,30.7
メンタルケア科,4,9,4.0,93.5,183.0,27.2,249.2,0.0,3.7,5.5,210.0,210.0
メンタルケア科,4,10,3.0,12.0,39.3,12.0,53.0,30.0,38.3,50.5,36.5,36.5
メンタルケア科,4,12,2.0,28.0,28.0,14.0,42.0,0.0,0.0,0.0,38.0,38.0
メンタルケア科,4,14,1.0,56.0,56.0,56.0,56.0,31.0,31.0,31.0,,
メンタルケア科,4,18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,0,0,2.0,,,,,,,,,
リウマチ膠原病内科,0,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,0,8,55.0,92.0,94.5,76.0,110.5,8.0,8.1,10.0,15.0,33.1
リウマチ膠原病内科,0,9,50.0,98.0,110.9,82.2,113.2,6.0,12.5,11.0,32.0,56.3
リウマチ膠原病内科,0,10,20.0,75.0,67.3,35.5,96.0,7.5,8.7,12.2,58.0,95.4
リウマチ膠原病内科,0,11,14.0,70.0,68.6,54.0,76.8,8.0,15.2,25.2,30.5,42.6
リウマチ膠原病内科,0,12,5.0,46.0,31.6,6.0,52.0,12.0,13.2,16.0,20.0,25.2
リウマチ膠原病内科,0,13,10.0,38.5,46.8,16.5,61.5,22.0,23.9,28.2,11.0,16.3
リウマチ膠原病内科,0,14,10.0,47.5,45.4,23.5,60.5,24.5,24.7,30.5,14.0,17.9
リウマチ膠原病内科,0,15,2.0,9.0,9.0,7.0,11.0,32.5,32.5,35.2,8.5,8.5
リウマチ膠原病内科,1,0,4.0,,,,,,,,,
リウマチ膠原病内科,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,1,8,77.0,93.0,106.4,71.2,133.5,6.0,7.4,8.2,19.0,44.3
リウマチ膠原病内科,1,9,51.0,99.0,104.5,32.5,158.0,6.0,7.1,9.5,20.0,45.6
リウマチ膠原病内科,1,10,48.0,96.0,90.9,53.0,112.0,6.0,8.4,10.0,26.0,52.9
リウマチ膠原病内科,1,11,17.0,70.0,71.9,56.0,98.0,8.0,11.5,14.0,22.0,34.3
リウマチ膠原病内科,1,12,6.0,91.0,99.4,33.0,113.0,9.0,6.0,9.0,21.0,37.7
リウマチ膠原病内科,1,13,1.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,55.0,55.0
リウマチ膠原病内科,1,15,3.0,10.0,34.3,5.0,51.5,0.0,6.7,10.0,32.0,32.0
リウマチ膠原病内科,2,0,4.0,,,,,,,,,
リウマチ膠原病内科,2,7,1.0,121.0,121.0,121.0,121.0,31.0,31.0,31.0,,
リウマチ膠原病内科,2,8,50.0,86.5,85.4,68.0,107.0,7.0,7.7,9.0,17.0,55.0
リウマチ膠原病内科,2,9,42.0,92.0,79.2,38.8,111.0,7.0,7.6,9.0,21.0,71.0
リウマチ膠原病内科,2,10,17.0,82.0,100.7,52.0,130.0,10.0,15.2,12.0,30.0,46.7
リウマチ膠原病内科,2,11,17.0,91.0,89.5,79.0,99.0,10.0,13.5,13.0,16.5,31.1
リウマチ膠原病内科,2,12,20.0,87.0,82.8,71.8,98.0,10.5,12.7,16.5,23.0,33.4
リウマチ膠原病内科,2,13,18.0,75.5,70.9,51.5,84.2,11.5,12.3,14.0,24.5,36.6
リウマチ膠原病内科,2,14,7.0,54.0,52.3,32.5,61.0,21.0,20.9,26.0,30.0,30.4
リウマチ膠原病内科,2,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,3,0,6.0,,,,,,,,,
リウマチ膠原病内科,3,1,1.0,873.0,873.0,873.0,873.0,2.0,2.0,2.0,,
リウマチ膠原病内科,3,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,3,8,48.0,92.5,102.8,66.5,117.2,7.0,9.8,15.2,14.0,28.2
リウマチ膠原病内科,3,9,39.0,99.0,107.1,74.0,141.0,11.0,11.6,15.5,25.0,55.4
リウマチ膠原病内科,3,10,22.0,90.0,101.0,79.5,137.0,9.0,9.7,11.0,31.0,57.0
リウマチ膠原病内科,3,11,24.0,134.0,145.6,103.5,168.5,10.0,13.5,14.0,17.0,21.5
リウマチ膠原病内科,3,12,22.0,147.5,144.0,96.2,189.2,8.0,11.8,13.0,17.0,37.6
リウマチ膠原病内科,3,13,12.0,109.5,93.6,39.5,132.8,8.5,13.1,15.2,16.5,30.0
リウマチ膠原病内科,3,14,6.0,84.0,92.2,78.0,92.0,0.0,2.6,3.0,10.0,9.0
リウマチ膠原病内科,3,15,1.0,37.0,37.0,37.0,37.0,18.0,18.0,18.0,24.0,24.0
リウマチ膠原病内科,4,0,9.0,,,,,0.0,0.0,0.0,,
リウマチ膠原病内科,4,8,64.0,88.5,101.5,66.5,122.5,7.0,8.0,10.0,16.0,36.5
リウマチ膠原病内科,4,9,55.0,94.0,107.9,72.5,127.0,6.0,8.1,12.0,15.0,35.2
リウマチ膠原病内科,4,10,40.0,108.5,104.6,75.5,130.5,8.0,9.9,12.2,29.0,44.1
リウマチ膠原病内科,4,11,19.0,109.0,117.3,85.0,137.5,8.0,11.4,17.0,41.0,61.2
リウマチ膠原病内科,4,12,20.0,99.5,100.5,71.8,126.2,12.0,13.0,16.0,20.0,23.7
リウマチ膠原病内科,4,13,15.0,90.0,89.6,69.0,115.5,8.0,9.1,13.0,11.0,17.7
リウマチ膠原病内科,4,14,8.0,66.0,71.6,39.2,97.2,3.0,6.6,9.5,12.5,12.0
リウマチ膠原病内科,4,15,2.0,43.5,43.5,33.2,53.8,7.0,7.0,10.5,35.5,35.5
一般消化器外科,0,0,20.0,,,,,,,,,
一般消化器外科,0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
一般消化器外科,0,8,39.0,78.0,103.6,47.0,143.0,10.0,13.3,21.0,18.0,57.3
一般消化器外科,0,9,53.0,87.0,118.8,59.0,138.0,11.0,15.1,22.0,31.5,59.5
一般消化器外科,0,10,41.0,111.5,113.7,77.2,137.0,11.0,16.8,18.5,36.0,66.9
一般消化器外科,0,11,27.0,71.0,88.6,56.5,111.5,12.0,14.0,14.5,25.0,43.9
一般消化器外科,0,12,20.0,83.5,95.1,69.2,121.2,12.5,11.6,14.2,10.0,21.3
一般消化器外科,0,13,21.0,76.0,82.4,52.0,108.0,10.0,10.9,14.0,10.0,14.0
一般消化器外科,0,14,26.0,67.0,71.3,54.2,93.8,11.5,13.7,19.8,12.5,19.4
一般消化器外科,0,15,7.0,71.0,76.3,65.0,90.0,9.0,9.3,10.5,6.0,6.0
一般消化器外科,0,16,6.0,49.5,50.0,39.5,60.2,12.5,16.5,23.2,10.0,16.2
一般消化器外科,0,17,3.0,16.0,43.7,12.0,61.5,9.0,10.3,15.5,76.5,76.5
一般消化器外科,0,18,2.0,,,,,,,,,
一般消化器外科,1,0,15.0,,,,,,,,,
一般消化器外科,1,8,70.0,72.0,75.1,48.2,94.0,4.0,5.3,7.0,20.5,81.1
一般消化器外科,1,9,67.0,88.0,86.6,44.5,108.2,5.0,9.0,11.0,21.0,66.0
一般消化器外科,1,10,42.0,79.0,88.1,44.2,103.8,10.0,13.2,14.8,21.0,51.1
一般消化器外科,1,11,13.0,72.0,84.5,56.0,115.0,17.0,14.1,21.0,20.0,43.3
一般消化器外科,1,12,9.0,83.0,86.4,61.0,123.0,11.0,15.4,20.0,16.0,37.8
一般消化器外科,1,13,1.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,42.0,42.0
一般消化器外科,1,14,1.0,61.0,61.0,61.0,61.0,0.0,0.0,0.0,9.0,9.0
一般消化器外科,1,15,1.0,75.0,75.0,75.0,75.0,43.0,43.0,43.0,6.0,6.0
一般消化器外科,1,17,1.0,38.0,38.0,38.0,38.0,20.0,20.0,20.0,,
一般消化器外科,2,0,13.0,,,,,,,,,
一般消化器外科,2,8,91.0,95.0,104.8,55.8,130.2,4.0,6.6,7.0,28.0,54.9
一般消化器外科,2,9,46.0,103.0,111.1,63.5,126.5,7.0,10.3,12.0,29.0,63.2
一般消化器外科,2,10,34.0,117.0,125.9,75.0,144.0,7.0,10.3,14.0,33.0,54.9
一般消化器外科,2,11,25.0,91.0,94.2,60.0,116.0,11.0,12.1,16.0,33.0,43.3
一般消化器外科,2,12,16.0,114.0,110.0,37.5,135.8,13.0,21.4,22.2,47.0,60.4
一般消化器外科,2,13,12.0,130.0,126.2,102.5,158.2,11.0,11.9,16.0,16.0,22.4
一般消化器外科,2,14,8.0,123.5,120.2,117.2,126.0,18.5,21.6,29.2,10.5,12.1
一般消化器外科,2,15,6.0,91.5,96.0,85.8,114.5,9.0,13.3,19.5,6.5,5.8
一般消化器外科,2,16,1.0,51.0,51.0,51.0,51.0,5.0,5.0,5.0,68.0,68.0
一般消化器外科,2,17,1.0,,,,,,,,,
一般消化器外科,2,20,1.0,137.0,137.0,137.0,137.0,12.0,12.0,12.0,7.0,7.0
一般消化器外科,2,21,1.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,,
