診療科名,予約担当者匿名ID,予約名称,初再診区分,紹介状有無,月,件数
リウマチ膠原病内科,DR_RH004,SL_0139,再診,紹介状無し,2026-02,97
リウマチ膠原病内科,DR_RH005,SL_0009,再診,紹介状無し,2026-02,7
リウマチ膠原病内科,DR_RH005,SL_0156,再診,紹介状無し,2026-02,49
リウマチ膠原病内科,DR_RH006,SL_0009,再診,紹介状無し,2026-02,13
リウマチ膠原病内科,DR_RH006,SL_0174,再診,紹介状無し,2026-02,155
リウマチ膠原病内科,DR_RH006,SL_0496,初診,紹介状あり,2026-02,2
リウマチ膠原病内科,DR_RH006,SL_0611,再診,紹介状無し,2026-02,2
リウマチ膠原病内科,DR_RH007,SL_0009,再診,紹介状無し,2026-02,39
リウマチ膠原病内科,DR_RH007,SL_0176,再診,紹介状無し,2026-02,5
リウマチ膠原病内科,DR_RH007,SL_0176,初診,紹介状無し,2026-02,2
リウマチ膠原病内科,DR_RH008,SL_0201,再診,紹介状無し,2026-02,17
リウマチ膠原病内科,DR_RH009,SL_0009,再診,紹介状無し,2026-02,8
リウマチ膠原病内科,DR_RH009,SL_0210,再診,紹介状無し,2026-02,213
リウマチ膠原病内科,DR_RH009,SL_0340,再診,紹介状無し,2026-02,5
リウマチ膠原病内科,DR_RH009,SL_0534,初診,紹介状あり,2026-02,1
リウマチ膠原病内科,DR_RH009,SL_0692,初診,紹介状あり,2026-02,10
リウマチ膠原病内科,DR_RH010,SL_0009,再診,紹介状無し,2026-02,8
リウマチ膠原病内科,DR_RH010,SL_0222,再診,紹介状無し,2026-02,139
リウマチ膠原病内科,DR_RH011,SL_0009,再診,紹介状無し,2026-02,3
リウマチ膠原病内科,DR_RH011,SL_0368,再診,紹介状無し,2026-02,8
リウマチ膠原病内科,DR_RH012,SL_0005,再診,紹介状無し,2026-02,4
リウマチ膠原病内科,DR_RH013,SL_0009,再診,紹介状無し,2026-02,1
リウマチ膠原病内科,DR_RH013,SL_0596,再診,紹介状無し,2026-02,10
リウマチ膠原病内科,,SL_0866,再診,紹介状無し,2026-02,1
一般消化器外科,DR_BR005,SL_0009,再診,紹介状無し,2026-02,25
一般消化器外科,DR_BR005,SL_0516,再診,紹介状無し,2026-02,15
一般消化器外科,DR_GS001,SL_0009,再診,紹介状無し,2026-02,3
一般消化器外科,DR_GS001,SL_0021,再診,紹介状無し,2026-02,6
一般消化器外科,DR_GS001,SL_0022,再診,紹介状無し,2026-02,135
一般消化器外科,DR_GS001,SL_0022,初診,紹介状あり,2026-02,2
一般消化器外科,DR_GS001,SL_0022,初診,紹介状無し,2026-02,2
一般消化器外科,DR_GS001,SL_0454,初診,紹介状あり,2026-02,6
一般消化器外科,DR_GS001,SL_0696,初診,紹介状あり,2026-02,2
一般消化器外科,DR_GS002,SL_0009,再診,紹介状無し,2026-02,2
一般消化器外科,DR_GS002,SL_0009,初診,紹介状あり,2026-02,1
一般消化器外科,DR_GS002,SL_0085,再診,紹介状無し,2026-02,91
一般消化器外科,DR_GS002,SL_0568,再診,紹介状無し,2026-02,6
一般消化器外科,DR_GS002,SL_0601,再診,紹介状無し,2026-02,1
一般消化器外科,DR_GS002,SL_0601,初診,紹介状あり,2026-02,1
一般消化器外科,DR_GS003,SL_0009,再診,紹介状無し,2026-02,1
一般消化器外科,DR_GS003,SL_0102,初診,紹介状あり,2026-02,10
一般消化器外科,DR_GS003,SL_0102,初診,紹介状無し,2026-02,1
一般消化器外科,DR_GS003,SL_0103,再診,紹介状あり,2026-02,2
一般消化器外科,DR_GS003,SL_0103,再診,紹介状無し,2026-02,204
一般消化器外科,DR_GS003,SL_0280,再診,紹介状無し,2026-02,11
一般消化器外科,DR_GS003,SL_0407,初診,紹介状あり,2026-02,3
一般消化器外科,DR_GS004,SL_0009,再診,紹介状無し,2026-02,8
一般消化器外科,DR_GS004,SL_0109,再診,紹介状無し,2026-02,64
一般消化器外科,DR_GS004,SL_0109,初診,紹介状あり,2026-02,3
一般消化器外科,DR_GS004,SL_0353,再診,紹介状無し,2026-02,2
一般消化器外科,DR_GS004,SL_0819,初診,紹介状あり,2026-02,3
一般消化器外科,DR_GS005,SL_0009,再診,紹介状無し,2026-02,7
一般消化器外科,DR_GS005,SL_0194,再診,紹介状無し,2026-02,35
一般消化器外科,DR_GS005,SL_0194,初診,紹介状あり,2026-02,1
一般消化器外科,DR_GS005,SL_0194,初診,紹介状無し,2026-02,1
一般消化器外科,DR_GS005,SL_0384,初診,紹介状あり,2026-02,4
一般消化器外科,DR_GS005,SL_0607,再診,紹介状無し,2026-02,1
一般消化器外科,DR_GS005,SL_0842,初診,紹介状あり,2026-02,2
一般消化器外科,DR_GS006,SL_0009,再診,紹介状無し,2026-02,6
一般消化器外科,DR_GS006,SL_0009,初診,紹介状あり,2026-02,1
一般消化器外科,DR_GS006,SL_0202,再診,紹介状無し,2026-02,95
一般消化器外科,DR_GS006,SL_0501,再診,紹介状無し,2026-02,5
一般消化器外科,DR_GS006,SL_0691,初診,紹介状あり,2026-02,1
一般消化器外科,DR_GS006,SL_0867,初診,紹介状あり,2026-02,1
一般消化器外科,DR_GS007,SL_0219,再診,紹介状無し,2026-02,45
一般消化器外科,DR_GS008,SL_0009,再診,紹介状無し,2026-02,3
一般消化器外科,DR_GS008,SL_0229,再診,紹介状無し,2026-02,31
一般消化器外科,DR_GS008,SL_0491,再診,紹介状無し,2026-02,1
一般消化器外科,DR_GS008,SL_0668,初診,紹介状あり,2026-02,1
一般消化器外科,DR_GS009,SL_0009,再診,紹介状無し,2026-02,5
一般消化器外科,DR_GS009,SL_0374,再診,紹介状無し,2026-02,63
一般消化器外科,DR_GS009,SL_0374,初診,紹介状あり,2026-02,2
一般消化器外科,DR_GS009,SL_0541,初診,紹介状あり,2026-02,2
一般消化器外科,DR_GS009,SL_0613,再診,紹介状無し,2026-02,6
一般消化器外科,DR_GS011,SL_0009,再診,紹介状無し,2026-02,25
一般消化器外科,DR_GS011,SL_0422,再診,紹介状あり,2026-02,2
一般消化器外科,DR_GS011,SL_0422,再診,紹介状無し,2026-02,5
一般消化器外科,DR_GS011,SL_0422,初診,紹介状あり,2026-02,3
一般消化器外科,DR_GS012,SL_0009,再診,紹介状無し,2026-02,1
一般消化器外科,DR_GS012,SL_0443,再診,紹介状無し,2026-02,4
一般消化器外科,DR_GS013,SL_0005,再診,紹介状無し,2026-02,6
一般消化器外科,DR_GS014,SL_0523,再診,紹介状あり,2026-02,1
一般消化器外科,DR_GS014,SL_0523,再診,紹介状無し,2026-02,10
一般消化器外科,DR_GS014,SL_0523,初診,紹介状無し,2026-02,3
一般消化器外科,DR_GS015,SL_0715,再診,紹介状無し,2026-02,45
一般消化器外科,DR_GS015,SL_0724,初診,紹介状あり,2026-02,1
一般消化器外科,DR_GS015,SL_0739,再診,紹介状無し,2026-02,4
一般消化器外科,DR_GS016,SL_0009,再診,紹介状無し,2026-02,6
一般消化器外科,DR_GS016,SL_0753,再診,紹介状無し,2026-02,2
一般消化器外科,DR_GS016,SL_0770,再診,紹介状無し,2026-02,20
一般消化器外科,DR_GS016,SL_0770,初診,紹介状あり,2026-02,1
一般消化器外科,DR_GS016,SL_0858,初診,紹介状あり,2026-02,2
一般消化器外科,DR_GS017,SL_0863,再診,紹介状無し,2026-02,1
一般消化器外科,,SL_0845,再診,紹介状無し,2026-02,2
中央処置室,DR_XX002,SL_0009,再診,紹介状無し,2026-02,7
中央処置室,DR_XX002,SL_0018,再診,紹介状無し,2026-02,152
乳腺外科,DR_BR002,SL_0009,再診,紹介状無し,2026-02,3
乳腺外科,DR_BR002,SL_0032,再診,紹介状無し,2026-02,19
乳腺外科,DR_BR002,SL_0441,初診,紹介状あり,2026-02,4
乳腺外科,DR_BR005,SL_0009,再診,紹介状無し,2026-02,7
乳腺外科,DR_BR005,SL_0516,再診,紹介状無し,2026-02,4
乳腺外科,DR_BR006,SL_0009,再診,紹介状無し,2026-02,106
乳腺外科,DR_BR006,SL_0175,再診,紹介状無し,2026-02,703
乳腺外科,DR_BR006,SL_0175,初診,紹介状無し,2026-02,1
乳腺外科,DR_BR006,SL_0841,再診,紹介状無し,2026-02,4
乳腺外科,DR_BR006,SL_0843,初診,紹介状あり,2026-02,21
乳腺外科,DR_BR006,SL_0843,初診,紹介状無し,2026-02,7
乳腺外科,DR_BR006,SL_0849,再診,紹介状無し,2026-02,5
乳腺外科,DR_BR008,SL_0009,再診,紹介状無し,2026-02,2
乳腺外科,DR_BR008,SL_0241,再診,紹介状あり,2026-02,1
乳腺外科,DR_BR008,SL_0241,再診,紹介状無し,2026-02,95
乳腺外科,DR_BR008,SL_0241,初診,紹介状あり,2026-02,1
乳腺外科,DR_BR008,SL_0494,再診,紹介状無し,2026-02,1
乳腺外科,DR_BR008,SL_0494,初診,紹介状あり,2026-02,4
乳腺外科,DR_BR008,SL_0494,初診,紹介状無し,2026-02,1
乳腺外科,DR_BR009,SL_0005,再診,紹介状無し,2026-02,11
乳腺外科,DR_BR010,SL_0412,再診,紹介状無し,2026-02,3
乳腺外科,DR_BR011,SL_0009,再診,紹介状無し,2026-02,4
乳腺外科,DR_BR011,SL_0459,再診,紹介状あり,2026-02,1
乳腺外科,DR_BR011,SL_0459,再診,紹介状無し,2026-02,4
乳腺外科,DR_BR011,SL_0459,初診,紹介状無し,2026-02,1
乳腺外科,DR_BR012,SL_0009,再診,紹介状無し,2026-02,1
乳腺外科,DR_BR012,SL_0476,再診,紹介状無し,2026-02,1
乳腺外科,DR_BR013,SL_0481,再診,紹介状無し,2026-02,5
乳腺外科,DR_BR013,SL_0481,初診,紹介状あり,2026-02,1
乳腺外科,DR_BR014,SL_0009,再診,紹介状無し,2026-02,19
乳腺外科,DR_BR014,SL_0009,初診,紹介状あり,2026-02,2
乳腺外科,DR_BR014,SL_0702,再診,紹介状無し,2026-02,288
乳腺外科,DR_BR014,SL_0751,再診,紹介状無し,2026-02,1
乳腺外科,DR_BR014,SL_0751,初診,紹介状あり,2026-02,2
乳腺外科,DR_BR014,SL_0777,再診,紹介状無し,2026-02,8
乳腺外科,DR_BR015,SL_0009,再診,紹介状無し,2026-02,4
乳腺外科,DR_BR015,SL_0839,再診,紹介状無し,2026-02,93
乳腺外科,DR_BR015,SL_0854,初診,紹介状あり,2026-02,1
乳腺外科,DR_BR015,SL_0862,再診,紹介状無し,2026-02,2
健診センター,DR_XX012,SL_0009,再診,紹介状無し,2026-02,1
健診センター,DR_XX012,SL_0217,再診,紹介状無し,2026-02,22
健診センター,DR_XX012,SL_0223,再診,紹介状無し,2026-02,21
健診センター,DR_XX012,SL_0432,再診,紹介状無し,2026-02,8
健診センター,DR_XX012,SL_0621,再診,紹介状無し,2026-02,4
健診センター,DR_XX012,SL_0693,再診,紹介状無し,2026-02,4
健診センター,DR_XX012,SL_0850,再診,紹介状無し,2026-02,2
入退院支援センター,DR_AD001,SL_0004,再診,紹介状無し,2026-02,610
入退院支援センター,DR_AD001,SL_0009,再診,紹介状無し,2026-02,46
内科,DR_IM001,SL_0015,再診,紹介状あり,2026-02,14
内科,DR_IM001,SL_0015,再診,紹介状無し,2026-02,128
内科,DR_IM001,SL_0015,初診,紹介状あり,2026-02,20
内科,DR_IM001,SL_0015,初診,紹介状無し,2026-02,213
呼吸器内科,DR_AL001,SL_0009,再診,紹介状無し,2026-02,6
呼吸器内科,DR_AL001,SL_0033,再診,紹介状無し,2026-02,49
呼吸器内科,DR_AL001,SL_0480,初診,紹介状あり,2026-02,3
呼吸器内科,DR_AL001,SL_0518,初診,紹介状あり,2026-02,8
呼吸器内科,DR_AL001,SL_0634,再診,紹介状無し,2026-02,6
呼吸器内科,DR_AL002,SL_0009,再診,紹介状無し,2026-02,6
呼吸器内科,DR_AL002,SL_0189,再診,紹介状無し,2026-02,133
呼吸器内科,DR_AL002,SL_0356,再診,紹介状無し,2026-02,7
呼吸器内科,DR_AL002,SL_0403,初診,紹介状あり,2026-02,1
呼吸器内科,DR_AL002,SL_0580,初診,紹介状あり,2026-02,3
呼吸器内科,DR_RS2002,SL_0030,再診,紹介状無し,2026-02,6
呼吸器内科,DR_RS2003,SL_0009,再診,紹介状無し,2026-02,2
呼吸器内科,DR_RS2003,SL_0061,再診,紹介状無し,2026-02,139
呼吸器内科,DR_RS2003,SL_0213,再診,紹介状無し,2026-02,12
呼吸器内科,DR_RS2003,SL_0344,初診,紹介状あり,2026-02,7
呼吸器内科,DR_RS2003,SL_0444,初診,紹介状あり,2026-02,4
呼吸器内科,DR_RS2004,SL_0009,再診,紹介状無し,2026-02,47
呼吸器内科,DR_RS2004,SL_0082,再診,紹介状無し,2026-02,236
呼吸器内科,DR_RS2005,SL_0009,再診,紹介状無し,2026-02,2
呼吸器内科,DR_RS2005,SL_0100,再診,紹介状無し,2026-02,107
呼吸器内科,DR_RS2005,SL_0470,再診,紹介状無し,2026-02,3
呼吸器内科,DR_RS2005,SL_0561,再診,紹介状無し,2026-02,1
呼吸器内科,DR_RS2005,SL_0561,初診,紹介状あり,2026-02,3
呼吸器内科,DR_RS2005,SL_0658,再診,紹介状無し,2026-02,1
呼吸器内科,DR_RS2005,SL_0658,初診,紹介状あり,2026-02,3
呼吸器内科,DR_RS2005,SL_0658,初診,紹介状無し,2026-02,1
呼吸器内科,DR_RS2006,SL_0106,再診,紹介状無し,2026-02,89
呼吸器内科,DR_RS2006,SL_0106,初診,紹介状無し,2026-02,1
呼吸器内科,DR_RS2006,SL_0612,再診,紹介状無し,2026-02,4
呼吸器内科,DR_RS2006,SL_0660,初診,紹介状あり,2026-02,5
呼吸器内科,DR_RS2006,SL_0779,初診,紹介状あり,2026-02,1
呼吸器内科,DR_RS2007,SL_0009,再診,紹介状無し,2026-02,1
呼吸器内科,DR_RS2007,SL_0126,再診,紹介状無し,2026-02,19
呼吸器内科,DR_RS2008,SL_0009,再診,紹介状無し,2026-02,3
呼吸器内科,DR_RS2008,SL_0127,再診,紹介状無し,2026-02,56
呼吸器内科,DR_RS2008,SL_0479,初診,紹介状無し,2026-02,1
呼吸器内科,DR_RS2008,SL_0538,初診,紹介状あり,2026-02,3
呼吸器内科,DR_RS2008,SL_0538,初診,紹介状無し,2026-02,2
呼吸器内科,DR_RS2008,SL_0618,再診,紹介状無し,2026-02,4
呼吸器内科,DR_RS2009,SL_0009,再診,紹介状無し,2026-02,58
呼吸器内科,DR_RS2009,SL_0366,再診,紹介状あり,2026-02,1
呼吸器内科,DR_RS2009,SL_0366,再診,紹介状無し,2026-02,7
呼吸器内科,DR_RS2009,SL_0366,初診,紹介状あり,2026-02,6
呼吸器内科,DR_RS2009,SL_0366,初診,紹介状無し,2026-02,1
呼吸器内科,DR_RS2010,SL_0009,再診,紹介状無し,2026-02,1
呼吸器内科,DR_RS2010,SL_0167,再診,紹介状無し,2026-02,54
呼吸器内科,DR_RS2010,SL_0525,初診,紹介状あり,2026-02,3
呼吸器内科,DR_RS2010,SL_0525,初診,紹介状無し,2026-02,1
呼吸器内科,DR_RS2011,SL_0009,再診,紹介状無し,2026-02,2
呼吸器内科,DR_RS2011,SL_0179,再診,紹介状無し,2026-02,1
呼吸器内科,DR_RS2011,SL_0179,初診,紹介状あり,2026-02,3
呼吸器内科,DR_RS2011,SL_0179,初診,紹介状無し,2026-02,2
呼吸器内科,DR_RS2013,SL_0005,再診,紹介状無し,2026-02,17
呼吸器外科,DR_RS2001,SL_0009,再診,紹介状無し,2026-02,2
呼吸器外科,DR_RS2001,SL_0024,再診,紹介状無し,2026-02,65
呼吸器外科,DR_RS2001,SL_0584,再診,紹介状無し,2026-02,6
呼吸器外科,DR_RS2012,SL_0009,再診,紹介状無し,2026-02,1
呼吸器外科,DR_RS2012,SL_0188,再診,紹介状無し,2026-02,70
呼吸器外科,DR_RS2012,SL_0188,初診,紹介状無し,2026-02,1
呼吸器外科,DR_RS2012,SL_0557,再診,紹介状無し,2026-02,2
呼吸器外科,DR_RS2012,SL_0644,初診,紹介状あり,2026-02,3
呼吸器外科,DR_RS2014,SL_0009,再診,紹介状無し,2026-02,5
呼吸器外科,DR_RS2014,SL_0760,初診,紹介状あり,2026-02,2
呼吸器外科,DR_RS2015,SL_0005,再診,紹介状無し,2026-02,1
呼吸器外科,DR_XX022,SL_0486,再診,紹介状無し,2026-02,8
外来手術室,DR_OT001,SL_0009,再診,紹介状無し,2026-02,47
外来手術室,DR_OT001,SL_0025,再診,紹介状無し,2026-02,174
外来手術室,DR_OT002,SL_0009,再診,紹介状無し,2026-02,13
外来手術室,DR_OT002,SL_0159,再診,紹介状無し,2026-02,97
外来手術室,DR_OT003,SL_0009,再診,紹介状無し,2026-02,4
外来手術室,DR_OT003,SL_0248,再診,紹介状無し,2026-02,19
外来手術室,DR_OT003,SL_0456,再診,紹介状無し,2026-02,4
外来手術室,DR_OT003,SL_0840,再診,紹介状無し,2026-02,1
外来手術室,DR_OT004,SL_0324,再診,紹介状無し,2026-02,4
外来手術室,DR_OT005,SL_0332,再診,紹介状無し,2026-02,18
外来手術室,DR_OT006,SL_0376,再診,紹介状無し,2026-02,4
外来手術室,DR_OT007,SL_0396,再診,紹介状無し,2026-02,9
外来手術室,DR_OT008,SL_0397,再診,紹介状無し,2026-02,5
外来手術室,DR_OT009,SL_0484,再診,紹介状無し,2026-02,24
外来手術室,DR_OT010,SL_0506,再診,紹介状無し,2026-02,1
外来手術室,DR_OT011,SL_0009,再診,紹介状無し,2026-02,1
外来手術室,DR_OT011,SL_0553,再診,紹介状無し,2026-02,4
外来手術室,DR_OT012,SL_0559,再診,紹介状無し,2026-02,4
外来手術室,DR_OT013,SL_0597,再診,紹介状無し,2026-02,4
外来手術室,DR_OT014,SL_0605,再診,紹介状無し,2026-02,3
外来手術室,DR_OT015,SL_0699,再診,紹介状無し,2026-02,7
外来手術室,DR_OT016,SL_0733,再診,紹介状無し,2026-02,11
外来手術室,DR_OT017,SL_0758,再診,紹介状無し,2026-02,3
外来手術室,DR_OT018,SL_0817,再診,紹介状無し,2026-02,1
小児科,DR_PD001,SL_0009,再診,紹介状無し,2026-02,4
小児科,DR_PD001,SL_0020,再診,紹介状無し,2026-02,11
小児科,DR_PD001,SL_0020,初診,紹介状あり,2026-02,2
小児科,DR_PD001,SL_0237,再診,紹介状無し,2026-02,3
小児科,DR_PD001,SL_0313,再診,紹介状無し,2026-02,21
小児科,DR_PD001,SL_0313,初診,紹介状あり,2026-02,1
小児科,DR_PD002,SL_0009,再診,紹介状無し,2026-02,3
小児科,DR_PD002,SL_0070,再診,紹介状無し,2026-02,26
小児科,DR_PD002,SL_0070,初診,紹介状あり,2026-02,4
小児科,DR_PD002,SL_0575,再診,紹介状無し,2026-02,5
小児科,DR_PD002,SL_0695,初診,紹介状あり,2026-02,1
小児科,DR_PD003,SL_0009,再診,紹介状無し,2026-02,2
小児科,DR_PD003,SL_0098,再診,紹介状無し,2026-02,18
小児科,DR_PD003,SL_0098,初診,紹介状あり,2026-02,3
小児科,DR_PD003,SL_0399,再診,紹介状無し,2026-02,5
小児科,DR_PD003,SL_0639,初診,紹介状あり,2026-02,2
小児科,DR_PD003,SL_0671,再診,紹介状無し,2026-02,7
小児科,DR_PD004,SL_0009,再診,紹介状無し,2026-02,2
小児科,DR_PD004,SL_0177,再診,紹介状無し,2026-02,21
小児科,DR_PD004,SL_0177,初診,紹介状無し,2026-02,1
小児科,DR_PD004,SL_0270,再診,紹介状無し,2026-02,3
小児科,DR_PD004,SL_0418,初診,紹介状あり,2026-02,3
小児科,DR_PD005,SL_0009,再診,紹介状無し,2026-02,4
小児科,DR_PD005,SL_0180,初診,紹介状あり,2026-02,2
小児科,DR_PD005,SL_0328,再診,紹介状無し,2026-02,15
小児科,DR_PD006,SL_0009,再診,紹介状無し,2026-02,10
小児科,DR_PD006,SL_0185,再診,紹介状無し,2026-02,3
小児科,DR_PD006,SL_0272,再診,紹介状無し,2026-02,30
小児科,DR_PD006,SL_0272,初診,紹介状あり,2026-02,1
小児科,DR_PD006,SL_0503,再診,紹介状無し,2026-02,10
小児科,DR_PD006,SL_0555,再診,紹介状無し,2026-02,1
小児科,DR_PD006,SL_0555,初診,紹介状あり,2026-02,2
小児科,DR_PD006,SL_0555,初診,紹介状無し,2026-02,2
小児科,DR_PD007,SL_0009,再診,紹介状無し,2026-02,3
小児科,DR_PD007,SL_0239,再診,紹介状無し,2026-02,11
小児科,DR_PD007,SL_0351,再診,紹介状無し,2026-02,29
小児科,DR_PD007,SL_0351,初診,紹介状あり,2026-02,1
小児科,DR_PD007,SL_0351,初診,紹介状無し,2026-02,1
小児科,DR_PD007,SL_0537,再診,紹介状無し,2026-02,4
小児科,DR_PD009,SL_0257,再診,紹介状無し,2026-02,17
小児科,DR_PD009,SL_0257,初診,紹介状あり,2026-02,1
小児科,DR_PD009,SL_0604,再診,紹介状無し,2026-02,1
小児科,DR_PD009,SL_0604,初診,紹介状あり,2026-02,2
小児科,DR_PD010,SL_0009,再診,紹介状無し,2026-02,1
小児科,DR_PD010,SL_0260,再診,紹介状あり,2026-02,1
小児科,DR_PD010,SL_0260,再診,紹介状無し,2026-02,9
小児科,DR_PD010,SL_0260,初診,紹介状あり,2026-02,9
小児科,DR_PD010,SL_0260,初診,紹介状無し,2026-02,22
小児科,DR_PD011,SL_0009,再診,紹介状無し,2026-02,12
小児科,DR_PD011,SL_0375,再診,紹介状無し,2026-02,1
小児科,DR_PD011,SL_0375,初診,紹介状あり,2026-02,12
小児科,DR_PD011,SL_0375,初診,紹介状無し,2026-02,6
小児科,DR_PD012,SL_0475,再診,紹介状無し,2026-02,2
小児科,DR_PD013,SL_0009,再診,紹介状無し,2026-02,2
小児科,DR_PD013,SL_0009,初診,紹介状無し,2026-02,1
小児科,DR_PD013,SL_0419,再診,紹介状無し,2026-02,6
小児科,DR_PD014,SL_0005,再診,紹介状無し,2026-02,7
小児科,DR_PD016,SL_0009,再診,紹介状無し,2026-02,4
小児科,DR_PD016,SL_0744,再診,紹介状無し,2026-02,6
小児科,DR_PD016,SL_0773,再診,紹介状無し,2026-02,4
小児科,DR_PD016,SL_0780,再診,紹介状無し,2026-02,22
小児科,DR_PD016,SL_0780,初診,紹介状あり,2026-02,3
小児科,DR_PD018,SL_0009,再診,紹介状無し,2026-02,1
小児科,DR_PD018,SL_0837,再診,紹介状無し,2026-02,18
小児科,DR_PD018,SL_0837,初診,紹介状あり,2026-02,1
小児科,DR_PD018,SL_0838,再診,紹介状無し,2026-02,10
小児科,DR_PD018,SL_0857,再診,紹介状無し,2026-02,4
小児科,DR_PD019,SL_0848,再診,紹介状無し,2026-02,1
小児科,DR_PD020,SL_0856,再診,紹介状無し,2026-02,2
小児科,DR_PD021,SL_0865,再診,紹介状無し,2026-02,2
小児科,DR_XX020,SL_0452,再診,紹介状無し,2026-02,6
小児科,DR_XX020,SL_0452,初診,紹介状あり,2026-02,1
小児科,DR_XX020,SL_0452,初診,紹介状無し,2026-02,2
形成外科,DR_PD012,SL_0475,再診,紹介状無し,2026-02,7
形成外科,DR_PS001,SL_0009,再診,紹介状無し,2026-02,7
形成外科,DR_PS001,SL_0535,初診,紹介状無し,2026-02,2
形成外科,DR_PS005,SL_0009,再診,紹介状無し,2026-02,15
形成外科,DR_PS005,SL_0265,再診,紹介状無し,2026-02,38
形成外科,DR_PS005,SL_0499,初診,紹介状あり,2026-02,5
形成外科,DR_PS005,SL_0684,再診,紹介状無し,2026-02,2
形成外科,DR_PS005,SL_0707,再診,紹介状無し,2026-02,52
形成外科,DR_PS006,SL_0288,再診,紹介状無し,2026-02,16
形成外科,DR_PS007,SL_0005,再診,紹介状無し,2026-02,4
形成外科,DR_PS008,SL_0009,再診,紹介状無し,2026-02,5
形成外科,DR_PS008,SL_0336,再診,紹介状無し,2026-02,15
形成外科,DR_PS009,SL_0359,再診,紹介状無し,2026-02,4
形成外科,DR_PS011,SL_0513,再診,紹介状無し,2026-02,4
形成外科,DR_PS012,SL_0515,再診,紹介状無し,2026-02,2
形成外科,DR_PS012,SL_0515,初診,紹介状無し,2026-02,3
形成外科,DR_PS013,SL_0009,再診,紹介状無し,2026-02,21
形成外科,DR_PS013,SL_0701,再診,紹介状無し,2026-02,89
形成外科,DR_PS013,SL_0713,再診,紹介状無し,2026-02,3
形成外科,DR_PS013,SL_0714,初診,紹介状あり,2026-02,11
形成外科,DR_PS013,SL_0799,初診,紹介状あり,2026-02,6
形成外科,DR_PS015,SL_0009,再診,紹介状無し,2026-02,45
形成外科,DR_PS015,SL_0009,初診,紹介状無し,2026-02,1
形成外科,DR_PS015,SL_0709,再診,紹介状無し,2026-02,50
形成外科,DR_PS015,SL_0722,初診,紹介状あり,2026-02,5
形成外科,DR_PS015,SL_0816,再診,紹介状無し,2026-02,2
