総件数,期間_開始,期間_終了,期間_暦日数,期間_営業日数,期間_除外日数,診療科数,医師数,部屋数,予約名称_種類数,初診件数,再診件数,紹介状あり,併科受診_有,未来院件数
30538,2026-02-01,2026-02-28,28,18,2,51,416,0,719,2414,28124,1601,7961,1755
