診療科名,医師匿名ID,予約名称,月,再診件数,短時間再診件数,短時間再診比率,紹介状なし再診件数,紹介状なし再診比率,診察時間中央値_再診,スコア
PICCCVポートセンター,DR_XX009,SL_0009,2026-02,43,40,0.93,43,1.0,0.0,97.7
がんゲノム,DR_ON001,SL_0088,2026-02,6,1,0.167,6,1.0,13.5,
アレルギー科,DR_RS2003,SL_0061,2026-02,44,15,0.341,44,1.0,5.0,75.3
アレルギー科,DR_RS2005,SL_0100,2026-02,22,5,0.227,22,1.0,7.0,70.3
アレルギー科,DR_AL001,SL_0033,2026-02,23,3,0.13,23,1.0,6.5,67.4
アレルギー科,DR_AL002,SL_0189,2026-02,43,5,0.116,43,1.0,7.0,66.6
アレルギー科,DR_AL002,SL_0009,2026-02,3,2,0.667,3,1.0,3.0,
アレルギー科,DR_AL002,SL_0852,2026-02,1,0,0.0,1,1.0,15.0,
アレルギー科,DR_AL003,SL_0009,2026-02,1,0,0.0,1,1.0,10.0,
アレルギー科,DR_RS2003,SL_0361,2026-02,5,0,0.0,5,1.0,7.0,
ソーシャルワーカー,DR_XX001,SL_0011,2026-02,98,59,0.602,98,1.0,0.0,86.7
ソーシャルワーカー,DR_XX001,SL_0009,2026-02,27,14,0.519,27,1.0,0.0,84.0
ソーシャルワーカー,DR_XX031,SL_0767,2026-02,1,0,0.0,1,1.0,,
メンタルケア科,DR_MN005,SL_0609,2026-02,11,11,1.0,11,1.0,0.0,100.0
メンタルケア科,DR_MN002,SL_0009,2026-02,75,29,0.387,75,1.0,6.0,76.2
メンタルケア科,DR_MN004,SL_0255,2026-02,51,14,0.275,51,1.0,9.0,70.8
メンタルケア科,DR_MN001,SL_0043,2026-02,110,17,0.155,110,1.0,8.5,67.1
メンタルケア科,DR_MN009,SL_0721,2026-02,42,1,0.024,42,1.0,13.0,60.2
メンタルケア科,DR_MN001,SL_0624,2026-02,8,3,0.375,8,1.0,11.5,
メンタルケア科,DR_MN004,SL_0009,2026-02,5,0,0.0,5,1.0,17.0,
メンタルケア科,DR_MN004,SL_0545,2026-02,5,2,0.4,5,1.0,23.0,
メンタルケア科,DR_MN006,SL_0005,2026-02,1,0,0.0,1,1.0,,
メンタルケア科,DR_MN007,SL_0009,2026-02,1,0,0.0,1,1.0,20.0,
メンタルケア科,DR_MN008,SL_0678,2026-02,3,3,1.0,3,1.0,0.0,
メンタルケア科,DR_MN008,SL_0870,2026-02,1,1,1.0,1,1.0,0.0,
メンタルケア科,DR_MN009,SL_0763,2026-02,7,2,0.286,7,1.0,23.0,
メンタルケア科,DR_MN011,SL_0009,2026-02,1,0,0.0,1,1.0,69.0,
リウマチ膠原病内科,DR_RH007,SL_0009,2026-02,39,28,0.718,39,1.0,0.5,90.3
リウマチ膠原病内科,DR_RH005,SL_0156,2026-02,49,24,0.49,49,1.0,0.0,83.0
リウマチ膠原病内科,DR_RH004,SL_0139,2026-02,97,49,0.505,97,1.0,4.0,81.3
リウマチ膠原病内科,DR_RH003,SL_0009,2026-02,33,15,0.455,33,1.0,6.0,78.5
リウマチ膠原病内科,DR_RH010,SL_0222,2026-02,139,52,0.374,139,1.0,5.0,76.4
リウマチ膠原病内科,DR_RH003,SL_0066,2026-02,135,41,0.304,135,1.0,6.0,73.5
リウマチ膠原病内科,DR_RH009,SL_0210,2026-02,213,60,0.282,213,1.0,6.0,72.7
リウマチ膠原病内科,DR_RH001,SL_0008,2026-02,36,7,0.194,36,1.0,8.0,68.7
リウマチ膠原病内科,DR_RH006,SL_0009,2026-02,13,3,0.231,13,1.0,11.0,68.3
リウマチ膠原病内科,DR_RH006,SL_0174,2026-02,155,18,0.116,155,1.0,9.0,65.5
リウマチ膠原病内科,DR_RH002,SL_0014,2026-02,31,1,0.032,31,1.0,8.0,63.3
リウマチ膠原病内科,DR_RH008,SL_0201,2026-02,17,1,0.059,17,1.0,10.0,63.1
リウマチ膠原病内科,DR_RH013,SL_0596,2026-02,10,0,0.0,10,1.0,12.0,60.0
リウマチ膠原病内科,DR_RH001,SL_0009,2026-02,1,1,1.0,1,1.0,0.0,
リウマチ膠原病内科,DR_RH002,SL_0009,2026-02,7,1,0.143,7,1.0,12.0,
リウマチ膠原病内科,DR_RH003,SL_0526,2026-02,8,3,0.375,8,1.0,10.5,
リウマチ膠原病内科,DR_RH004,SL_0009,2026-02,1,0,0.0,1,1.0,5.0,
リウマチ膠原病内科,DR_RH005,SL_0009,2026-02,7,4,0.571,7,1.0,1.0,
リウマチ膠原病内科,DR_RH006,SL_0611,2026-02,2,0,0.0,2,1.0,36.5,
リウマチ膠原病内科,DR_RH007,SL_0176,2026-02,5,1,0.2,5,1.0,5.0,
リウマチ膠原病内科,DR_RH009,SL_0009,2026-02,8,2,0.25,8,1.0,11.0,
リウマチ膠原病内科,DR_RH009,SL_0340,2026-02,5,1,0.2,5,1.0,16.0,
リウマチ膠原病内科,DR_RH010,SL_0009,2026-02,8,6,0.75,8,1.0,0.0,
リウマチ膠原病内科,DR_RH011,SL_0009,2026-02,3,0,0.0,3,1.0,13.0,
リウマチ膠原病内科,DR_RH011,SL_0368,2026-02,8,0,0.0,8,1.0,16.0,
リウマチ膠原病内科,DR_RH012,SL_0005,2026-02,4,0,0.0,4,1.0,,
リウマチ膠原病内科,DR_RH013,SL_0009,2026-02,1,0,0.0,1,1.0,13.0,
リウマチ膠原病内科,,SL_0866,2026-02,1,1,1.0,1,1.0,0.0,
一般消化器外科,DR_BR005,SL_0009,2026-02,25,18,0.72,25,1.0,0.0,90.7
一般消化器外科,DR_GS011,SL_0009,2026-02,25,18,0.72,25,1.0,0.0,90.7
一般消化器外科,DR_GS016,SL_0770,2026-02,20,14,0.7,20,1.0,0.0,90.0
一般消化器外科,DR_BR005,SL_0516,2026-02,15,8,0.533,15,1.0,0.0,84.4
一般消化器外科,DR_GS001,SL_0022,2026-02,135,79,0.585,135,1.0,4.0,83.9
一般消化器外科,DR_GS006,SL_0202,2026-02,95,39,0.411,95,1.0,5.0,77.6
一般消化器外科,DR_GS002,SL_0085,2026-02,91,37,0.407,91,1.0,5.0,77.5
一般消化器外科,DR_GS004,SL_0109,2026-02,64,26,0.406,64,1.0,5.0,77.4
一般消化器外科,DR_GS009,SL_0374,2026-02,63,10,0.159,63,1.0,9.0,67.0
一般消化器外科,DR_GS003,SL_0280,2026-02,11,2,0.182,11,1.0,11.0,66.6
一般消化器外科,DR_GS014,SL_0523,2026-02,11,4,0.364,10,0.909,9.0,65.6
一般消化器外科,DR_GS008,SL_0229,2026-02,31,4,0.129,31,1.0,10.0,65.4
