診療科名,曜日,受付h,件数,待_中央値,待_平均,待_Q1,待_Q3,診察_中央値,診察_平均,診察_Q3,会計_中央値,会計_平均
がんゲノム,1,0,2.0,,,,,,,,,
がんゲノム,1,8,1.0,103.0,103.0,103.0,103.0,10.0,10.0,10.0,,
がんゲノム,1,13,2.0,18.0,18.0,16.5,19.5,33.0,33.0,34.5,,
がんゲノム,1,14,4.0,18.0,16.8,10.2,24.5,25.0,21.0,25.8,,
アレルギー科,0,8,4.0,41.5,41.2,34.0,48.8,8.0,8.0,10.2,16.5,22.5
アレルギー科,0,9,4.0,10.5,18.5,0.0,29.0,8.5,7.0,9.5,196.0,196.0
アレルギー科,0,10,13.0,14.0,25.8,8.0,46.0,10.0,9.5,12.0,30.5,43.1
アレルギー科,0,16,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,
アレルギー科,1,0,5.0,,,,,,,,,
アレルギー科,1,8,11.0,71.0,68.5,57.5,85.5,6.0,8.0,10.0,18.0,32.3
アレルギー科,1,9,17.0,28.0,38.8,11.0,45.0,5.0,6.1,6.0,22.5,34.2
アレルギー科,1,10,9.0,41.0,42.7,29.0,48.0,6.0,7.1,8.0,34.0,45.1
アレルギー科,1,11,1.0,30.0,30.0,30.0,30.0,3.0,3.0,3.0,,
アレルギー科,2,0,1.0,,,,,,,,,
アレルギー科,2,8,10.0,93.0,100.5,89.5,108.5,8.5,8.9,11.5,34.5,93.8
アレルギー科,2,9,14.0,52.5,56.3,27.8,81.0,8.0,8.5,10.0,18.0,37.0
アレルギー科,2,10,11.0,29.0,26.5,8.5,35.5,8.0,7.6,10.5,53.0,111.1
アレルギー科,3,0,2.0,,,,,,,,,
アレルギー科,3,8,14.0,98.0,96.6,79.5,108.5,8.0,8.2,9.5,18.0,28.2
アレルギー科,3,9,16.0,80.0,89.3,70.0,114.0,6.0,7.6,8.0,55.0,103.1
アレルギー科,3,10,6.0,54.0,54.8,40.8,69.5,12.0,10.7,13.0,38.0,38.3
アレルギー科,3,11,1.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,0,4.0,,,,,,,,,
ソーシャルワーカー,0,9,1.0,76.0,76.0,76.0,76.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,15,1.0,,,,,,,,,
ソーシャルワーカー,0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,0,17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,0,4.0,,,,,,,,,
ソーシャルワーカー,1,8,2.0,189.0,189.0,189.0,189.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,9,2.0,235.0,235.0,218.5,251.5,0.0,0.0,0.0,,
ソーシャルワーカー,1,10,2.0,73.5,73.5,36.8,110.2,0.0,0.0,0.0,,
ソーシャルワーカー,1,11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,13,2.0,86.0,86.0,43.0,129.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,15,3.0,0.0,13.3,0.0,20.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,1,19,1.0,,,,,,,,,
ソーシャルワーカー,2,0,6.0,,,,,,,,,
ソーシャルワーカー,2,8,1.0,314.0,314.0,314.0,314.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,9,1.0,184.0,184.0,184.0,184.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,11,3.0,0.0,115.7,0.0,173.5,0.0,0.0,0.0,,
ソーシャルワーカー,2,12,3.0,0.0,35.3,0.0,53.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,2,19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,3,0,3.0,,,,,,,,,
ソーシャルワーカー,3,8,1.0,219.0,219.0,219.0,219.0,0.0,0.0,0.0,,
ソーシャルワーカー,3,9,2.0,46.0,46.0,45.5,46.5,0.0,0.0,0.0,,
ソーシャルワーカー,3,10,3.0,33.5,33.5,16.8,50.2,0.0,0.0,0.0,,
ソーシャルワーカー,3,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,3,12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,3,15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,3,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,0,5.0,,,,,,,,,
ソーシャルワーカー,4,8,3.0,199.0,323.7,181.0,404.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,9,5.0,338.0,275.4,117.0,345.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,10,3.0,37.0,47.0,18.5,70.5,0.0,0.0,0.0,,
ソーシャルワーカー,4,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ソーシャルワーカー,4,16,1.0,,,,,,,,,
ソーシャルワーカー,4,17,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
メンタルケア科,0,0,1.0,,,,,,,,,
メンタルケア科,0,7,1.0,18.0,18.0,18.0,18.0,6.0,6.0,6.0,,
メンタルケア科,0,8,12.0,33.5,39.4,15.5,66.2,6.0,8.9,7.2,21.0,90.7
メンタルケア科,0,9,16.0,18.5,37.6,12.2,35.5,5.5,7.4,9.5,26.0,36.5
メンタルケア科,0,10,17.0,26.0,48.1,23.0,57.0,6.0,6.5,9.0,52.5,78.9
メンタルケア科,0,11,11.0,17.0,21.5,13.0,30.5,10.0,9.1,12.0,41.0,57.2
メンタルケア科,0,12,2.0,212.5,212.5,114.8,310.2,7.5,7.5,10.8,50.0,50.0
メンタルケア科,0,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
メンタルケア科,1,0,4.0,,,,,,,,,
メンタルケア科,1,8,1.0,390.0,390.0,390.0,390.0,10.0,10.0,10.0,27.0,27.0
メンタルケア科,1,9,5.0,213.0,251.0,122.0,349.0,30.0,28.4,48.0,96.5,96.5
メンタルケア科,1,10,3.0,181.0,171.0,157.5,189.5,8.0,10.0,12.0,28.0,24.3
メンタルケア科,1,11,1.0,163.0,163.0,163.0,163.0,10.0,10.0,10.0,169.0,169.0
メンタルケア科,1,12,5.0,9.0,16.4,0.0,31.0,9.0,6.0,10.0,24.0,32.0
メンタルケア科,1,13,16.0,11.5,15.4,0.8,19.5,11.0,10.6,17.5,30.5,45.0
メンタルケア科,1,14,7.0,19.0,23.7,13.5,29.5,7.0,10.3,13.0,37.0,40.4
メンタルケア科,1,15,8.0,11.0,20.5,6.8,18.8,11.0,13.2,21.2,24.5,35.1
メンタルケア科,1,16,4.0,7.5,7.5,4.0,11.0,23.5,20.8,26.5,5.0,4.7
メンタルケア科,2,0,12.0,465.0,465.0,465.0,465.0,13.0,13.0,13.0,,
メンタルケア科,2,7,1.0,42.0,42.0,42.0,42.0,13.0,13.0,13.0,,
メンタルケア科,2,8,17.0,40.0,48.4,17.0,61.0,6.0,6.9,11.0,11.0,13.9
メンタルケア科,2,9,38.0,52.0,71.2,25.2,80.5,9.5,12.1,16.8,21.0,52.6
メンタルケア科,2,10,35.0,53.0,75.1,38.0,83.5,8.0,10.1,11.0,38.0,82.5
メンタルケア科,2,11,8.0,53.5,62.6,50.8,74.8,11.5,11.8,14.5,35.0,45.2
メンタルケア科,2,12,3.0,36.0,45.3,36.0,50.0,10.0,10.3,15.5,22.0,47.3
メンタルケア科,2,13,15.0,12.0,14.9,10.0,22.5,7.0,8.1,9.0,34.0,56.5
メンタルケア科,2,14,14.0,27.5,29.1,11.2,45.2,10.0,11.1,13.2,15.0,25.6
メンタルケア科,2,15,2.0,9.0,9.0,5.0,13.0,29.5,29.5,33.8,20.5,20.5
メンタルケア科,2,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
メンタルケア科,2,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
メンタルケア科,3,0,5.0,,,,,,,,,
メンタルケア科,3,7,1.0,232.0,232.0,232.0,232.0,0.0,0.0,0.0,,
メンタルケア科,3,8,9.0,36.0,52.2,32.8,65.8,10.0,12.6,20.8,15.0,98.1
メンタルケア科,3,9,3.0,42.0,105.3,35.5,143.5,4.0,16.0,24.0,27.0,27.0
メンタルケア科,3,10,3.0,55.0,37.3,27.5,56.0,13.0,9.0,13.5,,
メンタルケア科,3,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
メンタルケア科,3,12,1.0,22.0,22.0,22.0,22.0,20.0,20.0,20.0,113.0,113.0
メンタルケア科,3,13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
メンタルケア科,3,15,1.0,64.0,64.0,64.0,64.0,45.0,45.0,45.0,21.0,21.0
メンタルケア科,4,0,1.0,,,,,,,,,
メンタルケア科,4,8,3.0,0.0,33.7,0.0,50.5,0.0,15.7,23.5,32.0,32.0
メンタルケア科,4,9,4.0,132.0,162.2,38.8,255.5,8.5,16.0,22.2,6.0,6.0
メンタルケア科,4,10,4.0,112.5,142.0,71.2,183.2,10.5,15.5,19.2,,
メンタルケア科,4,12,1.0,76.0,76.0,76.0,76.0,0.0,0.0,0.0,12.0,12.0
メンタルケア科,4,13,4.0,0.0,27.2,0.0,27.2,0.0,0.0,0.0,,
メンタルケア科,4,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
メンタルケア科,4,16,1.0,5.0,5.0,5.0,5.0,15.0,15.0,15.0,5.0,5.0
リウマチ膠原病内科,0,0,2.0,615.0,615.0,615.0,615.0,0.0,0.0,0.0,,
リウマチ膠原病内科,0,8,35.0,94.0,121.4,81.0,115.5,6.0,7.5,11.0,28.0,38.7
リウマチ膠原病内科,0,9,33.0,116.0,154.6,93.0,180.0,8.0,8.0,11.0,36.0,45.3
リウマチ膠原病内科,0,10,15.0,99.0,103.0,65.0,130.5,7.0,8.4,11.5,38.5,72.7
リウマチ膠原病内科,0,11,3.0,127.0,138.0,105.5,165.0,5.0,4.7,5.5,12.0,21.3
リウマチ膠原病内科,0,12,3.0,176.0,203.3,153.0,240.0,7.0,6.7,10.0,14.0,14.0
リウマチ膠原病内科,0,13,5.0,49.0,51.8,37.0,83.0,15.0,11.8,16.0,19.5,21.0
リウマチ膠原病内科,0,14,5.0,18.0,34.4,17.0,19.0,19.0,14.0,24.0,39.5,66.0
リウマチ膠原病内科,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,0,16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,44.0,44.0
リウマチ膠原病内科,1,0,1.0,,,,,,,,,
リウマチ膠原病内科,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,1,8,62.0,86.0,92.4,66.0,107.0,5.0,6.3,8.0,24.0,53.6
リウマチ膠原病内科,1,9,55.0,86.0,82.6,39.0,109.0,5.0,13.2,8.0,46.0,75.3
リウマチ膠原病内科,1,10,53.0,84.5,84.4,38.2,106.2,6.0,6.9,9.0,45.0,57.7
リウマチ膠原病内科,1,11,30.0,90.0,87.8,69.0,107.0,8.0,9.4,13.0,59.5,91.9
リウマチ膠原病内科,1,12,11.0,68.0,97.2,54.8,86.8,7.5,8.1,13.8,43.0,73.2
リウマチ膠原病内科,1,13,6.0,32.0,41.4,27.0,40.0,2.0,3.4,4.0,158.0,121.8
リウマチ膠原病内科,1,14,2.0,52.5,52.5,32.2,72.8,2.5,2.5,2.8,29.0,29.0
リウマチ膠原病内科,1,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,2,0,8.0,,,,,,,,,
リウマチ膠原病内科,2,1,1.0,566.0,566.0,566.0,566.0,0.0,0.0,0.0,15.0,15.0
リウマチ膠原病内科,2,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,2,8,73.0,86.0,110.9,70.0,128.0,6.0,7.5,9.0,20.0,54.7
リウマチ膠原病内科,2,9,48.0,90.5,93.2,35.0,128.0,7.0,8.3,11.0,25.0,57.6
リウマチ膠原病内科,2,10,30.0,101.5,105.9,81.8,124.8,7.0,8.5,13.2,50.0,78.2
リウマチ膠原病内科,2,11,22.0,88.0,97.3,72.2,111.5,8.5,8.6,11.8,42.0,51.7
リウマチ膠原病内科,2,12,21.0,87.0,85.4,72.8,98.2,10.0,10.0,13.0,19.5,31.6
リウマチ膠原病内科,2,13,19.0,81.0,79.4,63.0,93.5,9.0,10.4,12.5,55.0,53.5
リウマチ膠原病内科,2,14,8.0,60.0,53.1,34.0,76.5,11.5,12.2,15.2,33.0,49.9
リウマチ膠原病内科,3,0,9.0,,,,,,,,,
リウマチ膠原病内科,3,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,3,8,67.0,81.0,95.8,67.0,106.5,7.0,7.9,11.0,15.0,44.5
リウマチ膠原病内科,3,9,43.0,95.0,108.2,68.5,138.5,5.0,6.4,8.0,34.0,56.6
リウマチ膠原病内科,3,10,50.0,81.5,85.9,52.2,115.8,5.0,6.5,8.5,41.0,61.5
リウマチ膠原病内科,3,11,20.0,107.5,123.8,98.5,145.0,8.5,10.6,15.0,42.5,52.0
リウマチ膠原病内科,3,12,25.0,106.0,112.4,69.0,141.0,14.0,14.6,20.0,31.5,35.8
リウマチ膠原病内科,3,13,16.0,83.5,83.6,52.0,105.0,8.0,8.6,12.0,23.0,33.1
リウマチ膠原病内科,3,14,11.0,65.0,60.7,34.5,73.0,7.0,6.6,10.5,18.0,45.3
リウマチ膠原病内科,3,15,5.0,58.0,54.8,44.0,79.0,14.0,9.4,15.0,17.0,15.8
リウマチ膠原病内科,4,0,2.0,,,,,,,,,
リウマチ膠原病内科,4,8,42.0,74.0,98.7,65.0,110.0,7.0,8.6,13.0,18.0,42.8
リウマチ膠原病内科,4,9,42.0,77.0,106.8,60.5,119.8,7.0,8.8,10.8,16.0,46.7
リウマチ膠原病内科,4,10,32.0,91.5,89.3,66.8,117.0,8.0,9.8,13.0,19.0,65.2
リウマチ膠原病内科,4,11,24.0,124.5,123.8,69.2,168.0,10.5,11.2,15.0,19.0,34.5
リウマチ膠原病内科,4,12,16.0,88.5,75.2,49.0,100.2,9.0,8.8,13.0,21.0,67.9
リウマチ膠原病内科,4,13,18.0,93.0,102.7,72.8,116.5,8.0,9.5,11.2,14.0,25.4
リウマチ膠原病内科,4,14,14.0,56.0,60.3,48.0,76.0,19.0,16.1,22.0,16.0,30.8
リウマチ膠原病内科,4,15,1.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,79.0,79.0
リウマチ膠原病内科,4,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
リウマチ膠原病内科,5,11,1.0,,,,,,,,,
一般消化器外科,0,0,10.0,,,,,,,,,
一般消化器外科,0,8,21.0,89.0,136.9,53.0,199.0,9.0,8.9,12.0,39.0,100.0
一般消化器外科,0,9,26.0,67.0,87.3,52.2,107.5,9.0,9.3,12.8,40.0,65.2
一般消化器外科,0,10,25.0,110.0,110.2,83.0,138.0,11.0,12.3,16.0,53.0,75.5
一般消化器外科,0,11,15.0,125.0,129.6,93.5,166.5,7.0,9.1,11.0,23.5,29.0
一般消化器外科,0,12,13.0,77.0,73.2,39.0,103.0,8.0,8.8,10.0,32.0,35.4
一般消化器外科,0,13,13.0,126.0,115.9,78.0,140.0,14.0,13.7,16.0,18.0,17.8
一般消化器外科,0,14,5.0,125.0,116.0,93.0,129.0,5.0,8.0,13.0,12.0,12.8
一般消化器外科,0,15,5.0,64.0,61.4,62.0,67.0,12.0,15.2,24.0,9.5,9.8
一般消化器外科,0,16,1.0,64.0,64.0,64.0,64.0,11.0,11.0,11.0,,
一般消化器外科,1,0,10.0,,,,,,,,,
一般消化器外科,1,8,53.0,83.5,103.6,48.0,105.0,3.5,5.2,5.2,25.5,91.9
一般消化器外科,1,9,48.0,67.0,75.8,42.0,93.0,4.0,5.9,9.0,39.0,73.2
一般消化器外科,1,10,34.0,81.5,111.4,45.5,146.5,6.0,9.9,12.8,45.0,72.9
一般消化器外科,1,11,21.0,80.0,109.3,47.0,153.0,7.0,6.8,9.0,44.0,64.4
一般消化器外科,1,12,13.0,36.0,63.5,16.0,102.0,7.0,7.9,10.0,34.5,39.8
一般消化器外科,1,13,10.0,48.0,46.9,31.5,60.8,13.0,13.1,16.2,33.0,31.7
一般消化器外科,1,14,5.0,48.0,48.0,32.5,63.5,16.5,17.5,20.5,18.0,81.5
一般消化器外科,1,15,2.0,39.0,39.0,31.5,46.5,5.5,5.5,8.2,85.0,85.0
一般消化器外科,1,16,1.0,,,,,,,,,
一般消化器外科,2,0,10.0,,,,,,,,,
一般消化器外科,2,7,1.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,,
一般消化器外科,2,8,93.0,107.0,121.0,65.0,137.0,4.0,5.0,7.0,28.0,85.9
一般消化器外科,2,9,52.0,120.5,160.1,88.8,148.2,5.0,7.4,9.0,34.0,50.5
一般消化器外科,2,10,36.0,88.0,97.3,50.5,123.5,7.0,9.0,13.0,33.0,63.3
一般消化器外科,2,11,21.0,113.0,141.4,87.2,156.2,9.5,14.9,20.5,52.0,72.3
一般消化器外科,2,12,11.0,107.0,136.7,80.5,170.0,20.0,17.3,23.5,65.5,58.1
一般消化器外科,2,13,13.0,145.0,129.9,110.0,167.0,19.0,16.8,26.0,25.0,32.4
一般消化器外科,2,14,4.0,124.5,147.2,98.5,173.2,11.0,15.0,23.5,27.0,45.7
一般消化器外科,2,15,5.0,130.0,131.6,82.0,172.0,18.0,21.8,20.0,13.5,22.0
一般消化器外科,2,17,6.0,0.0,5.0,0.0,8.2,0.0,6.5,12.8,85.5,85.5
一般消化器外科,2,18,1.0,46.0,46.0,46.0,46.0,11.0,11.0,11.0,,
一般消化器外科,2,20,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
一般消化器外科,2,23,1.0,27.0,27.0,27.0,27.0,4.0,4.0,4.0,,
一般消化器外科,3,0,26.0,,,,,,,,,
一般消化器外科,3,7,1.0,587.0,587.0,587.0,587.0,2.0,2.0,2.0,,
一般消化器外科,3,8,72.0,74.0,89.6,60.2,93.0,6.0,6.8,8.0,19.0,59.4
一般消化器外科,3,9,80.0,71.5,81.0,48.5,103.2,5.0,7.4,10.0,24.5,47.6
一般消化器外科,3,10,64.0,76.0,81.8,58.0,101.0,8.0,9.9,15.0,30.0,48.5
一般消化器外科,3,11,31.0,83.0,94.8,63.5,120.5,11.0,12.0,14.0,40.0,50.6
一般消化器外科,3,12,20.0,107.0,108.5,66.2,137.2,7.0,7.6,10.2,21.0,31.8
一般消化器外科,3,13,20.0,102.0,91.4,75.5,108.5,8.5,8.0,10.0,18.5,24.5
一般消化器外科,3,14,22.0,82.0,73.9,48.5,90.8,7.0,8.9,12.0,19.0,24.0
一般消化器外科,3,15,11.0,73.0,67.9,51.5,95.5,9.0,9.4,11.0,5.0,16.3
一般消化器外科,3,16,2.0,33.5,33.5,16.8,50.2,17.0,17.0,25.5,3.0,3.0
一般消化器外科,3,17,1.0,21.0,21.0,21.0,21.0,1.0,1.0,1.0,,
一般消化器外科,4,0,11.0,,,,,,,,,
一般消化器外科,4,8,14.0,97.0,95.7,38.5,137.8,17.0,16.3,23.8,40.0,92.4
一般消化器外科,4,9,34.0,103.0,106.2,66.0,143.0,13.5,16.1,27.0,24.0,42.1
一般消化器外科,4,10,9.0,104.0,110.2,85.0,127.0,4.0,8.3,16.0,34.0,80.4
一般消化器外科,4,11,6.0,77.5,83.2,53.0,107.8,6.0,12.0,18.0,59.0,101.0
一般消化器外科,4,12,3.0,43.0,70.0,25.5,101.0,17.0,41.0,61.5,,
一般消化器外科,4,13,3.0,51.0,56.0,48.0,61.5,0.0,5.7,8.5,16.0,16.0
一般消化器外科,4,16,1.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,,
一般消化器外科,4,17,1.0,214.0,214.0,214.0,214.0,3.0,3.0,3.0,,
一般消化器外科,5,1,1.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,,
一般消化器外科,5,11,2.0,245.0,245.0,188.0,302.0,6.0,6.0,9.0,,
一般消化器外科,5,12,1.0,66.0,66.0,66.0,66.0,7.0,7.0,7.0,7.0,7.0
一般消化器外科,5,13,2.0,17.5,17.5,8.8,26.2,16.0,16.0,23.0,9.0,9.0
一般消化器外科,5,14,3.0,40.0,37.3,31.5,44.5,3.0,6.7,10.0,60.0,60.3
一般消化器外科,5,16,1.0,41.0,41.0,41.0,41.0,1.0,1.0,1.0,,
一般消化器外科,5,17,1.0,74.0,74.0,74.0,74.0,2.0,2.0,2.0,52.0,52.0
一般消化器外科,6,10,1.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,28.0,28.0
中央処置室,0,7,1.0,,,,,,,,,
中央処置室,0,8,1.0,,,,,,,,,
中央処置室,0,9,1.0,,,,,,,,,
中央処置室,0,10,4.0,,,,,,,,,
中央処置室,0,11,4.0,,,,,,,,,
中央処置室,0,13,1.0,,,,,,,,,
中央処置室,0,14,1.0,,,,,,,,,
中央処置室,1,8,11.0,198.5,211.7,160.0,240.8,0.0,0.0,0.0,,
中央処置室,1,9,7.0,307.0,253.0,219.0,314.0,0.0,0.0,0.0,,
中央処置室,1,10,4.0,,,,,,,,,
中央処置室,1,11,4.0,158.0,158.0,158.0,158.0,0.0,0.0,0.0,,
中央処置室,1,12,3.0,,,,,,,,,
中央処置室,1,13,2.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,,
中央処置室,1,14,1.0,81.0,81.0,81.0,81.0,0.0,0.0,0.0,,
中央処置室,1,15,1.0,,,,,,,,,
中央処置室,2,0,2.0,,,,,,,,,
中央処置室,2,8,9.0,215.5,215.5,207.8,223.2,0.0,0.0,0.0,,
中央処置室,2,9,10.0,222.5,232.2,195.5,239.8,0.0,0.0,0.0,,
中央処置室,2,10,4.0,360.0,360.0,360.0,360.0,0.0,0.0,0.0,,
中央処置室,2,11,3.0,,,,,,,,,
中央処置室,2,12,3.0,253.0,253.0,253.0,253.0,0.0,0.0,0.0,,
中央処置室,2,13,4.0,,,,,,,,,
中央処置室,2,16,1.0,,,,,,,,,
中央処置室,3,8,9.0,208.0,209.6,201.0,225.0,0.0,0.0,0.0,,
中央処置室,3,9,7.0,223.5,223.5,186.2,260.8,0.0,0.0,0.0,,
中央処置室,3,10,6.0,,,,,,,,,
中央処置室,3,11,4.0,,,,,,,,,
中央処置室,3,13,2.0,,,,,,,,,
中央処置室,3,14,1.0,,,,,,,,,
中央処置室,4,0,1.0,,,,,,,,,
中央処置室,4,8,4.0,,,,,,,,,
中央処置室,4,9,5.0,,,,,,,,,
中央処置室,4,10,3.0,,,,,,,,,
中央処置室,4,11,4.0,,,,,,,,,
中央処置室,4,12,4.0,,,,,,,,,
中央処置室,4,13,1.0,,,,,,,,,
中央処置室,4,14,1.0,,,,,,,,,
乳腺外科,0,0,7.0,,,,,,,,,
乳腺外科,0,8,44.0,127.5,158.3,77.0,228.2,3.0,4.0,4.2,34.0,75.0
乳腺外科,0,9,51.0,120.0,133.4,52.0,170.0,3.0,4.7,5.5,39.0,55.2
乳腺外科,0,10,47.0,165.5,179.2,116.0,239.0,4.0,6.0,5.0,32.0,40.9
