総件数,期間_開始,期間_終了,期間_暦日数,期間_営業日数,診療科数,医師数,部屋数,予約名称_種類数,初診件数,再診件数,紹介状あり,併科受診_有,未来院件数
31821,2025-11-01,2025-11-30,30,20,50,421,0,731,2632,29189,1775,7816,2989
