診療科名,月,診療区分,診察時間_階級,併科受診フラグ,紹介状有無,初再診区分,予約フラグ,診察前検査フラグ,件数
PICCCVポートセンター,2025-11,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,12
PICCCVポートセンター,2025-11,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,37
PICCCVポートセンター,2025-11,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,1
PICCCVポートセンター,2025-11,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,1
PICCCVポートセンター,2025-11,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,2
PICCCVポートセンター,2025-11,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,1
がんゲノム,2025-11,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,1
がんゲノム,2025-11,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,1
がんゲノム,2025-11,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,1
がんゲノム,2025-11,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,2
がんゲノム,2025-11,通常診療,30分以上,,紹介状無し,再診,枠あり予約,なし,3
がんゲノム,2025-11,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,1
がんゲノム,2025-11,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,2
アレルギー科,2025-11,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,3
アレルギー科,2025-11,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,1
アレルギー科,2025-11,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,7
アレルギー科,2025-11,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査済,2
アレルギー科,2025-11,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,10
アレルギー科,2025-11,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査済,6
アレルギー科,2025-11,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,6
アレルギー科,2025-11,通常診療,10-14分,,紹介状あり,初診,枠あり予約,なし,1
アレルギー科,2025-11,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,17
アレルギー科,2025-11,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査済,4
アレルギー科,2025-11,通常診療,10-14分,,紹介状無し,再診,枠あり予約,至急済,4
アレルギー科,2025-11,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,4
アレルギー科,2025-11,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,至急済,1
アレルギー科,2025-11,通常診療,15-29分,,紹介状あり,初診,枠あり予約,なし,1
アレルギー科,2025-11,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,3
アレルギー科,2025-11,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,13
アレルギー科,2025-11,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査済,3
アレルギー科,2025-11,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,至急済,5
アレルギー科,2025-11,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,24
アレルギー科,2025-11,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査中,1
アレルギー科,2025-11,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査済,11
アレルギー科,2025-11,通常診療,5-9分,,紹介状無し,再診,枠あり予約,至急済,5
アレルギー科,2025-11,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,1
アレルギー科,2025-11,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,6
アレルギー科,2025-11,通常診療,不明,,紹介状無し,再診,枠あり予約,検査未,1
ソーシャルワーカー,2025-11,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,7
ソーシャルワーカー,2025-11,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,3
ソーシャルワーカー,2025-11,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,4
ソーシャルワーカー,2025-11,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,5
ソーシャルワーカー,2025-11,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,18
ソーシャルワーカー,2025-11,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,53
ソーシャルワーカー,2025-11,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,5
ソーシャルワーカー,2025-11,通常診療,不明,無,紹介状無し,再診,枠あり予約,なし,1
ソーシャルワーカー,2025-11,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,15
メンタルケア科,2025-11,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,15
メンタルケア科,2025-11,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,27
メンタルケア科,2025-11,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,5
メンタルケア科,2025-11,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,5
メンタルケア科,2025-11,薬のみ,10-14分,,紹介状無し,再診,枠なし予約,なし,1
メンタルケア科,2025-11,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,3
メンタルケア科,2025-11,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,7
メンタルケア科,2025-11,薬のみ,30分以上,有,紹介状無し,再診,枠なし予約,なし,6
メンタルケア科,2025-11,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,なし,3
メンタルケア科,2025-11,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,3
メンタルケア科,2025-11,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,1
メンタルケア科,2025-11,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,6
メンタルケア科,2025-11,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,4
メンタルケア科,2025-11,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,47
メンタルケア科,2025-11,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,8
メンタルケア科,2025-11,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,38
メンタルケア科,2025-11,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,4
メンタルケア科,2025-11,通常診療,15-29分,無,紹介状無し,再診,枠あり予約,,1
メンタルケア科,2025-11,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,27
メンタルケア科,2025-11,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査済,1
メンタルケア科,2025-11,通常診療,15-29分,,紹介状無し,初診,枠あり予約,,1
メンタルケア科,2025-11,通常診療,30分以上,,紹介状無し,再診,枠あり予約,なし,8
メンタルケア科,2025-11,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,11
メンタルケア科,2025-11,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,58
メンタルケア科,2025-11,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査済,2
メンタルケア科,2025-11,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,1
メンタルケア科,2025-11,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,15
リウマチ膠原病内科,2025-11,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,14
リウマチ膠原病内科,2025-11,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,検査済,1
リウマチ膠原病内科,2025-11,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,40
リウマチ膠原病内科,2025-11,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,至急済,1
リウマチ膠原病内科,2025-11,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,6
リウマチ膠原病内科,2025-11,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,検査済,1
リウマチ膠原病内科,2025-11,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,8
リウマチ膠原病内科,2025-11,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,検査済,2
リウマチ膠原病内科,2025-11,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,至急済,4
リウマチ膠原病内科,2025-11,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,2
リウマチ膠原病内科,2025-11,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,5
リウマチ膠原病内科,2025-11,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,検査済,2
リウマチ膠原病内科,2025-11,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,至急済,2
リウマチ膠原病内科,2025-11,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,なし,3
リウマチ膠原病内科,2025-11,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,7
リウマチ膠原病内科,2025-11,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,7
リウマチ膠原病内科,2025-11,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査済,1
リウマチ膠原病内科,2025-11,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,至急済,1
リウマチ膠原病内科,2025-11,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,1
リウマチ膠原病内科,2025-11,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,2
リウマチ膠原病内科,2025-11,通常診療,0-4分,有,紹介状あり,初診,枠あり予約,なし,1
リウマチ膠原病内科,2025-11,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,26
リウマチ膠原病内科,2025-11,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査済,10
リウマチ膠原病内科,2025-11,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,至急済,10
リウマチ膠原病内科,2025-11,通常診療,0-4分,有,紹介状無し,初診,枠あり予約,検査済,1
リウマチ膠原病内科,2025-11,通常診療,0-4分,,紹介状あり,初診,枠あり予約,なし,2
リウマチ膠原病内科,2025-11,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,66
リウマチ膠原病内科,2025-11,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査済,78
リウマチ膠原病内科,2025-11,通常診療,0-4分,,紹介状無し,再診,枠あり予約,至急済,43
リウマチ膠原病内科,2025-11,通常診療,0-4分,,紹介状無し,初診,枠あり予約,,1
リウマチ膠原病内科,2025-11,通常診療,10-14分,有,紹介状あり,初診,枠あり予約,なし,2
リウマチ膠原病内科,2025-11,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,18
リウマチ膠原病内科,2025-11,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査済,9
リウマチ膠原病内科,2025-11,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,至急済,10
リウマチ膠原病内科,2025-11,通常診療,10-14分,,紹介状あり,初診,枠あり予約,なし,3
リウマチ膠原病内科,2025-11,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,32
リウマチ膠原病内科,2025-11,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査済,54
リウマチ膠原病内科,2025-11,通常診療,10-14分,,紹介状無し,再診,枠あり予約,至急済,31
リウマチ膠原病内科,2025-11,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,10
リウマチ膠原病内科,2025-11,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査済,7
