診療科名,医師匿名ID,予約名称,月,再診件数,短時間再診件数,短時間再診比率,紹介状なし再診件数,紹介状なし再診比率,診察時間中央値_再診,スコア
乳腺外科,DR_BR006,SL_0841,2025-11,1,1,1.0,1,1.0,2.0,
乳腺外科,DR_BR006,SL_0849,2025-11,4,1,0.25,4,1.0,8.0,
乳腺外科,DR_BR006,SL_0909,2025-11,1,1,1.0,1,1.0,3.0,
乳腺外科,DR_BR008,SL_0009,2025-11,1,1,1.0,1,1.0,0.0,
乳腺外科,DR_BR009,SL_0005,2025-11,9,0,0.0,9,1.0,,
乳腺外科,DR_BR010,SL_0412,2025-11,2,0,0.0,2,1.0,,
乳腺外科,DR_BR011,SL_0009,2025-11,7,0,0.0,7,1.0,,
乳腺外科,DR_BR011,SL_0459,2025-11,7,1,0.143,6,0.857,13.0,
乳腺外科,DR_BR012,SL_0009,2025-11,6,4,0.667,6,1.0,0.0,
乳腺外科,DR_BR012,SL_0476,2025-11,2,1,0.5,2,1.0,3.5,
乳腺外科,DR_BR014,SL_0777,2025-11,3,0,0.0,3,1.0,10.0,
乳腺外科,DR_BR015,SL_0009,2025-11,7,4,0.571,7,1.0,3.5,
乳腺外科,DR_BR015,SL_0862,2025-11,4,2,0.5,4,1.0,4.0,
健診センター,DR_XX012,SL_0432,2025-11,13,5,0.385,13,1.0,0.0,79.5
健診センター,DR_XX012,SL_0223,2025-11,35,8,0.229,35,1.0,11.0,64.9
健診センター,DR_XX012,SL_0217,2025-11,33,6,0.182,33,1.0,15.0,59.9
健診センター,DR_XX012,SL_0009,2025-11,2,2,1.0,2,1.0,0.0,
健診センター,DR_XX012,SL_0621,2025-11,2,0,0.0,2,1.0,,
健診センター,DR_XX012,SL_0693,2025-11,3,0,0.0,3,1.0,,
健診センター,DR_XX012,SL_0798,2025-11,1,0,0.0,1,1.0,,
健診センター,DR_XX012,SL_0887,2025-11,1,1,1.0,1,1.0,0.0,
入退院支援センター,DR_AD001,SL_0004,2025-11,582,582,1.0,582,1.0,0.0,100.0
入退院支援センター,DR_AD001,SL_0009,2025-11,62,62,1.0,62,1.0,0.0,100.0
内科,DR_IM001,SL_0015,2025-11,169,54,0.32,151,0.893,9.0,51.8
内科,DR_IM001,SL_0009,2025-11,3,1,0.333,3,1.0,1.0,
呼吸器内科,DR_RS2009,SL_0009,2025-11,71,58,0.817,71,1.0,0.0,93.9
呼吸器内科,DR_RS2004,SL_0009,2025-11,51,26,0.51,51,1.0,4.0,80.2
呼吸器内科,DR_RS2010,SL_0167,2025-11,82,31,0.378,82,1.0,6.0,74.1
呼吸器内科,DR_RS2003,SL_0061,2025-11,131,44,0.336,131,1.0,6.0,72.7
呼吸器内科,DR_AL002,SL_0189,2025-11,156,51,0.327,156,1.0,6.0,72.4
呼吸器内科,DR_RS2013,SL_0005,2025-11,15,2,0.133,15,1.0,0.0,71.1
呼吸器内科,DR_AL001,SL_0033,2025-11,53,12,0.226,53,1.0,6.5,68.6
呼吸器内科,DR_RS2005,SL_0100,2025-11,116,27,0.233,116,1.0,7.0,68.5
呼吸器内科,DR_RS2004,SL_0082,2025-11,225,55,0.244,225,1.0,8.0,68.0
呼吸器内科,DR_RS2002,SL_0030,2025-11,11,3,0.273,11,1.0,10.0,67.2
呼吸器内科,DR_RS2007,SL_0126,2025-11,11,3,0.273,11,1.0,10.5,66.8
呼吸器内科,DR_RS2003,SL_0213,2025-11,15,2,0.133,15,1.0,6.0,66.0
呼吸器内科,DR_RS2009,SL_0366,2025-11,10,1,0.1,10,1.0,9.0,62.3
呼吸器内科,DR_RS2008,SL_0127,2025-11,46,6,0.13,46,1.0,12.0,60.7
呼吸器内科,DR_RS2006,SL_0106,2025-11,70,4,0.057,70,1.0,10.0,60.0
呼吸器内科,DR_AL001,SL_0634,2025-11,6,0,0.0,6,1.0,10.0,
呼吸器内科,DR_AL002,SL_0009,2025-11,4,2,0.5,4,1.0,3.0,
呼吸器内科,DR_AL002,SL_0356,2025-11,2,0,0.0,2,1.0,10.0,
呼吸器内科,DR_RS2003,SL_0009,2025-11,1,0,0.0,1,1.0,9.0,
呼吸器内科,DR_RS2005,SL_0009,2025-11,3,2,0.667,3,1.0,0.0,
呼吸器内科,DR_RS2005,SL_0470,2025-11,6,1,0.167,6,1.0,9.5,
呼吸器内科,DR_RS2005,SL_0561,2025-11,1,0,0.0,1,1.0,7.0,
呼吸器内科,DR_RS2005,SL_0658,2025-11,3,1,0.333,3,1.0,9.0,
呼吸器内科,DR_RS2006,SL_0009,2025-11,1,0,0.0,1,1.0,6.0,
呼吸器内科,DR_RS2006,SL_0612,2025-11,2,0,0.0,2,1.0,19.0,
呼吸器内科,DR_RS2008,SL_0009,2025-11,2,2,1.0,2,1.0,0.0,
呼吸器内科,DR_RS2008,SL_0479,2025-11,2,0,0.0,2,1.0,17.0,
呼吸器内科,DR_RS2008,SL_0618,2025-11,5,0,0.0,5,1.0,20.0,
呼吸器内科,DR_RS2010,SL_0009,2025-11,1,0,0.0,1,1.0,9.0,
呼吸器内科,DR_RS2011,SL_0179,2025-11,2,1,0.5,1,0.5,6.0,
呼吸器内科,DR_RS2019,SL_0884,2025-11,1,1,1.0,1,1.0,0.0,
呼吸器外科,DR_RS2012,SL_0188,2025-11,76,21,0.276,76,1.0,7.0,69.9
呼吸器外科,DR_XX022,SL_0486,2025-11,10,2,0.2,10,1.0,9.0,65.6
呼吸器外科,DR_RS2001,SL_0024,2025-11,60,7,0.117,60,1.0,7.5,64.2
呼吸器外科,DR_RS2001,SL_0009,2025-11,3,1,0.333,3,1.0,10.0,
呼吸器外科,DR_RS2001,SL_0584,2025-11,4,0,0.0,4,1.0,26.0,
呼吸器外科,DR_RS2012,SL_0009,2025-11,3,2,0.667,3,1.0,2.0,
呼吸器外科,DR_RS2012,SL_0557,2025-11,3,0,0.0,3,1.0,18.0,
呼吸器外科,DR_RS2014,SL_0009,2025-11,4,2,0.5,4,1.0,5.0,
呼吸器外科,DR_RS2014,SL_0760,2025-11,1,1,1.0,1,1.0,2.0,
呼吸器外科,DR_RS2015,SL_0005,2025-11,1,0,0.0,1,1.0,,
呼吸器外科,DR_RS2017,SL_0009,2025-11,2,0,0.0,2,1.0,,
呼吸器外科,DR_XX022,SL_0009,2025-11,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT005,SL_0332,2025-11,16,16,1.0,16,1.0,0.0,100.0
外来手術室,DR_OT012,SL_0559,2025-11,10,10,1.0,10,1.0,0.0,100.0
外来手術室,DR_OT002,SL_0159,2025-11,84,83,0.988,84,1.0,0.0,99.6
外来手術室,DR_OT001,SL_0025,2025-11,174,173,0.994,174,1.0,1.0,98.9
外来手術室,DR_OT002,SL_0009,2025-11,16,15,0.938,16,1.0,0.0,97.9
外来手術室,DR_OT001,SL_0009,2025-11,43,40,0.93,43,1.0,1.0,96.8
外来手術室,DR_OT007,SL_0396,2025-11,11,9,0.818,11,1.0,0.0,93.9
外来手術室,DR_OT009,SL_0484,2025-11,10,8,0.8,10,1.0,0.0,93.3
外来手術室,DR_OT003,SL_0248,2025-11,24,11,0.458,24,1.0,0.0,81.9
外来手術室,DR_OT003,SL_0009,2025-11,5,3,0.6,5,1.0,0.0,
外来手術室,DR_OT003,SL_0456,2025-11,3,0,0.0,3,1.0,,
外来手術室,DR_OT004,SL_0324,2025-11,7,0,0.0,7,1.0,,
外来手術室,DR_OT005,SL_0009,2025-11,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT006,SL_0376,2025-11,3,3,1.0,3,1.0,0.0,
外来手術室,DR_OT008,SL_0397,2025-11,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT011,SL_0553,2025-11,4,4,1.0,4,1.0,0.0,
外来手術室,DR_OT013,SL_0597,2025-11,6,4,0.667,6,1.0,0.0,
外来手術室,DR_OT014,SL_0605,2025-11,7,3,0.429,7,1.0,0.0,
外来手術室,DR_OT015,SL_0699,2025-11,5,0,0.0,5,1.0,,
外来手術室,DR_OT016,SL_0733,2025-11,3,2,0.667,3,1.0,0.0,
外来手術室,DR_OT017,SL_0758,2025-11,1,0,0.0,1,1.0,,
外来手術室,DR_OT018,SL_0817,2025-11,2,1,0.5,2,1.0,0.0,
小児科,DR_PD014,SL_0005,2025-11,12,2,0.167,12,1.0,0.0,72.2
小児科,DR_PD002,SL_0070,2025-11,23,7,0.304,23,1.0,6.0,71.7
小児科,DR_PD011,SL_0009,2025-11,14,5,0.357,14,1.0,11.5,68.7
小児科,DR_PD009,SL_0257,2025-11,21,2,0.095,21,1.0,8.0,63.0
小児科,DR_PD016,SL_0780,2025-11,17,2,0.118,17,1.0,11.0,61.2
小児科,DR_PD007,SL_0351,2025-11,24,3,0.125,24,1.0,14.0,58.9
小児科,DR_PD018,SL_0837,2025-11,16,2,0.125,16,1.0,14.5,58.4
小児科,DR_PD022,SL_0877,2025-11,34,6,0.176,34,1.0,17.0,58.0
小児科,DR_PD004,SL_0177,2025-11,14,2,0.143,14,1.0,16.0,57.8
小児科,DR_PD001,SL_0020,2025-11,18,2,0.111,18,1.0,15.5,57.1
小児科,DR_PD003,SL_0098,2025-11,28,4,0.143,28,1.0,21.0,53.5
小児科,DR_PD001,SL_0313,2025-11,12,0,0.0,12,1.0,16.0,53.0
小児科,DR_PD007,SL_0239,2025-11,14,0,0.0,14,1.0,16.0,53.0
小児科,DR_PD008,SL_0250,2025-11,23,0,0.0,23,1.0,16.5,52.6
小児科,DR_PD006,SL_0272,2025-11,26,0,0.0,26,1.0,17.0,52.1
小児科,DR_PD006,SL_0503,2025-11,13,1,0.077,13,1.0,20.0,52.1
小児科,DR_PD010,SL_0260,2025-11,19,2,0.105,17,0.895,23.0,33.0
小児科,DR_PD001,SL_0009,2025-11,2,0,0.0,2,1.0,8.0,
小児科,DR_PD001,SL_0105,2025-11,1,0,0.0,1,1.0,54.0,
小児科,DR_PD002,SL_0009,2025-11,1,0,0.0,1,1.0,14.0,
小児科,DR_PD002,SL_0695,2025-11,1,1,1.0,1,1.0,4.0,
小児科,DR_PD003,SL_0009,2025-11,3,2,0.667,3,1.0,1.0,
小児科,DR_PD003,SL_0399,2025-11,8,1,0.125,8,1.0,33.0,
小児科,DR_PD004,SL_0009,2025-11,5,4,0.8,5,1.0,0.0,
小児科,DR_PD004,SL_0270,2025-11,4,0,0.0,4,1.0,34.0,
小児科,DR_PD005,SL_0328,2025-11,9,3,0.333,9,1.0,11.0,
小児科,DR_PD006,SL_0009,2025-11,4,1,0.25,4,1.0,13.5,
小児科,DR_PD007,SL_0009,2025-11,5,1,0.2,5,1.0,14.5,
小児科,DR_PD008,SL_0009,2025-11,3,1,0.333,3,1.0,8.0,
小児科,DR_PD008,SL_0323,2025-11,8,0,0.0,8,1.0,26.5,
小児科,DR_PD010,SL_0009,2025-11,4,0,0.0,4,1.0,,
小児科,DR_PD011,SL_0375,2025-11,3,2,0.667,3,1.0,0.0,
小児科,DR_PD012,SL_0475,2025-11,3,2,0.667,3,1.0,1.0,
小児科,DR_PD013,SL_0009,2025-11,2,1,0.5,2,1.0,2.5,
小児科,DR_PD013,SL_0419,2025-11,5,4,0.8,5,1.0,0.0,
小児科,DR_PD016,SL_0744,2025-11,1,0,0.0,1,1.0,18.0,
小児科,DR_PD017,SL_0009,2025-11,1,0,0.0,1,1.0,,
小児科,DR_PD018,SL_0838,2025-11,6,1,0.167,6,1.0,14.0,
小児科,DR_PD022,SL_0009,2025-11,5,2,0.4,5,1.0,5.0,
小児科,DR_PD022,SL_0889,2025-11,7,3,0.429,7,1.0,9.0,
小児科,DR_XX020,SL_0452,2025-11,7,2,0.286,7,1.0,8.0,
小児科,,SL_0890,2025-11,1,0,0.0,1,1.0,,
形成外科,DR_PS005,SL_0009,2025-11,15,8,0.533,15,1.0,2.0,82.7
形成外科,DR_PS005,SL_0265,2025-11,25,9,0.36,25,1.0,7.0,72.7
形成外科,DR_PS015,SL_0009,2025-11,19,7,0.368,19,1.0,7.5,72.5
形成外科,DR_PS013,SL_0009,2025-11,20,6,0.3,20,1.0,9.0,69.0
形成外科,DR_PS016,SL_0729,2025-11,35,10,0.286,35,1.0,9.0,68.5
形成外科,DR_PS009,SL_0359,2025-11,10,2,0.2,10,1.0,7.0,67.4
形成外科,DR_PS005,SL_0707,2025-11,46,10,0.217,46,1.0,9.0,66.2
形成外科,DR_PS013,SL_0701,2025-11,59,10,0.169,59,1.0,9.0,64.6
形成外科,DR_PS015,SL_0709,2025-11,69,10,0.145,69,1.0,9.0,63.8
形成外科,DR_PS006,SL_0288,2025-11,16,2,0.125,16,1.0,13.0,59.7
形成外科,DR_PS018,SL_0895,2025-11,22,3,0.136,22,1.0,15.0,58.4
形成外科,DR_PS016,SL_0009,2025-11,11,0,0.0,11,1.0,27.0,43.6
形成外科,DR_PD012,SL_0475,2025-11,8,2,0.25,8,1.0,9.0,
形成外科,DR_PS001,SL_0009,2025-11,8,2,0.25,8,1.0,21.0,
形成外科,DR_PS005,SL_0684,2025-11,2,0,0.0,2,1.0,14.0,
形成外科,DR_PS007,SL_0005,2025-11,6,1,0.167,6,1.0,0.0,
形成外科,DR_PS009,SL_0009,2025-11,1,0,0.0,1,1.0,,
形成外科,DR_PS011,SL_0513,2025-11,3,0,0.0,3,1.0,49.0,
形成外科,DR_PS012,SL_0515,2025-11,4,2,0.5,4,1.0,0.0,
形成外科,DR_PS013,SL_0713,2025-11,6,0,0.0,6,1.0,14.5,
形成外科,DR_PS014,SL_0687,2025-11,1,0,0.0,1,1.0,,
形成外科,DR_PS016,SL_0781,2025-11,2,1,0.5,2,1.0,5.5,
形成外科,DR_PS018,SL_0009,2025-11,9,3,0.333,9,1.0,7.0,
循環器内科,DR_CV002,SL_0009,2025-11,118,75,0.636,118,1.0,1.0,87.0
循環器内科,DR_CV008,SL_0150,2025-11,187,88,0.471,187,1.0,5.0,78.1
循環器内科,DR_CV004,SL_0034,2025-11,72,33,0.458,72,1.0,5.0,77.7
循環器内科,DR_CV001,SL_0044,2025-11,117,25,0.214,117,1.0,7.0,67.8
循環器内科,DR_CV016,SL_0616,2025-11,59,14,0.237,59,1.0,8.0,67.7
循環器内科,DR_CV010,SL_0193,2025-11,139,15,0.108,139,1.0,8.0,63.4
循環器内科,DR_CV002,SL_0118,2025-11,23,13,0.565,20,0.87,3.0,61.3
循環器内科,DR_CV007,SL_0078,2025-11,40,2,0.05,40,1.0,9.5,60.2
循環器内科,DR_CV009,SL_0153,2025-11,95,8,0.084,95,1.0,11.0,60.1
循環器内科,DR_CV003,SL_0031,2025-11,88,6,0.068,88,1.0,11.0,59.5
循環器内科,DR_CV011,SL_0196,2025-11,88,3,0.034,88,1.0,11.0,58.4
循環器内科,DR_CV006,SL_0067,2025-11,117,2,0.017,117,1.0,11.5,57.4
循環器内科,DR_CV001,SL_0228,2025-11,10,1,0.1,10,1.0,15.0,57.2
循環器内科,DR_CV005,SL_0058,2025-11,26,15,0.577,21,0.808,2.0,52.2
循環器内科,DR_CV001,SL_0009,2025-11,7,1,0.143,7,1.0,7.0,
循環器内科,DR_CV001,SL_0010,2025-11,4,1,0.25,4,1.0,6.0,
循環器内科,DR_CV003,SL_0009,2025-11,2,0,0.0,2,1.0,8.0,
循環器内科,DR_CV004,SL_0009,2025-11,2,0,0.0,2,1.0,11.0,
循環器内科,DR_CV004,SL_0450,2025-11,8,4,0.5,8,1.0,4.0,
循環器内科,DR_CV004,SL_0492,2025-11,2,0,0.0,2,1.0,,
循環器内科,DR_CV005,SL_0009,2025-11,1,0,0.0,1,1.0,,
循環器内科,DR_CV006,SL_0009,2025-11,4,0,0.0,4,1.0,15.0,
循環器内科,DR_CV006,SL_0401,2025-11,1,0,0.0,0,0.0,17.0,
循環器内科,DR_CV006,SL_0600,2025-11,7,0,0.0,7,1.0,15.0,
循環器内科,DR_CV007,SL_0574,2025-11,8,0,0.0,8,1.0,12.0,
循環器内科,DR_CV008,SL_0539,2025-11,3,0,0.0,3,1.0,11.0,
循環器内科,DR_CV009,SL_0009,2025-11,2,2,1.0,2,1.0,0.0,
循環器内科,DR_CV009,SL_0277,2025-11,7,2,0.286,7,1.0,17.0,
循環器内科,DR_CV010,SL_0009,2025-11,1,0,0.0,1,1.0,15.0,
循環器内科,DR_CV010,SL_0381,2025-11,7,0,0.0,7,1.0,12.0,
循環器内科,DR_CV010,SL_0485,2025-11,1,0,0.0,1,1.0,6.0,
循環器内科,DR_CV011,SL_0622,2025-11,4,1,0.25,4,1.0,8.0,
循環器内科,DR_CV011,SL_0626,2025-11,2,0,0.0,2,1.0,16.0,
循環器内科,DR_CV012,SL_0325,2025-11,8,0,0.0,8,1.0,11.5,
循環器内科,DR_CV014,SL_0005,2025-11,6,0,0.0,6,1.0,,
循環器内科,DR_CV017,SL_0688,2025-11,1,0,0.0,1,1.0,,
循環器内科,DR_CV018,SL_0009,2025-11,2,0,0.0,2,1.0,,
心臓血管外科,DR_CS002,SL_0168,2025-11,43,10,0.233,43,1.0,6.0,69.3
