診療科名,月,診療区分,診察時間_階級,併科受診フラグ,紹介状有無,初再診区分,予約フラグ,診察前検査フラグ,件数
アレルギー科,2025-10,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,3
アレルギー科,2025-10,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査済,2
アレルギー科,2025-10,通常診療,15-29分,,紹介状あり,初診,枠あり予約,なし,1
アレルギー科,2025-10,通常診療,15-29分,,紹介状あり,初診,枠あり予約,,1
アレルギー科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,8
アレルギー科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査中,1
アレルギー科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査済,8
アレルギー科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,16
アレルギー科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査済,3
アレルギー科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,至急済,2
アレルギー科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,39
アレルギー科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査中,1
アレルギー科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査未,1
アレルギー科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査済,11
アレルギー科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,至急済,6
アレルギー科,2025-10,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,1
アレルギー科,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,5
アレルギー科,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,検査未,2
ソーシャルワーカー,2025-10,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,6
ソーシャルワーカー,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,3
ソーシャルワーカー,2025-10,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,3
ソーシャルワーカー,2025-10,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,4
ソーシャルワーカー,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,20
ソーシャルワーカー,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,64
ソーシャルワーカー,2025-10,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,2
ソーシャルワーカー,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,30
メンタルケア科,2025-10,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,14
メンタルケア科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,27
メンタルケア科,2025-10,薬のみ,0-4分,,紹介状無し,再診,枠なし予約,なし,1
メンタルケア科,2025-10,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,4
メンタルケア科,2025-10,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,5
メンタルケア科,2025-10,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,2
メンタルケア科,2025-10,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,7
メンタルケア科,2025-10,薬のみ,30分以上,有,紹介状無し,再診,枠なし予約,なし,2
メンタルケア科,2025-10,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,なし,6
メンタルケア科,2025-10,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,2
メンタルケア科,2025-10,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,5
メンタルケア科,2025-10,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,4
メンタルケア科,2025-10,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,8
メンタルケア科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,9
メンタルケア科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,53
メンタルケア科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,7
メンタルケア科,2025-10,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,61
メンタルケア科,2025-10,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査済,4
メンタルケア科,2025-10,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,6
メンタルケア科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,38
メンタルケア科,2025-10,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,なし,5
メンタルケア科,2025-10,通常診療,30分以上,,紹介状無し,再診,枠あり予約,なし,10
メンタルケア科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,8
メンタルケア科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,66
メンタルケア科,2025-10,通常診療,5-9分,,紹介状無し,初診,枠あり予約,なし,1
メンタルケア科,2025-10,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,2
メンタルケア科,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,22
リウマチ膠原病内科,2025-10,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,17
リウマチ膠原病内科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,35
リウマチ膠原病内科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,検査済,2
リウマチ膠原病内科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,至急済,1
リウマチ膠原病内科,2025-10,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,3
リウマチ膠原病内科,2025-10,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,10
リウマチ膠原病内科,2025-10,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,至急済,4
リウマチ膠原病内科,2025-10,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,5
リウマチ膠原病内科,2025-10,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,5
リウマチ膠原病内科,2025-10,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,検査済,7
リウマチ膠原病内科,2025-10,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,至急済,1
リウマチ膠原病内科,2025-10,薬のみ,30分以上,有,紹介状無し,再診,枠なし予約,なし,2
リウマチ膠原病内科,2025-10,薬のみ,30分以上,有,紹介状無し,再診,枠なし予約,至急済,1
リウマチ膠原病内科,2025-10,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,なし,4
リウマチ膠原病内科,2025-10,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,検査済,1
リウマチ膠原病内科,2025-10,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,4
リウマチ膠原病内科,2025-10,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,10
リウマチ膠原病内科,2025-10,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査済,2
リウマチ膠原病内科,2025-10,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,1
リウマチ膠原病内科,2025-10,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,5
リウマチ膠原病内科,2025-10,通常診療,0-4分,有,紹介状あり,初診,枠あり予約,なし,1
リウマチ膠原病内科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,23
リウマチ膠原病内科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査済,14
リウマチ膠原病内科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,至急済,15
リウマチ膠原病内科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠なし予約,なし,1
リウマチ膠原病内科,2025-10,通常診療,0-4分,無,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2025-10,通常診療,0-4分,,紹介状あり,初診,枠あり予約,なし,4
リウマチ膠原病内科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,77
リウマチ膠原病内科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査中,1
リウマチ膠原病内科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査未,1
リウマチ膠原病内科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査済,96
リウマチ膠原病内科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,至急済,45
リウマチ膠原病内科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,14
リウマチ膠原病内科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査中,1
リウマチ膠原病内科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査済,15
リウマチ膠原病内科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,至急済,6
リウマチ膠原病内科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2025-10,通常診療,10-14分,,紹介状あり,初診,枠あり予約,なし,5
リウマチ膠原病内科,2025-10,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,32
リウマチ膠原病内科,2025-10,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査済,58
リウマチ膠原病内科,2025-10,通常診療,10-14分,,紹介状無し,再診,枠あり予約,至急済,27
リウマチ膠原病内科,2025-10,通常診療,10-14分,,紹介状無し,再診,枠あり予約,,2
リウマチ膠原病内科,2025-10,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,11
リウマチ膠原病内科,2025-10,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査済,14
リウマチ膠原病内科,2025-10,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,至急済,5
リウマチ膠原病内科,2025-10,通常診療,15-29分,無,紹介状無し,再診,枠あり予約,なし,2
リウマチ膠原病内科,2025-10,通常診療,15-29分,,紹介状あり,初診,枠あり予約,なし,9
リウマチ膠原病内科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,28
リウマチ膠原病内科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査済,27
リウマチ膠原病内科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,至急済,17
リウマチ膠原病内科,2025-10,通常診療,30分以上,有,紹介状あり,初診,枠あり予約,なし,1
リウマチ膠原病内科,2025-10,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,なし,1
リウマチ膠原病内科,2025-10,通常診療,30分以上,,紹介状あり,初診,枠あり予約,なし,2
リウマチ膠原病内科,2025-10,通常診療,30分以上,,紹介状無し,再診,枠あり予約,なし,8
リウマチ膠原病内科,2025-10,通常診療,30分以上,,紹介状無し,再診,枠あり予約,検査済,4
リウマチ膠原病内科,2025-10,通常診療,5-9分,有,紹介状あり,初診,枠あり予約,なし,1
リウマチ膠原病内科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,33
リウマチ膠原病内科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査中,1
リウマチ膠原病内科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査済,25
リウマチ膠原病内科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,至急済,22
リウマチ膠原病内科,2025-10,通常診療,5-9分,無,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2025-10,通常診療,5-9分,,紹介状あり,初診,枠あり予約,なし,5
リウマチ膠原病内科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,93
リウマチ膠原病内科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査中,1
リウマチ膠原病内科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査未,2
リウマチ膠原病内科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査済,137
リウマチ膠原病内科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,至急済,79
リウマチ膠原病内科,2025-10,通常診療,5-9分,,紹介状無し,初診,枠あり予約,なし,1
リウマチ膠原病内科,2025-10,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,4
リウマチ膠原病内科,2025-10,通常診療,不明,有,紹介状無し,再診,枠あり予約,検査未,3
リウマチ膠原病内科,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,16
リウマチ膠原病内科,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,検査未,10
リウマチ膠原病内科,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,至急済,1
一般消化器外科,2025-10,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,14
一般消化器外科,2025-10,薬のみ,0-4分,有,紹介状無し,再診,,なし,7
一般消化器外科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,22
一般消化器外科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,至急済,1
一般消化器外科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,,なし,3
一般消化器外科,2025-10,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,1
一般消化器外科,2025-10,薬のみ,10-14分,有,紹介状無し,再診,,なし,1
一般消化器外科,2025-10,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,4
一般消化器外科,2025-10,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,5
一般消化器外科,2025-10,薬のみ,15-29分,有,紹介状無し,再診,,なし,1
一般消化器外科,2025-10,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,3
一般消化器外科,2025-10,薬のみ,15-29分,,紹介状あり,初診,,,1
一般消化器外科,2025-10,薬のみ,15-29分,,紹介状無し,再診,,なし,1
一般消化器外科,2025-10,薬のみ,30分以上,有,紹介状無し,再診,枠なし予約,なし,1
一般消化器外科,2025-10,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,なし,2
一般消化器外科,2025-10,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,4
一般消化器外科,2025-10,薬のみ,5-9分,有,紹介状無し,再診,,なし,2
一般消化器外科,2025-10,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,5
一般消化器外科,2025-10,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査済,1
一般消化器外科,2025-10,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,5
一般消化器外科,2025-10,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,10
一般消化器外科,2025-10,通常診療,0-4分,有,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,47
一般消化器外科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査未,1
一般消化器外科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査済,14
一般消化器外科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,至急済,4
一般消化器外科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠なし予約,なし,2
一般消化器外科,2025-10,通常診療,0-4分,無,紹介状無し,再診,枠あり予約,,8
一般消化器外科,2025-10,通常診療,0-4分,,紹介状あり,再診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,0-4分,,紹介状あり,初診,枠あり予約,なし,1
一般消化器外科,2025-10,通常診療,0-4分,,紹介状あり,初診,枠あり予約,,2
一般消化器外科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,111
一般消化器外科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査未,1
一般消化器外科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査済,65
一般消化器外科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,至急済,7
一般消化器外科,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,,6
一般消化器外科,2025-10,通常診療,0-4分,,紹介状無し,初診,枠あり予約,なし,1
一般消化器外科,2025-10,通常診療,0-4分,,紹介状無し,初診,枠あり予約,,4
一般消化器外科,2025-10,通常診療,10-14分,有,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,26
一般消化器外科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査済,7
一般消化器外科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,至急済,2
一般消化器外科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,10-14分,有,紹介状無し,再診,枠なし予約,なし,1
一般消化器外科,2025-10,通常診療,10-14分,有,紹介状無し,初診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,10-14分,無,紹介状無し,再診,枠あり予約,,5
一般消化器外科,2025-10,通常診療,10-14分,,紹介状あり,初診,枠あり予約,なし,3
一般消化器外科,2025-10,通常診療,10-14分,,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,79
一般消化器外科,2025-10,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査済,21
一般消化器外科,2025-10,通常診療,10-14分,,紹介状無し,再診,枠あり予約,至急済,2
一般消化器外科,2025-10,通常診療,10-14分,,紹介状無し,再診,枠あり予約,,2
一般消化器外科,2025-10,通常診療,10-14分,,紹介状無し,初診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,15-29分,有,紹介状あり,初診,枠あり予約,なし,3
一般消化器外科,2025-10,通常診療,15-29分,有,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,40
一般消化器外科,2025-10,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査済,10
一般消化器外科,2025-10,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,至急済,2
一般消化器外科,2025-10,通常診療,15-29分,有,紹介状無し,再診,枠なし予約,なし,1
一般消化器外科,2025-10,通常診療,15-29分,無,紹介状無し,再診,枠あり予約,,3
一般消化器外科,2025-10,通常診療,15-29分,,紹介状あり,再診,枠あり予約,なし,1
一般消化器外科,2025-10,通常診療,15-29分,,紹介状あり,初診,枠あり予約,なし,14
一般消化器外科,2025-10,通常診療,15-29分,,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,69
一般消化器外科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査未,1
一般消化器外科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査済,29
一般消化器外科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,至急済,4
一般消化器外科,2025-10,通常診療,15-29分,,紹介状無し,再診,枠あり予約,,2
一般消化器外科,2025-10,通常診療,15-29分,,紹介状無し,初診,枠あり予約,なし,1
一般消化器外科,2025-10,通常診療,15-29分,,紹介状無し,初診,枠あり予約,,3
一般消化器外科,2025-10,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,なし,14
一般消化器外科,2025-10,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,検査済,1
一般消化器外科,2025-10,通常診療,30分以上,無,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,30分以上,,紹介状あり,初診,枠あり予約,なし,4
一般消化器外科,2025-10,通常診療,30分以上,,紹介状あり,初診,枠あり予約,,3
一般消化器外科,2025-10,通常診療,30分以上,,紹介状無し,再診,枠あり予約,なし,11
一般消化器外科,2025-10,通常診療,30分以上,,紹介状無し,再診,枠あり予約,検査済,4
一般消化器外科,2025-10,通常診療,30分以上,,紹介状無し,再診,枠あり予約,至急済,1
一般消化器外科,2025-10,通常診療,5-9分,有,紹介状あり,初診,枠あり予約,なし,1
一般消化器外科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,40
一般消化器外科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査未,1
一般消化器外科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査済,17
一般消化器外科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,至急済,3
一般消化器外科,2025-10,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,,2
一般消化器外科,2025-10,通常診療,5-9分,有,紹介状無し,初診,枠あり予約,,2
一般消化器外科,2025-10,通常診療,5-9分,無,紹介状無し,再診,枠あり予約,,5
一般消化器外科,2025-10,通常診療,5-9分,,紹介状あり,初診,枠あり予約,なし,5
一般消化器外科,2025-10,通常診療,5-9分,,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,142
一般消化器外科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査済,72
一般消化器外科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,至急済,9
一般消化器外科,2025-10,通常診療,5-9分,,紹介状無し,再診,枠あり予約,,2
一般消化器外科,2025-10,通常診療,5-9分,,紹介状無し,初診,枠あり予約,なし,1
一般消化器外科,2025-10,通常診療,不明,有,紹介状あり,初診,枠あり予約,なし,1
一般消化器外科,2025-10,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,26
一般消化器外科,2025-10,通常診療,不明,有,紹介状無し,再診,枠あり予約,検査未,1
一般消化器外科,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,68
一般消化器外科,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,検査未,11
一般消化器外科,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,検査済,2
一般消化器外科,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2025-10,通常診療,不明,,紹介状無し,初診,枠あり予約,,2
中央処置室,2025-10,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,7
中央処置室,2025-10,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,2
中央処置室,2025-10,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,2
中央処置室,2025-10,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,2
中央処置室,2025-10,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,110
中央処置室,2025-10,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,26
乳腺外科,2025-10,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,12
乳腺外科,2025-10,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,検査中,1
乳腺外科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,46
乳腺外科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,検査中,12
乳腺外科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,検査済,4
乳腺外科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,至急済,5
乳腺外科,2025-10,薬のみ,0-4分,無,紹介状無し,再診,,なし,1
乳腺外科,2025-10,薬のみ,0-4分,,紹介状無し,再診,枠なし予約,なし,1
乳腺外科,2025-10,薬のみ,0-4分,,紹介状無し,再診,,,1
乳腺外科,2025-10,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,3
乳腺外科,2025-10,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,検査済,1
乳腺外科,2025-10,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,10
乳腺外科,2025-10,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,至急済,1
乳腺外科,2025-10,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,1
乳腺外科,2025-10,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,9
乳腺外科,2025-10,薬のみ,15-29分,,紹介状あり,初診,,,1
乳腺外科,2025-10,薬のみ,15-29分,,紹介状無し,再診,枠なし予約,検査済,1
乳腺外科,2025-10,薬のみ,15-29分,,紹介状無し,再診,,,1
乳腺外科,2025-10,薬のみ,30分以上,有,紹介状無し,再診,枠なし予約,至急済,1
乳腺外科,2025-10,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,なし,4
乳腺外科,2025-10,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,4
乳腺外科,2025-10,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,24
乳腺外科,2025-10,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査中,11
乳腺外科,2025-10,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査済,2
乳腺外科,2025-10,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,至急済,3
