診療科名,医師匿名ID,予約名称,月,再診件数,短時間再診件数,短時間再診比率,紹介状なし再診件数,紹介状なし再診比率,診察時間中央値_再診,スコア
リウマチ膠原病内科,DR_RH010,SL_0009,2025-10,10,9,0.9,10,1.0,1.0,95.9
リウマチ膠原病内科,DR_RH005,SL_0156,2025-10,56,32,0.571,56,1.0,0.0,85.7
リウマチ膠原病内科,DR_RH007,SL_0009,2025-10,47,26,0.553,47,1.0,3.5,82.5
リウマチ膠原病内科,DR_RH004,SL_0139,2025-10,108,53,0.491,108,1.0,4.5,79.7
リウマチ膠原病内科,DR_RH010,SL_0222,2025-10,122,44,0.361,122,1.0,5.0,75.0
リウマチ膠原病内科,DR_RH003,SL_0066,2025-10,111,40,0.36,111,1.0,6.0,74.2
リウマチ膠原病内科,DR_RH009,SL_0009,2025-10,11,4,0.364,11,1.0,6.5,74.0
リウマチ膠原病内科,DR_RH003,SL_0009,2025-10,21,8,0.381,21,1.0,8.0,73.4
リウマチ膠原病内科,DR_RH009,SL_0210,2025-10,282,73,0.259,282,1.0,6.0,70.9
リウマチ膠原病内科,DR_RH001,SL_0008,2025-10,34,5,0.147,34,1.0,9.0,64.9
リウマチ膠原病内科,DR_RH006,SL_0174,2025-10,173,21,0.121,173,1.0,9.0,64.0
リウマチ膠原病内科,DR_RH002,SL_0014,2025-10,39,2,0.051,39,1.0,11.0,60.2
リウマチ膠原病内科,DR_RH002,SL_0009,2025-10,13,2,0.154,13,1.0,16.0,59.9
リウマチ膠原病内科,DR_RH008,SL_0201,2025-10,10,0,0.0,10,1.0,17.0,54.1
リウマチ膠原病内科,DR_RH002,SL_0682,2025-10,4,1,0.25,4,1.0,14.0,
リウマチ膠原病内科,DR_RH003,SL_0526,2025-10,4,0,0.0,4,1.0,21.0,
リウマチ膠原病内科,DR_RH004,SL_0009,2025-10,1,0,0.0,1,1.0,7.0,
リウマチ膠原病内科,DR_RH005,SL_0009,2025-10,5,3,0.6,5,1.0,0.0,
リウマチ膠原病内科,DR_RH006,SL_0009,2025-10,7,2,0.286,7,1.0,11.0,
リウマチ膠原病内科,DR_RH006,SL_0611,2025-10,2,0,0.0,2,1.0,21.5,
リウマチ膠原病内科,DR_RH007,SL_0176,2025-10,6,2,0.333,6,1.0,10.0,
リウマチ膠原病内科,DR_RH008,SL_0009,2025-10,1,0,0.0,1,1.0,8.0,
リウマチ膠原病内科,DR_RH009,SL_0340,2025-10,9,1,0.111,9,1.0,12.5,
リウマチ膠原病内科,DR_RH011,SL_0009,2025-10,1,1,1.0,1,1.0,0.0,
リウマチ膠原病内科,DR_RH011,SL_0368,2025-10,9,0,0.0,9,1.0,22.0,
リウマチ膠原病内科,DR_RH012,SL_0005,2025-10,2,0,0.0,2,1.0,,
リウマチ膠原病内科,DR_RH013,SL_0009,2025-10,3,0,0.0,3,1.0,16.0,
リウマチ膠原病内科,DR_RH013,SL_0596,2025-10,4,0,0.0,4,1.0,12.0,
リウマチ膠原病内科,,SL_0866,2025-10,1,1,1.0,1,1.0,1.0,
一般消化器外科,DR_GS012,SL_0443,2025-10,12,12,1.0,12,1.0,0.0,100.0
一般消化器外科,DR_BR005,SL_0009,2025-10,22,18,0.818,22,1.0,0.0,93.9
一般消化器外科,DR_GS011,SL_0009,2025-10,20,10,0.5,20,1.0,1.0,82.6
一般消化器外科,DR_GS016,SL_0770,2025-10,11,5,0.455,11,1.0,3.0,79.6
一般消化器外科,DR_GS002,SL_0085,2025-10,101,47,0.465,101,1.0,5.0,78.5
一般消化器外科,DR_GS001,SL_0022,2025-10,175,80,0.457,175,1.0,5.0,78.2
一般消化器外科,DR_GS006,SL_0202,2025-10,92,40,0.435,92,1.0,5.0,77.5
一般消化器外科,DR_GS004,SL_0109,2025-10,65,27,0.415,65,1.0,5.0,76.8
一般消化器外科,DR_GS008,SL_0229,2025-10,45,9,0.2,45,1.0,9.0,66.7
一般消化器外科,DR_GS009,SL_0374,2025-10,68,10,0.147,68,1.0,10.0,64.2
一般消化器外科,DR_GS005,SL_0194,2025-10,42,4,0.095,42,1.0,9.5,62.8
一般消化器外科,DR_GS003,SL_0103,2025-10,224,11,0.049,223,0.996,10.0,60.5
一般消化器外科,DR_GS015,SL_0715,2025-10,42,0,0.0,42,1.0,12.0,57.8
一般消化器外科,DR_GS001,SL_0021,2025-10,12,1,0.083,12,1.0,18.5,55.7
一般消化器外科,DR_GS001,SL_0009,2025-10,10,0,0.0,10,1.0,19.0,52.6
一般消化器外科,DR_BR005,SL_0516,2025-10,9,7,0.778,9,1.0,0.0,
一般消化器外科,DR_GS001,SL_0454,2025-10,2,0,0.0,2,1.0,10.5,
一般消化器外科,DR_GS002,SL_0009,2025-10,2,0,0.0,2,1.0,10.0,
一般消化器外科,DR_GS002,SL_0568,2025-10,4,2,0.5,4,1.0,11.5,
一般消化器外科,DR_GS003,SL_0009,2025-10,7,0,0.0,7,1.0,23.5,
一般消化器外科,DR_GS003,SL_0280,2025-10,9,1,0.111,9,1.0,16.5,
一般消化器外科,DR_GS004,SL_0009,2025-10,3,3,1.0,3,1.0,1.0,
一般消化器外科,DR_GS004,SL_0353,2025-10,1,0,0.0,1,1.0,12.0,
一般消化器外科,DR_GS005,SL_0009,2025-10,1,1,1.0,1,1.0,0.0,
一般消化器外科,DR_GS005,SL_0607,2025-10,3,0,0.0,3,1.0,29.0,
一般消化器外科,DR_GS006,SL_0009,2025-10,7,4,0.571,7,1.0,4.0,
一般消化器外科,DR_GS006,SL_0501,2025-10,5,1,0.2,5,1.0,9.5,
一般消化器外科,DR_GS007,SL_0219,2025-10,49,0,0.0,49,1.0,,
一般消化器外科,DR_GS008,SL_0009,2025-10,2,0,0.0,2,1.0,13.5,
一般消化器外科,DR_GS009,SL_0009,2025-10,7,5,0.714,7,1.0,1.0,
一般消化器外科,DR_GS009,SL_0613,2025-10,5,0,0.0,5,1.0,37.0,
一般消化器外科,DR_GS011,SL_0422,2025-10,8,4,0.5,8,1.0,5.0,
一般消化器外科,DR_GS012,SL_0009,2025-10,4,3,0.75,4,1.0,0.0,
一般消化器外科,DR_GS013,SL_0005,2025-10,5,0,0.0,5,1.0,,
一般消化器外科,DR_GS014,SL_0009,2025-10,3,0,0.0,3,1.0,27.0,
一般消化器外科,DR_GS014,SL_0523,2025-10,9,5,0.556,8,0.889,3.5,
一般消化器外科,DR_GS015,SL_0009,2025-10,1,0,0.0,1,1.0,,
一般消化器外科,DR_GS015,SL_0739,2025-10,2,0,0.0,2,1.0,21.5,
一般消化器外科,DR_GS016,SL_0009,2025-10,4,3,0.75,4,1.0,0.0,
一般消化器外科,DR_GS016,SL_0753,2025-10,5,0,0.0,5,1.0,16.0,
一般消化器外科,DR_GS017,SL_0863,2025-10,1,0,0.0,1,1.0,7.0,
一般消化器外科,,SL_0845,2025-10,4,2,0.5,4,1.0,5.5,
中央処置室,DR_XX002,SL_0018,2025-10,140,4,0.029,140,1.0,0.0,67.6
中央処置室,DR_XX002,SL_0009,2025-10,9,0,0.0,9,1.0,,
乳腺外科,DR_BR013,SL_0481,2025-10,12,10,0.833,12,1.0,1.0,93.7
乳腺外科,DR_BR006,SL_0175,2025-10,890,652,0.733,890,1.0,3.0,88.9
乳腺外科,DR_BR014,SL_0702,2025-10,360,212,0.589,360,1.0,4.0,83.3
乳腺外科,DR_BR006,SL_0009,2025-10,130,66,0.508,130,1.0,4.0,80.6
乳腺外科,DR_BR015,SL_0839,2025-10,83,29,0.349,83,1.0,6.0,73.9
乳腺外科,DR_BR014,SL_0009,2025-10,33,10,0.303,33,1.0,7.0,71.6
乳腺外科,DR_BR008,SL_0241,2025-10,78,20,0.256,78,1.0,7.0,70.0
乳腺外科,DR_BR002,SL_0032,2025-10,3,2,0.667,3,1.0,2.0,
乳腺外科,DR_BR002,SL_0629,2025-10,1,1,1.0,1,1.0,1.0,
乳腺外科,DR_BR005,SL_0009,2025-10,2,1,0.5,2,1.0,0.0,
乳腺外科,DR_BR005,SL_0516,2025-10,1,0,0.0,1,1.0,18.0,
乳腺外科,DR_BR006,SL_0841,2025-10,5,2,0.4,5,1.0,5.0,
乳腺外科,DR_BR006,SL_0843,2025-10,1,1,1.0,1,1.0,4.0,
乳腺外科,DR_BR008,SL_0009,2025-10,1,0,0.0,1,1.0,30.0,
乳腺外科,DR_BR009,SL_0005,2025-10,12,0,0.0,12,1.0,,
乳腺外科,DR_BR010,SL_0009,2025-10,1,0,0.0,1,1.0,,
乳腺外科,DR_BR010,SL_0412,2025-10,1,0,0.0,1,1.0,,
乳腺外科,DR_BR011,SL_0009,2025-10,3,0,0.0,3,1.0,,
乳腺外科,DR_BR011,SL_0459,2025-10,4,3,0.75,4,1.0,1.0,
乳腺外科,DR_BR012,SL_0009,2025-10,5,3,0.6,5,1.0,0.0,
乳腺外科,DR_BR012,SL_0476,2025-10,4,1,0.25,4,1.0,14.5,
乳腺外科,DR_BR014,SL_0751,2025-10,1,1,1.0,1,1.0,4.0,
乳腺外科,DR_BR014,SL_0777,2025-10,7,3,0.429,7,1.0,4.5,
乳腺外科,DR_BR015,SL_0009,2025-10,3,3,1.0,3,1.0,1.0,
乳腺外科,DR_BR015,SL_0862,2025-10,2,1,0.5,2,1.0,4.5,
健診センター,DR_XX012,SL_0217,2025-10,33,10,0.303,33,1.0,12.0,67.9
健診センター,DR_XX012,SL_0432,2025-10,16,3,0.188,16,1.0,10.0,65.5
健診センター,DR_XX012,SL_0223,2025-10,47,9,0.191,47,1.0,14.5,62.3
健診センター,DR_XX012,SL_0009,2025-10,1,0,0.0,1,1.0,9.0,
健診センター,DR_XX012,SL_0621,2025-10,4,0,0.0,4,1.0,,
入退院支援センター,DR_AD001,SL_0004,2025-10,679,679,1.0,679,1.0,0.0,100.0
入退院支援センター,DR_AD001,SL_0009,2025-10,63,63,1.0,63,1.0,0.0,100.0
内科,DR_IM001,SL_0015,2025-10,179,68,0.38,160,0.894,7.0,62.8
呼吸器内科,DR_RS2009,SL_0009,2025-10,68,43,0.632,68,1.0,0.0,87.7
呼吸器内科,DR_RS2004,SL_0009,2025-10,37,23,0.622,37,1.0,0.0,87.4
呼吸器内科,DR_AL002,SL_0009,2025-10,11,4,0.364,11,1.0,7.0,73.6
呼吸器内科,DR_RS2003,SL_0061,2025-10,167,54,0.323,167,1.0,6.0,73.0
呼吸器内科,DR_AL002,SL_0189,2025-10,177,44,0.249,177,1.0,6.0,70.5
呼吸器内科,DR_RS2005,SL_0100,2025-10,109,27,0.248,109,1.0,6.0,70.5
呼吸器内科,DR_RS2004,SL_0082,2025-10,250,63,0.252,250,1.0,7.0,69.9
呼吸器内科,DR_RS2013,SL_0005,2025-10,16,1,0.062,16,1.0,0.0,68.7
呼吸器内科,DR_AL001,SL_0033,2025-10,67,12,0.179,67,1.0,7.0,67.4
呼吸器内科,DR_RS2010,SL_0167,2025-10,69,12,0.174,69,1.0,7.0,67.3
呼吸器内科,DR_RS2003,SL_0213,2025-10,18,3,0.167,18,1.0,7.5,66.7
呼吸器内科,DR_RS2006,SL_0106,2025-10,139,13,0.094,139,1.0,9.0,63.1
呼吸器内科,DR_RS2008,SL_0127,2025-10,54,2,0.037,54,1.0,12.0,59.0
呼吸器内科,DR_RS2007,SL_0126,2025-10,21,1,0.048,21,1.0,13.5,58.3
呼吸器内科,DR_RS2009,SL_0366,2025-10,12,4,0.333,10,0.833,7.0,54.7
呼吸器内科,DR_AL001,SL_0009,2025-10,1,0,0.0,1,1.0,11.0,
呼吸器内科,DR_AL001,SL_0634,2025-10,3,0,0.0,3,1.0,24.0,
呼吸器内科,DR_AL002,SL_0356,2025-10,3,1,0.333,3,1.0,10.0,
呼吸器内科,DR_RS2002,SL_0030,2025-10,9,1,0.111,9,1.0,20.5,
呼吸器内科,DR_RS2003,SL_0009,2025-10,1,0,0.0,1,1.0,17.0,
呼吸器内科,DR_RS2003,SL_0344,2025-10,1,0,0.0,1,1.0,8.0,
呼吸器内科,DR_RS2005,SL_0009,2025-10,4,1,0.25,4,1.0,10.0,
呼吸器内科,DR_RS2005,SL_0470,2025-10,7,1,0.143,7,1.0,6.0,
呼吸器内科,DR_RS2005,SL_0561,2025-10,3,0,0.0,3,1.0,9.0,
呼吸器内科,DR_RS2005,SL_0658,2025-10,2,2,1.0,2,1.0,0.5,
呼吸器内科,DR_RS2006,SL_0009,2025-10,5,0,0.0,5,1.0,13.0,
呼吸器内科,DR_RS2006,SL_0612,2025-10,3,0,0.0,3,1.0,29.0,
呼吸器内科,DR_RS2008,SL_0009,2025-10,4,2,0.5,4,1.0,8.0,
呼吸器内科,DR_RS2008,SL_0618,2025-10,4,0,0.0,4,1.0,15.0,
呼吸器内科,DR_RS2010,SL_0009,2025-10,4,1,0.25,4,1.0,11.0,
呼吸器内科,DR_RS2011,SL_0009,2025-10,3,0,0.0,3,1.0,,
呼吸器内科,DR_RS2011,SL_0179,2025-10,9,3,0.333,9,1.0,6.0,
呼吸器内科,,SL_0808,2025-10,2,1,0.5,2,1.0,13.0,
呼吸器外科,DR_RS2012,SL_0188,2025-10,96,24,0.25,96,1.0,7.0,69.8
呼吸器外科,DR_RS2001,SL_0024,2025-10,81,6,0.074,81,1.0,9.0,62.5
呼吸器外科,DR_RS2001,SL_0009,2025-10,6,3,0.5,6,1.0,6.0,
呼吸器外科,DR_RS2001,SL_0584,2025-10,7,0,0.0,7,1.0,23.0,
呼吸器外科,DR_RS2012,SL_0009,2025-10,5,2,0.4,5,1.0,2.5,
呼吸器外科,DR_RS2012,SL_0557,2025-10,2,0,0.0,2,1.0,24.0,
呼吸器外科,DR_RS2014,SL_0009,2025-10,6,3,0.5,6,1.0,4.5,
呼吸器外科,DR_RS2017,SL_0878,2025-10,1,0,0.0,1,1.0,10.0,
呼吸器外科,DR_XX022,SL_0486,2025-10,8,1,0.125,8,1.0,6.0,
外来手術室,DR_OT005,SL_0332,2025-10,23,23,1.0,23,1.0,0.0,100.0
外来手術室,DR_OT002,SL_0159,2025-10,100,99,0.99,100,1.0,0.0,99.7
外来手術室,DR_OT001,SL_0025,2025-10,204,203,0.995,204,1.0,1.0,99.1
外来手術室,DR_OT002,SL_0009,2025-10,12,11,0.917,12,1.0,0.0,97.2
外来手術室,DR_OT001,SL_0009,2025-10,51,47,0.922,51,1.0,1.0,96.7
外来手術室,DR_OT007,SL_0396,2025-10,13,11,0.846,13,1.0,0.0,94.9
外来手術室,DR_OT009,SL_0484,2025-10,13,11,0.846,13,1.0,0.0,94.9
外来手術室,DR_OT003,SL_0248,2025-10,17,12,0.706,17,1.0,0.0,90.2
外来手術室,DR_OT004,SL_0324,2025-10,12,7,0.583,12,1.0,0.0,86.1
外来手術室,DR_OT003,SL_0009,2025-10,2,2,1.0,2,1.0,0.0,
外来手術室,DR_OT003,SL_0456,2025-10,3,0,0.0,3,1.0,,
外来手術室,DR_OT006,SL_0376,2025-10,2,1,0.5,2,1.0,0.0,
外来手術室,DR_OT008,SL_0397,2025-10,5,4,0.8,5,1.0,0.0,
外来手術室,DR_OT009,SL_0009,2025-10,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT010,SL_0506,2025-10,3,2,0.667,3,1.0,0.0,
外来手術室,DR_OT011,SL_0009,2025-10,1,0,0.0,1,1.0,,
外来手術室,DR_OT011,SL_0553,2025-10,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT012,SL_0559,2025-10,9,8,0.889,9,1.0,0.0,
外来手術室,DR_OT013,SL_0009,2025-10,3,1,0.333,3,1.0,0.0,
外来手術室,DR_OT013,SL_0597,2025-10,1,0,0.0,1,1.0,,
外来手術室,DR_OT014,SL_0605,2025-10,6,4,0.667,6,1.0,0.0,
外来手術室,DR_OT015,SL_0699,2025-10,4,2,0.5,4,1.0,0.0,
外来手術室,DR_OT016,SL_0733,2025-10,8,3,0.375,8,1.0,0.0,
外来手術室,DR_OT017,SL_0758,2025-10,2,0,0.0,2,1.0,,
外来手術室,DR_OT018,SL_0817,2025-10,1,0,0.0,1,1.0,,
小児科,DR_PD011,SL_0009,2025-10,14,6,0.429,14,1.0,5.0,77.3
小児科,DR_PD002,SL_0070,2025-10,31,8,0.258,31,1.0,7.5,69.7
小児科,DR_PD005,SL_0328,2025-10,12,2,0.167,12,1.0,11.5,63.7
小児科,DR_PD001,SL_0020,2025-10,13,2,0.154,13,1.0,12.0,62.9
小児科,DR_PD016,SL_0780,2025-10,10,1,0.1,10,1.0,10.0,62.6
小児科,DR_PD003,SL_0399,2025-10,17,2,0.118,17,1.0,11.5,62.1
小児科,DR_PD007,SL_0239,2025-10,19,4,0.211,19,1.0,18.0,60.4
小児科,DR_PD001,SL_0313,2025-10,29,7,0.241,29,1.0,19.5,60.3
小児科,DR_PD022,SL_0877,2025-10,37,8,0.216,37,1.0,18.5,60.2
小児科,DR_PD009,SL_0257,2025-10,24,0,0.0,24,1.0,9.0,60.0
小児科,DR_PD003,SL_0098,2025-10,24,3,0.125,24,1.0,15.0,59.7
小児科,DR_PD008,SL_0250,2025-10,21,2,0.095,21,1.0,15.0,58.7
小児科,DR_PD008,SL_0323,2025-10,19,2,0.105,19,1.0,17.0,57.6
小児科,DR_PD006,SL_0272,2025-10,42,4,0.095,42,1.0,20.0,55.0
小児科,DR_PD006,SL_0503,2025-10,20,1,0.05,20,1.0,18.0,55.0
小児科,DR_PD007,SL_0351,2025-10,21,1,0.048,21,1.0,20.5,53.1
小児科,DR_PD018,SL_0837,2025-10,16,0,0.0,16,1.0,19.5,52.2
小児科,DR_PD004,SL_0177,2025-10,22,1,0.045,22,1.0,22.0,51.9
小児科,DR_PD010,SL_0260,2025-10,11,4,0.364,9,0.818,10.0,51.9
小児科,DR_PD002,SL_0009,2025-10,2,2,1.0,2,1.0,2.0,
小児科,DR_PD003,SL_0009,2025-10,5,5,1.0,5,1.0,0.0,
小児科,DR_PD003,SL_0639,2025-10,3,0,0.0,3,1.0,31.0,
小児科,DR_PD004,SL_0009,2025-10,4,4,1.0,4,1.0,0.0,
小児科,DR_PD004,SL_0270,2025-10,7,0,0.0,7,1.0,31.0,
小児科,DR_PD006,SL_0009,2025-10,5,3,0.6,5,1.0,1.0,
小児科,DR_PD007,SL_0009,2025-10,1,1,1.0,1,1.0,4.0,
小児科,DR_PD007,SL_0674,2025-10,1,0,0.0,1,1.0,,
小児科,DR_PD007,SL_0747,2025-10,1,0,0.0,1,1.0,,
小児科,DR_PD008,SL_0009,2025-10,6,3,0.5,6,1.0,0.0,
小児科,DR_PD011,SL_0375,2025-10,4,3,0.75,4,1.0,1.0,
小児科,DR_PD012,SL_0475,2025-10,2,1,0.5,2,1.0,7.5,
小児科,DR_PD013,SL_0009,2025-10,3,3,1.0,3,1.0,0.0,
小児科,DR_PD013,SL_0419,2025-10,6,2,0.333,6,1.0,0.5,
小児科,DR_PD014,SL_0005,2025-10,5,1,0.2,5,1.0,0.0,
小児科,DR_PD016,SL_0009,2025-10,2,1,0.5,2,1.0,4.0,
小児科,DR_PD016,SL_0744,2025-10,6,0,0.0,6,1.0,16.5,
小児科,DR_PD018,SL_0009,2025-10,3,1,0.333,3,1.0,81.0,
小児科,DR_PD018,SL_0838,2025-10,7,0,0.0,7,1.0,21.5,
小児科,DR_PD020,SL_0856,2025-10,2,1,0.5,2,1.0,0.0,
小児科,DR_PD022,SL_0009,2025-10,2,2,1.0,2,1.0,0.0,
小児科,DR_PD022,SL_0889,2025-10,5,1,0.2,5,1.0,24.5,
小児科,DR_XX020,SL_0452,2025-10,7,0,0.0,6,0.857,21.0,
小児科,DR_XX020,SL_0667,2025-10,1,0,0.0,1,1.0,142.0,
形成外科,DR_PS016,SL_0729,2025-10,34,16,0.471,34,1.0,4.0,79.4
形成外科,DR_PS013,SL_0009,2025-10,33,9,0.273,33,1.0,7.0,70.6
形成外科,DR_PS013,SL_0701,2025-10,93,25,0.269,93,1.0,7.0,70.4
形成外科,DR_PS005,SL_0707,2025-10,56,13,0.232,56,1.0,7.0,69.2
形成外科,DR_PS005,SL_0265,2025-10,35,7,0.2,35,1.0,7.0,68.1
形成外科,DR_PS015,SL_0709,2025-10,95,19,0.2,95,1.0,9.0,66.7
形成外科,DR_PS018,SL_0895,2025-10,18,4,0.222,18,1.0,10.0,66.7
形成外科,DR_PS015,SL_0009,2025-10,31,5,0.161,31,1.0,8.0,66.1
形成外科,DR_PS005,SL_0009,2025-10,35,7,0.2,35,1.0,10.0,65.9
形成外科,DR_PS006,SL_0288,2025-10,28,4,0.143,28,1.0,10.5,63.7
形成外科,DR_PS016,SL_0009,2025-10,12,4,0.333,12,1.0,23.0,60.7
形成外科,DR_PD012,SL_0475,2025-10,6,1,0.167,6,1.0,11.5,
形成外科,DR_PS001,SL_0009,2025-10,9,4,0.444,9,1.0,6.0,
形成外科,DR_PS001,SL_0535,2025-10,2,0,0.0,2,1.0,22.0,
形成外科,DR_PS005,SL_0684,2025-10,1,0,0.0,1,1.0,24.0,
形成外科,DR_PS007,SL_0005,2025-10,6,2,0.333,6,1.0,1.0,
形成外科,DR_PS009,SL_0009,2025-10,1,0,0.0,1,1.0,,
形成外科,DR_PS009,SL_0359,2025-10,5,0,0.0,5,1.0,8.0,
形成外科,DR_PS011,SL_0513,2025-10,4,1,0.25,4,1.0,31.0,
形成外科,DR_PS012,SL_0009,2025-10,2,0,0.0,2,1.0,,
形成外科,DR_PS012,SL_0515,2025-10,3,2,0.667,3,1.0,2.0,
形成外科,DR_PS013,SL_0713,2025-10,6,0,0.0,6,1.0,11.5,
形成外科,DR_PS013,SL_0714,2025-10,4,2,0.5,4,1.0,8.5,
形成外科,DR_PS014,SL_0009,2025-10,1,0,0.0,1,1.0,13.0,
形成外科,DR_PS015,SL_0816,2025-10,5,0,0.0,5,1.0,19.0,
形成外科,DR_PS018,SL_0009,2025-10,9,2,0.222,9,1.0,11.0,
形成外科,DR_PS018,SL_0896,2025-10,1,0,0.0,1,1.0,25.0,
循環器内科,DR_CV016,SL_0616,2025-10,70,50,0.714,70,1.0,3.0,88.2
循環器内科,DR_CV002,SL_0009,2025-10,163,100,0.613,163,1.0,1.0,86.4
循環器内科,DR_CV008,SL_0150,2025-10,217,106,0.488,217,1.0,5.0,79.2
循環器内科,DR_CV004,SL_0034,2025-10,81,36,0.444,81,1.0,5.0,77.8
循環器内科,DR_CV002,SL_0118,2025-10,32,18,0.562,28,0.875,2.0,70.6
循環器内科,DR_CV001,SL_0044,2025-10,160,42,0.262,159,0.994,7.0,69.6
循環器内科,DR_CV010,SL_0193,2025-10,185,29,0.157,185,1.0,9.0,65.2
循環器内科,DR_CV003,SL_0031,2025-10,100,15,0.15,100,1.0,9.5,64.6
循環器内科,DR_CV011,SL_0196,2025-10,105,10,0.095,105,1.0,9.0,63.2
循環器内科,DR_CV006,SL_0067,2025-10,133,10,0.075,133,1.0,10.0,61.8
循環器内科,DR_CV007,SL_0078,2025-10,42,3,0.071,42,1.0,11.5,60.5
循環器内科,DR_CV009,SL_0153,2025-10,107,6,0.056,107,1.0,12.0,59.6
循環器内科,DR_CV005,SL_0058,2025-10,24,16,0.667,17,0.708,1.0,57.0
循環器内科,DR_CV010,SL_0381,2025-10,10,1,0.1,10,1.0,18.0,56.7
循環器内科,DR_CV001,SL_0009,2025-10,9,4,0.444,9,1.0,7.0,
循環器内科,DR_CV001,SL_0228,2025-10,4,0,0.0,4,1.0,23.5,
循環器内科,DR_CV003,SL_0009,2025-10,2,1,0.5,2,1.0,1.0,
循環器内科,DR_CV004,SL_0009,2025-10,1,0,0.0,1,1.0,5.0,
循環器内科,DR_CV004,SL_0450,2025-10,9,4,0.444,9,1.0,3.0,
循環器内科,DR_CV004,SL_0492,2025-10,2,0,0.0,2,1.0,,
循環器内科,DR_CV005,SL_0009,2025-10,1,0,0.0,1,1.0,,
循環器内科,DR_CV006,SL_0009,2025-10,2,1,0.5,2,1.0,3.0,
循環器内科,DR_CV006,SL_0600,2025-10,7,1,0.143,7,1.0,11.5,
循環器内科,DR_CV007,SL_0009,2025-10,2,1,0.5,2,1.0,8.0,
循環器内科,DR_CV007,SL_0574,2025-10,7,2,0.286,7,1.0,14.0,
循環器内科,DR_CV008,SL_0009,2025-10,2,0,0.0,2,1.0,8.5,
循環器内科,DR_CV008,SL_0539,2025-10,5,1,0.2,5,1.0,9.0,
循環器内科,DR_CV009,SL_0009,2025-10,1,0,0.0,1,1.0,15.0,
循環器内科,DR_CV009,SL_0277,2025-10,7,0,0.0,7,1.0,17.0,
循環器内科,DR_CV010,SL_0009,2025-10,3,3,1.0,3,1.0,0.0,
循環器内科,DR_CV011,SL_0009,2025-10,8,0,0.0,8,1.0,11.0,
循環器内科,DR_CV011,SL_0622,2025-10,2,1,0.5,2,1.0,31.5,
循環器内科,DR_CV011,SL_0626,2025-10,1,0,0.0,1,1.0,6.0,
