総件数,期間_開始,期間_終了,期間_暦日数,期間_営業日数,期間_除外日数,診療科数,医師数,部屋数,予約名称_種類数,初診件数,再診件数,紹介状あり,併科受診_有,未来院件数
35723,2025-10-01,2025-10-31,31,22,1,50,421,0,735,2974,32749,2119,9206,2184
