診療科名,予約担当者匿名ID,区分,曜日,bin_idx,bin_label,出勤日数,該当日数,出勤頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
PICCCVポートセンター,DR_XX009,全体,0,2,09:00,2,4,0.5,2,18,0.5,4.5
PICCCVポートセンター,DR_XX009,全体,1,5,10:30,1,4,0.25,1,9,0.25,2.2
PICCCVポートセンター,DR_XX009,全体,1,8,12:00,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,DR_XX009,全体,2,2,09:00,1,5,0.2,1,1,0.2,0.2
PICCCVポートセンター,DR_XX009,全体,2,5,10:30,1,5,0.2,1,26,0.2,5.2
PICCCVポートセンター,DR_XX009,全体,2,6,11:00,1,5,0.2,1,24,0.2,4.8
PICCCVポートセンター,DR_XX009,全体,3,10,13:00,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,全体,3,11,13:30,2,5,0.4,2,5,0.4,1.0
PICCCVポートセンター,DR_XX009,全体,4,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,全体,4,4,10:00,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,全体,4,5,10:30,1,5,0.2,1,5,0.2,1.0
PICCCVポートセンター,DR_XX009,再診,0,2,09:00,2,4,0.5,2,18,0.5,4.5
PICCCVポートセンター,DR_XX009,再診,1,5,10:30,1,4,0.25,1,9,0.25,2.2
PICCCVポートセンター,DR_XX009,再診,1,8,12:00,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,DR_XX009,再診,2,2,09:00,1,5,0.2,1,1,0.2,0.2
PICCCVポートセンター,DR_XX009,再診,2,5,10:30,1,5,0.2,1,26,0.2,5.2
PICCCVポートセンター,DR_XX009,再診,2,6,11:00,1,5,0.2,1,24,0.2,4.8
PICCCVポートセンター,DR_XX009,再診,3,10,13:00,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,再診,3,11,13:30,2,5,0.4,2,5,0.4,1.0
PICCCVポートセンター,DR_XX009,再診,4,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,再診,4,4,10:00,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,再診,4,5,10:30,1,5,0.2,1,5,0.2,1.0
PICCCVポートセンター,DR_XX009,薬再診,1,8,12:00,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,DR_XX009,薬再診,2,2,09:00,1,5,0.2,1,1,0.2,0.2
PICCCVポートセンター,DR_XX009,薬再診,3,10,13:00,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,薬再診,3,11,13:30,2,5,0.4,2,5,0.4,1.0
PICCCVポートセンター,DR_XX009,薬再診,4,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,薬再診,4,4,10:00,1,5,0.2,1,2,0.2,0.4
がんゲノム,DR_ON001,全体,1,12,14:00,2,4,0.5,3,35,0.75,8.8
がんゲノム,DR_ON001,全体,1,13,14:30,2,4,0.5,3,45,0.75,11.2
がんゲノム,DR_ON001,全体,1,14,15:00,2,4,0.5,4,31,1.0,7.8
がんゲノム,DR_ON001,再診,1,12,14:00,2,4,0.5,3,35,0.75,8.8
がんゲノム,DR_ON001,再診,1,13,14:30,2,4,0.5,3,45,0.75,11.2
がんゲノム,DR_ON001,再診,1,14,15:00,2,4,0.5,4,31,1.0,7.8
アレルギー科,DR_AL001,全体,2,3,09:30,4,5,0.8,9,66,1.8,13.2
アレルギー科,DR_AL001,全体,2,4,10:00,5,5,1.0,9,69,1.8,13.8
アレルギー科,DR_AL001,全体,2,5,10:30,4,5,0.8,9,99,1.8,19.8
アレルギー科,DR_AL001,全体,2,6,11:00,5,5,1.0,10,101,2.0,20.2
アレルギー科,DR_AL001,全体,2,7,11:30,3,5,0.6,7,60,1.4,12.0
アレルギー科,DR_AL001,全体,2,8,12:00,1,5,0.2,3,26,0.6,5.2
アレルギー科,DR_AL001,全体,2,9,12:30,1,5,0.2,1,17,0.2,3.4
アレルギー科,DR_AL001,再診,2,3,09:30,4,5,0.8,9,66,1.8,13.2
アレルギー科,DR_AL001,再診,2,4,10:00,5,5,1.0,9,69,1.8,13.8
アレルギー科,DR_AL001,再診,2,5,10:30,4,5,0.8,9,99,1.8,19.8
アレルギー科,DR_AL001,再診,2,6,11:00,5,5,1.0,10,101,2.0,20.2
アレルギー科,DR_AL001,再診,2,7,11:30,3,5,0.6,7,60,1.4,12.0
アレルギー科,DR_AL001,再診,2,8,12:00,1,5,0.2,3,26,0.6,5.2
アレルギー科,DR_AL001,再診,2,9,12:30,1,5,0.2,1,17,0.2,3.4
アレルギー科,DR_AL001,薬再診,2,3,09:30,1,5,0.2,1,5,0.2,1.0
アレルギー科,DR_AL002,全体,3,2,09:00,1,5,0.2,1,4,0.2,0.8
アレルギー科,DR_AL002,全体,3,3,09:30,5,5,1.0,10,70,2.0,14.0
アレルギー科,DR_AL002,全体,3,4,10:00,5,5,1.0,16,90,3.2,18.0
アレルギー科,DR_AL002,全体,3,5,10:30,5,5,1.0,17,110,3.4,22.0
アレルギー科,DR_AL002,全体,3,6,11:00,5,5,1.0,14,109,2.8,21.8
アレルギー科,DR_AL002,全体,3,7,11:30,4,5,0.8,12,84,2.4,16.8
アレルギー科,DR_AL002,全体,3,8,12:00,3,5,0.6,3,16,0.6,3.2
アレルギー科,DR_AL002,全体,3,9,12:30,1,5,0.2,1,1,0.2,0.2
アレルギー科,DR_AL002,初診,3,7,11:30,1,5,0.2,1,14,0.2,2.8
アレルギー科,DR_AL002,初診,3,8,12:00,1,5,0.2,1,8,0.2,1.6
アレルギー科,DR_AL002,再診,3,2,09:00,1,5,0.2,1,4,0.2,0.8
アレルギー科,DR_AL002,再診,3,3,09:30,5,5,1.0,10,70,2.0,14.0
アレルギー科,DR_AL002,再診,3,4,10:00,5,5,1.0,16,90,3.2,18.0
アレルギー科,DR_AL002,再診,3,5,10:30,5,5,1.0,17,110,3.4,22.0
アレルギー科,DR_AL002,再診,3,6,11:00,5,5,1.0,14,109,2.8,21.8
アレルギー科,DR_AL002,再診,3,7,11:30,4,5,0.8,11,70,2.2,14.0
アレルギー科,DR_AL002,再診,3,8,12:00,2,5,0.4,2,8,0.4,1.6
アレルギー科,DR_AL002,再診,3,9,12:30,1,5,0.2,1,1,0.2,0.2
アレルギー科,DR_AL002,薬再診,3,2,09:00,1,5,0.2,1,4,0.2,0.8
アレルギー科,DR_AL002,薬再診,3,3,09:30,3,5,0.6,3,9,0.6,1.8
アレルギー科,DR_AL002,薬再診,3,4,10:00,2,5,0.4,3,14,0.6,2.8
アレルギー科,DR_AL002,薬再診,3,5,10:30,1,5,0.2,1,4,0.2,0.8
アレルギー科,DR_AL002,薬再診,3,6,11:00,1,5,0.2,1,2,0.2,0.4
アレルギー科,DR_AL002,薬再診,3,7,11:30,2,5,0.4,2,6,0.4,1.2
アレルギー科,DR_AL002,薬再診,3,9,12:30,1,5,0.2,1,1,0.2,0.2
アレルギー科,DR_AL003,全体,1,16,16:00,1,4,0.25,1,6,0.25,1.5
アレルギー科,DR_AL003,全体,2,7,11:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,DR_AL003,再診,1,16,16:00,1,4,0.25,1,6,0.25,1.5
アレルギー科,DR_AL003,再診,2,7,11:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,DR_AL003,薬再診,2,7,11:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,DR_RS2003,全体,1,2,09:00,4,4,1.0,8,35,2.0,8.8
アレルギー科,DR_RS2003,全体,1,3,09:30,4,4,1.0,12,73,3.0,18.2
アレルギー科,DR_RS2003,全体,1,4,10:00,4,4,1.0,8,72,2.0,18.0
アレルギー科,DR_RS2003,全体,1,5,10:30,4,4,1.0,14,102,3.5,25.5
アレルギー科,DR_RS2003,全体,1,6,11:00,4,4,1.0,9,83,2.25,20.8
アレルギー科,DR_RS2003,全体,1,7,11:30,3,4,0.75,6,46,1.5,11.5
アレルギー科,DR_RS2003,全体,1,8,12:00,1,4,0.25,3,20,0.75,5.0
アレルギー科,DR_RS2003,全体,1,9,12:30,1,4,0.25,1,18,0.25,4.5
アレルギー科,DR_RS2003,初診,1,3,09:30,1,4,0.25,1,11,0.25,2.8
アレルギー科,DR_RS2003,初診,1,4,10:00,1,4,0.25,1,15,0.25,3.8
アレルギー科,DR_RS2003,再診,1,2,09:00,4,4,1.0,8,35,2.0,8.8
アレルギー科,DR_RS2003,再診,1,3,09:30,4,4,1.0,11,62,2.75,15.5
アレルギー科,DR_RS2003,再診,1,4,10:00,4,4,1.0,7,57,1.75,14.2
アレルギー科,DR_RS2003,再診,1,5,10:30,4,4,1.0,14,102,3.5,25.5
アレルギー科,DR_RS2003,再診,1,6,11:00,4,4,1.0,9,83,2.25,20.8
アレルギー科,DR_RS2003,再診,1,7,11:30,3,4,0.75,6,46,1.5,11.5
アレルギー科,DR_RS2003,再診,1,8,12:00,1,4,0.25,3,20,0.75,5.0
アレルギー科,DR_RS2003,再診,1,9,12:30,1,4,0.25,1,18,0.25,4.5
アレルギー科,DR_RS2003,薬再診,1,2,09:00,3,4,0.75,4,13,1.0,3.2
アレルギー科,DR_RS2003,薬再診,1,3,09:30,3,4,0.75,5,17,1.25,4.2
アレルギー科,DR_RS2003,薬再診,1,4,10:00,1,4,0.25,1,5,0.25,1.2
アレルギー科,DR_RS2003,薬再診,1,5,10:30,1,4,0.25,3,12,0.75,3.0
アレルギー科,DR_RS2003,薬再診,1,6,11:00,1,4,0.25,1,5,0.25,1.2
アレルギー科,DR_RS2003,薬再診,1,7,11:30,1,4,0.25,1,5,0.25,1.2
アレルギー科,DR_RS2005,全体,0,2,09:00,2,4,0.5,4,20,1.0,5.0
アレルギー科,DR_RS2005,全体,0,3,09:30,3,4,0.75,10,74,2.5,18.5
アレルギー科,DR_RS2005,全体,0,4,10:00,3,4,0.75,8,57,2.0,14.2
アレルギー科,DR_RS2005,全体,0,5,10:30,3,4,0.75,8,72,2.0,18.0
アレルギー科,DR_RS2005,全体,0,6,11:00,2,4,0.5,3,27,0.75,6.8
アレルギー科,DR_RS2005,再診,0,2,09:00,2,4,0.5,4,20,1.0,5.0
アレルギー科,DR_RS2005,再診,0,3,09:30,3,4,0.75,10,74,2.5,18.5
アレルギー科,DR_RS2005,再診,0,4,10:00,3,4,0.75,8,57,2.0,14.2
アレルギー科,DR_RS2005,再診,0,5,10:30,3,4,0.75,8,72,2.0,18.0
アレルギー科,DR_RS2005,再診,0,6,11:00,2,4,0.5,3,27,0.75,6.8
アレルギー科,DR_RS2005,薬再診,0,3,09:30,1,4,0.25,1,3,0.25,0.8
アレルギー科,DR_RS2005,薬再診,0,4,10:00,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN001,全体,0,3,09:30,1,4,0.25,1,28,0.25,7.0
メンタルケア科,DR_MN001,全体,0,4,10:00,1,4,0.25,2,29,0.5,7.2
メンタルケア科,DR_MN001,全体,0,5,10:30,2,4,0.5,2,31,0.5,7.8
メンタルケア科,DR_MN001,全体,0,6,11:00,1,4,0.25,1,14,0.25,3.5
メンタルケア科,DR_MN001,全体,0,7,11:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN001,全体,0,8,12:00,1,4,0.25,1,11,0.25,2.8
メンタルケア科,DR_MN001,全体,2,1,08:30,5,5,1.0,10,64,2.0,12.8
メンタルケア科,DR_MN001,全体,2,2,09:00,5,5,1.0,15,146,3.0,29.2
メンタルケア科,DR_MN001,全体,2,3,09:30,5,5,1.0,19,118,3.8,23.6
メンタルケア科,DR_MN001,全体,2,4,10:00,5,5,1.0,16,128,3.2,25.6
メンタルケア科,DR_MN001,全体,2,5,10:30,5,5,1.0,17,137,3.4,27.4
メンタルケア科,DR_MN001,全体,2,6,11:00,5,5,1.0,16,137,3.2,27.4
メンタルケア科,DR_MN001,全体,2,7,11:30,5,5,1.0,18,127,3.6,25.4
メンタルケア科,DR_MN001,全体,2,8,12:00,4,5,0.8,10,100,2.0,20.0
メンタルケア科,DR_MN001,全体,2,9,12:30,3,5,0.6,3,42,0.6,8.4
メンタルケア科,DR_MN001,全体,2,10,13:00,4,5,0.8,8,70,1.6,14.0
メンタルケア科,DR_MN001,全体,2,11,13:30,5,5,1.0,14,65,2.8,13.0
メンタルケア科,DR_MN001,全体,2,12,14:00,5,5,1.0,17,132,3.4,26.4
メンタルケア科,DR_MN001,全体,2,13,14:30,5,5,1.0,12,105,2.4,21.0
メンタルケア科,DR_MN001,全体,2,14,15:00,2,5,0.4,6,48,1.2,9.6
メンタルケア科,DR_MN001,全体,2,15,15:30,1,5,0.2,1,1,0.2,0.2
メンタルケア科,DR_MN001,初診,2,4,10:00,1,5,0.2,1,7,0.2,1.4
メンタルケア科,DR_MN001,再診,0,3,09:30,1,4,0.25,1,28,0.25,7.0
メンタルケア科,DR_MN001,再診,0,4,10:00,1,4,0.25,2,29,0.5,7.2
メンタルケア科,DR_MN001,再診,0,5,10:30,2,4,0.5,2,31,0.5,7.8
メンタルケア科,DR_MN001,再診,0,6,11:00,1,4,0.25,1,14,0.25,3.5
メンタルケア科,DR_MN001,再診,0,7,11:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN001,再診,0,8,12:00,1,4,0.25,1,11,0.25,2.8
メンタルケア科,DR_MN001,再診,2,1,08:30,5,5,1.0,10,64,2.0,12.8
メンタルケア科,DR_MN001,再診,2,2,09:00,5,5,1.0,15,146,3.0,29.2
メンタルケア科,DR_MN001,再診,2,3,09:30,5,5,1.0,19,118,3.8,23.6
メンタルケア科,DR_MN001,再診,2,4,10:00,5,5,1.0,15,121,3.0,24.2
メンタルケア科,DR_MN001,再診,2,5,10:30,5,5,1.0,17,137,3.4,27.4
メンタルケア科,DR_MN001,再診,2,6,11:00,5,5,1.0,16,137,3.2,27.4
メンタルケア科,DR_MN001,再診,2,7,11:30,5,5,1.0,18,127,3.6,25.4
メンタルケア科,DR_MN001,再診,2,8,12:00,4,5,0.8,10,100,2.0,20.0
メンタルケア科,DR_MN001,再診,2,9,12:30,3,5,0.6,3,42,0.6,8.4
メンタルケア科,DR_MN001,再診,2,10,13:00,4,5,0.8,8,70,1.6,14.0
メンタルケア科,DR_MN001,再診,2,11,13:30,5,5,1.0,14,65,2.8,13.0
メンタルケア科,DR_MN001,再診,2,12,14:00,5,5,1.0,17,132,3.4,26.4
メンタルケア科,DR_MN001,再診,2,13,14:30,5,5,1.0,12,105,2.4,21.0
メンタルケア科,DR_MN001,再診,2,14,15:00,2,5,0.4,6,48,1.2,9.6
メンタルケア科,DR_MN001,再診,2,15,15:30,1,5,0.2,1,1,0.2,0.2
メンタルケア科,DR_MN001,薬再診,0,5,10:30,1,4,0.25,1,1,0.25,0.2
