診療科名,予約名称,区分,曜日,bin_idx,bin_label,稼働日数,該当日数,稼働頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
PICCCVポートセンター,SL_0009,全体,0,2,09:00,2,4,0.5,2,18,0.5,4.5
PICCCVポートセンター,SL_0009,全体,1,5,10:30,1,4,0.25,1,9,0.25,2.2
PICCCVポートセンター,SL_0009,全体,1,8,12:00,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,SL_0009,全体,2,2,09:00,1,5,0.2,1,1,0.2,0.2
PICCCVポートセンター,SL_0009,全体,2,5,10:30,1,5,0.2,1,26,0.2,5.2
PICCCVポートセンター,SL_0009,全体,2,6,11:00,1,5,0.2,1,24,0.2,4.8
PICCCVポートセンター,SL_0009,全体,3,10,13:00,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,SL_0009,全体,3,11,13:30,2,5,0.4,2,5,0.4,1.0
PICCCVポートセンター,SL_0009,全体,4,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,SL_0009,全体,4,4,10:00,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,SL_0009,全体,4,5,10:30,1,5,0.2,1,5,0.2,1.0
PICCCVポートセンター,SL_0009,再診,0,2,09:00,2,4,0.5,2,18,0.5,4.5
PICCCVポートセンター,SL_0009,再診,1,5,10:30,1,4,0.25,1,9,0.25,2.2
PICCCVポートセンター,SL_0009,再診,1,8,12:00,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,SL_0009,再診,2,2,09:00,1,5,0.2,1,1,0.2,0.2
PICCCVポートセンター,SL_0009,再診,2,5,10:30,1,5,0.2,1,26,0.2,5.2
PICCCVポートセンター,SL_0009,再診,2,6,11:00,1,5,0.2,1,24,0.2,4.8
PICCCVポートセンター,SL_0009,再診,3,10,13:00,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,SL_0009,再診,3,11,13:30,2,5,0.4,2,5,0.4,1.0
PICCCVポートセンター,SL_0009,再診,4,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,SL_0009,再診,4,4,10:00,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,SL_0009,再診,4,5,10:30,1,5,0.2,1,5,0.2,1.0
PICCCVポートセンター,SL_0009,薬再診,1,8,12:00,1,4,0.25,1,1,0.25,0.2
PICCCVポートセンター,SL_0009,薬再診,2,2,09:00,1,5,0.2,1,1,0.2,0.2
PICCCVポートセンター,SL_0009,薬再診,3,10,13:00,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,SL_0009,薬再診,3,11,13:30,2,5,0.4,2,5,0.4,1.0
PICCCVポートセンター,SL_0009,薬再診,4,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,SL_0009,薬再診,4,4,10:00,1,5,0.2,1,2,0.2,0.4
がんゲノム,SL_0088,全体,1,12,14:00,2,4,0.5,3,35,0.75,8.8
がんゲノム,SL_0088,全体,1,13,14:30,2,4,0.5,3,45,0.75,11.2
がんゲノム,SL_0088,全体,1,14,15:00,2,4,0.5,4,31,1.0,7.8
がんゲノム,SL_0088,再診,1,12,14:00,2,4,0.5,3,35,0.75,8.8
がんゲノム,SL_0088,再診,1,13,14:30,2,4,0.5,3,45,0.75,11.2
がんゲノム,SL_0088,再診,1,14,15:00,2,4,0.5,4,31,1.0,7.8
アレルギー科,SL_0009,全体,1,6,11:00,1,4,0.25,1,9,0.25,2.2
アレルギー科,SL_0009,全体,1,7,11:30,1,4,0.25,1,7,0.25,1.8
アレルギー科,SL_0009,全体,1,16,16:00,1,4,0.25,1,6,0.25,1.5
アレルギー科,SL_0009,全体,2,7,11:30,2,5,0.4,2,9,0.4,1.8
アレルギー科,SL_0009,全体,2,8,12:00,1,5,0.2,1,14,0.2,2.8
アレルギー科,SL_0009,全体,2,9,12:30,1,5,0.2,1,17,0.2,3.4
アレルギー科,SL_0009,全体,3,4,10:00,1,5,0.2,1,11,0.2,2.2
アレルギー科,SL_0009,全体,3,5,10:30,1,5,0.2,1,10,0.2,2.0
アレルギー科,SL_0009,全体,3,6,11:00,2,5,0.4,2,11,0.4,2.2
アレルギー科,SL_0009,全体,3,7,11:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,SL_0009,再診,1,6,11:00,1,4,0.25,1,9,0.25,2.2
アレルギー科,SL_0009,再診,1,7,11:30,1,4,0.25,1,7,0.25,1.8
アレルギー科,SL_0009,再診,1,16,16:00,1,4,0.25,1,6,0.25,1.5
アレルギー科,SL_0009,再診,2,7,11:30,2,5,0.4,2,9,0.4,1.8
アレルギー科,SL_0009,再診,2,8,12:00,1,5,0.2,1,14,0.2,2.8
アレルギー科,SL_0009,再診,2,9,12:30,1,5,0.2,1,17,0.2,3.4
アレルギー科,SL_0009,再診,3,4,10:00,1,5,0.2,1,11,0.2,2.2
アレルギー科,SL_0009,再診,3,5,10:30,1,5,0.2,1,10,0.2,2.0
アレルギー科,SL_0009,再診,3,6,11:00,2,5,0.4,2,11,0.4,2.2
アレルギー科,SL_0009,再診,3,7,11:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,SL_0009,薬再診,2,7,11:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,SL_0009,薬再診,3,6,11:00,1,5,0.2,1,2,0.2,0.4
アレルギー科,SL_0009,薬再診,3,7,11:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,SL_0033,全体,2,3,09:30,4,5,0.8,9,66,1.8,13.2
アレルギー科,SL_0033,全体,2,4,10:00,5,5,1.0,9,69,1.8,13.8
アレルギー科,SL_0033,全体,2,5,10:30,4,5,0.8,9,99,1.8,19.8
アレルギー科,SL_0033,全体,2,6,11:00,5,5,1.0,10,101,2.0,20.2
アレルギー科,SL_0033,全体,2,7,11:30,3,5,0.6,6,53,1.2,10.6
アレルギー科,SL_0033,全体,2,8,12:00,1,5,0.2,2,12,0.4,2.4
アレルギー科,SL_0033,再診,2,3,09:30,4,5,0.8,9,66,1.8,13.2
アレルギー科,SL_0033,再診,2,4,10:00,5,5,1.0,9,69,1.8,13.8
アレルギー科,SL_0033,再診,2,5,10:30,4,5,0.8,9,99,1.8,19.8
アレルギー科,SL_0033,再診,2,6,11:00,5,5,1.0,10,101,2.0,20.2
アレルギー科,SL_0033,再診,2,7,11:30,3,5,0.6,6,53,1.2,10.6
アレルギー科,SL_0033,再診,2,8,12:00,1,5,0.2,2,12,0.4,2.4
アレルギー科,SL_0033,薬再診,2,3,09:30,1,5,0.2,1,5,0.2,1.0
アレルギー科,SL_0061,全体,1,2,09:00,4,4,1.0,8,35,2.0,8.8
アレルギー科,SL_0061,全体,1,3,09:30,4,4,1.0,10,56,2.5,14.0
アレルギー科,SL_0061,全体,1,4,10:00,4,4,1.0,6,54,1.5,13.5
アレルギー科,SL_0061,全体,1,5,10:30,4,4,1.0,13,96,3.25,24.0
アレルギー科,SL_0061,全体,1,6,11:00,4,4,1.0,8,74,2.0,18.5
アレルギー科,SL_0061,全体,1,7,11:30,3,4,0.75,4,26,1.0,6.5
アレルギー科,SL_0061,全体,1,8,12:00,1,4,0.25,2,17,0.5,4.2
アレルギー科,SL_0061,全体,1,9,12:30,1,4,0.25,1,18,0.25,4.5
アレルギー科,SL_0061,再診,1,2,09:00,4,4,1.0,8,35,2.0,8.8
アレルギー科,SL_0061,再診,1,3,09:30,4,4,1.0,10,56,2.5,14.0
アレルギー科,SL_0061,再診,1,4,10:00,4,4,1.0,6,54,1.5,13.5
アレルギー科,SL_0061,再診,1,5,10:30,4,4,1.0,13,96,3.25,24.0
アレルギー科,SL_0061,再診,1,6,11:00,4,4,1.0,8,74,2.0,18.5
アレルギー科,SL_0061,再診,1,7,11:30,3,4,0.75,4,26,1.0,6.5
アレルギー科,SL_0061,再診,1,8,12:00,1,4,0.25,2,17,0.5,4.2
アレルギー科,SL_0061,再診,1,9,12:30,1,4,0.25,1,18,0.25,4.5
アレルギー科,SL_0061,薬再診,1,2,09:00,3,4,0.75,4,13,1.0,3.2
アレルギー科,SL_0061,薬再診,1,3,09:30,3,4,0.75,5,17,1.25,4.2
アレルギー科,SL_0061,薬再診,1,4,10:00,1,4,0.25,1,5,0.25,1.2
アレルギー科,SL_0061,薬再診,1,5,10:30,1,4,0.25,3,12,0.75,3.0
アレルギー科,SL_0061,薬再診,1,6,11:00,1,4,0.25,1,5,0.25,1.2
アレルギー科,SL_0061,薬再診,1,7,11:30,1,4,0.25,1,5,0.25,1.2
アレルギー科,SL_0100,全体,0,2,09:00,2,4,0.5,4,20,1.0,5.0
アレルギー科,SL_0100,全体,0,3,09:30,3,4,0.75,10,74,2.5,18.5
アレルギー科,SL_0100,全体,0,4,10:00,3,4,0.75,8,57,2.0,14.2
アレルギー科,SL_0100,全体,0,5,10:30,3,4,0.75,8,72,2.0,18.0
アレルギー科,SL_0100,全体,0,6,11:00,2,4,0.5,3,27,0.75,6.8
アレルギー科,SL_0100,再診,0,2,09:00,2,4,0.5,4,20,1.0,5.0
アレルギー科,SL_0100,再診,0,3,09:30,3,4,0.75,10,74,2.5,18.5
アレルギー科,SL_0100,再診,0,4,10:00,3,4,0.75,8,57,2.0,14.2
アレルギー科,SL_0100,再診,0,5,10:30,3,4,0.75,8,72,2.0,18.0
アレルギー科,SL_0100,再診,0,6,11:00,2,4,0.5,3,27,0.75,6.8
アレルギー科,SL_0100,薬再診,0,3,09:30,1,4,0.25,1,3,0.25,0.8
アレルギー科,SL_0100,薬再診,0,4,10:00,1,4,0.25,1,1,0.25,0.2
アレルギー科,SL_0189,全体,3,2,09:00,1,5,0.2,1,4,0.2,0.8
アレルギー科,SL_0189,全体,3,3,09:30,5,5,1.0,10,70,2.0,14.0
アレルギー科,SL_0189,全体,3,4,10:00,5,5,1.0,15,79,3.0,15.8
アレルギー科,SL_0189,全体,3,5,10:30,4,5,0.8,16,100,3.2,20.0
アレルギー科,SL_0189,全体,3,6,11:00,5,5,1.0,12,98,2.4,19.6
アレルギー科,SL_0189,全体,3,7,11:30,4,5,0.8,11,82,2.2,16.4
アレルギー科,SL_0189,全体,3,8,12:00,3,5,0.6,3,16,0.6,3.2
アレルギー科,SL_0189,全体,3,9,12:30,1,5,0.2,1,1,0.2,0.2
アレルギー科,SL_0189,初診,3,7,11:30,1,5,0.2,1,14,0.2,2.8
アレルギー科,SL_0189,初診,3,8,12:00,1,5,0.2,1,8,0.2,1.6
アレルギー科,SL_0189,再診,3,2,09:00,1,5,0.2,1,4,0.2,0.8
アレルギー科,SL_0189,再診,3,3,09:30,5,5,1.0,10,70,2.0,14.0
アレルギー科,SL_0189,再診,3,4,10:00,5,5,1.0,15,79,3.0,15.8
アレルギー科,SL_0189,再診,3,5,10:30,4,5,0.8,16,100,3.2,20.0
アレルギー科,SL_0189,再診,3,6,11:00,5,5,1.0,12,98,2.4,19.6
アレルギー科,SL_0189,再診,3,7,11:30,4,5,0.8,10,68,2.0,13.6
