総件数,期間_開始,期間_終了,期間_暦日数,期間_営業日数,期間_除外日数,診療科数,医師数,部屋数,予約名称_種類数,初診件数,再診件数,紹介状あり,併科受診_有,未来院件数
35718,2025-07-01,2025-07-31,31,22,1,51,421,0,726,2884,32834,2062,9601,1852
