診療科名,医師匿名ID,予約名称,月,再診件数,短時間再診件数,短時間再診比率,紹介状なし再診件数,紹介状なし再診比率,診察時間中央値_再診,スコア
一般消化器外科,DR_GS001,SL_0009,2025-07,9,6,0.667,9,1.0,2.0,
一般消化器外科,DR_GS002,SL_0009,2025-07,7,5,0.714,7,1.0,0.0,
一般消化器外科,DR_GS002,SL_0568,2025-07,1,0,0.0,1,1.0,14.0,
一般消化器外科,DR_GS003,SL_0009,2025-07,6,1,0.167,6,1.0,7.5,
一般消化器外科,DR_GS005,SL_0009,2025-07,5,2,0.4,5,1.0,10.0,
一般消化器外科,DR_GS005,SL_0607,2025-07,4,0,0.0,4,1.0,20.0,
一般消化器外科,DR_GS006,SL_0009,2025-07,3,0,0.0,3,1.0,17.5,
一般消化器外科,DR_GS006,SL_0501,2025-07,7,1,0.143,7,1.0,14.0,
一般消化器外科,DR_GS007,SL_0219,2025-07,50,0,0.0,50,1.0,,
一般消化器外科,DR_GS008,SL_0009,2025-07,1,0,0.0,1,1.0,28.0,
一般消化器外科,DR_GS008,SL_0491,2025-07,1,0,0.0,1,1.0,24.0,
一般消化器外科,DR_GS009,SL_0009,2025-07,2,0,0.0,2,1.0,69.0,
一般消化器外科,DR_GS009,SL_0613,2025-07,1,0,0.0,1,1.0,56.0,
一般消化器外科,DR_GS011,SL_0422,2025-07,7,3,0.429,6,0.857,10.0,
一般消化器外科,DR_GS012,SL_0009,2025-07,5,5,1.0,5,1.0,0.0,
一般消化器外科,DR_GS012,SL_0443,2025-07,7,7,1.0,7,1.0,0.0,
一般消化器外科,DR_GS013,SL_0005,2025-07,3,0,0.0,3,1.0,,
一般消化器外科,DR_GS014,SL_0009,2025-07,2,0,0.0,2,1.0,,
一般消化器外科,DR_GS015,SL_0739,2025-07,4,0,0.0,4,1.0,20.0,
一般消化器外科,DR_GS019,SL_0009,2025-07,4,0,0.0,4,1.0,16.0,
一般消化器外科,DR_GS019,SL_0968,2025-07,2,0,0.0,2,1.0,36.0,
中央処置室,DR_XX002,SL_0018,2025-07,178,9,0.051,178,1.0,0.0,68.4
中央処置室,DR_XX002,SL_0009,2025-07,2,0,0.0,2,1.0,,
乳腺外科,DR_BR013,SL_0481,2025-07,12,8,0.667,12,1.0,1.5,87.5
乳腺外科,DR_BR014,SL_0009,2025-07,12,8,0.667,12,1.0,1.5,87.5
乳腺外科,DR_BR006,SL_0175,2025-07,768,442,0.576,767,0.999,4.0,82.1
乳腺外科,DR_BR012,SL_0009,2025-07,12,6,0.5,12,1.0,1.5,82.0
乳腺外科,DR_BR014,SL_0702,2025-07,400,215,0.538,400,1.0,4.0,81.0
乳腺外科,DR_BR006,SL_0009,2025-07,87,40,0.46,87,1.0,5.0,77.5
乳腺外科,DR_BR015,SL_0839,2025-07,71,18,0.254,71,1.0,7.0,68.8
乳腺外科,DR_BR008,SL_0241,2025-07,105,19,0.181,105,1.0,7.0,66.4
乳腺外科,DR_BR005,SL_0009,2025-07,3,3,1.0,3,1.0,0.0,
乳腺外科,DR_BR005,SL_0516,2025-07,6,2,0.333,6,1.0,7.0,
乳腺外科,DR_BR006,SL_0841,2025-07,1,1,1.0,1,1.0,4.0,
乳腺外科,DR_BR006,SL_0849,2025-07,3,0,0.0,3,1.0,7.0,
乳腺外科,DR_BR008,SL_0009,2025-07,3,1,0.333,3,1.0,5.0,
乳腺外科,DR_BR008,SL_0494,2025-07,1,0,0.0,1,1.0,25.0,
乳腺外科,DR_BR009,SL_0005,2025-07,15,0,0.0,15,1.0,,
乳腺外科,DR_BR010,SL_0412,2025-07,8,0,0.0,8,1.0,,
乳腺外科,DR_BR011,SL_0459,2025-07,4,0,0.0,4,1.0,32.0,
乳腺外科,DR_BR012,SL_0476,2025-07,5,5,1.0,5,1.0,2.0,
乳腺外科,DR_BR014,SL_0777,2025-07,7,3,0.429,7,1.0,5.0,
乳腺外科,DR_BR015,SL_0009,2025-07,4,2,0.5,4,1.0,4.0,
乳腺外科,DR_BR015,SL_0862,2025-07,2,0,0.0,2,1.0,8.5,
健診センター,DR_XX012,SL_0432,2025-07,12,3,0.25,12,1.0,9.0,66.9
健診センター,DR_XX012,SL_0217,2025-07,16,2,0.125,16,1.0,13.0,59.1
健診センター,DR_XX012,SL_0223,2025-07,23,1,0.043,23,1.0,18.0,51.9
健診センター,DR_XX012,SL_0614,2025-07,8,0,0.0,8,1.0,14.5,
健診センター,DR_XX012,SL_0621,2025-07,1,0,0.0,1,1.0,,
健診センター,DR_XX012,SL_0693,2025-07,2,0,0.0,2,1.0,,
健診センター,DR_XX012,SL_0850,2025-07,1,0,0.0,1,1.0,,
健診センター,DR_XX012,SL_0887,2025-07,6,0,0.0,6,1.0,16.5,
健診センター,DR_XX012,SL_0892,2025-07,3,0,0.0,3,1.0,,
入退院支援センター,DR_AD001,SL_0009,2025-07,62,62,1.0,62,1.0,0.0,100.0
入退院支援センター,DR_AD001,SL_0004,2025-07,669,666,0.996,669,1.0,0.0,99.9
内科,DR_IM001,SL_0015,2025-07,175,69,0.394,164,0.937,8.0,63.7
内科,DR_IM001,SL_0009,2025-07,1,1,1.0,1,1.0,0.0,
呼吸器内科,DR_RS2009,SL_0009,2025-07,73,54,0.74,73,1.0,0.0,91.3
呼吸器内科,DR_RS2004,SL_0009,2025-07,39,17,0.436,39,1.0,5.0,76.7
呼吸器内科,DR_RS2006,SL_0009,2025-07,10,4,0.4,10,1.0,7.0,73.7
呼吸器内科,DR_RS2003,SL_0061,2025-07,148,44,0.297,148,1.0,6.0,71.2
呼吸器内科,DR_RS2009,SL_0366,2025-07,14,10,0.714,12,0.857,0.0,70.2
呼吸器内科,DR_AL002,SL_0189,2025-07,196,52,0.265,196,1.0,6.0,70.1
呼吸器内科,DR_RS2010,SL_0167,2025-07,82,24,0.293,82,1.0,7.0,70.1
呼吸器内科,DR_RS2013,SL_0005,2025-07,20,1,0.05,20,1.0,0.0,68.3
呼吸器内科,DR_RS2004,SL_0082,2025-07,251,58,0.231,251,1.0,8.0,67.2
呼吸器内科,DR_RS2003,SL_0213,2025-07,16,3,0.188,16,1.0,8.0,65.7
呼吸器内科,DR_RS2005,SL_0100,2025-07,127,19,0.15,127,1.0,7.0,65.4
呼吸器内科,DR_AL001,SL_0033,2025-07,49,8,0.163,49,1.0,8.0,64.9
呼吸器内科,DR_RS2006,SL_0106,2025-07,135,17,0.126,135,1.0,10.0,61.9
呼吸器内科,DR_RS2008,SL_0127,2025-07,37,1,0.027,37,1.0,12.0,56.8
呼吸器内科,DR_RS2007,SL_0126,2025-07,24,1,0.042,24,1.0,15.0,54.6
呼吸器内科,DR_AL001,SL_0009,2025-07,1,0,0.0,1,1.0,,
呼吸器内科,DR_AL001,SL_0634,2025-07,6,0,0.0,6,1.0,11.5,
呼吸器内科,DR_AL002,SL_0009,2025-07,6,3,0.5,6,1.0,4.0,
呼吸器内科,DR_AL002,SL_0356,2025-07,9,3,0.333,9,1.0,8.0,
呼吸器内科,DR_RS2002,SL_0030,2025-07,1,1,1.0,1,1.0,0.0,
呼吸器内科,DR_RS2003,SL_0009,2025-07,2,0,0.0,2,1.0,11.5,
呼吸器内科,DR_RS2003,SL_0344,2025-07,3,0,0.0,3,1.0,11.0,
呼吸器内科,DR_RS2003,SL_0444,2025-07,3,0,0.0,3,1.0,,
呼吸器内科,DR_RS2005,SL_0009,2025-07,4,1,0.25,4,1.0,9.5,
呼吸器内科,DR_RS2005,SL_0470,2025-07,6,1,0.167,6,1.0,10.5,
呼吸器内科,DR_RS2005,SL_0658,2025-07,4,3,0.75,4,1.0,0.0,
呼吸器内科,DR_RS2006,SL_0612,2025-07,2,0,0.0,2,1.0,11.0,
呼吸器内科,DR_RS2008,SL_0009,2025-07,5,1,0.2,5,1.0,13.0,
呼吸器内科,DR_RS2008,SL_0618,2025-07,5,0,0.0,5,1.0,20.0,
呼吸器内科,DR_RS2010,SL_0009,2025-07,3,1,0.333,3,1.0,2.5,
呼吸器内科,DR_RS2010,SL_0525,2025-07,1,0,0.0,1,1.0,29.0,
呼吸器内科,DR_RS2011,SL_0009,2025-07,2,0,0.0,2,1.0,,
呼吸器内科,DR_RS2011,SL_0179,2025-07,6,3,0.5,6,1.0,5.5,
呼吸器内科,DR_RS2019,SL_0884,2025-07,2,2,1.0,2,1.0,0.5,
呼吸器内科,,SL_0808,2025-07,1,1,1.0,1,1.0,0.0,
呼吸器外科,DR_RS2012,SL_0188,2025-07,83,8,0.096,83,1.0,9.0,61.8
呼吸器外科,DR_RS2001,SL_0024,2025-07,78,7,0.09,78,1.0,10.0,60.7
呼吸器外科,DR_RS2001,SL_0009,2025-07,2,1,0.5,2,1.0,3.5,
呼吸器外科,DR_RS2001,SL_0584,2025-07,9,0,0.0,9,1.0,19.0,
呼吸器外科,DR_RS2012,SL_0009,2025-07,7,5,0.714,7,1.0,3.0,
呼吸器外科,DR_RS2012,SL_0557,2025-07,2,0,0.0,2,1.0,18.0,
呼吸器外科,DR_RS2014,SL_0009,2025-07,2,1,0.5,2,1.0,19.0,
呼吸器外科,DR_RS2015,SL_0005,2025-07,2,0,0.0,2,1.0,,
呼吸器外科,DR_RS2017,SL_0878,2025-07,1,0,0.0,1,1.0,18.0,
呼吸器外科,DR_XX022,SL_0009,2025-07,1,0,0.0,1,1.0,35.0,
呼吸器外科,DR_XX022,SL_0486,2025-07,7,1,0.143,7,1.0,10.5,
外来手術室,DR_OT002,SL_0009,2025-07,12,12,1.0,12,1.0,0.0,100.0
外来手術室,DR_OT005,SL_0332,2025-07,22,22,1.0,22,1.0,0.0,100.0
外来手術室,DR_OT002,SL_0159,2025-07,120,119,0.992,120,1.0,0.0,99.7
外来手術室,DR_OT001,SL_0025,2025-07,222,221,0.995,222,1.0,1.0,98.9
外来手術室,DR_OT003,SL_0248,2025-07,19,18,0.947,19,1.0,0.0,98.2
外来手術室,DR_OT001,SL_0009,2025-07,67,64,0.955,67,1.0,1.0,97.6
外来手術室,DR_OT009,SL_0484,2025-07,25,23,0.92,25,1.0,0.0,97.3
外来手術室,DR_OT016,SL_0733,2025-07,12,11,0.917,12,1.0,0.0,97.2
外来手術室,DR_OT003,SL_0009,2025-07,9,8,0.889,9,1.0,0.0,
外来手術室,DR_OT003,SL_0456,2025-07,4,3,0.75,4,1.0,0.0,
外来手術室,DR_OT003,SL_0840,2025-07,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT004,SL_0324,2025-07,5,5,1.0,5,1.0,0.0,
外来手術室,DR_OT006,SL_0376,2025-07,2,2,1.0,2,1.0,0.0,
外来手術室,DR_OT007,SL_0396,2025-07,5,5,1.0,5,1.0,0.0,
外来手術室,DR_OT008,SL_0397,2025-07,3,3,1.0,3,1.0,0.0,
外来手術室,DR_OT010,SL_0506,2025-07,3,1,0.333,3,1.0,0.0,
外来手術室,DR_OT011,SL_0553,2025-07,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT012,SL_0559,2025-07,8,8,1.0,8,1.0,0.0,
外来手術室,DR_OT013,SL_0597,2025-07,7,6,0.857,7,1.0,0.0,
外来手術室,DR_OT014,SL_0605,2025-07,6,6,1.0,6,1.0,0.0,
外来手術室,DR_OT015,SL_0699,2025-07,2,0,0.0,2,1.0,,
外来手術室,DR_OT017,SL_0758,2025-07,2,1,0.5,2,1.0,0.0,
小児科,DR_PD011,SL_0009,2025-07,15,6,0.4,15,1.0,7.0,73.7
小児科,DR_PD002,SL_0070,2025-07,51,15,0.294,51,1.0,6.0,71.1
小児科,DR_PD014,SL_0005,2025-07,14,1,0.071,14,1.0,0.0,69.0
小児科,DR_PD018,SL_0837,2025-07,10,2,0.2,10,1.0,10.0,64.3
小児科,DR_PD009,SL_0257,2025-07,23,2,0.087,23,1.0,9.0,61.5
小児科,DR_PD005,SL_0328,2025-07,13,3,0.231,13,1.0,16.0,60.0
小児科,DR_PD003,SL_0399,2025-07,14,2,0.143,14,1.0,13.0,59.7
小児科,DR_PD001,SL_0313,2025-07,20,3,0.15,20,1.0,13.5,59.5
小児科,DR_PD022,SL_0877,2025-07,23,4,0.174,23,1.0,17.0,57.2
小児科,DR_PD008,SL_0250,2025-07,36,5,0.139,36,1.0,18.5,54.6
小児科,DR_PD004,SL_0177,2025-07,29,2,0.069,29,1.0,17.5,53.2
小児科,DR_PD001,SL_0020,2025-07,15,1,0.067,15,1.0,17.5,53.1
小児科,DR_PD006,SL_0503,2025-07,19,2,0.105,19,1.0,20.0,52.1
小児科,DR_PD007,SL_0351,2025-07,33,2,0.061,33,1.0,19.0,51.6
小児科,DR_PD003,SL_0098,2025-07,29,2,0.069,29,1.0,22.0,49.1
小児科,DR_PD007,SL_0239,2025-07,18,1,0.056,18,1.0,23.0,47.8
小児科,DR_PD006,SL_0272,2025-07,40,4,0.1,39,0.975,21.5,47.1
小児科,DR_PD007,SL_0009,2025-07,12,3,0.25,12,1.0,32.0,46.2
小児科,DR_PD010,SL_0260,2025-07,15,3,0.2,14,0.933,20.0,45.8
小児科,DR_XX020,SL_0452,2025-07,15,0,0.0,15,1.0,31.0,38.7
小児科,DR_PD001,SL_0009,2025-07,4,1,0.25,4,1.0,8.0,
小児科,DR_PD002,SL_0009,2025-07,3,1,0.333,3,1.0,5.0,
小児科,DR_PD003,SL_0009,2025-07,3,1,0.333,3,1.0,29.0,
小児科,DR_PD004,SL_0009,2025-07,3,1,0.333,3,1.0,10.0,
小児科,DR_PD004,SL_0270,2025-07,3,0,0.0,3,1.0,25.0,
小児科,DR_PD005,SL_0009,2025-07,1,0,0.0,1,1.0,7.0,
小児科,DR_PD005,SL_0180,2025-07,1,0,0.0,1,1.0,14.0,
小児科,DR_PD006,SL_0009,2025-07,4,1,0.25,4,1.0,31.5,
小児科,DR_PD008,SL_0009,2025-07,5,3,0.6,5,1.0,2.0,
小児科,DR_PD008,SL_0323,2025-07,8,2,0.25,8,1.0,9.5,
小児科,DR_PD009,SL_0009,2025-07,1,0,0.0,1,1.0,,
小児科,DR_PD010,SL_0009,2025-07,3,0,0.0,3,1.0,,
小児科,DR_PD011,SL_0375,2025-07,5,0,0.0,5,1.0,23.0,
小児科,DR_PD012,SL_0475,2025-07,2,0,0.0,2,1.0,48.0,
小児科,DR_PD013,SL_0009,2025-07,5,4,0.8,5,1.0,0.0,
小児科,DR_PD013,SL_0419,2025-07,2,1,0.5,2,1.0,0.0,
小児科,DR_PD018,SL_0009,2025-07,1,0,0.0,1,1.0,21.0,
小児科,DR_PD018,SL_0838,2025-07,6,0,0.0,6,1.0,11.0,
小児科,DR_PD020,SL_0856,2025-07,5,5,1.0,5,1.0,0.0,
小児科,DR_PD021,SL_0865,2025-07,1,0,0.0,1,1.0,39.0,
小児科,DR_PD022,SL_0009,2025-07,3,2,0.667,3,1.0,0.0,
小児科,DR_PD022,SL_0889,2025-07,3,0,0.0,3,1.0,39.0,
形成外科,DR_PS017,SL_0009,2025-07,57,22,0.386,57,1.0,6.0,74.1
形成外科,DR_PS013,SL_0009,2025-07,25,9,0.36,25,1.0,7.0,72.4
形成外科,DR_PS013,SL_0701,2025-07,78,22,0.282,78,1.0,7.0,69.8
形成外科,DR_PS005,SL_0265,2025-07,23,6,0.261,23,1.0,7.0,69.1
形成外科,DR_PS001,SL_0009,2025-07,15,3,0.2,15,1.0,5.0,68.8
形成外科,DR_PS005,SL_0009,2025-07,25,6,0.24,25,1.0,9.0,66.6
形成外科,DR_PS015,SL_0009,2025-07,24,7,0.292,24,1.0,11.0,66.5
形成外科,DR_PS017,SL_0939,2025-07,49,9,0.184,49,1.0,9.0,64.7
形成外科,DR_PS006,SL_0288,2025-07,16,3,0.188,16,1.0,9.5,64.4
形成外科,DR_PS005,SL_0707,2025-07,41,6,0.146,41,1.0,8.0,64.3
形成外科,DR_PS018,SL_0895,2025-07,30,5,0.167,30,1.0,9.0,64.1
形成外科,DR_PS017,SL_0935,2025-07,48,6,0.125,48,1.0,8.0,63.6
形成外科,DR_PS017,SL_0941,2025-07,42,7,0.167,42,1.0,10.0,63.2
形成外科,DR_PS015,SL_0709,2025-07,42,4,0.095,42,1.0,11.5,59.5
形成外科,DR_PD012,SL_0475,2025-07,1,1,1.0,1,1.0,3.0,
形成外科,DR_PS001,SL_0535,2025-07,1,1,1.0,1,1.0,2.0,
形成外科,DR_PS005,SL_0499,2025-07,1,0,0.0,1,1.0,18.0,
形成外科,DR_PS005,SL_0684,2025-07,4,0,0.0,4,1.0,14.5,
形成外科,DR_PS007,SL_0005,2025-07,9,0,0.0,9,1.0,11.0,
形成外科,DR_PS009,SL_0009,2025-07,1,1,1.0,1,1.0,0.0,
形成外科,DR_PS009,SL_0359,2025-07,9,2,0.222,9,1.0,6.5,
形成外科,DR_PS011,SL_0513,2025-07,1,0,0.0,1,1.0,44.0,
形成外科,DR_PS012,SL_0515,2025-07,4,1,0.25,3,0.75,15.5,
形成外科,DR_PS013,SL_0713,2025-07,6,0,0.0,6,1.0,17.0,
形成外科,DR_PS015,SL_0816,2025-07,3,0,0.0,3,1.0,30.0,
形成外科,DR_PS017,SL_0947,2025-07,2,0,0.0,2,1.0,14.5,
形成外科,DR_PS017,SL_0958,2025-07,1,0,0.0,1,1.0,9.0,
形成外科,DR_PS018,SL_0009,2025-07,9,3,0.333,9,1.0,10.0,
形成外科,DR_PS018,SL_0896,2025-07,2,0,0.0,2,1.0,30.5,
形成外科,,SL_0964,2025-07,1,0,0.0,1,1.0,49.0,
循環器内科,DR_CV002,SL_0009,2025-07,170,109,0.641,170,1.0,2.0,86.2
循環器内科,DR_CV016,SL_0616,2025-07,61,39,0.639,61,1.0,4.0,84.4
循環器内科,DR_CV008,SL_0150,2025-07,169,85,0.503,169,1.0,4.0,79.8
循環器内科,DR_CV004,SL_0034,2025-07,101,28,0.277,101,1.0,6.0,70.5
循環器内科,DR_CV001,SL_0044,2025-07,125,30,0.24,124,0.992,6.0,68.1
循環器内科,DR_CV010,SL_0193,2025-07,151,23,0.152,151,1.0,8.0,64.5
循環器内科,DR_CV004,SL_0450,2025-07,10,1,0.1,10,1.0,6.5,64.1
循環器内科,DR_CV003,SL_0031,2025-07,99,15,0.152,99,1.0,10.0,62.7
循環器内科,DR_CV007,SL_0078,2025-07,40,8,0.2,40,1.0,12.0,62.5
循環器内科,DR_CV002,SL_0118,2025-07,39,14,0.359,36,0.923,8.0,60.5
循環器内科,DR_CV011,SL_0009,2025-07,23,2,0.087,23,1.0,12.0,58.8
循環器内科,DR_CV005,SL_0058,2025-07,20,10,0.5,17,0.85,4.0,58.5
循環器内科,DR_CV011,SL_0196,2025-07,98,2,0.02,98,1.0,10.0,58.3
循環器内科,DR_CV009,SL_0153,2025-07,109,6,0.055,109,1.0,13.0,56.8
循環器内科,DR_CV006,SL_0067,2025-07,129,3,0.023,129,1.0,12.0,56.6
循環器内科,DR_CV006,SL_0600,2025-07,10,0,0.0,10,1.0,15.5,52.7
循環器内科,DR_CV001,SL_0009,2025-07,9,2,0.222,9,1.0,9.0,
循環器内科,DR_CV001,SL_0010,2025-07,1,0,0.0,1,1.0,14.0,
循環器内科,DR_CV001,SL_0228,2025-07,5,0,0.0,5,1.0,13.0,
循環器内科,DR_CV003,SL_0009,2025-07,5,4,0.8,5,1.0,0.0,
循環器内科,DR_CV004,SL_0009,2025-07,1,1,1.0,1,1.0,3.0,
循環器内科,DR_CV005,SL_0009,2025-07,1,1,1.0,1,1.0,0.0,
循環器内科,DR_CV006,SL_0401,2025-07,3,0,0.0,3,1.0,19.0,
循環器内科,DR_CV007,SL_0009,2025-07,1,1,1.0,1,1.0,0.0,
循環器内科,DR_CV007,SL_0574,2025-07,6,2,0.333,6,1.0,18.5,
循環器内科,DR_CV008,SL_0009,2025-07,1,1,1.0,1,1.0,0.0,
循環器内科,DR_CV008,SL_0539,2025-07,6,0,0.0,6,1.0,11.0,
循環器内科,DR_CV009,SL_0009,2025-07,2,0,0.0,2,1.0,11.0,
循環器内科,DR_CV009,SL_0277,2025-07,8,0,0.0,8,1.0,12.0,
循環器内科,DR_CV010,SL_0009,2025-07,3,3,1.0,3,1.0,0.0,
循環器内科,DR_CV010,SL_0381,2025-07,8,1,0.125,8,1.0,12.0,
循環器内科,DR_CV012,SL_0325,2025-07,8,0,0.0,8,1.0,15.0,
循環器内科,DR_CV014,SL_0005,2025-07,12,0,0.0,12,1.0,,
循環器内科,DR_CV017,SL_0688,2025-07,2,1,0.5,2,1.0,0.0,
循環器内科,DR_CV018,SL_0009,2025-07,1,0,0.0,1,1.0,,
