診療科名,医師匿名ID,予約名称,月,再診件数,短時間再診件数,短時間再診比率,紹介状なし再診件数,紹介状なし再診比率,診察時間中央値_再診,スコア
リウマチ膠原病内科,DR_RH008,SL_0201,2025-04,13,1,0.077,13,1.0,13.0,58.3
リウマチ膠原病内科,DR_RH011,SL_0368,2025-04,10,0,0.0,10,1.0,22.0,48.1
リウマチ膠原病内科,DR_RH002,SL_0014,2025-04,8,5,0.625,8,1.0,0.0,
リウマチ膠原病内科,DR_RH003,SL_0526,2025-04,3,0,0.0,3,1.0,10.0,
リウマチ膠原病内科,DR_RH004,SL_0009,2025-04,1,1,1.0,1,1.0,1.0,
リウマチ膠原病内科,DR_RH005,SL_0009,2025-04,3,3,1.0,3,1.0,0.0,
リウマチ膠原病内科,DR_RH006,SL_0009,2025-04,4,2,0.5,4,1.0,11.0,
リウマチ膠原病内科,DR_RH006,SL_0611,2025-04,2,1,0.5,2,1.0,11.0,
リウマチ膠原病内科,DR_RH009,SL_0340,2025-04,5,1,0.2,5,1.0,10.0,
リウマチ膠原病内科,DR_RH011,SL_0009,2025-04,3,1,0.333,3,1.0,6.0,
リウマチ膠原病内科,DR_RH012,SL_0005,2025-04,5,0,0.0,5,1.0,,
リウマチ膠原病内科,DR_RH013,SL_0009,2025-04,2,0,0.0,2,1.0,8.5,
リウマチ膠原病内科,DR_RH013,SL_0596,2025-04,5,1,0.2,5,1.0,19.0,
リウマチ膠原病内科,DR_RH014,SL_0926,2025-04,1,1,1.0,1,1.0,3.0,
リウマチ膠原病内科,,SL_0866,2025-04,1,0,0.0,1,1.0,18.0,
一般消化器外科,DR_BR005,SL_0009,2025-04,58,48,0.828,58,1.0,0.0,94.3
一般消化器外科,DR_GS011,SL_0009,2025-04,29,23,0.793,29,1.0,0.0,93.1
一般消化器外科,DR_BR005,SL_0516,2025-04,11,7,0.636,11,1.0,0.0,87.9
一般消化器外科,DR_GS001,SL_0022,2025-04,178,91,0.511,178,1.0,4.0,80.3
一般消化器外科,DR_GS001,SL_0009,2025-04,10,5,0.5,10,1.0,4.0,80.0
一般消化器外科,DR_GS002,SL_0085,2025-04,96,43,0.448,96,1.0,5.0,77.4
一般消化器外科,DR_GS006,SL_0202,2025-04,64,28,0.438,64,1.0,5.0,77.0
一般消化器外科,DR_GS018,SL_0933,2025-04,99,39,0.394,99,1.0,6.0,74.7
一般消化器外科,DR_GS008,SL_0229,2025-04,51,6,0.118,51,1.0,9.0,63.0
一般消化器外科,DR_GS019,SL_0967,2025-04,19,2,0.105,19,1.0,10.0,61.7
一般消化器外科,DR_GS003,SL_0103,2025-04,244,25,0.102,242,0.992,9.0,61.6
一般消化器外科,DR_GS005,SL_0194,2025-04,37,5,0.135,37,1.0,12.0,61.0
一般消化器外科,DR_GS009,SL_0374,2025-04,54,4,0.074,54,1.0,13.0,58.2
一般消化器外科,DR_GS015,SL_0715,2025-04,55,1,0.018,55,1.0,11.0,58.0
一般消化器外科,DR_GS001,SL_0021,2025-04,8,1,0.125,8,1.0,16.0,
一般消化器外科,DR_GS002,SL_0009,2025-04,5,4,0.8,5,1.0,1.5,
一般消化器外科,DR_GS003,SL_0009,2025-04,7,3,0.429,7,1.0,6.5,
一般消化器外科,DR_GS003,SL_0102,2025-04,1,1,1.0,1,1.0,4.0,
一般消化器外科,DR_GS003,SL_0280,2025-04,7,0,0.0,7,1.0,15.0,
一般消化器外科,DR_GS005,SL_0009,2025-04,3,2,0.667,3,1.0,4.0,
一般消化器外科,DR_GS005,SL_0607,2025-04,2,0,0.0,2,1.0,11.5,
一般消化器外科,DR_GS006,SL_0009,2025-04,5,3,0.6,5,1.0,4.0,
一般消化器外科,DR_GS006,SL_0501,2025-04,7,0,0.0,7,1.0,17.0,
一般消化器外科,DR_GS007,SL_0219,2025-04,39,0,0.0,39,1.0,,
一般消化器外科,DR_GS008,SL_0009,2025-04,5,2,0.4,5,1.0,9.0,
一般消化器外科,DR_GS008,SL_0491,2025-04,2,0,0.0,2,1.0,40.0,
一般消化器外科,DR_GS009,SL_0009,2025-04,2,2,1.0,2,1.0,2.0,
一般消化器外科,DR_GS009,SL_0613,2025-04,3,0,0.0,3,1.0,26.0,
一般消化器外科,DR_GS011,SL_0422,2025-04,6,4,0.667,3,0.5,4.0,
一般消化器外科,DR_GS012,SL_0009,2025-04,1,1,1.0,1,1.0,0.0,
一般消化器外科,DR_GS012,SL_0443,2025-04,5,4,0.8,5,1.0,0.0,
一般消化器外科,DR_GS013,SL_0005,2025-04,9,0,0.0,9,1.0,,
一般消化器外科,DR_GS014,SL_0009,2025-04,2,0,0.0,2,1.0,,
一般消化器外科,DR_GS014,SL_0523,2025-04,4,1,0.25,3,0.75,19.5,
一般消化器外科,DR_GS015,SL_0009,2025-04,1,1,1.0,1,1.0,0.0,
一般消化器外科,DR_GS015,SL_0739,2025-04,2,0,0.0,2,1.0,27.5,
一般消化器外科,DR_GS017,SL_0863,2025-04,1,0,0.0,1,1.0,20.0,
一般消化器外科,DR_GS018,SL_0009,2025-04,1,1,1.0,1,1.0,2.0,
一般消化器外科,DR_GS018,SL_0938,2025-04,5,0,0.0,5,1.0,14.0,
一般消化器外科,DR_GS019,SL_0009,2025-04,6,2,0.333,6,1.0,11.0,
一般消化器外科,DR_PD012,SL_0475,2025-04,1,1,1.0,1,1.0,4.0,
一般消化器外科,,SL_0845,2025-04,1,1,1.0,1,1.0,0.0,
中央処置室,DR_XX002,SL_0018,2025-04,162,19,0.117,162,1.0,0.0,70.6
中央処置室,DR_XX002,SL_0009,2025-04,5,0,0.0,5,1.0,,
乳腺外科,DR_BR006,SL_0175,2025-04,853,556,0.652,852,0.999,4.0,84.9
乳腺外科,DR_BR014,SL_0702,2025-04,372,224,0.602,372,1.0,3.0,84.2
乳腺外科,DR_BR012,SL_0009,2025-04,19,10,0.526,19,1.0,2.0,82.5
乳腺外科,DR_BR006,SL_0009,2025-04,103,52,0.505,103,1.0,4.0,80.1
乳腺外科,DR_BR015,SL_0839,2025-04,73,17,0.233,73,1.0,7.0,68.5
乳腺外科,DR_BR008,SL_0241,2025-04,105,17,0.162,105,1.0,7.0,66.2
乳腺外科,DR_BR014,SL_0009,2025-04,24,6,0.25,24,1.0,11.0,65.7
乳腺外科,DR_BR005,SL_0009,2025-04,2,1,0.5,2,1.0,0.0,
乳腺外科,DR_BR006,SL_0841,2025-04,3,1,0.333,3,1.0,9.5,
乳腺外科,DR_BR006,SL_0849,2025-04,5,2,0.4,5,1.0,5.0,
乳腺外科,DR_BR008,SL_0009,2025-04,2,1,0.5,2,1.0,6.5,
乳腺外科,DR_BR009,SL_0005,2025-04,9,0,0.0,9,1.0,,
乳腺外科,DR_BR010,SL_0412,2025-04,5,0,0.0,5,1.0,,
乳腺外科,DR_BR011,SL_0009,2025-04,1,0,0.0,1,1.0,,
乳腺外科,DR_BR011,SL_0459,2025-04,4,1,0.25,4,1.0,23.0,
乳腺外科,DR_BR012,SL_0476,2025-04,3,3,1.0,3,1.0,0.0,
乳腺外科,DR_BR013,SL_0009,2025-04,1,1,1.0,1,1.0,0.0,
乳腺外科,DR_BR013,SL_0481,2025-04,9,2,0.222,9,1.0,16.0,
乳腺外科,DR_BR014,SL_0777,2025-04,6,2,0.333,6,1.0,8.0,
乳腺外科,DR_BR015,SL_0862,2025-04,1,0,0.0,1,1.0,10.0,
健診センター,DR_XX012,SL_0614,2025-04,33,19,0.576,33,1.0,3.0,83.3
健診センター,DR_XX012,SL_0887,2025-04,30,15,0.5,30,1.0,3.5,80.4
健診センター,DR_XX012,SL_0432,2025-04,21,6,0.286,21,1.0,7.0,70.3
健診センター,DR_XX012,SL_0621,2025-04,4,0,0.0,4,1.0,,
健診センター,DR_XX012,SL_0979,2025-04,3,0,0.0,3,1.0,,
健診センター,DR_XX012,SL_0987,2025-04,1,0,0.0,1,1.0,,
入退院支援センター,DR_AD001,SL_0004,2025-04,654,654,1.0,654,1.0,0.0,100.0
入退院支援センター,DR_AD001,SL_0009,2025-04,66,66,1.0,66,1.0,0.0,100.0
内科,DR_IM001,SL_0015,2025-04,136,35,0.257,115,0.846,13.5,46.7
呼吸器内科,DR_RS2009,SL_0009,2025-04,90,58,0.644,90,1.0,1.0,87.3
呼吸器内科,DR_RS2004,SL_0009,2025-04,43,26,0.605,43,1.0,2.5,84.7
呼吸器内科,DR_RS2010,SL_0167,2025-04,97,32,0.33,97,1.0,6.0,72.6
呼吸器内科,DR_RS2003,SL_0061,2025-04,158,49,0.31,158,1.0,5.5,72.4
呼吸器内科,DR_RS2009,SL_0366,2025-04,10,3,0.3,10,1.0,7.0,70.8
呼吸器内科,DR_AL002,SL_0189,2025-04,164,44,0.268,163,0.994,6.0,69.9
呼吸器内科,DR_RS2005,SL_0100,2025-04,119,27,0.227,119,1.0,6.0,69.2
呼吸器内科,DR_AL001,SL_0033,2025-04,44,7,0.159,44,1.0,7.0,66.1
呼吸器内科,DR_RS2004,SL_0082,2025-04,242,50,0.207,242,1.0,9.0,66.0
呼吸器内科,DR_RS2003,SL_0213,2025-04,17,3,0.176,17,1.0,8.0,65.8
呼吸器内科,DR_RS2006,SL_0106,2025-04,163,31,0.19,163,1.0,9.0,65.4
呼吸器内科,DR_RS2006,SL_0009,2025-04,13,2,0.154,13,1.0,11.0,62.5
呼吸器内科,DR_RS2008,SL_0127,2025-04,24,0,0.0,24,1.0,11.0,57.4
呼吸器内科,DR_RS2007,SL_0126,2025-04,16,0,0.0,16,1.0,17.0,52.3
呼吸器内科,DR_AL001,SL_0009,2025-04,2,1,0.5,2,1.0,5.5,
呼吸器内科,DR_AL001,SL_0634,2025-04,5,1,0.2,5,1.0,12.0,
呼吸器内科,DR_AL002,SL_0009,2025-04,2,0,0.0,2,1.0,7.0,
呼吸器内科,DR_AL002,SL_0356,2025-04,5,3,0.6,5,1.0,0.0,
呼吸器内科,DR_RS2002,SL_0030,2025-04,7,1,0.143,7,1.0,10.5,
呼吸器内科,DR_RS2003,SL_0009,2025-04,4,1,0.25,4,1.0,12.0,
呼吸器内科,DR_RS2003,SL_0344,2025-04,2,0,0.0,2,1.0,16.5,
呼吸器内科,DR_RS2005,SL_0009,2025-04,3,0,0.0,3,1.0,6.0,
呼吸器内科,DR_RS2005,SL_0470,2025-04,6,4,0.667,6,1.0,3.5,
呼吸器内科,DR_RS2005,SL_0561,2025-04,1,0,0.0,1,1.0,18.0,
呼吸器内科,DR_RS2005,SL_0658,2025-04,5,2,0.4,5,1.0,14.0,
呼吸器内科,DR_RS2006,SL_0612,2025-04,6,1,0.167,6,1.0,11.5,
呼吸器内科,DR_RS2008,SL_0009,2025-04,2,1,0.5,2,1.0,6.5,
呼吸器内科,DR_RS2008,SL_0479,2025-04,1,0,0.0,1,1.0,,
呼吸器内科,DR_RS2008,SL_0618,2025-04,4,0,0.0,4,1.0,12.0,
呼吸器内科,DR_RS2010,SL_0009,2025-04,3,3,1.0,3,1.0,0.0,
呼吸器内科,DR_RS2010,SL_0525,2025-04,1,0,0.0,1,1.0,69.0,
呼吸器内科,DR_RS2011,SL_0009,2025-04,1,0,0.0,1,1.0,,
呼吸器内科,DR_RS2011,SL_0179,2025-04,4,2,0.5,4,1.0,19.0,
呼吸器内科,DR_RS2013,SL_0005,2025-04,8,0,0.0,8,1.0,,
呼吸器内科,DR_RS2019,SL_0884,2025-04,1,1,1.0,1,1.0,0.0,
呼吸器内科,DR_RS2020,SL_1001,2025-04,5,0,0.0,5,1.0,14.0,
呼吸器内科,DR_RS2021,SL_1009,2025-04,1,0,0.0,1,1.0,13.0,
呼吸器内科,,SL_0808,2025-04,1,1,1.0,1,1.0,0.0,
呼吸器外科,DR_RS2012,SL_0188,2025-04,109,24,0.22,109,1.0,8.0,67.2
呼吸器外科,DR_RS2001,SL_0024,2025-04,46,1,0.022,46,1.0,11.5,57.7
呼吸器外科,DR_RS2001,SL_0009,2025-04,1,1,1.0,1,1.0,0.0,
呼吸器外科,DR_RS2001,SL_0584,2025-04,8,0,0.0,8,1.0,28.0,
呼吸器外科,DR_RS2012,SL_0009,2025-04,1,1,1.0,1,1.0,3.0,
呼吸器外科,DR_RS2014,SL_0009,2025-04,5,4,0.8,5,1.0,0.0,
呼吸器外科,DR_RS2014,SL_0760,2025-04,2,0,0.0,2,1.0,15.5,
呼吸器外科,DR_RS2015,SL_0005,2025-04,1,0,0.0,1,1.0,,
呼吸器外科,DR_XX022,SL_0486,2025-04,4,0,0.0,4,1.0,14.5,
外来手術室,DR_OT002,SL_0009,2025-04,11,11,1.0,11,1.0,0.0,100.0
外来手術室,DR_OT005,SL_0332,2025-04,20,20,1.0,20,1.0,0.0,100.0
外来手術室,DR_OT002,SL_0159,2025-04,99,98,0.99,99,1.0,0.0,99.7
外来手術室,DR_OT001,SL_0025,2025-04,204,200,0.98,204,1.0,1.0,98.5
外来手術室,DR_OT009,SL_0484,2025-04,20,19,0.95,20,1.0,0.0,98.3
外来手術室,DR_OT001,SL_0009,2025-04,39,36,0.923,39,1.0,0.5,97.0
外来手術室,DR_OT007,SL_0396,2025-04,10,9,0.9,10,1.0,0.0,96.7
外来手術室,DR_OT003,SL_0248,2025-04,23,10,0.435,23,1.0,0.0,81.2
外来手術室,DR_OT016,SL_0733,2025-04,10,3,0.3,10,1.0,0.0,76.7
外来手術室,DR_OT004,SL_0324,2025-04,11,3,0.273,11,1.0,0.0,75.8
外来手術室,DR_OT003,SL_0009,2025-04,7,7,1.0,7,1.0,0.0,
外来手術室,DR_OT003,SL_0840,2025-04,3,0,0.0,3,1.0,,
外来手術室,DR_OT006,SL_0376,2025-04,5,5,1.0,5,1.0,0.0,
外来手術室,DR_OT008,SL_0397,2025-04,2,1,0.5,2,1.0,0.0,
外来手術室,DR_OT010,SL_0506,2025-04,2,0,0.0,2,1.0,,
外来手術室,DR_OT011,SL_0553,2025-04,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT012,SL_0559,2025-04,9,9,1.0,9,1.0,0.0,
外来手術室,DR_OT013,SL_0597,2025-04,4,1,0.25,4,1.0,0.0,
外来手術室,DR_OT014,SL_0605,2025-04,6,3,0.5,6,1.0,0.0,
外来手術室,DR_OT015,SL_0699,2025-04,3,0,0.0,3,1.0,,
外来手術室,DR_OT017,SL_0758,2025-04,1,0,0.0,1,1.0,,
小児科,DR_PD014,SL_0005,2025-04,12,4,0.333,12,1.0,0.0,77.8
小児科,DR_PD009,SL_0257,2025-04,14,4,0.286,14,1.0,8.0,69.4
小児科,DR_PD002,SL_0070,2025-04,41,10,0.244,41,1.0,7.0,68.9
小児科,DR_PD007,SL_0009,2025-04,11,3,0.273,11,1.0,9.0,68.2
小児科,DR_PD003,SL_0399,2025-04,11,2,0.182,11,1.0,9.5,64.7
小児科,DR_PD022,SL_0877,2025-04,27,8,0.296,27,1.0,15.0,63.9
小児科,DR_PD008,SL_0250,2025-04,15,3,0.2,15,1.0,14.0,61.5
小児科,DR_PD016,SL_0744,2025-04,10,2,0.2,10,1.0,14.0,61.5
小児科,DR_PD016,SL_0780,2025-04,21,2,0.095,21,1.0,11.0,60.6
小児科,DR_PD003,SL_0098,2025-04,28,4,0.143,28,1.0,15.0,58.8
小児科,DR_PD004,SL_0177,2025-04,26,3,0.115,26,1.0,14.0,58.7
小児科,DR_PD005,SL_0328,2025-04,13,2,0.154,13,1.0,16.5,57.9
小児科,DR_PD007,SL_0351,2025-04,30,3,0.1,30,1.0,15.0,57.3
小児科,DR_XX020,SL_0452,2025-04,11,1,0.091,11,1.0,15.0,57.0
小児科,DR_PD008,SL_0323,2025-04,16,2,0.125,16,1.0,17.5,56.1
小児科,DR_PD001,SL_0313,2025-04,17,1,0.059,17,1.0,15.5,55.6
小児科,DR_PD006,SL_0272,2025-04,31,3,0.097,31,1.0,22.0,51.3
小児科,DR_PD001,SL_0020,2025-04,15,2,0.133,14,0.933,15.0,51.0
小児科,DR_PD007,SL_0239,2025-04,15,0,0.0,15,1.0,22.5,47.7
小児科,DR_PD006,SL_0503,2025-04,20,0,0.0,20,1.0,25.5,45.1
小児科,DR_PD001,SL_0009,2025-04,2,1,0.5,2,1.0,16.5,
小児科,DR_PD002,SL_0009,2025-04,3,2,0.667,3,1.0,0.0,
小児科,DR_PD002,SL_0695,2025-04,1,1,1.0,1,1.0,0.0,
小児科,DR_PD003,SL_0009,2025-04,8,3,0.375,8,1.0,10.0,
小児科,DR_PD004,SL_0009,2025-04,2,2,1.0,2,1.0,0.0,
小児科,DR_PD004,SL_0270,2025-04,3,0,0.0,3,1.0,17.0,
小児科,DR_PD004,SL_0418,2025-04,1,1,1.0,1,1.0,1.0,
小児科,DR_PD005,SL_0009,2025-04,4,1,0.25,4,1.0,10.5,
小児科,DR_PD005,SL_0180,2025-04,1,0,0.0,1,1.0,14.0,
小児科,DR_PD006,SL_0009,2025-04,9,5,0.556,9,1.0,3.5,
小児科,DR_PD006,SL_0555,2025-04,1,0,0.0,1,1.0,9.0,
小児科,DR_PD007,SL_0747,2025-04,1,0,0.0,1,1.0,39.0,
小児科,DR_PD008,SL_0009,2025-04,3,1,0.333,3,1.0,8.0,
小児科,DR_PD010,SL_0009,2025-04,1,0,0.0,1,1.0,,
小児科,DR_PD010,SL_0260,2025-04,9,3,0.333,8,0.889,9.0,
小児科,DR_PD011,SL_0009,2025-04,9,4,0.444,9,1.0,6.0,
小児科,DR_PD011,SL_0375,2025-04,9,2,0.222,8,0.889,11.0,
小児科,DR_PD012,SL_0475,2025-04,1,0,0.0,1,1.0,,
小児科,DR_PD013,SL_0009,2025-04,5,3,0.6,5,1.0,1.0,
小児科,DR_PD013,SL_0419,2025-04,2,2,1.0,2,1.0,0.0,
小児科,DR_PD016,SL_0009,2025-04,7,2,0.286,7,1.0,8.0,
小児科,DR_PD018,SL_0009,2025-04,2,1,0.5,2,1.0,19.5,
小児科,DR_PD018,SL_0837,2025-04,5,0,0.0,5,1.0,29.0,
小児科,DR_PD020,SL_0856,2025-04,2,2,1.0,2,1.0,0.0,
小児科,DR_PD022,SL_0009,2025-04,1,1,1.0,1,1.0,0.0,
小児科,DR_PD022,SL_0889,2025-04,4,0,0.0,4,1.0,12.5,
小児科,DR_PD023,SL_0949,2025-04,1,0,0.0,1,1.0,,
小児科,,SL_0890,2025-04,1,1,1.0,1,1.0,0.0,
形成外科,DR_PS017,SL_0009,2025-04,50,18,0.36,50,1.0,7.0,72.8
形成外科,DR_PS018,SL_0009,2025-04,10,3,0.3,10,1.0,6.0,71.6
形成外科,DR_PS005,SL_0265,2025-04,41,12,0.293,41,1.0,6.0,71.4
形成外科,DR_PS018,SL_0895,2025-04,25,8,0.32,25,1.0,7.0,71.4
形成外科,DR_PS005,SL_0707,2025-04,42,12,0.286,42,1.0,7.0,70.3
形成外科,DR_PS013,SL_0701,2025-04,76,18,0.237,76,1.0,6.0,69.5
形成外科,DR_PS017,SL_0941,2025-04,45,10,0.222,45,1.0,8.0,67.3
形成外科,DR_PS013,SL_0009,2025-04,37,10,0.27,37,1.0,10.0,67.2
形成外科,DR_PS017,SL_0939,2025-04,59,12,0.203,59,1.0,8.0,66.7
形成外科,DR_PS005,SL_0009,2025-04,17,4,0.235,17,1.0,10.0,66.1
形成外科,DR_PS006,SL_0288,2025-04,18,3,0.167,18,1.0,10.0,63.8
形成外科,DR_PS017,SL_0947,2025-04,10,1,0.1,10,1.0,8.0,63.2
形成外科,DR_PS017,SL_0935,2025-04,49,6,0.122,49,1.0,9.0,63.1
形成外科,DR_PS015,SL_0709,2025-04,29,2,0.069,29,1.0,12.0,58.8
形成外科,DR_PS015,SL_0009,2025-04,10,3,0.3,10,1.0,21.5,58.5
形成外科,DR_PD012,SL_0009,2025-04,1,0,0.0,1,1.0,32.0,
形成外科,DR_PD012,SL_0475,2025-04,4,1,0.25,4,1.0,5.0,
形成外科,DR_PS001,SL_0009,2025-04,7,5,0.714,7,1.0,0.0,
形成外科,DR_PS001,SL_0535,2025-04,2,1,0.5,2,1.0,11.5,
形成外科,DR_PS005,SL_0684,2025-04,3,0,0.0,3,1.0,9.0,
形成外科,DR_PS007,SL_0005,2025-04,6,3,0.5,6,1.0,0.0,
形成外科,DR_PS009,SL_0359,2025-04,4,0,0.0,4,1.0,7.0,
形成外科,DR_PS011,SL_0513,2025-04,2,0,0.0,2,1.0,51.0,
形成外科,DR_PS012,SL_0515,2025-04,4,2,0.5,4,1.0,6.5,
形成外科,DR_PS013,SL_0713,2025-04,4,0,0.0,4,1.0,17.5,
形成外科,DR_PS014,SL_0687,2025-04,2,2,1.0,2,1.0,0.0,
形成外科,DR_PS018,SL_0896,2025-04,1,0,0.0,1,1.0,36.0,
循環器内科,DR_CV002,SL_0009,2025-04,168,95,0.565,168,1.0,1.0,84.7
循環器内科,DR_CV016,SL_0616,2025-04,70,45,0.643,70,1.0,4.0,84.7
循環器内科,DR_CV008,SL_0150,2025-04,239,120,0.502,238,0.996,4.0,79.6
循環器内科,DR_CV004,SL_0034,2025-04,105,36,0.343,105,1.0,6.0,73.0
循環器内科,DR_CV001,SL_0044,2025-04,156,35,0.224,156,1.0,6.0,69.1
循環器内科,DR_CV010,SL_0193,2025-04,147,32,0.218,147,1.0,7.0,68.0
循環器内科,DR_CV002,SL_0118,2025-04,26,10,0.385,24,0.923,8.0,64.2
循環器内科,DR_CV011,SL_0196,2025-04,55,6,0.109,55,1.0,8.0,63.5
循環器内科,DR_CV011,SL_0009,2025-04,32,4,0.125,32,1.0,9.0,63.2
循環器内科,DR_CV007,SL_0078,2025-04,46,6,0.13,46,1.0,10.0,62.6
循環器内科,DR_CV009,SL_0153,2025-04,105,8,0.076,105,1.0,12.0,59.1
循環器内科,DR_CV006,SL_0067,2025-04,106,2,0.019,106,1.0,11.0,58.0
循環器内科,DR_CV003,SL_0031,2025-04,70,3,0.043,70,1.0,13.5,56.7
循環器内科,DR_CV005,SL_0058,2025-04,43,12,0.279,33,0.767,13.0,39.1
循環器内科,DR_CV001,SL_0009,2025-04,8,2,0.25,8,1.0,18.0,
循環器内科,DR_CV001,SL_0228,2025-04,5,0,0.0,5,1.0,11.0,
循環器内科,DR_CV004,SL_0009,2025-04,5,2,0.4,5,1.0,7.0,
循環器内科,DR_CV004,SL_0450,2025-04,8,0,0.0,8,1.0,12.0,
循環器内科,DR_CV005,SL_0009,2025-04,1,1,1.0,1,1.0,2.0,
循環器内科,DR_CV006,SL_0009,2025-04,1,0,0.0,1,1.0,24.0,
循環器内科,DR_CV006,SL_0600,2025-04,8,0,0.0,8,1.0,13.0,
循環器内科,DR_CV007,SL_0574,2025-04,4,1,0.25,4,1.0,10.0,
循環器内科,DR_CV008,SL_0009,2025-04,3,1,0.333,3,1.0,3.0,
循環器内科,DR_CV008,SL_0539,2025-04,4,1,0.25,4,1.0,13.0,
循環器内科,DR_CV009,SL_0009,2025-04,2,0,0.0,2,1.0,7.0,
循環器内科,DR_CV009,SL_0277,2025-04,7,0,0.0,7,1.0,17.0,
循環器内科,DR_CV010,SL_0009,2025-04,1,1,1.0,1,1.0,3.0,
循環器内科,DR_CV010,SL_0381,2025-04,7,1,0.143,7,1.0,11.0,
循環器内科,DR_CV012,SL_0325,2025-04,1,0,0.0,1,1.0,,
循環器内科,DR_CV014,SL_0005,2025-04,5,0,0.0,5,1.0,,
循環器内科,DR_CV017,SL_0009,2025-04,1,1,1.0,1,1.0,0.0,
循環器内科,DR_CV017,SL_0688,2025-04,2,0,0.0,2,1.0,,
