診療科名,予約担当者匿名ID,区分,曜日,bin_idx,bin_label,出勤日数,該当日数,出勤頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
がんゲノム,DR_ON001,再診,0,13,14:30,2,4,0.5,2,35,0.5,8.8
がんゲノム,DR_ON001,再診,0,14,15:00,1,4,0.25,1,24,0.25,6.0
がんゲノム,DR_ON001,再診,0,15,15:30,1,4,0.25,1,25,0.25,6.2
がんゲノム,DR_ON001,再診,0,16,16:00,1,4,0.25,1,3,0.25,0.8
がんゲノム,DR_ON001,再診,1,7,11:30,1,5,0.2,1,5,0.2,1.0
がんゲノム,DR_ON001,再診,1,10,13:00,1,5,0.2,1,7,0.2,1.4
がんゲノム,DR_ON001,再診,1,11,13:30,1,5,0.2,1,1,0.2,0.2
がんゲノム,DR_ON001,再診,1,12,14:00,3,5,0.6,3,50,0.6,10.0
がんゲノム,DR_ON001,再診,1,13,14:30,3,5,0.6,4,54,0.8,10.8
がんゲノム,DR_ON001,再診,1,14,15:00,2,5,0.4,4,36,0.8,7.2
がんゲノム,DR_ON001,再診,1,15,15:30,2,5,0.4,3,24,0.6,4.8
がんゲノム,DR_ON001,薬再診,1,7,11:30,1,5,0.2,1,5,0.2,1.0
がんゲノム,DR_ON001,薬再診,1,15,15:30,1,5,0.2,1,4,0.2,0.8
アレルギー科,DR_AL001,全体,2,3,09:30,3,5,0.6,4,44,0.8,8.8
アレルギー科,DR_AL001,全体,2,4,10:00,4,5,0.8,7,54,1.4,10.8
アレルギー科,DR_AL001,全体,2,5,10:30,5,5,1.0,10,94,2.0,18.8
アレルギー科,DR_AL001,全体,2,6,11:00,4,5,0.8,11,85,2.2,17.0
アレルギー科,DR_AL001,全体,2,7,11:30,3,5,0.6,3,38,0.6,7.6
アレルギー科,DR_AL001,全体,2,8,12:00,1,5,0.2,1,4,0.2,0.8
アレルギー科,DR_AL001,再診,2,3,09:30,3,5,0.6,4,44,0.8,8.8
アレルギー科,DR_AL001,再診,2,4,10:00,4,5,0.8,7,54,1.4,10.8
アレルギー科,DR_AL001,再診,2,5,10:30,5,5,1.0,10,94,2.0,18.8
アレルギー科,DR_AL001,再診,2,6,11:00,4,5,0.8,11,85,2.2,17.0
アレルギー科,DR_AL001,再診,2,7,11:30,3,5,0.6,3,38,0.6,7.6
アレルギー科,DR_AL001,再診,2,8,12:00,1,5,0.2,1,4,0.2,0.8
アレルギー科,DR_AL001,薬再診,2,4,10:00,1,5,0.2,1,5,0.2,1.0
アレルギー科,DR_AL001,薬再診,2,5,10:30,1,5,0.2,1,5,0.2,1.0
アレルギー科,DR_AL001,薬再診,2,6,11:00,1,5,0.2,2,7,0.4,1.4
アレルギー科,DR_AL001,薬再診,2,7,11:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,DR_AL002,全体,3,2,09:00,1,4,0.25,1,1,0.25,0.2
アレルギー科,DR_AL002,全体,3,3,09:30,4,4,1.0,15,102,3.75,25.5
アレルギー科,DR_AL002,全体,3,4,10:00,3,4,0.75,4,29,1.0,7.2
アレルギー科,DR_AL002,全体,3,5,10:30,4,4,1.0,10,42,2.5,10.5
アレルギー科,DR_AL002,全体,3,6,11:00,4,4,1.0,11,82,2.75,20.5
アレルギー科,DR_AL002,全体,3,7,11:30,3,4,0.75,5,31,1.25,7.8
アレルギー科,DR_AL002,再診,3,2,09:00,1,4,0.25,1,1,0.25,0.2
アレルギー科,DR_AL002,再診,3,3,09:30,4,4,1.0,15,102,3.75,25.5
アレルギー科,DR_AL002,再診,3,4,10:00,3,4,0.75,4,29,1.0,7.2
アレルギー科,DR_AL002,再診,3,5,10:30,4,4,1.0,10,42,2.5,10.5
アレルギー科,DR_AL002,再診,3,6,11:00,4,4,1.0,11,82,2.75,20.5
アレルギー科,DR_AL002,再診,3,7,11:30,3,4,0.75,5,31,1.25,7.8
アレルギー科,DR_AL002,薬再診,3,3,09:30,2,4,0.5,6,26,1.5,6.5
アレルギー科,DR_AL002,薬再診,3,4,10:00,1,4,0.25,1,3,0.25,0.8
アレルギー科,DR_AL002,薬再診,3,5,10:30,3,4,0.75,5,17,1.25,4.2
アレルギー科,DR_AL002,薬再診,3,6,11:00,2,4,0.5,2,4,0.5,1.0
アレルギー科,DR_AL003,全体,2,3,09:30,1,5,0.2,1,5,0.2,1.0
アレルギー科,DR_AL003,再診,2,3,09:30,1,5,0.2,1,5,0.2,1.0
アレルギー科,DR_AL003,薬再診,2,3,09:30,1,5,0.2,1,5,0.2,1.0
アレルギー科,DR_RS2003,全体,1,1,08:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,DR_RS2003,全体,1,2,09:00,3,5,0.6,6,41,1.2,8.2
アレルギー科,DR_RS2003,全体,1,3,09:30,4,5,0.8,11,68,2.2,13.6
アレルギー科,DR_RS2003,全体,1,4,10:00,4,5,0.8,9,44,1.8,8.8
アレルギー科,DR_RS2003,全体,1,5,10:30,3,5,0.6,12,70,2.4,14.0
アレルギー科,DR_RS2003,全体,1,6,11:00,3,5,0.6,8,70,1.6,14.0
アレルギー科,DR_RS2003,全体,1,7,11:30,2,5,0.4,4,30,0.8,6.0
アレルギー科,DR_RS2003,再診,1,1,08:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,DR_RS2003,再診,1,2,09:00,3,5,0.6,6,41,1.2,8.2
アレルギー科,DR_RS2003,再診,1,3,09:30,4,5,0.8,11,68,2.2,13.6
アレルギー科,DR_RS2003,再診,1,4,10:00,4,5,0.8,9,44,1.8,8.8
アレルギー科,DR_RS2003,再診,1,5,10:30,3,5,0.6,12,70,2.4,14.0
アレルギー科,DR_RS2003,再診,1,6,11:00,3,5,0.6,8,70,1.6,14.0
アレルギー科,DR_RS2003,再診,1,7,11:30,2,5,0.4,4,30,0.8,6.0
アレルギー科,DR_RS2003,薬再診,1,2,09:00,1,5,0.2,1,3,0.2,0.6
アレルギー科,DR_RS2003,薬再診,1,3,09:30,1,5,0.2,1,3,0.2,0.6
アレルギー科,DR_RS2003,薬再診,1,4,10:00,2,5,0.4,2,6,0.4,1.2
アレルギー科,DR_RS2003,薬再診,1,5,10:30,2,5,0.4,3,11,0.6,2.2
アレルギー科,DR_RS2005,全体,0,2,09:00,2,4,0.5,3,7,0.75,1.8
アレルギー科,DR_RS2005,全体,0,3,09:30,3,4,0.75,5,29,1.25,7.2
アレルギー科,DR_RS2005,全体,0,4,10:00,4,4,1.0,8,58,2.0,14.5
アレルギー科,DR_RS2005,全体,0,5,10:30,3,4,0.75,5,41,1.25,10.2
アレルギー科,DR_RS2005,全体,0,6,11:00,2,4,0.5,2,20,0.5,5.0
アレルギー科,DR_RS2005,全体,0,7,11:30,1,4,0.25,1,9,0.25,2.2
アレルギー科,DR_RS2005,全体,0,8,12:00,1,4,0.25,1,23,0.25,5.8
アレルギー科,DR_RS2005,再診,0,2,09:00,2,4,0.5,3,7,0.75,1.8
アレルギー科,DR_RS2005,再診,0,3,09:30,3,4,0.75,5,29,1.25,7.2
アレルギー科,DR_RS2005,再診,0,4,10:00,4,4,1.0,8,58,2.0,14.5
アレルギー科,DR_RS2005,再診,0,5,10:30,3,4,0.75,5,41,1.25,10.2
アレルギー科,DR_RS2005,再診,0,6,11:00,2,4,0.5,2,20,0.5,5.0
アレルギー科,DR_RS2005,再診,0,7,11:30,1,4,0.25,1,9,0.25,2.2
アレルギー科,DR_RS2005,再診,0,8,12:00,1,4,0.25,1,23,0.25,5.8
アレルギー科,DR_RS2005,薬再診,0,2,09:00,1,4,0.25,2,6,0.5,1.5
アレルギー科,DR_RS2005,薬再診,0,3,09:30,1,4,0.25,2,7,0.5,1.8
アレルギー科,DR_RS2005,薬再診,0,4,10:00,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN001,全体,0,2,09:00,1,4,0.25,1,24,0.25,6.0
メンタルケア科,DR_MN001,全体,0,3,09:30,2,4,0.5,2,32,0.5,8.0
メンタルケア科,DR_MN001,全体,0,4,10:00,2,4,0.5,2,9,0.5,2.2
メンタルケア科,DR_MN001,全体,0,6,11:00,1,4,0.25,2,15,0.5,3.8
メンタルケア科,DR_MN001,全体,0,7,11:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN001,全体,0,8,12:00,1,4,0.25,1,12,0.25,3.0
メンタルケア科,DR_MN001,全体,2,1,08:30,4,5,0.8,10,76,2.0,15.2
メンタルケア科,DR_MN001,全体,2,2,09:00,5,5,1.0,18,115,3.6,23.0
メンタルケア科,DR_MN001,全体,2,3,09:30,5,5,1.0,14,111,2.8,22.2
メンタルケア科,DR_MN001,全体,2,4,10:00,5,5,1.0,19,124,3.8,24.8
メンタルケア科,DR_MN001,全体,2,5,10:30,5,5,1.0,13,95,2.6,19.0
メンタルケア科,DR_MN001,全体,2,6,11:00,5,5,1.0,16,124,3.2,24.8
メンタルケア科,DR_MN001,全体,2,7,11:30,5,5,1.0,13,116,2.6,23.2
メンタルケア科,DR_MN001,全体,2,8,12:00,3,5,0.6,5,59,1.0,11.8
メンタルケア科,DR_MN001,全体,2,10,13:00,5,5,1.0,8,64,1.6,12.8
メンタルケア科,DR_MN001,全体,2,11,13:30,5,5,1.0,16,141,3.2,28.2
メンタルケア科,DR_MN001,全体,2,12,14:00,5,5,1.0,17,133,3.4,26.6
メンタルケア科,DR_MN001,全体,2,13,14:30,4,5,0.8,12,103,2.4,20.6
メンタルケア科,DR_MN001,全体,2,14,15:00,3,5,0.6,6,76,1.2,15.2
メンタルケア科,DR_MN001,全体,2,15,15:30,2,5,0.4,2,17,0.4,3.4
メンタルケア科,DR_MN001,再診,0,2,09:00,1,4,0.25,1,24,0.25,6.0
メンタルケア科,DR_MN001,再診,0,3,09:30,2,4,0.5,2,32,0.5,8.0
メンタルケア科,DR_MN001,再診,0,4,10:00,2,4,0.5,2,9,0.5,2.2
メンタルケア科,DR_MN001,再診,0,6,11:00,1,4,0.25,2,15,0.5,3.8
メンタルケア科,DR_MN001,再診,0,7,11:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN001,再診,0,8,12:00,1,4,0.25,1,12,0.25,3.0
メンタルケア科,DR_MN001,再診,2,1,08:30,4,5,0.8,10,76,2.0,15.2
メンタルケア科,DR_MN001,再診,2,2,09:00,5,5,1.0,18,115,3.6,23.0
メンタルケア科,DR_MN001,再診,2,3,09:30,5,5,1.0,14,111,2.8,22.2
メンタルケア科,DR_MN001,再診,2,4,10:00,5,5,1.0,19,124,3.8,24.8
メンタルケア科,DR_MN001,再診,2,5,10:30,5,5,1.0,13,95,2.6,19.0
メンタルケア科,DR_MN001,再診,2,6,11:00,5,5,1.0,16,124,3.2,24.8
メンタルケア科,DR_MN001,再診,2,7,11:30,5,5,1.0,13,116,2.6,23.2
メンタルケア科,DR_MN001,再診,2,8,12:00,3,5,0.6,5,59,1.0,11.8
メンタルケア科,DR_MN001,再診,2,10,13:00,5,5,1.0,8,64,1.6,12.8
メンタルケア科,DR_MN001,再診,2,11,13:30,5,5,1.0,16,141,3.2,28.2
メンタルケア科,DR_MN001,再診,2,12,14:00,5,5,1.0,17,133,3.4,26.6
メンタルケア科,DR_MN001,再診,2,13,14:30,4,5,0.8,12,103,2.4,20.6
メンタルケア科,DR_MN001,再診,2,14,15:00,3,5,0.6,6,76,1.2,15.2
メンタルケア科,DR_MN001,再診,2,15,15:30,2,5,0.4,2,17,0.4,3.4
メンタルケア科,DR_MN001,薬再診,0,3,09:30,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN001,薬再診,0,4,10:00,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN001,薬再診,0,6,11:00,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN001,薬再診,2,1,08:30,2,5,0.4,2,6,0.4,1.2
メンタルケア科,DR_MN001,薬再診,2,2,09:00,3,5,0.6,4,12,0.8,2.4
メンタルケア科,DR_MN001,薬再診,2,3,09:30,3,5,0.6,4,16,0.8,3.2
メンタルケア科,DR_MN001,薬再診,2,4,10:00,4,5,0.8,7,21,1.4,4.2
メンタルケア科,DR_MN001,薬再診,2,5,10:30,1,5,0.2,1,2,0.2,0.4
メンタルケア科,DR_MN001,薬再診,2,6,11:00,2,5,0.4,3,11,0.6,2.2
メンタルケア科,DR_MN001,薬再診,2,7,11:30,2,5,0.4,2,6,0.4,1.2
メンタルケア科,DR_MN001,薬再診,2,10,13:00,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN001,薬再診,2,12,14:00,3,5,0.6,3,10,0.6,2.0
メンタルケア科,DR_MN001,薬再診,2,13,14:30,3,5,0.6,3,8,0.6,1.6
メンタルケア科,DR_MN002,全体,0,0,08:00,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,全体,0,1,08:30,1,4,0.25,1,25,0.25,6.2
メンタルケア科,DR_MN002,全体,0,2,09:00,1,4,0.25,1,12,0.25,3.0
メンタルケア科,DR_MN002,全体,0,6,11:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,全体,0,7,11:30,1,4,0.25,1,25,0.25,6.2
メンタルケア科,DR_MN002,全体,0,9,12:30,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,全体,0,10,13:00,2,4,0.5,2,39,0.5,9.8
メンタルケア科,DR_MN002,全体,0,11,13:30,2,4,0.5,3,10,0.75,2.5
メンタルケア科,DR_MN002,全体,0,12,14:00,2,4,0.5,3,60,0.75,15.0
メンタルケア科,DR_MN002,全体,0,13,14:30,2,4,0.5,3,49,0.75,12.2
メンタルケア科,DR_MN002,全体,0,14,15:00,1,4,0.25,1,13,0.25,3.2
メンタルケア科,DR_MN002,全体,0,15,15:30,1,4,0.25,1,12,0.25,3.0
メンタルケア科,DR_MN002,全体,1,14,15:00,1,5,0.2,1,8,0.2,1.6
メンタルケア科,DR_MN002,全体,1,17,16:30,2,5,0.4,2,4,0.4,0.8
メンタルケア科,DR_MN002,全体,1,18,17:00,1,5,0.2,1,2,0.2,0.4
メンタルケア科,DR_MN002,全体,1,20,18:00,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN002,全体,1,21,18:30,1,5,0.2,1,23,0.2,4.6
メンタルケア科,DR_MN002,全体,2,3,09:30,1,5,0.2,1,6,0.2,1.2
メンタルケア科,DR_MN002,全体,2,6,11:00,2,5,0.4,2,26,0.4,5.2
メンタルケア科,DR_MN002,全体,2,7,11:30,1,5,0.2,1,27,0.2,5.4
メンタルケア科,DR_MN002,全体,2,8,12:00,1,5,0.2,1,1,0.2,0.2
メンタルケア科,DR_MN002,全体,2,9,12:30,1,5,0.2,1,21,0.2,4.2
メンタルケア科,DR_MN002,全体,2,10,13:00,2,5,0.4,2,37,0.4,7.4
メンタルケア科,DR_MN002,全体,2,11,13:30,2,5,0.4,3,42,0.6,8.4
メンタルケア科,DR_MN002,全体,2,12,14:00,2,5,0.4,2,11,0.4,2.2
メンタルケア科,DR_MN002,全体,2,13,14:30,1,5,0.2,1,24,0.2,4.8
メンタルケア科,DR_MN002,全体,2,16,16:00,1,5,0.2,1,10,0.2,2.0
メンタルケア科,DR_MN002,全体,2,17,16:30,1,5,0.2,1,12,0.2,2.4
メンタルケア科,DR_MN002,全体,2,18,17:00,2,5,0.4,2,43,0.4,8.6
メンタルケア科,DR_MN002,全体,2,19,17:30,1,5,0.2,1,2,0.2,0.4
メンタルケア科,DR_MN002,全体,2,21,18:30,1,5,0.2,1,2,0.2,0.4
メンタルケア科,DR_MN002,全体,3,2,09:00,1,4,0.25,1,21,0.25,5.2
メンタルケア科,DR_MN002,全体,3,3,09:30,1,4,0.25,1,21,0.25,5.2
メンタルケア科,DR_MN002,全体,3,15,15:30,1,4,0.25,1,14,0.25,3.5
メンタルケア科,DR_MN002,全体,3,20,18:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,全体,4,1,08:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,全体,4,5,10:30,1,4,0.25,1,13,0.25,3.2
メンタルケア科,DR_MN002,全体,4,6,11:00,1,4,0.25,1,13,0.25,3.2
メンタルケア科,DR_MN002,全体,4,9,12:30,2,4,0.5,2,17,0.5,4.2
メンタルケア科,DR_MN002,全体,4,10,13:00,2,4,0.5,2,16,0.5,4.0
メンタルケア科,DR_MN002,全体,4,11,13:30,1,4,0.25,1,14,0.25,3.5
メンタルケア科,DR_MN002,全体,4,13,14:30,1,4,0.25,1,28,0.25,7.0
メンタルケア科,DR_MN002,全体,4,14,15:00,1,4,0.25,1,14,0.25,3.5
メンタルケア科,DR_MN002,全体,4,15,15:30,1,4,0.25,2,9,0.5,2.2
メンタルケア科,DR_MN002,再診,0,0,08:00,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,再診,0,1,08:30,1,4,0.25,1,25,0.25,6.2
メンタルケア科,DR_MN002,再診,0,2,09:00,1,4,0.25,1,12,0.25,3.0
メンタルケア科,DR_MN002,再診,0,6,11:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,再診,0,7,11:30,1,4,0.25,1,25,0.25,6.2
メンタルケア科,DR_MN002,再診,0,9,12:30,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,再診,0,10,13:00,2,4,0.5,2,39,0.5,9.8
メンタルケア科,DR_MN002,再診,0,11,13:30,2,4,0.5,3,10,0.75,2.5
メンタルケア科,DR_MN002,再診,0,12,14:00,2,4,0.5,3,60,0.75,15.0
メンタルケア科,DR_MN002,再診,0,13,14:30,2,4,0.5,3,49,0.75,12.2
メンタルケア科,DR_MN002,再診,0,14,15:00,1,4,0.25,1,13,0.25,3.2
メンタルケア科,DR_MN002,再診,0,15,15:30,1,4,0.25,1,12,0.25,3.0
メンタルケア科,DR_MN002,再診,1,14,15:00,1,5,0.2,1,8,0.2,1.6
メンタルケア科,DR_MN002,再診,1,17,16:30,2,5,0.4,2,4,0.4,0.8
メンタルケア科,DR_MN002,再診,1,18,17:00,1,5,0.2,1,2,0.2,0.4
メンタルケア科,DR_MN002,再診,1,20,18:00,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN002,再診,1,21,18:30,1,5,0.2,1,23,0.2,4.6
メンタルケア科,DR_MN002,再診,2,3,09:30,1,5,0.2,1,6,0.2,1.2
メンタルケア科,DR_MN002,再診,2,6,11:00,2,5,0.4,2,26,0.4,5.2
メンタルケア科,DR_MN002,再診,2,7,11:30,1,5,0.2,1,27,0.2,5.4
メンタルケア科,DR_MN002,再診,2,8,12:00,1,5,0.2,1,1,0.2,0.2
メンタルケア科,DR_MN002,再診,2,9,12:30,1,5,0.2,1,21,0.2,4.2
メンタルケア科,DR_MN002,再診,2,10,13:00,2,5,0.4,2,37,0.4,7.4
メンタルケア科,DR_MN002,再診,2,11,13:30,2,5,0.4,3,42,0.6,8.4
メンタルケア科,DR_MN002,再診,2,12,14:00,2,5,0.4,2,11,0.4,2.2
メンタルケア科,DR_MN002,再診,2,13,14:30,1,5,0.2,1,24,0.2,4.8
メンタルケア科,DR_MN002,再診,2,16,16:00,1,5,0.2,1,10,0.2,2.0
メンタルケア科,DR_MN002,再診,2,17,16:30,1,5,0.2,1,12,0.2,2.4
メンタルケア科,DR_MN002,再診,2,18,17:00,2,5,0.4,2,43,0.4,8.6
メンタルケア科,DR_MN002,再診,2,19,17:30,1,5,0.2,1,2,0.2,0.4
メンタルケア科,DR_MN002,再診,2,21,18:30,1,5,0.2,1,2,0.2,0.4
メンタルケア科,DR_MN002,再診,3,2,09:00,1,4,0.25,1,21,0.25,5.2
メンタルケア科,DR_MN002,再診,3,3,09:30,1,4,0.25,1,21,0.25,5.2
メンタルケア科,DR_MN002,再診,3,15,15:30,1,4,0.25,1,14,0.25,3.5
メンタルケア科,DR_MN002,再診,3,20,18:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,再診,4,1,08:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,再診,4,5,10:30,1,4,0.25,1,13,0.25,3.2
メンタルケア科,DR_MN002,再診,4,6,11:00,1,4,0.25,1,13,0.25,3.2
メンタルケア科,DR_MN002,再診,4,9,12:30,2,4,0.5,2,17,0.5,4.2
メンタルケア科,DR_MN002,再診,4,10,13:00,2,4,0.5,2,16,0.5,4.0
メンタルケア科,DR_MN002,再診,4,11,13:30,1,4,0.25,1,14,0.25,3.5
メンタルケア科,DR_MN002,再診,4,13,14:30,1,4,0.25,1,28,0.25,7.0
メンタルケア科,DR_MN002,再診,4,14,15:00,1,4,0.25,1,14,0.25,3.5
メンタルケア科,DR_MN002,再診,4,15,15:30,1,4,0.25,2,9,0.5,2.2
メンタルケア科,DR_MN002,薬再診,0,0,08:00,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,薬再診,1,17,16:30,2,5,0.4,2,4,0.4,0.8
メンタルケア科,DR_MN002,薬再診,1,18,17:00,1,5,0.2,1,2,0.2,0.4
メンタルケア科,DR_MN002,薬再診,2,8,12:00,1,5,0.2,1,1,0.2,0.2
メンタルケア科,DR_MN002,薬再診,2,12,14:00,1,5,0.2,1,3,0.2,0.6
メンタルケア科,DR_MN002,薬再診,2,21,18:30,1,5,0.2,1,2,0.2,0.4
メンタルケア科,DR_MN002,薬再診,3,20,18:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,薬再診,4,1,08:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,薬再診,4,15,15:30,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN004,全体,0,1,08:30,2,4,0.5,4,20,1.0,5.0
メンタルケア科,DR_MN004,全体,0,2,09:00,3,4,0.75,9,55,2.25,13.8
メンタルケア科,DR_MN004,全体,0,3,09:30,3,4,0.75,10,78,2.5,19.5
メンタルケア科,DR_MN004,全体,0,4,10:00,3,4,0.75,10,55,2.5,13.8
メンタルケア科,DR_MN004,全体,0,5,10:30,3,4,0.75,11,78,2.75,19.5
メンタルケア科,DR_MN004,全体,0,6,11:00,3,4,0.75,11,87,2.75,21.8
メンタルケア科,DR_MN004,全体,0,7,11:30,3,4,0.75,8,62,2.0,15.5
メンタルケア科,DR_MN004,全体,0,8,12:00,3,4,0.75,5,83,1.25,20.8
メンタルケア科,DR_MN004,全体,0,9,12:30,3,4,0.75,3,58,0.75,14.5
メンタルケア科,DR_MN004,全体,0,10,13:00,2,4,0.5,2,10,0.5,2.5
メンタルケア科,DR_MN004,全体,0,11,13:30,2,4,0.5,2,45,0.5,11.2
メンタルケア科,DR_MN004,全体,3,3,09:30,1,4,0.25,1,8,0.25,2.0
メンタルケア科,DR_MN004,全体,3,4,10:00,4,4,1.0,4,110,1.0,27.5
メンタルケア科,DR_MN004,全体,3,5,10:30,4,4,1.0,4,77,1.0,19.2
メンタルケア科,DR_MN004,再診,0,1,08:30,2,4,0.5,4,20,1.0,5.0
メンタルケア科,DR_MN004,再診,0,2,09:00,3,4,0.75,9,55,2.25,13.8
メンタルケア科,DR_MN004,再診,0,3,09:30,3,4,0.75,10,78,2.5,19.5
メンタルケア科,DR_MN004,再診,0,4,10:00,3,4,0.75,10,55,2.5,13.8
