診療科名,予約担当者匿名ID,予約名称,初再診区分,紹介状有無,月,件数
PICCCVポートセンター,DR_XX009,SL_0009,再診,紹介状無し,2025-04,73
がんゲノム,DR_ON001,SL_0088,再診,紹介状無し,2025-04,17
アレルギー科,DR_AL001,SL_0009,再診,紹介状無し,2025-04,2
アレルギー科,DR_AL001,SL_0033,再診,紹介状無し,2025-04,25
アレルギー科,DR_AL002,SL_0189,再診,紹介状無し,2025-04,39
アレルギー科,DR_AL002,SL_0628,初診,紹介状あり,2025-04,1
アレルギー科,DR_AL002,SL_0852,再診,紹介状無し,2025-04,1
アレルギー科,DR_AL003,SL_0009,再診,紹介状無し,2025-04,2
アレルギー科,DR_AL004,SL_0005,再診,紹介状無し,2025-04,2
アレルギー科,DR_RS2003,SL_0061,再診,紹介状無し,2025-04,38
アレルギー科,DR_RS2003,SL_0361,再診,紹介状無し,2025-04,2
アレルギー科,DR_RS2003,SL_0874,再診,紹介状無し,2025-04,1
アレルギー科,DR_RS2005,SL_0009,再診,紹介状無し,2025-04,5
アレルギー科,DR_RS2005,SL_0100,再診,紹介状無し,2025-04,23
ソーシャルワーカー,DR_XX001,SL_0009,再診,紹介状無し,2025-04,14
ソーシャルワーカー,DR_XX001,SL_0011,再診,紹介状無し,2025-04,109
ソーシャルワーカー,DR_XX031,SL_0009,再診,紹介状無し,2025-04,1
ソーシャルワーカー,DR_XX034,SL_0825,再診,紹介状無し,2025-04,1
メンタルケア科,DR_MN001,SL_0043,再診,紹介状無し,2025-04,135
メンタルケア科,DR_MN001,SL_0624,再診,紹介状無し,2025-04,4
メンタルケア科,DR_MN002,SL_0009,再診,紹介状無し,2025-04,87
メンタルケア科,DR_MN002,SL_0552,再診,紹介状無し,2025-04,2
メンタルケア科,DR_MN004,SL_0009,再診,紹介状無し,2025-04,5
メンタルケア科,DR_MN004,SL_0255,再診,紹介状無し,2025-04,57
メンタルケア科,DR_MN004,SL_0545,再診,紹介状無し,2025-04,4
メンタルケア科,DR_MN005,SL_0609,再診,紹介状無し,2025-04,9
メンタルケア科,DR_MN007,SL_0951,再診,紹介状無し,2025-04,5
メンタルケア科,DR_MN008,SL_0678,再診,紹介状無し,2025-04,7
メンタルケア科,DR_MN009,SL_0721,再診,紹介状無し,2025-04,43
メンタルケア科,DR_MN009,SL_0991,再診,紹介状無し,2025-04,3
メンタルケア科,DR_MN010,SL_0828,再診,紹介状無し,2025-04,2
メンタルケア科,DR_MN011,SL_0891,再診,紹介状無し,2025-04,1
メンタルケア科,DR_MN014,SL_1012,再診,紹介状無し,2025-04,1
リウマチ膠原病内科,DR_RH001,SL_0008,再診,紹介状無し,2025-04,42
リウマチ膠原病内科,DR_RH002,SL_0014,再診,紹介状無し,2025-04,8
リウマチ膠原病内科,DR_RH002,SL_0426,初診,紹介状あり,2025-04,1
リウマチ膠原病内科,DR_RH003,SL_0009,再診,紹介状無し,2025-04,22
リウマチ膠原病内科,DR_RH003,SL_0065,初診,紹介状あり,2025-04,3
リウマチ膠原病内科,DR_RH003,SL_0066,再診,紹介状無し,2025-04,64
リウマチ膠原病内科,DR_RH003,SL_0526,再診,紹介状無し,2025-04,3
リウマチ膠原病内科,DR_RH003,SL_0768,初診,紹介状あり,2025-04,2
リウマチ膠原病内科,DR_RH003,SL_0768,初診,紹介状無し,2025-04,1
リウマチ膠原病内科,DR_RH004,SL_0009,再診,紹介状無し,2025-04,1
リウマチ膠原病内科,DR_RH004,SL_0139,再診,紹介状無し,2025-04,103
リウマチ膠原病内科,DR_RH005,SL_0009,再診,紹介状無し,2025-04,3
リウマチ膠原病内科,DR_RH005,SL_0156,再診,紹介状無し,2025-04,40
リウマチ膠原病内科,DR_RH006,SL_0009,再診,紹介状無し,2025-04,4
リウマチ膠原病内科,DR_RH006,SL_0174,再診,紹介状あり,2025-04,1
リウマチ膠原病内科,DR_RH006,SL_0174,再診,紹介状無し,2025-04,167
リウマチ膠原病内科,DR_RH006,SL_0496,初診,紹介状あり,2025-04,4
リウマチ膠原病内科,DR_RH006,SL_0611,再診,紹介状無し,2025-04,2
リウマチ膠原病内科,DR_RH007,SL_0009,再診,紹介状無し,2025-04,46
リウマチ膠原病内科,DR_RH007,SL_0176,再診,紹介状無し,2025-04,10
リウマチ膠原病内科,DR_RH008,SL_0201,再診,紹介状無し,2025-04,13
リウマチ膠原病内科,DR_RH009,SL_0009,再診,紹介状無し,2025-04,18
リウマチ膠原病内科,DR_RH009,SL_0210,再診,紹介状無し,2025-04,233
リウマチ膠原病内科,DR_RH009,SL_0340,再診,紹介状無し,2025-04,5
リウマチ膠原病内科,DR_RH009,SL_0534,初診,紹介状あり,2025-04,2
リウマチ膠原病内科,DR_RH009,SL_0692,初診,紹介状あり,2025-04,1
リウマチ膠原病内科,DR_RH009,SL_0989,初診,紹介状あり,2025-04,13
リウマチ膠原病内科,DR_RH009,SL_0989,初診,紹介状無し,2025-04,1
リウマチ膠原病内科,DR_RH010,SL_0009,再診,紹介状無し,2025-04,14
リウマチ膠原病内科,DR_RH010,SL_0222,再診,紹介状無し,2025-04,98
リウマチ膠原病内科,DR_RH011,SL_0009,再診,紹介状無し,2025-04,3
リウマチ膠原病内科,DR_RH011,SL_0368,再診,紹介状無し,2025-04,10
リウマチ膠原病内科,DR_RH012,SL_0005,再診,紹介状無し,2025-04,5
リウマチ膠原病内科,DR_RH013,SL_0009,再診,紹介状無し,2025-04,2
リウマチ膠原病内科,DR_RH013,SL_0596,再診,紹介状無し,2025-04,5
リウマチ膠原病内科,DR_RH014,SL_0926,再診,紹介状無し,2025-04,1
リウマチ膠原病内科,DR_RH014,SL_0926,初診,紹介状あり,2025-04,1
リウマチ膠原病内科,,SL_0866,再診,紹介状無し,2025-04,1
一般消化器外科,DR_BR005,SL_0009,再診,紹介状無し,2025-04,58
一般消化器外科,DR_BR005,SL_0516,再診,紹介状無し,2025-04,11
一般消化器外科,DR_GS001,SL_0009,再診,紹介状無し,2025-04,10
一般消化器外科,DR_GS001,SL_0021,再診,紹介状無し,2025-04,8
一般消化器外科,DR_GS001,SL_0022,再診,紹介状無し,2025-04,178
一般消化器外科,DR_GS001,SL_0022,初診,紹介状無し,2025-04,1
