診療科名,予約名称,区分,曜日,bin_idx,bin_label,稼働日数,該当日数,稼働頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
PICCCVポートセンター,SL_0009,全体,0,3,09:30,1,3,0.333,1,4,0.33,1.3
PICCCVポートセンター,SL_0009,全体,0,6,11:00,2,3,0.667,3,12,1.0,4.0
PICCCVポートセンター,SL_0009,全体,1,12,14:00,1,3,0.333,1,9,0.33,3.0
PICCCVポートセンター,SL_0009,全体,2,6,11:00,1,4,0.25,1,5,0.25,1.2
PICCCVポートセンター,SL_0009,全体,3,1,08:30,1,3,0.333,1,2,0.33,0.7
PICCCVポートセンター,SL_0009,全体,3,3,09:30,1,3,0.333,1,10,0.33,3.3
PICCCVポートセンター,SL_0009,全体,3,13,14:30,1,3,0.333,1,1,0.33,0.3
PICCCVポートセンター,SL_0009,全体,4,5,10:30,1,3,0.333,1,3,0.33,1.0
PICCCVポートセンター,SL_0009,全体,4,16,16:00,1,3,0.333,1,1,0.33,0.3
PICCCVポートセンター,SL_0009,再診,0,3,09:30,1,3,0.333,1,4,0.33,1.3
PICCCVポートセンター,SL_0009,再診,0,6,11:00,2,3,0.667,3,12,1.0,4.0
PICCCVポートセンター,SL_0009,再診,1,12,14:00,1,3,0.333,1,9,0.33,3.0
PICCCVポートセンター,SL_0009,再診,2,6,11:00,1,4,0.25,1,5,0.25,1.2
PICCCVポートセンター,SL_0009,再診,3,1,08:30,1,3,0.333,1,2,0.33,0.7
PICCCVポートセンター,SL_0009,再診,3,3,09:30,1,3,0.333,1,10,0.33,3.3
PICCCVポートセンター,SL_0009,再診,3,13,14:30,1,3,0.333,1,1,0.33,0.3
PICCCVポートセンター,SL_0009,再診,4,5,10:30,1,3,0.333,1,3,0.33,1.0
PICCCVポートセンター,SL_0009,再診,4,16,16:00,1,3,0.333,1,1,0.33,0.3
PICCCVポートセンター,SL_0009,薬再診,0,3,09:30,1,3,0.333,1,4,0.33,1.3
PICCCVポートセンター,SL_0009,薬再診,0,6,11:00,2,3,0.667,2,7,0.67,2.3
