診療科名,月,診療区分,診察時間_階級,併科受診フラグ,紹介状有無,初再診区分,予約フラグ,診察前検査フラグ,件数
リウマチ膠原病内科,2026-04,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,4
リウマチ膠原病内科,2026-04,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,検査済,1
リウマチ膠原病内科,2026-04,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,検査済,1
リウマチ膠原病内科,2026-04,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,至急済,1
リウマチ膠原病内科,2026-04,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,2
リウマチ膠原病内科,2026-04,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,検査済,2
リウマチ膠原病内科,2026-04,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,至急済,1
リウマチ膠原病内科,2026-04,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,なし,2
リウマチ膠原病内科,2026-04,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,7
リウマチ膠原病内科,2026-04,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,至急済,1
リウマチ膠原病内科,2026-04,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,7
リウマチ膠原病内科,2026-04,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査済,2
リウマチ膠原病内科,2026-04,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,至急済,2
リウマチ膠原病内科,2026-04,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,3
リウマチ膠原病内科,2026-04,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,3
リウマチ膠原病内科,2026-04,通常診療,0-4分,有,紹介状あり,初診,枠あり予約,なし,1
リウマチ膠原病内科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,32
リウマチ膠原病内科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査済,16
リウマチ膠原病内科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,至急済,8
リウマチ膠原病内科,2026-04,通常診療,0-4分,無,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2026-04,通常診療,0-4分,,紹介状あり,初診,枠あり予約,なし,2
リウマチ膠原病内科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,46
リウマチ膠原病内科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査済,69
リウマチ膠原病内科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,至急済,29
リウマチ膠原病内科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2026-04,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,8
リウマチ膠原病内科,2026-04,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査済,13
リウマチ膠原病内科,2026-04,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,至急済,10
リウマチ膠原病内科,2026-04,通常診療,10-14分,,紹介状あり,初診,枠あり予約,なし,1
リウマチ膠原病内科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,21
リウマチ膠原病内科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査未,1
リウマチ膠原病内科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査済,45
リウマチ膠原病内科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,至急済,16
リウマチ膠原病内科,2026-04,通常診療,15-29分,有,紹介状あり,初診,枠あり予約,なし,2
リウマチ膠原病内科,2026-04,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,5
リウマチ膠原病内科,2026-04,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査済,7
リウマチ膠原病内科,2026-04,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,至急済,5
リウマチ膠原病内科,2026-04,通常診療,15-29分,無,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2026-04,通常診療,15-29分,,紹介状あり,初診,枠あり予約,なし,9
リウマチ膠原病内科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,17
リウマチ膠原病内科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査済,27
リウマチ膠原病内科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,至急済,7
リウマチ膠原病内科,2026-04,通常診療,15-29分,,紹介状無し,初診,枠あり予約,なし,1
リウマチ膠原病内科,2026-04,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,なし,2
リウマチ膠原病内科,2026-04,通常診療,30分以上,,紹介状無し,再診,枠あり予約,なし,8
リウマチ膠原病内科,2026-04,通常診療,30分以上,,紹介状無し,再診,枠あり予約,検査済,2
リウマチ膠原病内科,2026-04,通常診療,30分以上,,紹介状無し,再診,枠あり予約,至急済,2
リウマチ膠原病内科,2026-04,通常診療,5-9分,有,紹介状あり,初診,枠あり予約,なし,1
リウマチ膠原病内科,2026-04,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,27
リウマチ膠原病内科,2026-04,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査中,1
リウマチ膠原病内科,2026-04,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査済,26
リウマチ膠原病内科,2026-04,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,至急済,18
リウマチ膠原病内科,2026-04,通常診療,5-9分,無,紹介状無し,再診,枠あり予約,,1
リウマチ膠原病内科,2026-04,通常診療,5-9分,,紹介状あり,初診,枠あり予約,なし,1
リウマチ膠原病内科,2026-04,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,55
リウマチ膠原病内科,2026-04,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査中,2
リウマチ膠原病内科,2026-04,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査済,115
リウマチ膠原病内科,2026-04,通常診療,5-9分,,紹介状無し,再診,枠あり予約,至急済,64
リウマチ膠原病内科,2026-04,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,2
リウマチ膠原病内科,2026-04,通常診療,不明,有,紹介状無し,再診,枠あり予約,検査未,1
リウマチ膠原病内科,2026-04,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,12
リウマチ膠原病内科,2026-04,通常診療,不明,,紹介状無し,再診,枠あり予約,検査未,10
一般消化器外科,2026-04,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,27
一般消化器外科,2026-04,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,23
一般消化器外科,2026-04,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,検査済,1
一般消化器外科,2026-04,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,至急済,1
一般消化器外科,2026-04,薬のみ,0-4分,無,紹介状無し,再診,,なし,7
一般消化器外科,2026-04,薬のみ,0-4分,,紹介状無し,再診,,なし,1
一般消化器外科,2026-04,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,2
一般消化器外科,2026-04,薬のみ,30分以上,有,紹介状無し,再診,枠なし予約,なし,1
一般消化器外科,2026-04,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,2
一般消化器外科,2026-04,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,3
一般消化器外科,2026-04,薬のみ,5-9分,無,紹介状無し,再診,,なし,1
一般消化器外科,2026-04,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,4
一般消化器外科,2026-04,薬のみ,不明,有,紹介状無し,再診,,なし,1
一般消化器外科,2026-04,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,5
一般消化器外科,2026-04,通常診療,0-4分,有,紹介状あり,初診,枠あり予約,なし,1
一般消化器外科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,40
一般消化器外科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査済,15
一般消化器外科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,至急済,1
一般消化器外科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,0-4分,無,紹介状無し,再診,枠あり予約,なし,1
一般消化器外科,2026-04,通常診療,0-4分,無,紹介状無し,再診,枠あり予約,,3
一般消化器外科,2026-04,通常診療,0-4分,,紹介状あり,再診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,0-4分,,紹介状あり,初診,枠あり予約,なし,2
一般消化器外科,2026-04,通常診療,0-4分,,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,92
一般消化器外科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査済,54
一般消化器外科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,至急済,10
一般消化器外科,2026-04,通常診療,0-4分,,紹介状無し,初診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,17
一般消化器外科,2026-04,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査済,2
一般消化器外科,2026-04,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,至急済,1
一般消化器外科,2026-04,通常診療,10-14分,無,紹介状無し,再診,枠あり予約,,2
一般消化器外科,2026-04,通常診療,10-14分,,紹介状あり,初診,枠あり予約,なし,9
一般消化器外科,2026-04,通常診療,10-14分,,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,39
一般消化器外科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査済,23
一般消化器外科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,至急済,4
一般消化器外科,2026-04,通常診療,10-14分,,紹介状無し,初診,枠あり予約,,2
一般消化器外科,2026-04,通常診療,15-29分,有,紹介状あり,初診,枠あり予約,なし,1
一般消化器外科,2026-04,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,26
一般消化器外科,2026-04,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査済,4
一般消化器外科,2026-04,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,至急済,1
一般消化器外科,2026-04,通常診療,15-29分,無,紹介状無し,再診,枠あり予約,,2
一般消化器外科,2026-04,通常診療,15-29分,,紹介状あり,初診,枠あり予約,なし,9
一般消化器外科,2026-04,通常診療,15-29分,,紹介状あり,初診,枠あり予約,,4
一般消化器外科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,28
一般消化器外科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査済,8
一般消化器外科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,至急済,5
一般消化器外科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,15-29分,,紹介状無し,初診,枠あり予約,,2
一般消化器外科,2026-04,通常診療,30分以上,有,紹介状あり,初診,枠あり予約,なし,1
一般消化器外科,2026-04,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,なし,8
一般消化器外科,2026-04,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,検査済,3
一般消化器外科,2026-04,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,至急済,2
一般消化器外科,2026-04,通常診療,30分以上,有,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,30分以上,,紹介状あり,初診,枠あり予約,なし,1
一般消化器外科,2026-04,通常診療,30分以上,,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,30分以上,,紹介状無し,再診,枠あり予約,なし,7
一般消化器外科,2026-04,通常診療,30分以上,,紹介状無し,再診,枠あり予約,検査済,3
一般消化器外科,2026-04,通常診療,30分以上,,紹介状無し,初診,枠あり予約,至急済,1
一般消化器外科,2026-04,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,なし,24
一般消化器外科,2026-04,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,検査済,14
一般消化器外科,2026-04,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,至急済,3
一般消化器外科,2026-04,通常診療,5-9分,有,紹介状無し,再診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,5-9分,有,紹介状無し,初診,枠あり予約,なし,1
一般消化器外科,2026-04,通常診療,5-9分,無,紹介状無し,再診,枠あり予約,,2
一般消化器外科,2026-04,通常診療,5-9分,,紹介状あり,初診,枠あり予約,なし,2
一般消化器外科,2026-04,通常診療,5-9分,,紹介状あり,初診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,5-9分,,紹介状無し,再診,枠あり予約,なし,124
一般消化器外科,2026-04,通常診療,5-9分,,紹介状無し,再診,枠あり予約,検査済,44
一般消化器外科,2026-04,通常診療,5-9分,,紹介状無し,再診,枠あり予約,至急済,5
一般消化器外科,2026-04,通常診療,5-9分,,紹介状無し,初診,枠あり予約,,1
一般消化器外科,2026-04,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,13
一般消化器外科,2026-04,通常診療,不明,有,紹介状無し,再診,枠あり予約,検査未,1
一般消化器外科,2026-04,通常診療,不明,有,紹介状無し,再診,枠あり予約,至急済,1
一般消化器外科,2026-04,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,50
一般消化器外科,2026-04,通常診療,不明,,紹介状無し,再診,枠あり予約,検査未,8
中央処置室,2026-04,薬のみ,不明,有,紹介状無し,再診,枠なし予約,なし,5
中央処置室,2026-04,通常診療,不明,有,紹介状無し,再診,枠あり予約,なし,115
中央処置室,2026-04,通常診療,不明,,紹介状無し,再診,枠あり予約,なし,31
乳腺外科,2026-04,薬のみ,0-4分,有,紹介状無し,再診,枠なし予約,なし,7
乳腺外科,2026-04,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,なし,30
乳腺外科,2026-04,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,検査中,2
乳腺外科,2026-04,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,検査済,1
乳腺外科,2026-04,薬のみ,0-4分,無,紹介状無し,再診,枠なし予約,至急済,5
乳腺外科,2026-04,薬のみ,0-4分,無,紹介状無し,再診,,なし,1
乳腺外科,2026-04,薬のみ,10-14分,有,紹介状無し,再診,枠なし予約,なし,1
乳腺外科,2026-04,薬のみ,10-14分,有,紹介状無し,再診,,なし,1
乳腺外科,2026-04,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,なし,4
乳腺外科,2026-04,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,検査中,1
乳腺外科,2026-04,薬のみ,10-14分,無,紹介状無し,再診,枠なし予約,検査済,1
乳腺外科,2026-04,薬のみ,10-14分,,紹介状無し,再診,,検査中,1
乳腺外科,2026-04,薬のみ,15-29分,有,紹介状無し,再診,枠なし予約,なし,1
乳腺外科,2026-04,薬のみ,15-29分,有,紹介状無し,再診,,なし,1
乳腺外科,2026-04,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,なし,14
乳腺外科,2026-04,薬のみ,15-29分,無,紹介状無し,再診,枠なし予約,至急済,2
乳腺外科,2026-04,薬のみ,15-29分,,紹介状無し,再診,枠なし予約,なし,1
乳腺外科,2026-04,薬のみ,30分以上,無,紹介状無し,再診,枠なし予約,なし,7
乳腺外科,2026-04,薬のみ,5-9分,有,紹介状無し,再診,枠なし予約,なし,3
乳腺外科,2026-04,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,なし,21
乳腺外科,2026-04,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査中,2
乳腺外科,2026-04,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査未,1
乳腺外科,2026-04,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,検査済,3
乳腺外科,2026-04,薬のみ,5-9分,無,紹介状無し,再診,枠なし予約,至急済,5
乳腺外科,2026-04,薬のみ,5-9分,,紹介状無し,再診,,,2
乳腺外科,2026-04,薬のみ,不明,無,紹介状無し,再診,枠なし予約,なし,9
乳腺外科,2026-04,薬のみ,不明,無,紹介状無し,再診,枠なし予約,検査未,1
乳腺外科,2026-04,薬のみ,不明,無,紹介状無し,再診,,なし,1
乳腺外科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,なし,34
乳腺外科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査中,14
乳腺外科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,検査済,3
乳腺外科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,至急済,8
乳腺外科,2026-04,通常診療,0-4分,有,紹介状無し,再診,枠あり予約,,1
乳腺外科,2026-04,通常診療,0-4分,有,紹介状無し,初診,枠あり予約,なし,1
乳腺外科,2026-04,通常診療,0-4分,無,紹介状あり,初診,枠あり予約,,1
乳腺外科,2026-04,通常診療,0-4分,無,紹介状無し,再診,枠あり予約,,3
乳腺外科,2026-04,通常診療,0-4分,,紹介状あり,初診,枠あり予約,なし,15
乳腺外科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,なし,127
乳腺外科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査中,113
乳腺外科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査未,2
乳腺外科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,検査済,28
乳腺外科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,至急済,73
乳腺外科,2026-04,通常診療,0-4分,,紹介状無し,再診,枠あり予約,,3
乳腺外科,2026-04,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,なし,6
乳腺外科,2026-04,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査中,1
乳腺外科,2026-04,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,検査済,5
乳腺外科,2026-04,通常診療,10-14分,有,紹介状無し,再診,枠あり予約,至急済,3
乳腺外科,2026-04,通常診療,10-14分,,紹介状あり,初診,枠あり予約,なし,3
乳腺外科,2026-04,通常診療,10-14分,,紹介状あり,初診,枠あり予約,,1
乳腺外科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,なし,35
乳腺外科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査中,19
乳腺外科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,検査済,4
乳腺外科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,至急済,16
乳腺外科,2026-04,通常診療,10-14分,,紹介状無し,再診,枠あり予約,,1
乳腺外科,2026-04,通常診療,10-14分,,紹介状無し,初診,枠あり予約,,1
乳腺外科,2026-04,通常診療,15-29分,有,紹介状あり,初診,枠あり予約,なし,2
乳腺外科,2026-04,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,なし,14
乳腺外科,2026-04,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査中,2
乳腺外科,2026-04,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,検査済,1
乳腺外科,2026-04,通常診療,15-29分,有,紹介状無し,再診,枠あり予約,至急済,2
乳腺外科,2026-04,通常診療,15-29分,無,紹介状無し,再診,枠あり予約,なし,1
乳腺外科,2026-04,通常診療,15-29分,無,紹介状無し,再診,枠あり予約,,1
乳腺外科,2026-04,通常診療,15-29分,,紹介状あり,初診,枠あり予約,なし,8
乳腺外科,2026-04,通常診療,15-29分,,紹介状あり,初診,枠あり予約,至急済,1
乳腺外科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,なし,31
乳腺外科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査中,4
乳腺外科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,検査済,4
乳腺外科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,至急済,7
乳腺外科,2026-04,通常診療,15-29分,,紹介状無し,再診,枠あり予約,,2
