診療科名,予約担当者匿名ID,区分,曜日,bin_idx,bin_label,出勤日数,該当日数,出勤頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
PICCCVポートセンター,DR_XX009,全体,0,3,09:30,1,3,0.333,1,4,0.33,1.3
PICCCVポートセンター,DR_XX009,全体,0,6,11:00,2,3,0.667,3,12,1.0,4.0
PICCCVポートセンター,DR_XX009,全体,1,12,14:00,1,3,0.333,1,9,0.33,3.0
PICCCVポートセンター,DR_XX009,全体,2,6,11:00,1,4,0.25,1,5,0.25,1.2
PICCCVポートセンター,DR_XX009,全体,3,1,08:30,1,3,0.333,1,2,0.33,0.7
PICCCVポートセンター,DR_XX009,全体,3,3,09:30,1,3,0.333,1,10,0.33,3.3
PICCCVポートセンター,DR_XX009,全体,3,13,14:30,1,3,0.333,1,1,0.33,0.3
PICCCVポートセンター,DR_XX009,全体,4,5,10:30,1,3,0.333,1,3,0.33,1.0
PICCCVポートセンター,DR_XX009,全体,4,16,16:00,1,3,0.333,1,1,0.33,0.3
PICCCVポートセンター,DR_XX009,再診,0,3,09:30,1,3,0.333,1,4,0.33,1.3
PICCCVポートセンター,DR_XX009,再診,0,6,11:00,2,3,0.667,3,12,1.0,4.0
PICCCVポートセンター,DR_XX009,再診,1,12,14:00,1,3,0.333,1,9,0.33,3.0
PICCCVポートセンター,DR_XX009,再診,2,6,11:00,1,4,0.25,1,5,0.25,1.2
PICCCVポートセンター,DR_XX009,再診,3,1,08:30,1,3,0.333,1,2,0.33,0.7
PICCCVポートセンター,DR_XX009,再診,3,3,09:30,1,3,0.333,1,10,0.33,3.3
PICCCVポートセンター,DR_XX009,再診,3,13,14:30,1,3,0.333,1,1,0.33,0.3
PICCCVポートセンター,DR_XX009,再診,4,5,10:30,1,3,0.333,1,3,0.33,1.0
PICCCVポートセンター,DR_XX009,再診,4,16,16:00,1,3,0.333,1,1,0.33,0.3
PICCCVポートセンター,DR_XX009,薬再診,0,3,09:30,1,3,0.333,1,4,0.33,1.3
PICCCVポートセンター,DR_XX009,薬再診,0,6,11:00,2,3,0.667,2,7,0.67,2.3
PICCCVポートセンター,DR_XX009,薬再診,3,1,08:30,1,3,0.333,1,2,0.33,0.7
PICCCVポートセンター,DR_XX009,薬再診,3,13,14:30,1,3,0.333,1,1,0.33,0.3
PICCCVポートセンター,DR_XX009,薬再診,4,5,10:30,1,3,0.333,1,3,0.33,1.0
PICCCVポートセンター,DR_XX009,薬再診,4,16,16:00,1,3,0.333,1,1,0.33,0.3
がんゲノム,DR_ON001,全体,0,11,13:30,1,3,0.333,1,11,0.33,3.7
がんゲノム,DR_ON001,全体,0,12,14:00,2,3,0.667,2,37,0.67,12.3
がんゲノム,DR_ON001,全体,0,13,14:30,1,3,0.333,1,19,0.33,6.3
がんゲノム,DR_ON001,全体,1,11,13:30,1,3,0.333,1,6,0.33,2.0
がんゲノム,DR_ON001,全体,1,12,14:00,1,3,0.333,2,26,0.67,8.7
がんゲノム,DR_ON001,全体,1,13,14:30,3,3,1.0,6,28,2.0,9.3
がんゲノム,DR_ON001,全体,1,14,15:00,3,3,1.0,6,51,2.0,17.0
がんゲノム,DR_ON001,全体,1,15,15:30,1,3,0.333,1,14,0.33,4.7
がんゲノム,DR_ON001,再診,0,11,13:30,1,3,0.333,1,11,0.33,3.7
がんゲノム,DR_ON001,再診,0,12,14:00,2,3,0.667,2,37,0.67,12.3
がんゲノム,DR_ON001,再診,0,13,14:30,1,3,0.333,1,19,0.33,6.3
がんゲノム,DR_ON001,再診,1,11,13:30,1,3,0.333,1,6,0.33,2.0
がんゲノム,DR_ON001,再診,1,12,14:00,1,3,0.333,2,26,0.67,8.7
がんゲノム,DR_ON001,再診,1,13,14:30,3,3,1.0,6,28,2.0,9.3
がんゲノム,DR_ON001,再診,1,14,15:00,3,3,1.0,6,51,2.0,17.0
がんゲノム,DR_ON001,再診,1,15,15:30,1,3,0.333,1,14,0.33,4.7
がんゲノム,DR_ON001,薬再診,1,13,14:30,1,3,0.333,1,3,0.33,1.0
アレルギー科,DR_AL001,全体,2,2,09:00,1,4,0.25,1,5,0.25,1.2
アレルギー科,DR_AL001,全体,2,3,09:30,3,4,0.75,8,67,2.0,16.8
アレルギー科,DR_AL001,全体,2,4,10:00,4,4,1.0,8,55,2.0,13.8
アレルギー科,DR_AL001,全体,2,5,10:30,3,4,0.75,8,58,2.0,14.5
アレルギー科,DR_AL001,全体,2,6,11:00,4,4,1.0,9,59,2.25,14.8
アレルギー科,DR_AL001,全体,2,7,11:30,2,4,0.5,2,18,0.5,4.5
アレルギー科,DR_AL001,全体,2,8,12:00,1,4,0.25,1,9,0.25,2.2
アレルギー科,DR_AL001,再診,2,2,09:00,1,4,0.25,1,5,0.25,1.2
アレルギー科,DR_AL001,再診,2,3,09:30,3,4,0.75,8,67,2.0,16.8
アレルギー科,DR_AL001,再診,2,4,10:00,4,4,1.0,8,55,2.0,13.8
アレルギー科,DR_AL001,再診,2,5,10:30,3,4,0.75,8,58,2.0,14.5
アレルギー科,DR_AL001,再診,2,6,11:00,4,4,1.0,9,59,2.25,14.8
アレルギー科,DR_AL001,再診,2,7,11:30,2,4,0.5,2,18,0.5,4.5
