診療科名,医師匿名ID,予約名称,月,再診件数,短時間再診件数,短時間再診比率,紹介状なし再診件数,紹介状なし再診比率,診察時間中央値_再診,スコア
リウマチ膠原病内科,DR_RH001,SL_0009,2026-04,3,0,0.0,3,1.0,8.0,
リウマチ膠原病内科,DR_RH002,SL_0009,2026-04,6,2,0.333,6,1.0,8.5,
リウマチ膠原病内科,DR_RH002,SL_0682,2026-04,1,0,0.0,1,1.0,18.0,
リウマチ膠原病内科,DR_RH003,SL_0526,2026-04,4,1,0.25,4,1.0,9.5,
リウマチ膠原病内科,DR_RH004,SL_0009,2026-04,1,0,0.0,1,1.0,5.0,
リウマチ膠原病内科,DR_RH005,SL_0009,2026-04,5,3,0.6,5,1.0,0.5,
リウマチ膠原病内科,DR_RH006,SL_0009,2026-04,7,2,0.286,7,1.0,9.0,
リウマチ膠原病内科,DR_RH006,SL_0611,2026-04,1,0,0.0,1,1.0,32.0,
リウマチ膠原病内科,DR_RH007,SL_0176,2026-04,5,3,0.6,5,1.0,4.0,
リウマチ膠原病内科,DR_RH008,SL_0009,2026-04,2,1,0.5,2,1.0,0.0,
リウマチ膠原病内科,DR_RH009,SL_0340,2026-04,4,0,0.0,4,1.0,13.0,
リウマチ膠原病内科,DR_RH009,SL_0382,2026-04,1,0,0.0,1,1.0,14.0,
リウマチ膠原病内科,DR_RH010,SL_0009,2026-04,6,5,0.833,6,1.0,1.0,
リウマチ膠原病内科,DR_RH011,SL_0009,2026-04,1,0,0.0,1,1.0,13.0,
リウマチ膠原病内科,DR_RH011,SL_0368,2026-04,7,2,0.286,7,1.0,18.0,
リウマチ膠原病内科,DR_RH012,SL_0005,2026-04,5,0,0.0,5,1.0,,
リウマチ膠原病内科,DR_RH013,SL_0596,2026-04,3,0,0.0,3,1.0,25.0,
一般消化器外科,DR_BR005,SL_0009,2026-04,22,20,0.909,22,1.0,0.0,97.0
一般消化器外科,DR_GS011,SL_0009,2026-04,26,21,0.808,26,1.0,0.0,93.6
一般消化器外科,DR_GS006,SL_0202,2026-04,73,38,0.521,73,1.0,4.0,80.7
一般消化器外科,DR_GS004,SL_0109,2026-04,58,28,0.483,58,1.0,5.0,78.6
一般消化器外科,DR_GS002,SL_0085,2026-04,66,30,0.455,66,1.0,4.5,78.1
一般消化器外科,DR_GS001,SL_0022,2026-04,160,70,0.438,160,1.0,5.0,77.1
一般消化器外科,DR_GS003,SL_0103,2026-04,134,17,0.127,134,1.0,8.0,64.2
一般消化器外科,DR_GS008,SL_0229,2026-04,35,8,0.229,35,1.0,13.0,63.5
一般消化器外科,DR_GS009,SL_0374,2026-04,48,5,0.104,48,1.0,10.5,61.4
一般消化器外科,DR_GS005,SL_0194,2026-04,20,0,0.0,20,1.0,13.0,55.8
一般消化器外科,DR_BR005,SL_0516,2026-04,9,7,0.778,9,1.0,0.0,
一般消化器外科,DR_GS001,SL_0021,2026-04,4,1,0.25,4,1.0,15.0,
一般消化器外科,DR_GS001,SL_0454,2026-04,2,0,0.0,2,1.0,21.0,
一般消化器外科,DR_GS002,SL_0009,2026-04,2,1,0.5,2,1.0,0.0,
一般消化器外科,DR_GS002,SL_0568,2026-04,3,1,0.333,3,1.0,17.0,
一般消化器外科,DR_GS003,SL_0009,2026-04,7,2,0.286,7,1.0,3.0,
一般消化器外科,DR_GS003,SL_0102,2026-04,1,0,0.0,1,1.0,9.0,
一般消化器外科,DR_GS003,SL_0280,2026-04,7,0,0.0,7,1.0,12.0,
一般消化器外科,DR_GS004,SL_0009,2026-04,9,7,0.778,9,1.0,1.0,
一般消化器外科,DR_GS004,SL_0353,2026-04,3,1,0.333,3,1.0,5.0,
一般消化器外科,DR_GS005,SL_0009,2026-04,3,2,0.667,3,1.0,3.0,
一般消化器外科,DR_GS005,SL_0607,2026-04,1,0,0.0,1,1.0,17.0,
一般消化器外科,DR_GS006,SL_0009,2026-04,4,4,1.0,4,1.0,0.0,
一般消化器外科,DR_GS006,SL_0501,2026-04,4,0,0.0,4,1.0,20.0,
一般消化器外科,DR_GS007,SL_0009,2026-04,1,0,0.0,1,1.0,,
一般消化器外科,DR_GS007,SL_0219,2026-04,38,0,0.0,38,1.0,,
一般消化器外科,DR_GS008,SL_0009,2026-04,1,0,0.0,1,1.0,5.0,
一般消化器外科,DR_GS008,SL_0491,2026-04,1,0,0.0,1,1.0,21.0,
一般消化器外科,DR_GS009,SL_0009,2026-04,1,1,1.0,1,1.0,0.0,
一般消化器外科,DR_GS009,SL_0613,2026-04,2,0,0.0,2,1.0,18.0,
一般消化器外科,DR_GS010,SL_0009,2026-04,3,2,0.667,3,1.0,0.0,
一般消化器外科,DR_GS010,SL_0378,2026-04,8,4,0.5,8,1.0,4.0,
一般消化器外科,DR_GS010,SL_0680,2026-04,1,0,0.0,1,1.0,,
一般消化器外科,DR_GS011,SL_0422,2026-04,4,3,0.75,4,1.0,1.5,
一般消化器外科,DR_GS012,SL_0443,2026-04,5,4,0.8,5,1.0,0.0,
一般消化器外科,DR_GS013,SL_0005,2026-04,6,0,0.0,6,1.0,,
一般消化器外科,DR_GS014,SL_0523,2026-04,2,1,0.5,1,0.5,18.0,
中央処置室,DR_XX002,SL_0009,2026-04,5,0,0.0,5,1.0,,
中央処置室,DR_XX002,SL_0018,2026-04,146,0,0.0,146,1.0,,
乳腺外科,DR_BR004,SL_0135,2026-04,17,10,0.588,17,1.0,1.0,85.4
乳腺外科,DR_BR002,SL_0009,2026-04,29,18,0.621,29,1.0,3.5,84.4
乳腺外科,DR_BR006,SL_0175,2026-04,176,104,0.591,176,1.0,4.0,83.0
乳腺外科,DR_BR002,SL_0032,2026-04,253,140,0.553,253,1.0,4.0,81.8
乳腺外科,DR_BR003,SL_0077,2026-04,218,108,0.495,218,1.0,4.0,79.8
乳腺外科,DR_BR003,SL_0009,2026-04,14,5,0.357,14,1.0,7.0,72.7
乳腺外科,DR_BR007,SL_0009,2026-04,21,8,0.381,21,1.0,8.0,72.7
乳腺外科,DR_BR006,SL_0009,2026-04,32,9,0.281,32,1.0,5.5,71.4
乳腺外科,DR_BR008,SL_0241,2026-04,74,16,0.216,74,1.0,8.0,67.2
乳腺外科,DR_BR001,SL_0297,2026-04,52,11,0.212,52,1.0,9.0,66.2
乳腺外科,DR_BR007,SL_0182,2026-04,55,10,0.182,55,1.0,10.0,64.4
乳腺外科,DR_BR001,SL_0009,2026-04,22,1,0.045,22,1.0,8.5,61.1
乳腺外科,DR_BR002,SL_0629,2026-04,5,4,0.8,5,1.0,0.0,
乳腺外科,DR_BR003,SL_0495,2026-04,2,0,0.0,2,1.0,8.5,
乳腺外科,DR_BR003,SL_0550,2026-04,6,1,0.167,6,1.0,12.5,
乳腺外科,DR_BR004,SL_0009,2026-04,4,1,0.25,4,1.0,21.0,
乳腺外科,DR_BR005,SL_0009,2026-04,1,1,1.0,1,1.0,0.0,
乳腺外科,DR_BR005,SL_0516,2026-04,2,0,0.0,2,1.0,34.0,
乳腺外科,DR_BR007,SL_0521,2026-04,2,0,0.0,2,1.0,16.5,
乳腺外科,DR_BR008,SL_0009,2026-04,2,1,0.5,2,1.0,3.5,
乳腺外科,DR_BR009,SL_0005,2026-04,13,0,0.0,13,1.0,,
乳腺外科,DR_BR010,SL_0412,2026-04,2,0,0.0,2,1.0,,
乳腺外科,DR_BR011,SL_0009,2026-04,1,0,0.0,1,1.0,,
乳腺外科,DR_BR011,SL_0459,2026-04,4,3,0.75,4,1.0,3.0,
乳腺外科,DR_BR012,SL_0009,2026-04,3,2,0.667,3,1.0,3.0,
乳腺外科,DR_BR012,SL_0476,2026-04,1,0,0.0,1,1.0,13.0,
乳腺外科,DR_BR013,SL_0481,2026-04,4,2,0.5,4,1.0,15.0,
健診センター,DR_XX012,SL_0432,2026-04,13,5,0.385,13,1.0,9.0,72.0
健診センター,DR_XX012,SL_0223,2026-04,26,4,0.154,26,1.0,14.0,60.1
健診センター,DR_XX012,SL_0217,2026-04,20,2,0.1,20,1.0,15.0,57.5
健診センター,DR_XX012,SL_0614,2026-04,1,0,0.0,1,1.0,21.0,
健診センター,DR_XX012,SL_0621,2026-04,4,0,0.0,4,1.0,,
健診センター,DR_XX012,SL_0693,2026-04,1,0,0.0,1,1.0,,
入退院支援センター,DR_AD001,SL_0004,2026-04,512,512,1.0,512,1.0,0.0,100.0
入退院支援センター,DR_AD001,SL_0009,2026-04,50,50,1.0,50,1.0,0.0,100.0
内科,DR_IM001,SL_0015,2026-04,108,41,0.38,94,0.87,9.5,41.1
内科,DR_IM001,SL_0009,2026-04,4,0,0.0,4,1.0,,
呼吸器内科,DR_RS2009,SL_0009,2026-04,65,38,0.585,65,1.0,0.0,86.2
呼吸器内科,DR_RS2003,SL_0061,2026-04,113,49,0.434,113,1.0,5.0,77.0
呼吸器内科,DR_RS2004,SL_0009,2026-04,26,10,0.385,26,1.0,6.0,74.5
呼吸器内科,DR_RS2005,SL_0100,2026-04,85,29,0.341,85,1.0,6.0,73.0
呼吸器内科,DR_AL002,SL_0189,2026-04,108,36,0.333,108,1.0,6.0,72.8
呼吸器内科,DR_RS2010,SL_0167,2026-04,73,24,0.329,73,1.0,6.0,72.6
呼吸器内科,DR_AL001,SL_0033,2026-04,33,6,0.182,33,1.0,6.5,67.3
呼吸器内科,DR_RS2006,SL_0106,2026-04,96,20,0.208,96,1.0,8.0,66.9
呼吸器内科,DR_RS2004,SL_0082,2026-04,184,37,0.201,184,1.0,9.0,65.9
呼吸器内科,DR_RS2007,SL_0126,2026-04,15,3,0.2,15,1.0,11.5,63.8
呼吸器内科,DR_RS2008,SL_0127,2026-04,44,3,0.068,44,1.0,13.0,58.1
呼吸器内科,DR_RS2002,SL_0030,2026-04,17,2,0.118,17,1.0,16.0,57.3
呼吸器内科,DR_RS2009,SL_0366,2026-04,15,4,0.267,14,0.933,12.0,49.9
呼吸器内科,DR_AL001,SL_0009,2026-04,1,0,0.0,1,1.0,7.0,
呼吸器内科,DR_AL001,SL_0634,2026-04,4,0,0.0,4,1.0,15.5,
呼吸器内科,DR_AL002,SL_0009,2026-04,8,5,0.625,8,1.0,2.0,
呼吸器内科,DR_AL002,SL_0356,2026-04,5,2,0.4,5,1.0,5.0,
呼吸器内科,DR_RS2003,SL_0213,2026-04,9,0,0.0,9,1.0,8.5,
呼吸器内科,DR_RS2005,SL_0009,2026-04,1,1,1.0,1,1.0,1.0,
呼吸器内科,DR_RS2005,SL_0470,2026-04,3,1,0.333,3,1.0,8.0,
呼吸器内科,DR_RS2005,SL_0561,2026-04,1,0,0.0,1,1.0,17.0,
呼吸器内科,DR_RS2005,SL_0658,2026-04,1,0,0.0,1,1.0,24.0,
呼吸器内科,DR_RS2006,SL_0009,2026-04,1,0,0.0,1,1.0,11.0,
呼吸器内科,DR_RS2006,SL_0612,2026-04,2,0,0.0,2,1.0,14.0,
呼吸器内科,DR_RS2007,SL_0009,2026-04,1,1,1.0,1,1.0,0.0,
呼吸器内科,DR_RS2008,SL_0009,2026-04,2,1,0.5,2,1.0,45.5,
呼吸器内科,DR_RS2008,SL_0618,2026-04,3,0,0.0,3,1.0,15.0,
呼吸器内科,DR_RS2010,SL_0525,2026-04,1,1,1.0,1,1.0,0.0,
呼吸器内科,DR_RS2011,SL_0009,2026-04,1,1,1.0,1,1.0,0.0,
呼吸器内科,DR_RS2011,SL_0179,2026-04,3,3,1.0,2,0.667,0.0,
呼吸器内科,DR_RS2013,SL_0005,2026-04,14,0,0.0,14,1.0,,
呼吸器内科,DR_RS2016,SL_0637,2026-04,3,1,0.333,3,1.0,11.0,
呼吸器外科,DR_RS2012,SL_0188,2026-04,71,12,0.169,71,1.0,9.0,64.8
呼吸器外科,DR_RS2001,SL_0024,2026-04,60,8,0.133,60,1.0,9.0,63.6
呼吸器外科,DR_RS2001,SL_0009,2026-04,1,0,0.0,1,1.0,5.0,
呼吸器外科,DR_RS2001,SL_0584,2026-04,2,0,0.0,2,1.0,23.0,
呼吸器外科,DR_RS2012,SL_0009,2026-04,1,1,1.0,1,1.0,3.0,
呼吸器外科,DR_RS2012,SL_0557,2026-04,4,0,0.0,4,1.0,30.0,
呼吸器外科,DR_RS2014,SL_0009,2026-04,5,2,0.4,5,1.0,8.0,
呼吸器外科,DR_RS2015,SL_0005,2026-04,1,0,0.0,1,1.0,,
呼吸器外科,DR_XX022,SL_0009,2026-04,1,1,1.0,1,1.0,0.0,
呼吸器外科,DR_XX022,SL_0486,2026-04,2,1,0.5,2,1.0,11.0,
外来手術室,DR_OT002,SL_0009,2026-04,10,10,1.0,10,1.0,0.0,100.0
外来手術室,DR_OT002,SL_0159,2026-04,75,75,1.0,75,1.0,0.0,100.0
外来手術室,DR_OT005,SL_0332,2026-04,19,19,1.0,19,1.0,0.0,100.0
外来手術室,DR_OT009,SL_0484,2026-04,11,11,1.0,11,1.0,0.0,100.0
外来手術室,DR_OT001,SL_0025,2026-04,152,149,0.98,152,1.0,1.0,98.5
外来手術室,DR_OT001,SL_0009,2026-04,38,35,0.921,38,1.0,0.0,97.4
外来手術室,DR_OT007,SL_0396,2026-04,12,11,0.917,12,1.0,0.0,97.2
外来手術室,DR_OT003,SL_0009,2026-04,10,8,0.8,10,1.0,0.0,93.3
外来手術室,DR_OT003,SL_0248,2026-04,18,11,0.611,18,1.0,0.0,87.0
外来手術室,DR_OT003,SL_0456,2026-04,3,0,0.0,3,1.0,,
外来手術室,DR_OT004,SL_0324,2026-04,5,3,0.6,5,1.0,0.0,
外来手術室,DR_OT006,SL_0376,2026-04,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT008,SL_0397,2026-04,4,4,1.0,4,1.0,0.0,
外来手術室,DR_OT010,SL_0506,2026-04,2,1,0.5,2,1.0,0.0,
外来手術室,DR_OT011,SL_0553,2026-04,3,3,1.0,3,1.0,0.0,
外来手術室,DR_OT012,SL_0559,2026-04,4,4,1.0,4,1.0,0.0,
外来手術室,DR_OT013,SL_0597,2026-04,2,1,0.5,2,1.0,0.0,
外来手術室,DR_OT014,SL_0605,2026-04,4,3,0.75,4,1.0,0.0,
外来手術室,DR_OT015,SL_0699,2026-04,1,1,1.0,1,1.0,0.0,
小児科,DR_PD011,SL_0009,2026-04,10,3,0.3,10,1.0,12.0,66.7
小児科,DR_PD002,SL_0070,2026-04,30,3,0.1,30,1.0,6.0,65.0
小児科,DR_PD001,SL_0020,2026-04,27,6,0.222,27,1.0,13.0,63.2
小児科,DR_PD004,SL_0177,2026-04,31,5,0.161,31,1.0,15.0,59.5
小児科,DR_PD009,SL_0257,2026-04,13,0,0.0,13,1.0,10.0,58.3
小児科,DR_PD008,SL_0250,2026-04,21,3,0.143,21,1.0,18.0,56.4
小児科,DR_PD004,SL_0270,2026-04,10,1,0.1,10,1.0,16.5,56.2
小児科,DR_PD007,SL_0351,2026-04,24,1,0.042,24,1.0,16.0,54.7
小児科,DR_PD003,SL_0098,2026-04,18,0,0.0,18,1.0,15.0,54.2
小児科,DR_PD005,SL_0328,2026-04,15,0,0.0,15,1.0,15.0,54.2
小児科,DR_PD006,SL_0503,2026-04,14,2,0.143,14,1.0,21.0,53.9
小児科,DR_PD001,SL_0313,2026-04,15,0,0.0,15,1.0,15.5,53.8
小児科,DR_PD007,SL_0239,2026-04,12,0,0.0,12,1.0,17.0,52.5
小児科,DR_PD006,SL_0272,2026-04,25,0,0.0,25,1.0,22.5,47.9
小児科,DR_PD003,SL_0399,2026-04,12,0,0.0,12,1.0,23.5,47.1
小児科,DR_PD008,SL_0323,2026-04,11,1,0.091,11,1.0,29.0,45.5
小児科,DR_XX020,SL_0452,2026-04,15,0,0.0,15,1.0,40.0,33.3
小児科,DR_PD001,SL_0237,2026-04,3,0,0.0,3,1.0,20.0,
小児科,DR_PD002,SL_0575,2026-04,3,0,0.0,3,1.0,9.0,
小児科,DR_PD003,SL_0009,2026-04,3,1,0.333,3,1.0,24.0,
小児科,DR_PD003,SL_0671,2026-04,1,0,0.0,1,1.0,24.0,
小児科,DR_PD004,SL_0009,2026-04,1,1,1.0,1,1.0,0.0,
小児科,DR_PD004,SL_0462,2026-04,3,0,0.0,3,1.0,13.0,
小児科,DR_PD005,SL_0009,2026-04,1,0,0.0,1,1.0,,
小児科,DR_PD006,SL_0009,2026-04,4,4,1.0,4,1.0,0.0,
小児科,DR_PD006,SL_0185,2026-04,2,0,0.0,2,1.0,17.5,
小児科,DR_PD007,SL_0009,2026-04,2,0,0.0,2,1.0,24.0,
小児科,DR_PD007,SL_0537,2026-04,3,0,0.0,3,1.0,17.5,
小児科,DR_PD007,SL_0674,2026-04,1,0,0.0,1,1.0,,
小児科,DR_PD008,SL_0625,2026-04,1,0,0.0,1,1.0,28.0,
小児科,DR_PD009,SL_0604,2026-04,1,0,0.0,1,1.0,19.0,
小児科,DR_PD010,SL_0260,2026-04,3,1,0.333,1,0.333,21.0,
小児科,DR_PD011,SL_0375,2026-04,4,2,0.5,3,0.75,4.0,
小児科,DR_PD012,SL_0009,2026-04,1,1,1.0,1,1.0,0.0,
小児科,DR_PD012,SL_0475,2026-04,2,0,0.0,2,1.0,14.0,
小児科,DR_PD013,SL_0009,2026-04,1,1,1.0,1,1.0,0.0,
小児科,DR_PD013,SL_0419,2026-04,6,4,0.667,6,1.0,0.0,
小児科,DR_PD014,SL_0005,2026-04,4,0,0.0,4,1.0,,
小児科,DR_PD015,SL_0009,2026-04,1,1,1.0,1,1.0,0.0,
小児科,DR_PD015,SL_0460,2026-04,4,1,0.25,4,1.0,14.0,
小児科,DR_PD015,SL_0465,2026-04,7,2,0.286,7,1.0,14.0,
小児科,DR_XX020,SL_0664,2026-04,1,0,0.0,1,1.0,8.0,
形成外科,DR_PS003,SL_0009,2026-04,36,12,0.333,36,1.0,8.0,71.1
形成外科,DR_PS005,SL_0009,2026-04,11,3,0.273,11,1.0,8.0,69.1
形成外科,DR_PS002,SL_0062,2026-04,14,3,0.214,14,1.0,8.5,66.7
形成外科,DR_PS005,SL_0265,2026-04,75,15,0.2,75,1.0,9.0,65.8
形成外科,DR_PS003,SL_0093,2026-04,68,13,0.191,68,1.0,9.0,65.5
形成外科,DR_PS008,SL_0336,2026-04,10,1,0.1,10,1.0,7.0,64.2
形成外科,DR_PS004,SL_0245,2026-04,52,5,0.096,52,1.0,11.0,60.7
形成外科,DR_PS006,SL_0288,2026-04,17,2,0.118,17,1.0,13.0,59.8
形成外科,DR_PS004,SL_0009,2026-04,14,2,0.143,14,1.0,18.0,56.4
形成外科,DR_PD012,SL_0475,2026-04,4,2,0.5,4,1.0,5.5,
形成外科,DR_PS001,SL_0009,2026-04,8,4,0.5,8,1.0,0.5,
形成外科,DR_PS002,SL_0009,2026-04,4,3,0.75,4,1.0,0.0,
形成外科,DR_PS003,SL_0586,2026-04,4,0,0.0,4,1.0,14.5,
形成外科,DR_PS005,SL_0684,2026-04,1,0,0.0,1,1.0,13.0,
形成外科,DR_PS007,SL_0005,2026-04,9,1,0.111,9,1.0,0.0,
形成外科,DR_PS008,SL_0009,2026-04,5,2,0.4,5,1.0,3.5,
形成外科,DR_PS009,SL_0009,2026-04,1,0,0.0,1,1.0,,
形成外科,DR_PS009,SL_0359,2026-04,8,4,0.5,8,1.0,0.0,
形成外科,DR_PS010,SL_0009,2026-04,1,1,1.0,1,1.0,1.0,
形成外科,DR_PS010,SL_0689,2026-04,1,0,0.0,1,1.0,17.0,
形成外科,DR_PS011,SL_0009,2026-04,1,0,0.0,1,1.0,8.0,
形成外科,DR_PS011,SL_0513,2026-04,9,1,0.111,9,1.0,38.0,
形成外科,DR_PS012,SL_0515,2026-04,2,0,0.0,2,1.0,26.5,
形成外科,DR_PS013,SL_0009,2026-04,1,1,1.0,1,1.0,0.0,
形成外科,DR_PS014,SL_0687,2026-04,1,1,1.0,1,1.0,0.0,
循環器内科,DR_CV002,SL_0009,2026-04,119,74,0.622,119,1.0,0.0,87.4
循環器内科,DR_CV008,SL_0150,2026-04,182,78,0.429,182,1.0,5.0,76.8
循環器内科,DR_CV004,SL_0034,2026-04,93,29,0.312,93,1.0,6.0,72.1
循環器内科,DR_CV001,SL_0044,2026-04,143,34,0.238,142,0.993,6.0,68.0
循環器内科,DR_CV003,SL_0031,2026-04,89,17,0.191,89,1.0,8.0,66.4
循環器内科,DR_CV001,SL_0009,2026-04,25,3,0.12,25,1.0,8.0,64.0
循環器内科,DR_CV010,SL_0193,2026-04,108,14,0.13,108,1.0,10.0,62.7
循環器内科,DR_CV009,SL_0153,2026-04,70,7,0.1,70,1.0,10.0,61.7
循環器内科,DR_CV011,SL_0196,2026-04,58,3,0.052,58,1.0,8.5,61.3
循環器内科,DR_CV007,SL_0078,2026-04,41,4,0.098,41,1.0,11.0,60.8
循環器内科,DR_CV006,SL_0067,2026-04,89,1,0.011,89,1.0,11.0,57.9
循環器内科,DR_CV005,SL_0058,2026-04,14,8,0.571,12,0.857,2.0,50.7
循環器内科,DR_CV002,SL_0118,2026-04,20,6,0.3,18,0.9,11.0,44.2
循環器内科,DR_CV001,SL_0228,2026-04,8,1,0.125,8,1.0,14.0,
循環器内科,DR_CV004,SL_0009,2026-04,2,1,0.5,2,1.0,5.0,
循環器内科,DR_CV004,SL_0450,2026-04,8,4,0.5,8,1.0,4.0,
循環器内科,DR_CV004,SL_0492,2026-04,1,0,0.0,1,1.0,7.0,
循環器内科,DR_CV005,SL_0009,2026-04,2,1,0.5,2,1.0,0.0,
循環器内科,DR_CV006,SL_0600,2026-04,6,0,0.0,6,1.0,19.0,
循環器内科,DR_CV007,SL_0574,2026-04,5,1,0.2,4,0.8,13.0,
循環器内科,DR_CV008,SL_0009,2026-04,1,0,0.0,1,1.0,5.0,
循環器内科,DR_CV008,SL_0539,2026-04,6,1,0.167,6,1.0,8.5,
循環器内科,DR_CV009,SL_0009,2026-04,3,1,0.333,3,1.0,4.5,
循環器内科,DR_CV009,SL_0277,2026-04,5,1,0.2,5,1.0,11.0,
循環器内科,DR_CV010,SL_0009,2026-04,3,2,0.667,3,1.0,0.5,
循環器内科,DR_CV010,SL_0381,2026-04,6,0,0.0,6,1.0,17.0,
循環器内科,DR_CV011,SL_0622,2026-04,2,1,0.5,2,1.0,4.0,
循環器内科,DR_CV011,SL_0626,2026-04,1,0,0.0,1,1.0,6.0,
循環器内科,DR_CV012,SL_0325,2026-04,8,0,0.0,8,1.0,14.0,
循環器内科,DR_CV014,SL_0005,2026-04,6,0,0.0,6,1.0,,
循環器内科,DR_CV015,SL_0573,2026-04,7,0,0.0,7,1.0,10.0,
循環器内科,DR_CV016,SL_0616,2026-04,1,0,0.0,1,1.0,6.0,
循環器内科,DR_CV017,SL_0688,2026-04,2,2,1.0,2,1.0,0.0,
循環器内科,,SL_0599,2026-04,2,1,0.5,2,1.0,8.5,
心臓血管外科,DR_CS003,SL_0009,2026-04,10,6,0.6,10,1.0,0.5,86.2
心臓血管外科,DR_CS002,SL_0168,2026-04,27,3,0.111,27,1.0,8.0,63.7
心臓血管外科,DR_CS001,SL_0163,2026-04,34,4,0.118,34,1.0,10.0,62.3
心臓血管外科,DR_CS001,SL_0009,2026-04,3,1,0.333,3,1.0,5.0,
心臓血管外科,DR_CS002,SL_0009,2026-04,5,2,0.4,5,1.0,11.0,
心臓血管外科,DR_CS002,SL_0379,2026-04,2,0,0.0,2,1.0,9.5,
心臓血管外科,DR_CS003,SL_0567,2026-04,1,1,1.0,1,1.0,0.0,
心臓血管外科,DR_CS004,SL_0429,2026-04,4,0,0.0,4,1.0,19.0,
感染症,DR_XX018,SL_0009,2026-04,15,9,0.6,15,1.0,3.0,84.2
感染症,DR_XX018,SL_0350,2026-04,8,5,0.625,8,1.0,0.0,
放射線治療科,DR_RT004,SL_0009,2026-04,32,23,0.719,32,1.0,2.0,89.0
