総件数,期間_開始,期間_終了,期間_暦日数,期間_営業日数,診療科数,医師数,部屋数,予約名称_種類数,初診件数,再診件数,紹介状あり,併科受診_有,未来院件数
25710,2026-04-01,2026-04-22,22,16,52,413,0,699,2025,23685,1441,7013,1545
