診療科名,医師匿名ID,予約名称,月,再診件数,短時間再診件数,短時間再診比率,紹介状なし再診件数,紹介状なし再診比率,診察時間中央値_再診,スコア
PICCCVポートセンター,DR_XX009,SL_0009,2026-01,56,50,0.893,56,1.0,0.0,96.4
がんゲノム,DR_ON001,SL_0088,2026-01,10,0,0.0,10,1.0,17.5,47.2
がんゲノム,DR_XX039,SL_0005,2026-01,1,0,0.0,1,1.0,,
アレルギー科,DR_RS2003,SL_0061,2026-01,42,15,0.357,42,1.0,6.0,71.9
アレルギー科,DR_AL002,SL_0189,2026-01,40,6,0.15,40,1.0,7.0,63.9
アレルギー科,DR_RS2005,SL_0100,2026-01,20,3,0.15,20,1.0,8.0,62.8
アレルギー科,DR_AL001,SL_0033,2026-01,27,3,0.111,27,1.0,9.0,60.4
アレルギー科,DR_AL001,SL_0009,2026-01,1,1,1.0,1,1.0,0.0,
アレルギー科,DR_AL002,SL_0009,2026-01,8,3,0.375,8,1.0,6.5,
アレルギー科,DR_AL003,SL_0009,2026-01,1,1,1.0,1,1.0,4.0,
アレルギー科,DR_RS2003,SL_0009,2026-01,1,0,0.0,1,1.0,8.0,
アレルギー科,DR_RS2003,SL_0361,2026-01,6,2,0.333,6,1.0,7.5,
アレルギー科,DR_RS2003,SL_0874,2026-01,1,0,0.0,1,1.0,,
ソーシャルワーカー,DR_XX001,SL_0011,2026-01,103,79,0.767,103,1.0,0.0,92.2
ソーシャルワーカー,DR_XX001,SL_0009,2026-01,25,9,0.36,25,1.0,0.0,78.7
ソーシャルワーカー,DR_XX034,SL_0825,2026-01,1,0,0.0,1,1.0,,
メンタルケア科,DR_MN005,SL_0609,2026-01,11,11,1.0,11,1.0,0.0,100.0
メンタルケア科,DR_MN002,SL_0009,2026-01,97,45,0.464,97,1.0,0.0,82.1
メンタルケア科,DR_MN001,SL_0043,2026-01,130,32,0.246,130,1.0,8.0,66.0
メンタルケア科,DR_MN004,SL_0255,2026-01,55,8,0.145,55,1.0,9.0,61.5
メンタルケア科,DR_MN009,SL_0721,2026-01,40,1,0.025,40,1.0,10.0,56.4
メンタルケア科,DR_MN001,SL_0009,2026-01,2,0,0.0,2,1.0,43.0,
メンタルケア科,DR_MN001,SL_0624,2026-01,3,1,0.333,3,1.0,6.0,
メンタルケア科,DR_MN004,SL_0009,2026-01,5,1,0.2,5,1.0,14.0,
メンタルケア科,DR_MN004,SL_0545,2026-01,3,1,0.333,3,1.0,5.0,
メンタルケア科,DR_MN006,SL_0005,2026-01,2,0,0.0,2,1.0,,
メンタルケア科,DR_MN007,SL_0009,2026-01,1,0,0.0,1,1.0,11.0,
メンタルケア科,DR_MN008,SL_0678,2026-01,2,2,1.0,2,1.0,0.0,
メンタルケア科,DR_MN009,SL_0763,2026-01,6,0,0.0,6,1.0,17.0,
メンタルケア科,DR_MN010,SL_0828,2026-01,1,0,0.0,1,1.0,,
メンタルケア科,DR_MN011,SL_0891,2026-01,1,0,0.0,1,1.0,,
リウマチ膠原病内科,DR_RH005,SL_0156,2026-01,46,32,0.696,46,1.0,0.0,89.9
リウマチ膠原病内科,DR_RH007,SL_0009,2026-01,37,21,0.568,37,1.0,1.0,84.5
リウマチ膠原病内科,DR_RH009,SL_0009,2026-01,10,5,0.5,10,1.0,1.0,82.2
リウマチ膠原病内科,DR_RH004,SL_0139,2026-01,109,56,0.514,109,1.0,4.0,79.4
リウマチ膠原病内科,DR_RH003,SL_0009,2026-01,26,11,0.423,26,1.0,5.0,75.2
リウマチ膠原病内科,DR_RH010,SL_0222,2026-01,101,40,0.396,101,1.0,5.0,74.3
リウマチ膠原病内科,DR_RH003,SL_0066,2026-01,123,44,0.358,123,1.0,6.0,71.9
リウマチ膠原病内科,DR_RH009,SL_0210,2026-01,264,75,0.284,264,1.0,6.0,69.5
リウマチ膠原病内科,DR_RH006,SL_0174,2026-01,170,22,0.129,170,1.0,8.0,62.1
リウマチ膠原病内科,DR_RH001,SL_0008,2026-01,27,2,0.074,27,1.0,9.0,59.1
リウマチ膠原病内科,DR_RH002,SL_0014,2026-01,39,2,0.051,39,1.0,9.0,58.4
リウマチ膠原病内科,DR_RH002,SL_0009,2026-01,15,0,0.0,15,1.0,12.0,53.3
リウマチ膠原病内科,DR_RH008,SL_0201,2026-01,12,1,0.083,12,1.0,16.0,51.7
リウマチ膠原病内科,DR_RH001,SL_0009,2026-01,1,1,1.0,1,1.0,0.0,
リウマチ膠原病内科,DR_RH002,SL_0682,2026-01,2,0,0.0,2,1.0,15.5,
リウマチ膠原病内科,DR_RH003,SL_0526,2026-01,7,1,0.143,7,1.0,6.0,
リウマチ膠原病内科,DR_RH004,SL_0009,2026-01,1,1,1.0,1,1.0,0.0,
リウマチ膠原病内科,DR_RH005,SL_0009,2026-01,3,3,1.0,3,1.0,0.0,
リウマチ膠原病内科,DR_RH006,SL_0009,2026-01,9,2,0.222,9,1.0,7.0,
リウマチ膠原病内科,DR_RH006,SL_0611,2026-01,2,1,0.5,2,1.0,13.0,
リウマチ膠原病内科,DR_RH007,SL_0176,2026-01,6,4,0.667,6,1.0,2.0,
リウマチ膠原病内科,DR_RH009,SL_0340,2026-01,5,0,0.0,5,1.0,13.0,
リウマチ膠原病内科,DR_RH010,SL_0009,2026-01,9,8,0.889,9,1.0,1.0,
リウマチ膠原病内科,DR_RH011,SL_0009,2026-01,2,0,0.0,2,1.0,18.0,
リウマチ膠原病内科,DR_RH011,SL_0368,2026-01,9,2,0.222,9,1.0,11.5,
リウマチ膠原病内科,DR_RH013,SL_0009,2026-01,1,1,1.0,1,1.0,0.0,
リウマチ膠原病内科,DR_RH013,SL_0596,2026-01,6,1,0.167,6,1.0,11.0,
一般消化器外科,DR_BR005,SL_0516,2026-01,19,17,0.895,19,1.0,0.0,96.5
一般消化器外科,DR_BR005,SL_0009,2026-01,34,30,0.882,34,1.0,0.0,96.1
一般消化器外科,DR_GS011,SL_0009,2026-01,25,19,0.76,25,1.0,0.0,92.0
一般消化器外科,DR_GS016,SL_0770,2026-01,31,17,0.548,31,1.0,4.0,80.5
一般消化器外科,DR_GS001,SL_0022,2026-01,155,78,0.503,155,1.0,4.0,79.0
一般消化器外科,DR_GS004,SL_0109,2026-01,67,27,0.403,67,1.0,5.5,74.0
一般消化器外科,DR_GS006,SL_0202,2026-01,104,38,0.365,104,1.0,5.0,73.3
