総件数,期間_開始,期間_終了,期間_暦日数,期間_営業日数,診療科数,医師数,部屋数,予約名称_種類数,初診件数,再診件数,紹介状あり,併科受診_有,未来院件数
32935,2026-01-01,2026-01-31,31,22,51,433,0,741,2728,30207,1864,8732,1901
