診療科名,医師匿名ID,予約名称,月,再診件数,短時間再診件数,短時間再診比率,紹介状なし再診件数,紹介状なし再診比率,診察時間中央値_再診,スコア
リウマチ膠原病内科,DR_RH001,SL_0008,2025-08,37,3,0.081,37,1.0,7.0,61.5
リウマチ膠原病内科,DR_RH006,SL_0174,2025-08,164,18,0.11,164,1.0,10.0,59.0
リウマチ膠原病内科,DR_RH002,SL_0014,2025-08,32,4,0.125,32,1.0,16.5,52.2
リウマチ膠原病内科,DR_RH009,SL_0009,2025-08,12,1,0.083,12,1.0,16.0,51.4
リウマチ膠原病内科,DR_RH011,SL_0368,2025-08,14,1,0.071,14,1.0,17.0,49.8
リウマチ膠原病内科,DR_RH002,SL_0009,2025-08,9,2,0.222,9,1.0,10.0,
リウマチ膠原病内科,DR_RH002,SL_0426,2025-08,1,0,0.0,1,1.0,7.0,
リウマチ膠原病内科,DR_RH002,SL_0682,2025-08,2,0,0.0,2,1.0,13.0,
リウマチ膠原病内科,DR_RH003,SL_0526,2025-08,4,1,0.25,4,1.0,6.0,
リウマチ膠原病内科,DR_RH004,SL_0009,2025-08,2,1,0.5,2,1.0,7.0,
リウマチ膠原病内科,DR_RH005,SL_0009,2025-08,3,2,0.667,3,1.0,0.0,
リウマチ膠原病内科,DR_RH006,SL_0009,2025-08,7,0,0.0,7,1.0,24.0,
リウマチ膠原病内科,DR_RH006,SL_0611,2025-08,4,2,0.5,4,1.0,8.5,
リウマチ膠原病内科,DR_RH007,SL_0176,2025-08,2,1,0.5,2,1.0,10.0,
リウマチ膠原病内科,DR_RH008,SL_0201,2025-08,7,0,0.0,7,1.0,18.0,
リウマチ膠原病内科,DR_RH009,SL_0340,2025-08,7,2,0.286,7,1.0,17.0,
リウマチ膠原病内科,DR_RH011,SL_0009,2025-08,3,2,0.667,3,1.0,0.0,
リウマチ膠原病内科,DR_RH012,SL_0005,2025-08,3,0,0.0,3,1.0,,
リウマチ膠原病内科,DR_RH013,SL_0009,2025-08,4,0,0.0,4,1.0,7.0,
リウマチ膠原病内科,DR_RH013,SL_0596,2025-08,4,0,0.0,4,1.0,9.0,
リウマチ膠原病内科,DR_RH014,SL_0009,2025-08,1,1,1.0,1,1.0,1.0,
一般消化器外科,DR_BR005,SL_0009,2025-08,37,34,0.919,37,1.0,0.0,97.3
一般消化器外科,DR_GS011,SL_0009,2025-08,25,15,0.6,25,1.0,0.0,86.7
一般消化器外科,DR_GS001,SL_0022,2025-08,136,70,0.515,136,1.0,4.0,79.3
一般消化器外科,DR_GS002,SL_0085,2025-08,82,40,0.488,82,1.0,4.5,77.8
一般消化器外科,DR_GS006,SL_0202,2025-08,99,34,0.343,99,1.0,5.0,72.5
一般消化器外科,DR_GS018,SL_0933,2025-08,77,17,0.221,77,1.0,7.0,66.1
一般消化器外科,DR_GS014,SL_0523,2025-08,11,4,0.364,10,0.909,6.5,63.9
一般消化器外科,DR_GS016,SL_0770,2025-08,15,5,0.333,15,1.0,13.0,63.1
一般消化器外科,DR_GS003,SL_0103,2025-08,161,17,0.106,161,1.0,8.0,61.2
一般消化器外科,DR_GS009,SL_0374,2025-08,48,5,0.104,48,1.0,8.0,61.1
一般消化器外科,DR_GS008,SL_0229,2025-08,36,7,0.194,36,1.0,11.0,60.7
一般消化器外科,DR_GS005,SL_0194,2025-08,46,5,0.109,46,1.0,12.0,56.7
一般消化器外科,DR_GS015,SL_0715,2025-08,37,0,0.0,37,1.0,12.0,53.1
一般消化器外科,DR_BR005,SL_0516,2025-08,5,4,0.8,5,1.0,0.0,
一般消化器外科,DR_GS001,SL_0009,2025-08,9,4,0.444,9,1.0,4.0,
一般消化器外科,DR_GS001,SL_0021,2025-08,9,2,0.222,9,1.0,16.0,
一般消化器外科,DR_GS001,SL_0454,2025-08,1,0,0.0,1,1.0,16.0,
一般消化器外科,DR_GS002,SL_0009,2025-08,4,3,0.75,4,1.0,1.0,
一般消化器外科,DR_GS002,SL_0568,2025-08,3,0,0.0,3,1.0,16.0,
一般消化器外科,DR_GS003,SL_0009,2025-08,4,1,0.25,4,1.0,10.0,
一般消化器外科,DR_GS003,SL_0280,2025-08,6,0,0.0,6,1.0,12.0,
一般消化器外科,DR_GS005,SL_0009,2025-08,2,2,1.0,2,1.0,0.5,
一般消化器外科,DR_GS005,SL_0607,2025-08,2,0,0.0,2,1.0,13.5,
一般消化器外科,DR_GS006,SL_0009,2025-08,5,2,0.4,5,1.0,7.0,
一般消化器外科,DR_GS006,SL_0501,2025-08,5,1,0.2,5,1.0,7.0,
一般消化器外科,DR_GS006,SL_0691,2025-08,1,0,0.0,0,0.0,5.0,
一般消化器外科,DR_GS007,SL_0219,2025-08,49,0,0.0,49,1.0,,
一般消化器外科,DR_GS008,SL_0009,2025-08,2,0,0.0,2,1.0,14.5,
一般消化器外科,DR_GS008,SL_0491,2025-08,1,0,0.0,1,1.0,18.0,
一般消化器外科,DR_GS009,SL_0009,2025-08,3,2,0.667,3,1.0,2.0,
一般消化器外科,DR_GS009,SL_0613,2025-08,5,0,0.0,5,1.0,18.0,
一般消化器外科,DR_GS011,SL_0422,2025-08,4,4,1.0,4,1.0,0.0,
一般消化器外科,DR_GS012,SL_0009,2025-08,3,3,1.0,3,1.0,0.0,
一般消化器外科,DR_GS012,SL_0443,2025-08,5,5,1.0,5,1.0,0.0,
一般消化器外科,DR_GS013,SL_0005,2025-08,5,0,0.0,5,1.0,,
一般消化器外科,DR_GS014,SL_0009,2025-08,2,0,0.0,2,1.0,,
一般消化器外科,DR_GS015,SL_0009,2025-08,1,1,1.0,1,1.0,4.0,
一般消化器外科,DR_GS015,SL_0739,2025-08,1,0,0.0,1,1.0,22.0,
一般消化器外科,DR_GS016,SL_0009,2025-08,1,0,0.0,1,1.0,8.0,
一般消化器外科,DR_GS016,SL_0753,2025-08,3,0,0.0,3,1.0,21.0,
一般消化器外科,DR_GS018,SL_0009,2025-08,6,2,0.333,6,1.0,14.0,
一般消化器外科,DR_GS018,SL_0938,2025-08,9,3,0.333,9,1.0,13.0,
一般消化器外科,DR_PD012,SL_0475,2025-08,1,0,0.0,1,1.0,15.0,
中央処置室,DR_XX002,SL_0018,2025-08,151,23,0.152,151,1.0,0.0,71.7
中央処置室,DR_XX002,SL_0009,2025-08,5,0,0.0,5,1.0,,
乳腺外科,DR_BR006,SL_0175,2025-08,763,450,0.59,762,0.999,4.0,81.7
乳腺外科,DR_BR014,SL_0702,2025-08,306,168,0.549,306,1.0,4.0,80.4
乳腺外科,DR_BR006,SL_0009,2025-08,115,59,0.513,115,1.0,4.0,79.2
乳腺外科,DR_BR014,SL_0009,2025-08,14,5,0.357,14,1.0,7.0,70.7
乳腺外科,DR_BR009,SL_0005,2025-08,11,1,0.091,11,1.0,0.0,69.7
乳腺外科,DR_BR015,SL_0839,2025-08,70,14,0.2,70,1.0,7.0,65.4
乳腺外科,DR_BR008,SL_0241,2025-08,71,16,0.225,71,1.0,8.0,65.1
乳腺外科,DR_BR005,SL_0516,2025-08,1,0,0.0,1,1.0,10.0,
乳腺外科,DR_BR006,SL_0841,2025-08,6,4,0.667,6,1.0,3.0,
乳腺外科,DR_BR006,SL_0849,2025-08,3,0,0.0,3,1.0,6.0,
乳腺外科,DR_BR008,SL_0009,2025-08,1,0,0.0,1,1.0,,
乳腺外科,DR_BR010,SL_0412,2025-08,4,0,0.0,4,1.0,,
乳腺外科,DR_BR011,SL_0009,2025-08,4,0,0.0,4,1.0,,
乳腺外科,DR_BR011,SL_0459,2025-08,6,1,0.167,6,1.0,1.0,
乳腺外科,DR_BR012,SL_0009,2025-08,5,4,0.8,5,1.0,1.0,
乳腺外科,DR_BR012,SL_0476,2025-08,3,1,0.333,3,1.0,7.0,
乳腺外科,DR_BR013,SL_0009,2025-08,1,0,0.0,1,1.0,7.0,
乳腺外科,DR_BR013,SL_0481,2025-08,9,2,0.222,9,1.0,21.0,
乳腺外科,DR_BR014,SL_0777,2025-08,6,6,1.0,6,1.0,1.0,
乳腺外科,DR_BR015,SL_0009,2025-08,7,5,0.714,7,1.0,0.0,
乳腺外科,DR_BR015,SL_0862,2025-08,2,0,0.0,2,1.0,7.5,
健診センター,DR_XX012,SL_0432,2025-08,11,2,0.182,11,1.0,10.5,60.9
健診センター,DR_XX012,SL_0217,2025-08,18,4,0.222,18,1.0,12.0,60.5
健診センター,DR_XX012,SL_0223,2025-08,29,5,0.172,29,1.0,13.0,57.7
健診センター,DR_XX012,SL_0614,2025-08,2,1,0.5,2,1.0,11.0,
健診センター,DR_XX012,SL_0621,2025-08,3,0,0.0,3,1.0,,
健診センター,DR_XX012,SL_0693,2025-08,1,0,0.0,1,1.0,,
健診センター,DR_XX012,SL_0850,2025-08,1,0,0.0,1,1.0,,
健診センター,DR_XX012,SL_0887,2025-08,1,0,0.0,1,1.0,6.0,
入退院支援センター,DR_AD001,SL_0004,2025-08,597,597,1.0,597,1.0,0.0,100.0
入退院支援センター,DR_AD001,SL_0009,2025-08,53,53,1.0,53,1.0,0.0,100.0
内科,DR_IM001,SL_0015,2025-08,152,53,0.349,133,0.875,8.0,58.8
呼吸器内科,DR_RS2009,SL_0009,2025-08,75,52,0.693,75,1.0,0.0,89.8
呼吸器内科,DR_RS2004,SL_0009,2025-08,24,11,0.458,24,1.0,5.0,76.3
呼吸器内科,DR_RS2003,SL_0061,2025-08,135,50,0.37,135,1.0,5.0,73.4
呼吸器内科,DR_RS2011,SL_0179,2025-08,10,4,0.4,9,0.9,0.0,71.7
呼吸器内科,DR_AL002,SL_0189,2025-08,106,35,0.33,106,1.0,6.0,70.9
呼吸器内科,DR_RS2010,SL_0167,2025-08,58,16,0.276,58,1.0,7.5,67.4
呼吸器内科,DR_RS2004,SL_0082,2025-08,203,53,0.261,203,1.0,8.0,66.3
呼吸器内科,DR_RS2005,SL_0100,2025-08,102,16,0.157,102,1.0,7.0,64.0
呼吸器内科,DR_AL001,SL_0033,2025-08,43,6,0.14,43,1.0,8.0,62.3
呼吸器内科,DR_RS2003,SL_0213,2025-08,16,3,0.188,16,1.0,9.5,62.2
呼吸器内科,DR_RS2006,SL_0106,2025-08,118,17,0.144,118,1.0,9.0,61.3
呼吸器内科,DR_RS2007,SL_0126,2025-08,22,3,0.136,22,1.0,16.0,53.1
呼吸器内科,DR_RS2008,SL_0127,2025-08,61,2,0.033,61,1.0,14.0,51.9
呼吸器内科,DR_RS2009,SL_0366,2025-08,10,1,0.1,8,0.8,6.0,46.6
呼吸器内科,DR_AL001,SL_0009,2025-08,6,3,0.5,6,1.0,4.0,
呼吸器内科,DR_AL001,SL_0634,2025-08,5,1,0.2,5,1.0,10.0,
呼吸器内科,DR_AL002,SL_0009,2025-08,7,3,0.429,7,1.0,4.0,
呼吸器内科,DR_AL002,SL_0356,2025-08,6,3,0.5,6,1.0,0.0,
呼吸器内科,DR_AL002,SL_0403,2025-08,1,0,0.0,1,1.0,,
呼吸器内科,DR_AL002,SL_0580,2025-08,1,0,0.0,1,1.0,,
呼吸器内科,DR_RS2002,SL_0030,2025-08,5,2,0.4,5,1.0,13.0,
呼吸器内科,DR_RS2003,SL_0009,2025-08,3,3,1.0,3,1.0,0.0,
呼吸器内科,DR_RS2003,SL_0344,2025-08,1,0,0.0,1,1.0,12.0,
呼吸器内科,DR_RS2003,SL_0444,2025-08,1,0,0.0,1,1.0,,
呼吸器内科,DR_RS2005,SL_0470,2025-08,6,4,0.667,6,1.0,0.0,
呼吸器内科,DR_RS2005,SL_0561,2025-08,1,0,0.0,1,1.0,7.0,
呼吸器内科,DR_RS2005,SL_0658,2025-08,3,2,0.667,3,1.0,0.0,
呼吸器内科,DR_RS2006,SL_0009,2025-08,6,1,0.167,6,1.0,7.0,
呼吸器内科,DR_RS2006,SL_0612,2025-08,5,1,0.2,5,1.0,12.0,
呼吸器内科,DR_RS2007,SL_0009,2025-08,1,1,1.0,1,1.0,0.0,
呼吸器内科,DR_RS2008,SL_0009,2025-08,4,2,0.5,4,1.0,2.5,
呼吸器内科,DR_RS2008,SL_0618,2025-08,2,0,0.0,2,1.0,18.0,
呼吸器内科,DR_RS2010,SL_0009,2025-08,4,4,1.0,4,1.0,0.0,
呼吸器内科,DR_RS2011,SL_0009,2025-08,5,0,0.0,5,1.0,,
呼吸器内科,DR_RS2013,SL_0005,2025-08,17,0,0.0,17,1.0,,
呼吸器内科,,SL_0808,2025-08,3,1,0.333,3,1.0,26.0,
呼吸器外科,DR_RS2001,SL_0024,2025-08,53,5,0.094,53,1.0,10.0,58.5
呼吸器外科,DR_RS2012,SL_0188,2025-08,49,4,0.082,49,1.0,11.0,57.0
呼吸器外科,DR_RS2001,SL_0584,2025-08,5,1,0.2,5,1.0,27.0,
呼吸器外科,DR_RS2001,SL_0959,2025-08,1,0,0.0,1,1.0,,
呼吸器外科,DR_RS2004,SL_0082,2025-08,1,1,1.0,1,1.0,0.0,
呼吸器外科,DR_RS2012,SL_0009,2025-08,1,0,0.0,1,1.0,82.0,
呼吸器外科,DR_RS2012,SL_0557,2025-08,3,0,0.0,3,1.0,22.0,
呼吸器外科,DR_RS2014,SL_0009,2025-08,4,1,0.25,4,1.0,15.0,
呼吸器外科,DR_RS2014,SL_0760,2025-08,1,0,0.0,1,1.0,17.0,
呼吸器外科,DR_RS2015,SL_0005,2025-08,1,0,0.0,1,1.0,,
呼吸器外科,DR_XX022,SL_0009,2025-08,1,1,1.0,1,1.0,0.0,
呼吸器外科,DR_XX022,SL_0486,2025-08,7,0,0.0,7,1.0,11.0,
呼吸器外科,DR_XX022,SL_0963,2025-08,2,0,0.0,2,1.0,43.0,
外来手術室,DR_OT002,SL_0159,2025-08,78,78,1.0,78,1.0,0.0,100.0
外来手術室,DR_OT005,SL_0332,2025-08,21,21,1.0,21,1.0,0.0,100.0
外来手術室,DR_OT001,SL_0025,2025-08,180,179,0.994,180,1.0,1.0,98.7
外来手術室,DR_OT009,SL_0484,2025-08,24,23,0.958,24,1.0,0.0,98.6
外来手術室,DR_OT001,SL_0009,2025-08,44,43,0.977,44,1.0,1.0,98.1
外来手術室,DR_OT002,SL_0009,2025-08,16,15,0.938,16,1.0,0.0,97.9
外来手術室,DR_OT007,SL_0396,2025-08,12,11,0.917,12,1.0,0.0,97.2
外来手術室,DR_OT016,SL_0733,2025-08,12,11,0.917,12,1.0,0.0,97.2
外来手術室,DR_OT004,SL_0324,2025-08,11,8,0.727,11,1.0,0.0,90.9
外来手術室,DR_OT003,SL_0248,2025-08,18,11,0.611,18,1.0,0.0,87.0
外来手術室,DR_OT003,SL_0009,2025-08,3,2,0.667,3,1.0,0.0,
外来手術室,DR_OT003,SL_0456,2025-08,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT003,SL_0840,2025-08,4,3,0.75,4,1.0,0.0,
外来手術室,DR_OT006,SL_0376,2025-08,3,3,1.0,3,1.0,0.0,
外来手術室,DR_OT008,SL_0009,2025-08,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT008,SL_0397,2025-08,5,5,1.0,5,1.0,0.0,
外来手術室,DR_OT010,SL_0506,2025-08,4,3,0.75,4,1.0,0.0,
外来手術室,DR_OT011,SL_0553,2025-08,4,4,1.0,4,1.0,0.0,
外来手術室,DR_OT012,SL_0559,2025-08,3,3,1.0,3,1.0,0.0,
外来手術室,DR_OT013,SL_0597,2025-08,8,6,0.75,8,1.0,0.0,
外来手術室,DR_OT014,SL_0605,2025-08,6,5,0.833,6,1.0,0.0,
外来手術室,DR_OT015,SL_0699,2025-08,5,3,0.6,5,1.0,0.0,
外来手術室,DR_OT017,SL_0758,2025-08,2,2,1.0,2,1.0,0.0,
小児科,DR_PD014,SL_0005,2025-08,10,1,0.1,10,1.0,0.0,70.0
小児科,DR_PD005,SL_0328,2025-08,15,3,0.2,15,1.0,9.5,62.6
小児科,DR_PD018,SL_0837,2025-08,13,3,0.231,13,1.0,13.0,59.7
小児科,DR_PD002,SL_0070,2025-08,52,3,0.058,52,1.0,8.0,59.6
小児科,DR_PD001,SL_0020,2025-08,13,3,0.231,13,1.0,14.5,58.0
小児科,DR_PD009,SL_0257,2025-08,18,1,0.056,18,1.0,10.0,57.2
小児科,DR_PD008,SL_0323,2025-08,11,2,0.182,11,1.0,15.0,55.8
小児科,DR_PD004,SL_0177,2025-08,40,7,0.175,40,1.0,16.0,54.4
小児科,DR_PD022,SL_0877,2025-08,32,5,0.156,32,1.0,16.0,53.8
小児科,DR_PD001,SL_0313,2025-08,21,1,0.048,21,1.0,15.0,51.3
小児科,DR_PD007,SL_0239,2025-08,10,0,0.0,10,1.0,15.0,49.7
小児科,DR_PD003,SL_0098,2025-08,36,1,0.028,36,1.0,18.0,47.3
小児科,DR_PD008,SL_0250,2025-08,33,2,0.061,33,1.0,20.0,46.1
小児科,DR_PD003,SL_0399,2025-08,12,1,0.083,12,1.0,23.0,43.4
小児科,DR_PD006,SL_0272,2025-08,38,1,0.026,38,1.0,24.5,39.8
小児科,DR_PD007,SL_0351,2025-08,23,1,0.043,23,1.0,26.0,38.7
小児科,DR_XX020,SL_0452,2025-08,12,0,0.0,12,1.0,27.0,36.2
小児科,DR_PD006,SL_0503,2025-08,17,0,0.0,17,1.0,29.5,33.3
小児科,DR_PD001,SL_0009,2025-08,1,0,0.0,1,1.0,38.0,
小児科,DR_PD001,SL_0105,2025-08,1,0,0.0,1,1.0,30.0,
小児科,DR_PD002,SL_0009,2025-08,2,1,0.5,2,1.0,5.5,
小児科,DR_PD002,SL_0695,2025-08,1,0,0.0,1,1.0,8.0,
小児科,DR_PD003,SL_0009,2025-08,1,1,1.0,1,1.0,0.0,
小児科,DR_PD004,SL_0009,2025-08,3,1,0.333,3,1.0,21.0,
小児科,DR_PD004,SL_0270,2025-08,1,1,1.0,1,1.0,0.0,
小児科,DR_PD005,SL_0009,2025-08,2,0,0.0,2,1.0,10.5,
小児科,DR_PD005,SL_0180,2025-08,1,0,0.0,1,1.0,,
小児科,DR_PD006,SL_0009,2025-08,6,2,0.333,6,1.0,14.0,
小児科,DR_PD006,SL_0555,2025-08,1,0,0.0,1,1.0,,
小児科,DR_PD007,SL_0009,2025-08,4,0,0.0,4,1.0,36.0,
小児科,DR_PD008,SL_0009,2025-08,3,0,0.0,3,1.0,8.0,
小児科,DR_PD009,SL_0604,2025-08,1,0,0.0,1,1.0,9.0,
小児科,DR_PD010,SL_0009,2025-08,1,0,0.0,1,1.0,,
小児科,DR_PD010,SL_0260,2025-08,7,1,0.143,7,1.0,10.5,
小児科,DR_PD011,SL_0009,2025-08,6,0,0.0,6,1.0,7.0,
小児科,DR_PD011,SL_0375,2025-08,7,1,0.143,7,1.0,19.0,
小児科,DR_PD012,SL_0475,2025-08,4,1,0.25,4,1.0,35.0,
小児科,DR_PD013,SL_0009,2025-08,1,1,1.0,1,1.0,0.0,
小児科,DR_PD013,SL_0419,2025-08,5,2,0.4,5,1.0,0.5,
小児科,DR_PD018,SL_0838,2025-08,4,1,0.25,4,1.0,6.5,
小児科,DR_PD022,SL_0009,2025-08,2,1,0.5,2,1.0,5.0,
小児科,DR_PD022,SL_0889,2025-08,2,1,0.5,2,1.0,12.5,
形成外科,DR_PS013,SL_0009,2025-08,38,14,0.368,38,1.0,7.0,71.0
形成外科,DR_PS018,SL_0009,2025-08,10,3,0.3,10,1.0,5.0,71.0
形成外科,DR_PS005,SL_0707,2025-08,31,9,0.29,31,1.0,7.0,68.4
形成外科,DR_PS013,SL_0701,2025-08,77,24,0.312,77,1.0,8.0,68.0
形成外科,DR_PS015,SL_0009,2025-08,19,5,0.263,19,1.0,8.0,66.4
形成外科,DR_PS017,SL_0009,2025-08,36,8,0.222,36,1.0,9.0,63.9
形成外科,DR_PS005,SL_0265,2025-08,18,3,0.167,18,1.0,7.5,63.8
形成外科,DR_PS018,SL_0895,2025-08,33,4,0.121,33,1.0,8.0,61.7
形成外科,DR_PS017,SL_0935,2025-08,29,4,0.138,29,1.0,9.0,61.1
形成外科,DR_PS017,SL_0939,2025-08,61,8,0.131,61,1.0,9.0,60.9
形成外科,DR_PS015,SL_0709,2025-08,44,6,0.136,44,1.0,12.0,57.6
形成外科,DR_PS017,SL_0941,2025-08,44,4,0.091,44,1.0,11.0,57.3
形成外科,DR_PS006,SL_0288,2025-08,17,2,0.118,17,1.0,13.5,55.3
形成外科,DR_PS001,SL_0009,2025-08,8,2,0.25,8,1.0,13.0,
形成外科,DR_PS001,SL_0535,2025-08,1,0,0.0,1,1.0,7.0,
形成外科,DR_PS005,SL_0009,2025-08,7,2,0.286,7,1.0,13.0,
形成外科,DR_PS005,SL_0684,2025-08,3,0,0.0,3,1.0,26.0,
形成外科,DR_PS006,SL_0009,2025-08,1,1,1.0,1,1.0,4.0,
形成外科,DR_PS007,SL_0005,2025-08,4,2,0.5,4,1.0,0.0,
形成外科,DR_PS009,SL_0009,2025-08,1,0,0.0,1,1.0,,
形成外科,DR_PS009,SL_0359,2025-08,5,1,0.2,5,1.0,7.0,
形成外科,DR_PS011,SL_0513,2025-08,4,1,0.25,4,1.0,47.0,
形成外科,DR_PS012,SL_0009,2025-08,1,0,0.0,1,1.0,,
形成外科,DR_PS012,SL_0515,2025-08,4,2,0.5,4,1.0,6.0,
形成外科,DR_PS013,SL_0713,2025-08,7,1,0.143,7,1.0,15.0,
形成外科,DR_PS014,SL_0687,2025-08,2,0,0.0,2,1.0,,
形成外科,DR_PS015,SL_0816,2025-08,1,0,0.0,1,1.0,14.0,
形成外科,DR_PS017,SL_0958,2025-08,1,0,0.0,1,1.0,20.0,
形成外科,,SL_0964,2025-08,1,1,1.0,1,1.0,3.0,
循環器内科,DR_CV002,SL_0009,2025-08,119,83,0.697,119,1.0,0.0,89.9
循環器内科,DR_CV001,SL_0009,2025-08,16,8,0.5,16,1.0,3.5,79.4
循環器内科,DR_CV008,SL_0150,2025-08,166,84,0.506,166,1.0,4.0,79.0
循環器内科,DR_CV016,SL_0616,2025-08,55,26,0.473,55,1.0,4.0,77.9
循環器内科,DR_CV002,SL_0118,2025-08,16,7,0.438,16,1.0,5.5,75.1
循環器内科,DR_CV004,SL_0034,2025-08,69,24,0.348,69,1.0,6.0,71.5
循環器内科,DR_CV001,SL_0044,2025-08,124,31,0.25,124,1.0,6.5,67.7
循環器内科,DR_CV005,SL_0058,2025-08,21,9,0.429,18,0.857,2.0,66.8
循環器内科,DR_CV010,SL_0193,2025-08,144,24,0.167,144,1.0,7.0,64.3
循環器内科,DR_CV011,SL_0196,2025-08,51,5,0.098,51,1.0,10.0,58.6
循環器内科,DR_CV003,SL_0031,2025-08,77,6,0.078,77,1.0,10.0,58.0
循環器内科,DR_CV007,SL_0078,2025-08,59,6,0.102,59,1.0,11.0,57.6
循環器内科,DR_CV009,SL_0153,2025-08,104,7,0.067,104,1.0,12.0,55.3
循環器内科,DR_CV006,SL_0067,2025-08,120,2,0.017,120,1.0,13.5,52.0
循環器内科,DR_CV001,SL_0228,2025-08,10,0,0.0,10,1.0,15.0,49.7
循環器内科,DR_CV004,SL_0009,2025-08,1,1,1.0,1,1.0,4.0,
循環器内科,DR_CV004,SL_0450,2025-08,7,1,0.143,7,1.0,5.0,
循環器内科,DR_CV004,SL_0492,2025-08,1,0,0.0,1,1.0,,
循環器内科,DR_CV005,SL_0009,2025-08,1,0,0.0,1,1.0,,
循環器内科,DR_CV006,SL_0009,2025-08,2,1,0.5,2,1.0,9.5,
循環器内科,DR_CV006,SL_0401,2025-08,1,0,0.0,1,1.0,15.0,
循環器内科,DR_CV006,SL_0600,2025-08,5,1,0.2,5,1.0,18.0,
循環器内科,DR_CV007,SL_0009,2025-08,1,0,0.0,1,1.0,25.0,
循環器内科,DR_CV007,SL_0574,2025-08,5,3,0.6,5,1.0,4.0,
循環器内科,DR_CV008,SL_0009,2025-08,1,1,1.0,1,1.0,2.0,
循環器内科,DR_CV008,SL_0539,2025-08,2,0,0.0,2,1.0,7.5,
循環器内科,DR_CV009,SL_0009,2025-08,4,1,0.25,4,1.0,11.5,
