診療科名,予約担当者匿名ID,予約名称,初再診区分,紹介状有無,月,件数
PICCCVポートセンター,DR_XX009,SL_0009,再診,紹介状無し,2025-08,57
がんゲノム,DR_ON001,SL_0088,再診,紹介状無し,2025-08,14
アレルギー科,DR_AL001,SL_0009,再診,紹介状無し,2025-08,1
アレルギー科,DR_AL001,SL_0033,再診,紹介状無し,2025-08,25
アレルギー科,DR_AL002,SL_0009,再診,紹介状無し,2025-08,2
アレルギー科,DR_AL002,SL_0189,再診,紹介状無し,2025-08,28
アレルギー科,DR_AL003,SL_0009,再診,紹介状無し,2025-08,1
アレルギー科,DR_RS2003,SL_0061,再診,紹介状無し,2025-08,36
アレルギー科,DR_RS2003,SL_0361,再診,紹介状無し,2025-08,3
アレルギー科,DR_RS2003,SL_0874,再診,紹介状無し,2025-08,1
アレルギー科,DR_RS2005,SL_0009,再診,紹介状無し,2025-08,1
アレルギー科,DR_RS2005,SL_0100,再診,紹介状無し,2025-08,27
アレルギー科,DR_RS2005,SL_0561,初診,紹介状あり,2025-08,1
アレルギー科,DR_RS2005,SL_0652,再診,紹介状無し,2025-08,2
ソーシャルワーカー,DR_XX001,SL_0009,再診,紹介状無し,2025-08,27
ソーシャルワーカー,DR_XX001,SL_0011,再診,紹介状無し,2025-08,100
ソーシャルワーカー,DR_XX031,SL_0767,再診,紹介状無し,2025-08,1
メンタルケア科,DR_MN001,SL_0009,再診,紹介状無し,2025-08,2
メンタルケア科,DR_MN001,SL_0043,再診,紹介状無し,2025-08,107
メンタルケア科,DR_MN001,SL_0624,再診,紹介状無し,2025-08,6
メンタルケア科,DR_MN002,SL_0009,再診,紹介状無し,2025-08,101
メンタルケア科,DR_MN004,SL_0009,再診,紹介状無し,2025-08,7
メンタルケア科,DR_MN004,SL_0255,再診,紹介状無し,2025-08,67
メンタルケア科,DR_MN004,SL_0545,再診,紹介状無し,2025-08,3
メンタルケア科,DR_MN005,SL_0609,再診,紹介状無し,2025-08,12
メンタルケア科,DR_MN007,SL_0009,再診,紹介状無し,2025-08,1
メンタルケア科,DR_MN007,SL_0951,再診,紹介状無し,2025-08,1
メンタルケア科,DR_MN008,SL_0678,再診,紹介状無し,2025-08,2
メンタルケア科,DR_MN009,SL_0721,再診,紹介状無し,2025-08,49
メンタルケア科,DR_MN009,SL_0763,再診,紹介状無し,2025-08,7
メンタルケア科,DR_MN011,SL_0009,再診,紹介状無し,2025-08,1
メンタルケア科,DR_MN012,SL_0009,再診,紹介状無し,2025-08,1
