診療科名,予約担当者匿名ID,区分,曜日,bin_idx,bin_label,出勤日数,該当日数,出勤頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
PICCCVポートセンター,DR_XX009,全体,0,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,全体,0,4,10:00,1,5,0.2,1,6,0.2,1.2
PICCCVポートセンター,DR_XX009,全体,0,8,12:00,1,5,0.2,1,8,0.2,1.6
PICCCVポートセンター,DR_XX009,全体,0,9,12:30,1,5,0.2,1,11,0.2,2.2
PICCCVポートセンター,DR_XX009,全体,3,5,10:30,1,4,0.25,1,3,0.25,0.8
PICCCVポートセンター,DR_XX009,全体,3,7,11:30,1,4,0.25,1,5,0.25,1.2
PICCCVポートセンター,DR_XX009,全体,3,8,12:00,1,4,0.25,1,14,0.25,3.5
PICCCVポートセンター,DR_XX009,全体,3,12,14:00,1,4,0.25,1,3,0.25,0.8
PICCCVポートセンター,DR_XX009,全体,3,13,14:30,1,4,0.25,1,30,0.25,7.5
PICCCVポートセンター,DR_XX009,全体,3,14,15:00,1,4,0.25,2,22,0.5,5.5
PICCCVポートセンター,DR_XX009,全体,4,3,09:30,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,全体,4,13,14:30,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,再診,0,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,再診,0,4,10:00,1,5,0.2,1,6,0.2,1.2
PICCCVポートセンター,DR_XX009,再診,0,8,12:00,1,5,0.2,1,8,0.2,1.6
PICCCVポートセンター,DR_XX009,再診,0,9,12:30,1,5,0.2,1,11,0.2,2.2
PICCCVポートセンター,DR_XX009,再診,3,5,10:30,1,4,0.25,1,3,0.25,0.8
PICCCVポートセンター,DR_XX009,再診,3,7,11:30,1,4,0.25,1,5,0.25,1.2
PICCCVポートセンター,DR_XX009,再診,3,8,12:00,1,4,0.25,1,14,0.25,3.5
PICCCVポートセンター,DR_XX009,再診,3,12,14:00,1,4,0.25,1,3,0.25,0.8
PICCCVポートセンター,DR_XX009,再診,3,13,14:30,1,4,0.25,1,30,0.25,7.5
PICCCVポートセンター,DR_XX009,再診,3,14,15:00,1,4,0.25,2,22,0.5,5.5
PICCCVポートセンター,DR_XX009,再診,4,3,09:30,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,再診,4,13,14:30,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,薬再診,0,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,DR_XX009,薬再診,3,5,10:30,1,4,0.25,1,3,0.25,0.8
PICCCVポートセンター,DR_XX009,薬再診,4,3,09:30,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,DR_XX009,薬再診,4,13,14:30,1,4,0.25,1,2,0.25,0.5
がんゲノム,DR_ON001,全体,0,7,11:30,1,5,0.2,1,2,0.2,0.4
がんゲノム,DR_ON001,全体,0,11,13:30,1,5,0.2,1,3,0.2,0.6
がんゲノム,DR_ON001,全体,0,12,14:00,2,5,0.4,2,41,0.4,8.2
がんゲノム,DR_ON001,全体,0,13,14:30,1,5,0.2,1,9,0.2,1.8
がんゲノム,DR_ON001,全体,0,14,15:00,2,5,0.4,3,42,0.6,8.4
がんゲノム,DR_ON001,全体,0,15,15:30,2,5,0.4,2,21,0.4,4.2
がんゲノム,DR_ON001,全体,1,3,09:30,1,5,0.2,1,13,0.2,2.6
がんゲノム,DR_ON001,全体,1,4,10:00,1,5,0.2,1,1,0.2,0.2
がんゲノム,DR_ON001,全体,1,12,14:00,1,5,0.2,1,25,0.2,5.0
がんゲノム,DR_ON001,全体,1,13,14:30,3,5,0.6,3,17,0.6,3.4
がんゲノム,DR_ON001,全体,1,14,15:00,2,5,0.4,4,43,0.8,8.6
がんゲノム,DR_ON001,全体,1,15,15:30,1,5,0.2,1,12,0.2,2.4
がんゲノム,DR_ON001,再診,0,7,11:30,1,5,0.2,1,2,0.2,0.4
がんゲノム,DR_ON001,再診,0,11,13:30,1,5,0.2,1,3,0.2,0.6
がんゲノム,DR_ON001,再診,0,12,14:00,2,5,0.4,2,41,0.4,8.2
がんゲノム,DR_ON001,再診,0,13,14:30,1,5,0.2,1,9,0.2,1.8
がんゲノム,DR_ON001,再診,0,14,15:00,2,5,0.4,3,42,0.6,8.4
がんゲノム,DR_ON001,再診,0,15,15:30,2,5,0.4,2,21,0.4,4.2
がんゲノム,DR_ON001,再診,1,3,09:30,1,5,0.2,1,13,0.2,2.6
がんゲノム,DR_ON001,再診,1,4,10:00,1,5,0.2,1,1,0.2,0.2
がんゲノム,DR_ON001,再診,1,12,14:00,1,5,0.2,1,25,0.2,5.0
がんゲノム,DR_ON001,再診,1,13,14:30,3,5,0.6,3,17,0.6,3.4
がんゲノム,DR_ON001,再診,1,14,15:00,2,5,0.4,4,43,0.8,8.6
がんゲノム,DR_ON001,再診,1,15,15:30,1,5,0.2,1,12,0.2,2.4
がんゲノム,DR_ON001,薬再診,0,7,11:30,1,5,0.2,1,2,0.2,0.4
アレルギー科,DR_AL001,全体,2,3,09:30,2,4,0.5,5,49,1.25,12.2
アレルギー科,DR_AL001,全体,2,4,10:00,3,4,0.75,8,80,2.0,20.0
アレルギー科,DR_AL001,全体,2,5,10:30,3,4,0.75,11,85,2.75,21.2
アレルギー科,DR_AL001,全体,2,6,11:00,3,4,0.75,9,72,2.25,18.0
アレルギー科,DR_AL001,全体,2,7,11:30,3,4,0.75,6,50,1.5,12.5
アレルギー科,DR_AL001,全体,2,8,12:00,1,4,0.25,2,5,0.5,1.2
アレルギー科,DR_AL001,再診,2,3,09:30,2,4,0.5,5,49,1.25,12.2
アレルギー科,DR_AL001,再診,2,4,10:00,3,4,0.75,8,80,2.0,20.0
アレルギー科,DR_AL001,再診,2,5,10:30,3,4,0.75,11,85,2.75,21.2
アレルギー科,DR_AL001,再診,2,6,11:00,3,4,0.75,9,72,2.25,18.0
アレルギー科,DR_AL001,再診,2,7,11:30,3,4,0.75,6,50,1.5,12.5
アレルギー科,DR_AL001,再診,2,8,12:00,1,4,0.25,2,5,0.5,1.2
アレルギー科,DR_AL001,薬再診,2,8,12:00,1,4,0.25,1,4,0.25,1.0
アレルギー科,DR_AL002,全体,3,2,09:00,1,4,0.25,2,14,0.5,3.5
アレルギー科,DR_AL002,全体,3,3,09:30,4,4,1.0,12,70,3.0,17.5
アレルギー科,DR_AL002,全体,3,4,10:00,4,4,1.0,13,62,3.25,15.5
アレルギー科,DR_AL002,全体,3,5,10:30,3,4,0.75,8,83,2.0,20.8
アレルギー科,DR_AL002,全体,3,6,11:00,4,4,1.0,13,82,3.25,20.5
アレルギー科,DR_AL002,全体,3,7,11:30,4,4,1.0,7,64,1.75,16.0
アレルギー科,DR_AL002,全体,3,8,12:00,2,4,0.5,3,39,0.75,9.8
アレルギー科,DR_AL002,全体,3,9,12:30,2,4,0.5,3,11,0.75,2.8
アレルギー科,DR_AL002,初診,3,5,10:30,1,4,0.25,1,17,0.25,4.2
アレルギー科,DR_AL002,初診,3,6,11:00,2,4,0.5,2,10,0.5,2.5
アレルギー科,DR_AL002,再診,3,2,09:00,1,4,0.25,2,14,0.5,3.5
アレルギー科,DR_AL002,再診,3,3,09:30,4,4,1.0,12,70,3.0,17.5
アレルギー科,DR_AL002,再診,3,4,10:00,4,4,1.0,13,62,3.25,15.5
アレルギー科,DR_AL002,再診,3,5,10:30,3,4,0.75,7,66,1.75,16.5
アレルギー科,DR_AL002,再診,3,6,11:00,4,4,1.0,11,72,2.75,18.0
アレルギー科,DR_AL002,再診,3,7,11:30,4,4,1.0,7,64,1.75,16.0
アレルギー科,DR_AL002,再診,3,8,12:00,2,4,0.5,3,39,0.75,9.8
アレルギー科,DR_AL002,再診,3,9,12:30,2,4,0.5,3,11,0.75,2.8
アレルギー科,DR_AL002,薬再診,3,3,09:30,3,4,0.75,4,14,1.0,3.5
アレルギー科,DR_AL002,薬再診,3,4,10:00,3,4,0.75,4,17,1.0,4.2
アレルギー科,DR_AL002,薬再診,3,5,10:30,1,4,0.25,1,4,0.25,1.0
アレルギー科,DR_AL002,薬再診,3,6,11:00,1,4,0.25,1,3,0.25,0.8
アレルギー科,DR_AL002,薬再診,3,8,12:00,1,4,0.25,1,2,0.25,0.5
アレルギー科,DR_RS2003,全体,1,2,09:00,3,5,0.6,9,48,1.8,9.6
アレルギー科,DR_RS2003,全体,1,3,09:30,4,5,0.8,12,70,2.4,14.0
アレルギー科,DR_RS2003,全体,1,4,10:00,4,5,0.8,8,59,1.6,11.8
アレルギー科,DR_RS2003,全体,1,5,10:30,4,5,0.8,14,79,2.8,15.8
アレルギー科,DR_RS2003,全体,1,6,11:00,4,5,0.8,13,91,2.6,18.2
アレルギー科,DR_RS2003,全体,1,7,11:30,1,5,0.2,3,14,0.6,2.8
アレルギー科,DR_RS2003,再診,1,2,09:00,3,5,0.6,9,48,1.8,9.6
アレルギー科,DR_RS2003,再診,1,3,09:30,4,5,0.8,12,70,2.4,14.0
アレルギー科,DR_RS2003,再診,1,4,10:00,4,5,0.8,8,59,1.6,11.8
アレルギー科,DR_RS2003,再診,1,5,10:30,4,5,0.8,14,79,2.8,15.8
アレルギー科,DR_RS2003,再診,1,6,11:00,4,5,0.8,13,91,2.6,18.2
アレルギー科,DR_RS2003,再診,1,7,11:30,1,5,0.2,3,14,0.6,2.8
アレルギー科,DR_RS2003,薬再診,1,2,09:00,1,5,0.2,2,6,0.4,1.2
アレルギー科,DR_RS2003,薬再診,1,3,09:30,2,5,0.4,3,12,0.6,2.4
アレルギー科,DR_RS2003,薬再診,1,4,10:00,2,5,0.4,2,8,0.4,1.6
アレルギー科,DR_RS2003,薬再診,1,5,10:30,1,5,0.2,3,12,0.6,2.4
アレルギー科,DR_RS2003,薬再診,1,6,11:00,3,5,0.6,4,18,0.8,3.6
アレルギー科,DR_RS2003,薬再診,1,7,11:30,1,5,0.2,2,4,0.4,0.8
アレルギー科,DR_RS2005,全体,0,2,09:00,3,5,0.6,6,28,1.2,5.6
アレルギー科,DR_RS2005,全体,0,3,09:30,3,5,0.6,8,84,1.6,16.8
アレルギー科,DR_RS2005,全体,0,4,10:00,3,5,0.6,9,76,1.8,15.2
アレルギー科,DR_RS2005,全体,0,5,10:30,3,5,0.6,9,73,1.8,14.6
アレルギー科,DR_RS2005,全体,0,6,11:00,3,5,0.6,9,55,1.8,11.0
アレルギー科,DR_RS2005,全体,0,7,11:30,2,5,0.4,2,17,0.4,3.4
アレルギー科,DR_RS2005,再診,0,2,09:00,3,5,0.6,6,28,1.2,5.6
アレルギー科,DR_RS2005,再診,0,3,09:30,3,5,0.6,8,84,1.6,16.8
アレルギー科,DR_RS2005,再診,0,4,10:00,3,5,0.6,9,76,1.8,15.2
アレルギー科,DR_RS2005,再診,0,5,10:30,3,5,0.6,9,73,1.8,14.6
アレルギー科,DR_RS2005,再診,0,6,11:00,3,5,0.6,9,55,1.8,11.0
アレルギー科,DR_RS2005,再診,0,7,11:30,2,5,0.4,2,17,0.4,3.4
アレルギー科,DR_RS2005,薬再診,0,4,10:00,1,5,0.2,1,3,0.2,0.6
アレルギー科,DR_RS2005,薬再診,0,5,10:30,1,5,0.2,1,4,0.2,0.8
アレルギー科,DR_RS2005,薬再診,0,6,11:00,1,5,0.2,1,5,0.2,1.0
アレルギー科,DR_RS2005,薬再診,0,7,11:30,1,5,0.2,1,4,0.2,0.8
メンタルケア科,DR_MN001,全体,0,3,09:30,2,5,0.4,2,8,0.4,1.6
メンタルケア科,DR_MN001,全体,0,4,10:00,4,5,0.8,4,62,0.8,12.4
メンタルケア科,DR_MN001,全体,0,5,10:30,1,5,0.2,1,27,0.2,5.4
メンタルケア科,DR_MN001,全体,0,6,11:00,2,5,0.4,2,26,0.4,5.2
メンタルケア科,DR_MN001,全体,0,7,11:30,2,5,0.4,2,32,0.4,6.4
メンタルケア科,DR_MN001,全体,0,8,12:00,1,5,0.2,1,1,0.2,0.2
メンタルケア科,DR_MN001,全体,2,1,08:30,4,4,1.0,10,78,2.5,19.5
メンタルケア科,DR_MN001,全体,2,2,09:00,4,4,1.0,12,106,3.0,26.5
メンタルケア科,DR_MN001,全体,2,3,09:30,4,4,1.0,13,113,3.25,28.2
メンタルケア科,DR_MN001,全体,2,4,10:00,4,4,1.0,17,108,4.25,27.0
メンタルケア科,DR_MN001,全体,2,5,10:30,4,4,1.0,14,102,3.5,25.5
メンタルケア科,DR_MN001,全体,2,6,11:00,4,4,1.0,12,94,3.0,23.5
メンタルケア科,DR_MN001,全体,2,7,11:30,4,4,1.0,8,77,2.0,19.2
メンタルケア科,DR_MN001,全体,2,8,12:00,2,4,0.5,6,59,1.5,14.8
メンタルケア科,DR_MN001,全体,2,9,12:30,2,4,0.5,4,51,1.0,12.8
メンタルケア科,DR_MN001,全体,2,10,13:00,3,4,0.75,5,37,1.25,9.2
メンタルケア科,DR_MN001,全体,2,11,13:30,4,4,1.0,10,65,2.5,16.2
メンタルケア科,DR_MN001,全体,2,12,14:00,4,4,1.0,8,78,2.0,19.5
メンタルケア科,DR_MN001,全体,2,13,14:30,4,4,1.0,9,57,2.25,14.2
メンタルケア科,DR_MN001,全体,2,14,15:00,2,4,0.5,6,58,1.5,14.5
メンタルケア科,DR_MN001,全体,2,15,15:30,2,4,0.5,2,12,0.5,3.0
メンタルケア科,DR_MN001,再診,0,3,09:30,2,5,0.4,2,8,0.4,1.6
メンタルケア科,DR_MN001,再診,0,4,10:00,4,5,0.8,4,62,0.8,12.4
