総件数,期間_開始,期間_終了,期間_暦日数,期間_営業日数,期間_除外日数,診療科数,医師数,部屋数,予約名称_種類数,初診件数,再診件数,紹介状あり,併科受診_有,未来院件数
33834,2025-09-01,2025-09-30,30,20,2,52,417,0,724,2737,31097,1960,8823,1955
