診療科名,予約名称,区分,曜日,bin_idx,bin_label,稼働日数,該当日数,稼働頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
PICCCVポートセンター,SL_0009,全体,0,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,SL_0009,全体,0,4,10:00,1,5,0.2,1,6,0.2,1.2
PICCCVポートセンター,SL_0009,全体,0,8,12:00,1,5,0.2,1,8,0.2,1.6
PICCCVポートセンター,SL_0009,全体,0,9,12:30,1,5,0.2,1,11,0.2,2.2
PICCCVポートセンター,SL_0009,全体,3,5,10:30,1,4,0.25,1,3,0.25,0.8
PICCCVポートセンター,SL_0009,全体,3,7,11:30,1,4,0.25,1,5,0.25,1.2
PICCCVポートセンター,SL_0009,全体,3,8,12:00,1,4,0.25,1,14,0.25,3.5
PICCCVポートセンター,SL_0009,全体,3,12,14:00,1,4,0.25,1,3,0.25,0.8
PICCCVポートセンター,SL_0009,全体,3,13,14:30,1,4,0.25,1,30,0.25,7.5
PICCCVポートセンター,SL_0009,全体,3,14,15:00,1,4,0.25,2,22,0.5,5.5
PICCCVポートセンター,SL_0009,全体,4,3,09:30,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,SL_0009,全体,4,13,14:30,1,4,0.25,1,2,0.25,0.5
PICCCVポートセンター,SL_0009,再診,0,3,09:30,1,5,0.2,1,2,0.2,0.4
PICCCVポートセンター,SL_0009,再診,0,4,10:00,1,5,0.2,1,6,0.2,1.2
PICCCVポートセンター,SL_0009,再診,0,8,12:00,1,5,0.2,1,8,0.2,1.6
PICCCVポートセンター,SL_0009,再診,0,9,12:30,1,5,0.2,1,11,0.2,2.2
PICCCVポートセンター,SL_0009,再診,3,5,10:30,1,4,0.25,1,3,0.25,0.8
PICCCVポートセンター,SL_0009,再診,3,7,11:30,1,4,0.25,1,5,0.25,1.2
PICCCVポートセンター,SL_0009,再診,3,8,12:00,1,4,0.25,1,14,0.25,3.5
