診療科名,医師匿名ID,予約名称,月,再診件数,短時間再診件数,短時間再診比率,紹介状なし再診件数,紹介状なし再診比率,診察時間中央値_再診,スコア
呼吸器内科,DR_AL001,SL_0009,2025-09,2,2,1.0,2,1.0,0.0,
呼吸器内科,DR_AL001,SL_0634,2025-09,6,0,0.0,6,1.0,11.0,
呼吸器内科,DR_AL002,SL_0009,2025-09,6,1,0.167,6,1.0,7.5,
呼吸器内科,DR_AL002,SL_0356,2025-09,5,0,0.0,5,1.0,12.5,
呼吸器内科,DR_RS2002,SL_0009,2025-09,1,1,1.0,1,1.0,0.0,
呼吸器内科,DR_RS2002,SL_0030,2025-09,9,1,0.111,9,1.0,26.0,
呼吸器内科,DR_RS2003,SL_0009,2025-09,1,1,1.0,1,1.0,0.0,
呼吸器内科,DR_RS2003,SL_0344,2025-09,1,0,0.0,1,1.0,19.0,
呼吸器内科,DR_RS2003,SL_0444,2025-09,1,0,0.0,1,1.0,,
呼吸器内科,DR_RS2005,SL_0009,2025-09,2,1,0.5,2,1.0,8.5,
呼吸器内科,DR_RS2005,SL_0470,2025-09,6,5,0.833,6,1.0,0.0,
呼吸器内科,DR_RS2005,SL_0561,2025-09,1,0,0.0,1,1.0,10.0,
呼吸器内科,DR_RS2005,SL_0658,2025-09,4,1,0.25,4,1.0,9.0,
呼吸器内科,DR_RS2006,SL_0009,2025-09,7,1,0.143,7,1.0,7.0,
呼吸器内科,DR_RS2006,SL_0612,2025-09,4,1,0.25,4,1.0,8.0,
呼吸器内科,DR_RS2008,SL_0009,2025-09,4,0,0.0,4,1.0,18.0,
呼吸器内科,DR_RS2008,SL_0618,2025-09,5,0,0.0,5,1.0,13.0,
呼吸器内科,DR_RS2010,SL_0009,2025-09,3,2,0.667,3,1.0,0.0,
呼吸器内科,DR_RS2011,SL_0009,2025-09,3,0,0.0,3,1.0,,
呼吸器内科,DR_RS2011,SL_0179,2025-09,9,2,0.222,9,1.0,5.5,
呼吸器内科,,SL_0808,2025-09,1,1,1.0,1,1.0,0.0,
呼吸器外科,DR_RS2012,SL_0188,2025-09,98,25,0.255,98,1.0,7.0,67.4
呼吸器外科,DR_RS2001,SL_0024,2025-09,71,6,0.085,71,1.0,8.0,60.6
呼吸器外科,DR_RS2001,SL_0009,2025-09,1,0,0.0,1,1.0,24.0,
呼吸器外科,DR_RS2001,SL_0584,2025-09,7,1,0.143,7,1.0,23.0,
呼吸器外科,DR_RS2012,SL_0009,2025-09,5,1,0.2,5,1.0,14.0,
呼吸器外科,DR_RS2012,SL_0557,2025-09,1,0,0.0,1,1.0,16.0,
呼吸器外科,DR_RS2014,SL_0009,2025-09,4,2,0.5,4,1.0,15.0,
呼吸器外科,DR_RS2014,SL_0760,2025-09,2,0,0.0,2,1.0,7.0,
呼吸器外科,DR_RS2015,SL_0005,2025-09,3,0,0.0,3,1.0,,
呼吸器外科,DR_RS2017,SL_0878,2025-09,1,1,1.0,1,1.0,1.0,
呼吸器外科,DR_XX022,SL_0486,2025-09,7,0,0.0,7,1.0,12.0,
外来手術室,DR_OT002,SL_0009,2025-09,11,11,1.0,11,1.0,0.0,100.0
外来手術室,DR_OT002,SL_0159,2025-09,93,93,1.0,93,1.0,0.0,100.0
外来手術室,DR_OT001,SL_0025,2025-09,196,193,0.985,196,1.0,1.0,98.4
外来手術室,DR_OT001,SL_0009,2025-09,45,44,0.978,45,1.0,1.0,98.2
外来手術室,DR_OT005,SL_0332,2025-09,18,17,0.944,18,1.0,0.0,98.1
外来手術室,DR_OT009,SL_0484,2025-09,18,17,0.944,18,1.0,0.0,98.1
外来手術室,DR_OT003,SL_0248,2025-09,15,7,0.467,15,1.0,0.0,82.2
外来手術室,DR_OT016,SL_0733,2025-09,11,4,0.364,11,1.0,0.0,78.8
外来手術室,DR_OT003,SL_0009,2025-09,3,3,1.0,3,1.0,0.0,
外来手術室,DR_OT003,SL_0456,2025-09,3,1,0.333,3,1.0,0.0,
外来手術室,DR_OT003,SL_0840,2025-09,1,0,0.0,1,1.0,,
外来手術室,DR_OT004,SL_0324,2025-09,9,1,0.111,9,1.0,0.0,
外来手術室,DR_OT006,SL_0376,2025-09,2,2,1.0,2,1.0,0.0,
外来手術室,DR_OT007,SL_0396,2025-09,6,5,0.833,6,1.0,0.0,
外来手術室,DR_OT008,SL_0397,2025-09,4,4,1.0,4,1.0,0.0,
外来手術室,DR_OT009,SL_0009,2025-09,1,1,1.0,1,1.0,0.0,
外来手術室,DR_OT010,SL_0506,2025-09,4,1,0.25,4,1.0,0.0,
外来手術室,DR_OT011,SL_0553,2025-09,1,0,0.0,1,1.0,,
外来手術室,DR_OT012,SL_0559,2025-09,6,6,1.0,6,1.0,0.0,
外来手術室,DR_OT013,SL_0009,2025-09,2,2,1.0,2,1.0,0.0,
外来手術室,DR_OT013,SL_0597,2025-09,4,4,1.0,4,1.0,0.0,
外来手術室,DR_OT014,SL_0605,2025-09,6,4,0.667,6,1.0,0.0,
外来手術室,DR_OT015,SL_0699,2025-09,3,1,0.333,3,1.0,0.0,
外来手術室,DR_OT017,SL_0758,2025-09,1,0,0.0,1,1.0,,
小児科,DR_PD014,SL_0005,2025-09,10,1,0.1,10,1.0,0.0,70.0
小児科,DR_PD002,SL_0070,2025-09,36,10,0.278,36,1.0,7.0,68.2
小児科,DR_PD005,SL_0328,2025-09,15,4,0.267,15,1.0,11.5,62.8
小児科,DR_PD001,SL_0020,2025-09,11,2,0.182,11,1.0,13.0,58.3
小児科,DR_PD009,SL_0257,2025-09,22,0,0.0,22,1.0,8.0,57.8
小児科,DR_PD022,SL_0877,2025-09,29,7,0.241,29,1.0,17.0,55.8
小児科,DR_PD008,SL_0250,2025-09,34,5,0.147,34,1.0,15.0,54.9
小児科,DR_PD004,SL_0177,2025-09,40,8,0.2,40,1.0,19.0,52.2
小児科,DR_PD018,SL_0837,2025-09,14,0,0.0,14,1.0,15.0,50.0
小児科,DR_PD001,SL_0313,2025-09,21,1,0.048,21,1.0,17.0,49.4
小児科,DR_PD006,SL_0503,2025-09,16,1,0.062,16,1.0,17.5,49.3
小児科,DR_PD006,SL_0272,2025-09,33,5,0.152,33,1.0,20.5,49.0
小児科,DR_PD003,SL_0098,2025-09,21,2,0.095,21,1.0,19.5,48.2
小児科,DR_PD008,SL_0323,2025-09,10,0,0.0,10,1.0,19.0,45.6
小児科,DR_PD007,SL_0351,2025-09,25,0,0.0,25,1.0,22.5,41.7
小児科,DR_PD007,SL_0239,2025-09,14,1,0.071,14,1.0,26.0,40.1
小児科,DR_PD003,SL_0399,2025-09,11,0,0.0,11,1.0,25.0,38.9
小児科,DR_PD010,SL_0260,2025-09,10,1,0.1,9,0.9,26.0,32.0
小児科,DR_PD002,SL_0009,2025-09,1,0,0.0,1,1.0,11.0,
小児科,DR_PD004,SL_0009,2025-09,3,2,0.667,3,1.0,4.0,
小児科,DR_PD004,SL_0270,2025-09,2,0,0.0,2,1.0,32.0,
小児科,DR_PD006,SL_0009,2025-09,3,2,0.667,3,1.0,0.0,
小児科,DR_PD007,SL_0009,2025-09,2,0,0.0,2,1.0,35.0,
小児科,DR_PD009,SL_0009,2025-09,1,0,0.0,1,1.0,14.0,
小児科,DR_PD011,SL_0009,2025-09,9,7,0.778,9,1.0,0.0,
小児科,DR_PD011,SL_0375,2025-09,2,0,0.0,2,1.0,16.5,
小児科,DR_PD012,SL_0475,2025-09,1,0,0.0,1,1.0,38.0,
小児科,DR_PD013,SL_0009,2025-09,6,5,0.833,6,1.0,0.0,
小児科,DR_PD013,SL_0419,2025-09,7,5,0.714,7,1.0,0.0,
小児科,DR_PD018,SL_0009,2025-09,2,1,0.5,2,1.0,0.0,
小児科,DR_PD018,SL_0838,2025-09,6,0,0.0,6,1.0,20.0,
小児科,DR_PD020,SL_0856,2025-09,2,2,1.0,2,1.0,0.5,
小児科,DR_PD022,SL_0009,2025-09,1,0,0.0,1,1.0,15.0,
小児科,DR_PD022,SL_0889,2025-09,4,2,0.5,4,1.0,0.0,
小児科,DR_PD023,SL_0949,2025-09,1,0,0.0,1,1.0,,
小児科,DR_XX020,SL_0009,2025-09,1,1,1.0,1,1.0,0.0,
小児科,DR_XX020,SL_0452,2025-09,5,0,0.0,5,1.0,33.5,
形成外科,DR_PS013,SL_0009,2025-09,33,11,0.333,33,1.0,7.5,69.4
形成外科,DR_PS017,SL_0009,2025-09,23,6,0.261,23,1.0,8.0,66.5
形成外科,DR_PS018,SL_0009,2025-09,15,4,0.267,15,1.0,8.5,66.1
形成外科,DR_PS005,SL_0707,2025-09,55,13,0.236,55,1.0,8.0,65.6
形成外科,DR_PS017,SL_0941,2025-09,28,6,0.214,28,1.0,8.0,64.9
形成外科,DR_PS015,SL_0009,2025-09,22,7,0.318,22,1.0,12.0,63.9
形成外科,DR_PS005,SL_0265,2025-09,50,9,0.18,50,1.0,8.0,63.8
形成外科,DR_PS015,SL_0709,2025-09,69,12,0.174,69,1.0,8.0,63.6
形成外科,DR_PS005,SL_0009,2025-09,37,7,0.189,37,1.0,10.0,61.9
形成外科,DR_PS013,SL_0701,2025-09,73,9,0.123,73,1.0,8.5,61.3
形成外科,DR_PS018,SL_0895,2025-09,19,2,0.105,19,1.0,8.5,60.7
形成外科,DR_PS017,SL_0939,2025-09,44,1,0.023,44,1.0,8.5,58.0
形成外科,DR_PS017,SL_0935,2025-09,34,2,0.059,34,1.0,10.5,57.0
形成外科,DR_PS006,SL_0288,2025-09,14,0,0.0,14,1.0,10.5,55.0
形成外科,DR_PS001,SL_0009,2025-09,10,2,0.2,10,1.0,23.0,47.8
形成外科,DR_PD012,SL_0475,2025-09,1,1,1.0,1,1.0,0.0,
形成外科,DR_PS001,SL_0535,2025-09,1,0,0.0,0,0.0,10.0,
形成外科,DR_PS007,SL_0005,2025-09,6,2,0.333,6,1.0,0.0,
形成外科,DR_PS009,SL_0359,2025-09,4,1,0.25,4,1.0,7.0,
形成外科,DR_PS011,SL_0513,2025-09,2,0,0.0,2,1.0,48.0,
形成外科,DR_PS012,SL_0515,2025-09,3,0,0.0,2,0.667,25.0,
形成外科,DR_PS013,SL_0713,2025-09,4,1,0.25,4,1.0,23.0,
形成外科,DR_PS014,SL_0687,2025-09,2,2,1.0,2,1.0,0.5,
形成外科,DR_PS015,SL_0816,2025-09,2,0,0.0,2,1.0,37.5,
形成外科,DR_PS017,SL_0947,2025-09,1,0,0.0,1,1.0,12.0,
循環器内科,DR_CV002,SL_0009,2025-09,143,103,0.72,143,1.0,0.0,90.7
循環器内科,DR_CV016,SL_0616,2025-09,62,41,0.661,62,1.0,4.0,84.3
循環器内科,DR_CV002,SL_0118,2025-09,27,16,0.593,25,0.926,0.0,79.7
循環器内科,DR_CV008,SL_0150,2025-09,249,129,0.518,248,0.996,4.0,79.1
循環器内科,DR_CV005,SL_0058,2025-09,19,11,0.579,17,0.895,2.0,74.1
循環器内科,DR_CV004,SL_0034,2025-09,81,28,0.346,81,1.0,6.0,71.5
循環器内科,DR_CV001,SL_0009,2025-09,15,4,0.267,15,1.0,6.0,68.9
循環器内科,DR_CV001,SL_0044,2025-09,162,33,0.204,161,0.994,7.0,65.1
循環器内科,DR_CV010,SL_0193,2025-09,142,20,0.141,142,1.0,8.0,62.5
循環器内科,DR_CV011,SL_0196,2025-09,77,7,0.091,77,1.0,9.0,59.7
循環器内科,DR_CV007,SL_0078,2025-09,51,5,0.098,51,1.0,10.0,58.8
循環器内科,DR_CV003,SL_0031,2025-09,89,8,0.09,89,1.0,10.0,58.6
循環器内科,DR_CV012,SL_0325,2025-09,11,1,0.091,11,1.0,12.0,56.4
循環器内科,DR_CV006,SL_0067,2025-09,113,1,0.009,113,1.0,12.0,53.6
循環器内科,DR_CV011,SL_0009,2025-09,14,0,0.0,14,1.0,13.0,52.2
循環器内科,DR_CV009,SL_0153,2025-09,114,3,0.026,114,1.0,14.0,52.0
循環器内科,DR_CV001,SL_0228,2025-09,6,0,0.0,6,1.0,14.0,
循環器内科,DR_CV003,SL_0009,2025-09,2,2,1.0,2,1.0,2.0,
循環器内科,DR_CV004,SL_0450,2025-09,5,2,0.4,5,1.0,5.0,
循環器内科,DR_CV006,SL_0009,2025-09,6,2,0.333,6,1.0,14.0,
循環器内科,DR_CV006,SL_0600,2025-09,5,2,0.4,5,1.0,11.0,
循環器内科,DR_CV007,SL_0574,2025-09,2,1,0.5,2,1.0,7.5,
循環器内科,DR_CV008,SL_0009,2025-09,2,1,0.5,2,1.0,9.0,
循環器内科,DR_CV008,SL_0116,2025-09,1,0,0.0,1,1.0,24.0,
循環器内科,DR_CV008,SL_0539,2025-09,6,0,0.0,6,1.0,13.5,
循環器内科,DR_CV009,SL_0009,2025-09,8,4,0.5,8,1.0,0.0,
循環器内科,DR_CV009,SL_0277,2025-09,8,0,0.0,8,1.0,13.0,
循環器内科,DR_CV010,SL_0009,2025-09,5,3,0.6,5,1.0,0.0,
循環器内科,DR_CV010,SL_0381,2025-09,8,2,0.25,8,1.0,16.0,
循環器内科,DR_CV010,SL_0485,2025-09,1,0,0.0,1,1.0,10.0,
循環器内科,DR_CV011,SL_0626,2025-09,2,0,0.0,2,1.0,15.0,
循環器内科,DR_CV014,SL_0005,2025-09,10,0,0.0,10,1.0,,
循環器内科,DR_CV016,SL_0009,2025-09,1,1,1.0,1,1.0,4.0,
