診療科名,予約担当者匿名ID,予約名称,初再診区分,紹介状有無,月,件数
PICCCVポートセンター,DR_XX009,SL_0009,再診,紹介状無し,2025-09,49
がんゲノム,DR_ON001,SL_0088,再診,紹介状無し,2025-09,15
アレルギー科,DR_AL001,SL_0009,再診,紹介状無し,2025-09,2
アレルギー科,DR_AL001,SL_0033,再診,紹介状無し,2025-09,31
アレルギー科,DR_AL001,SL_0736,再診,紹介状無し,2025-09,1
アレルギー科,DR_AL002,SL_0009,再診,紹介状無し,2025-09,2
アレルギー科,DR_AL002,SL_0189,再診,紹介状無し,2025-09,50
アレルギー科,DR_AL002,SL_0628,初診,紹介状あり,2025-09,2
アレルギー科,DR_RS2003,SL_0009,再診,紹介状無し,2025-09,2
アレルギー科,DR_RS2003,SL_0061,再診,紹介状無し,2025-09,43
アレルギー科,DR_RS2003,SL_0361,再診,紹介状無し,2025-09,5
アレルギー科,DR_RS2003,SL_0874,再診,紹介状無し,2025-09,1
アレルギー科,DR_RS2005,SL_0009,再診,紹介状無し,2025-09,2
アレルギー科,DR_RS2005,SL_0100,再診,紹介状無し,2025-09,35
アレルギー科,DR_RS2005,SL_0652,再診,紹介状無し,2025-09,1
ソーシャルワーカー,DR_XX001,SL_0009,再診,紹介状無し,2025-09,20
ソーシャルワーカー,DR_XX001,SL_0011,再診,紹介状無し,2025-09,106
ソーシャルワーカー,DR_XX031,SL_0767,再診,紹介状無し,2025-09,1
ソーシャルワーカー,DR_XX034,SL_0825,再診,紹介状無し,2025-09,1
メンタルケア科,DR_MN001,SL_0009,再診,紹介状無し,2025-09,1
メンタルケア科,DR_MN001,SL_0043,再診,紹介状無し,2025-09,111
メンタルケア科,DR_MN001,SL_0624,再診,紹介状無し,2025-09,9
メンタルケア科,DR_MN002,SL_0009,再診,紹介状無し,2025-09,97
メンタルケア科,DR_MN004,SL_0009,再診,紹介状無し,2025-09,10
メンタルケア科,DR_MN004,SL_0255,再診,紹介状無し,2025-09,78
メンタルケア科,DR_MN004,SL_0545,再診,紹介状無し,2025-09,4
メンタルケア科,DR_MN005,SL_0609,再診,紹介状無し,2025-09,13
メンタルケア科,DR_MN007,SL_0951,再診,紹介状無し,2025-09,1
メンタルケア科,DR_MN008,SL_0678,再診,紹介状無し,2025-09,1
メンタルケア科,DR_MN009,SL_0721,再診,紹介状無し,2025-09,40
メンタルケア科,DR_MN009,SL_0763,再診,紹介状無し,2025-09,6
メンタルケア科,DR_MN010,SL_0828,再診,紹介状無し,2025-09,1
メンタルケア科,DR_MN012,SL_0009,再診,紹介状無し,2025-09,1
リウマチ膠原病内科,DR_RH001,SL_0008,再診,紹介状無し,2025-09,30
